"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0684800746780578,-2.70643640186511,0.00420531179692427,0.0108353462452534,0.00124548199488474,-2.69460891218457,0.00343339828436904,0.00989371046621083,0.00119987200582145,-2.70938657884156,0.00870892264542521,0.0108406461368395,0.00271649559366956,-2.70629909505534,0.00540894415201321,0.0107386882771487,0.00175647789492453
"11422-2",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0689332082348665,-2.69408864364671,0.0043627807090393,0.00785049206083343,0.00126927104879344,-2.68615995629768,0.00351541291540239,0.00781166598156906,0.00123194982432648,-2.69297667165427,0.00850077190306913,0.00576981291479376,0.00239653965050293,-2.69417152522612,0.00584541043991961,0.00780493000779317,0.0019581896803063
"11422-3",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.069174513938038,-2.69321602314532,0.00439927164330558,0.00798456736886625,0.0011583357719807,-2.68434772012527,0.00361924322152686,0.00744970499602822,0.00113934914125789,-2.69729301173729,0.00836225995766933,0.00676838883395261,0.00210922806807288,-2.69115281454431,0.00511782063558977,0.0070684585672706,0.0014348690940784
"11422-4",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0688549614407912,-2.70493443825196,0.00423543112315515,0.0118181914798139,0.00119838039427122,-2.69289477420634,0.00351513441928105,0.0111002403126346,0.00117173540094991,-2.70507653265497,0.00847934770496378,0.0125073178622498,0.00223310663066002,-2.70472995951231,0.00476099420500462,0.0115750988257948,0.00150656767097897
"11422-5",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.068783161220567,-2.6988239114337,0.0042149083078685,0.00862001513230002,0.00114549697369236,-2.68933404204793,0.00347190638200721,0.00820390096592396,0.00112591501592925,-2.69697016394953,0.00827697214926013,0.00807308800561602,0.00209091781911737,-2.69806975864921,0.00507745594620354,0.0082729520913788,0.00153932369926372
"11422-6",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0687372358555551,-2.70635559064009,0.00427775892321612,0.0115102277823171,0.00119746192601507,-2.69439778202546,0.00354179321091502,0.0107012559952627,0.00116585187519839,-2.70309049226697,0.00812583297375854,0.0139165528022836,0.00208598385572908,-2.70445416229998,0.00526938326068598,0.0112325550191226,0.00176846721155361
"11422-7",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0687285512176154,-2.70380781023183,0.00426891649480439,0.0101148680228518,0.00115923836505577,-2.69203598926086,0.00347154822101422,0.00928817452419283,0.00110670285391497,-2.70179465756845,0.00819845520281579,0.00930195241031319,0.00220642782758662,-2.70669428892389,0.00547663404855555,0.0109065103087021,0.00168291806540329
"11422-8",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0689238017974402,-2.69462019250605,0.00408324870304427,0.00787727018168001,0.00109042815772633,-2.68700313101425,0.00344267754240929,0.0078357590946449,0.00107263289877103,-2.68587207373344,0.00862991868466364,0.00499658544714488,0.00239197097316765,-2.69493299635212,0.00523642317851919,0.00798457287384185,0.00154802839271378
"11422-9",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0690451052595964,-2.69972387304193,0.00399855364737768,0.0110173692229829,0.00107840546222117,-2.6880690735982,0.00338024272943045,0.0102127024812235,0.00104612083415029,-2.70372637708983,0.00750492745388423,0.0132205924131881,0.00199686970089689,-2.69901535931317,0.00479312901460812,0.0108557080788508,0.00146855186842683
"11422-10",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0688979689880479,-2.69987093128097,0.00416237224361481,0.00978304999653201,0.00113170625186349,-2.68979352915988,0.00345433043237248,0.00966696912905639,0.00111789582236406,-2.68414234288963,0.0090169377722053,0.00249050068947869,0.00290646113726086,-2.69973169341733,0.00558036260555837,0.00953510336127858,0.00175732493589133
"11422-11",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0688989948792499,-2.70402799695677,0.00426441384073067,0.0116657370704767,0.00121499301708553,-2.69128325340898,0.00348101116112412,0.0107922646934576,0.0011724079751672,-2.70108360997245,0.00855888063756742,0.0100507250884968,0.00245238067533046,-2.70510819897178,0.00560862345880456,0.012143605198269,0.00174004820158504
"11422-12",390,-2.7,0.00995033085316809,-0.7,0.8,0.25,0.0689598291124631,-2.70294088774928,0.00417615076416165,0.0114530862422511,0.00114341424324288,-2.69063233020002,0.00346298005372284,0.010689551683687,0.00110794144344296,-2.70010665476952,0.009997361829012,0.0103703448776657,0.00410872028750994,-2.70608448531601,0.00564328767952935,0.0129364247484474,0.00174039295637582
