"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.11364455271678,-2.19833783343852,0.00137968439248093,0.0095103105757161,0.000379290719218236,-2.19300975707945,0.00124928733329378,0.010025202749447,0.000406533701448613,-2.19877495469898,0.00160568063950035,0.00933464483034004,0.000450960405673196,-2.19849403762248,0.00147814852067685,0.00952148957134812,0.000424996966173437
"11422-2",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.113696078314102,-2.19940220906779,0.00140265349649139,0.0100830386386756,0.000391062207253513,-2.19391114877712,0.00126981745786861,0.0106435149637946,0.000420088826150087,-2.19929357790675,0.00161579978927311,0.00999685492919974,0.000445603858256244,-2.19921062257039,0.00145493984633566,0.0100159067815138,0.000415787970554835
"11422-3",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.113977245057603,-2.19706793347355,0.00141050650497387,0.00976769870052931,0.000381336235656049,-2.19090525544332,0.00126813757123807,0.0100864793704099,0.000408457863845736,-2.19746185771633,0.00161429892644993,0.0101266535732081,0.000422651540583476,-2.19732958809739,0.00150860294040807,0.00989046862990758,0.00043224989705418
"11422-4",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.113761422725528,-2.19891174316993,0.00140677570435275,0.0100076368267408,0.000388960147776235,-2.1930698955208,0.00126903414494683,0.0104804792724931,0.000418460016198612,-2.19783562671245,0.00162570229652933,0.0096075542784265,0.00045264751174242,-2.19882737452221,0.00145465159473153,0.00998784399747788,0.000409268073416888
"11422-5",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.11364490963666,-2.20113871087883,0.0013920496937371,0.0102178158188923,0.000370570962879119,-2.1950501830565,0.00125947337897644,0.010512276035219,0.00039143833807717,-2.20138740120884,0.00159408642790227,0.0102812966392814,0.000416944825332156,-2.20100092524603,0.00147166357750917,0.010212368377431,0.000416753179784184
"11422-6",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.113576041347212,-2.19956198070799,0.00142145147126615,0.00952088798963478,0.000393275628055531,-2.19388491106697,0.00127833279610429,0.00989084145763967,0.000420295486433359,-2.20069866722135,0.00162893183621047,0.00976023565357485,0.000448493335956705,-2.19963195423294,0.00148984492642027,0.00949809042902955,0.000425335157878982
"11422-7",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.113761195601221,-2.19839970038596,0.00139568382531734,0.00966380890413991,0.000377241667336645,-2.19263363942259,0.0012557641683293,0.0101480391210035,0.000402958649618016,-2.19717319385925,0.00158625934360744,0.00950714962779478,0.000421718283499192,-2.19837781885798,0.00146372889254007,0.00964217389799445,0.000408828466870033
"11422-8",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.113496042537553,-2.20298149935229,0.00142071181643142,0.010641036140896,0.000394320344977604,-2.19679874379582,0.00127681155111296,0.0111602083107963,0.000421718076803222,-2.20405589924005,0.0016355247437836,0.0107840139646607,0.000444694947737978,-2.20290727999202,0.00153717653439166,0.0106145672262538,0.000452480972861087
"11422-9",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.113446044077376,-2.20261899517008,0.00139740735185686,0.0104329031201006,0.000385345173818189,-2.19660663935312,0.00126115358506471,0.0108512683269969,0.00040931357053826,-2.20274766154336,0.00160808425617886,0.0104969634773125,0.000438620297758441,-2.20284991520659,0.001496193025729,0.0104895201624361,0.000449919992455452
"11422-10",2169,-2.2,0.00995033085316809,-0.7,0.8,0.75,0.113652955087745,-2.20039340748474,0.00144931872547298,0.00971661627363622,0.000392683629163369,-2.19451075007294,0.00130303140076395,0.0100759700321777,0.00042014137445799,-2.20099548846642,0.00168310672067912,0.00982905480302227,0.000447354789337562,-2.20038958283877,0.00159174968106929,0.00966448339382204,0.000440506913003117
