"sim","N","beta1","minW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11425-1",100,0.00995033085316809,0.15,0.1,0.0719497983702855,0.0101105952802341,0.00251050414119907,0.00894453635152334,0.00328037355339319,-0.00585521391000258,0.00816610034092763,0.0103731078557219,0.00462688054649749
"11425-2",100,0.00995033085316809,0.15,0.1,0.0711750522498512,0.00639375328671909,0.00233411912177288,0.0123694847732835,0.00450743824190744,0.005747256530198,0.00752535733612378,0.00938679670407044,0.00494685057997082
"11425-3",100,0.00995033085316809,0.15,0.1,0.0718946206214868,0.00902119447938138,0.00224062788171158,0.0110678276369543,0.0035211859372411,0.0169566194106832,0.00863354721282317,0.00976220429762268,0.00524609613380516
"11425-4",100,0.00995033085316809,0.15,0.1,0.0727708037960763,0.0107627064469304,0.00203062836149536,0.0168604268557466,0.00330404721417266,0.0318201957343269,0.0127270222333371,0.0209007169097714,0.00436147279424628
"11425-5",100,0.00995033085316809,0.15,0.1,0.0714636098905973,0.00996935054615367,0.00223423374734728,0.0123623325440878,0.00345373745788564,0.0091004768486411,0.00744858414286948,0.0136940281090342,0.00650210843924373
"11425-6",100,0.00995033085316809,0.15,0.1,0.0728018309510721,0.00986069453088152,0.00195040754440644,0.0102249998066668,0.00229289587213382,0.0131632463344789,0.00604937782791973,0.0123308742749644,0.00364237535348902
"11425-7",100,0.00995033085316809,0.15,0.1,0.0713919386702887,0.0124905943916632,0.00227417510307877,0.0154095205435422,0.00342512751985453,0.00225096528550059,0.0105697865081421,0.00828725805452516,0.00529845600482031
"11425-8",100,0.00995033085316809,0.15,0.1,0.0718784829061227,0.00640096731607787,0.00191432387939177,0.00959190004817947,0.00391180787683626,0.0134105379619266,0.00898805920877408,0.00811912348093351,0.00803808667558722
"11425-9",100,0.00995033085316809,0.15,0.1,0.0724380162963989,0.0103179286608411,0.00218682571421431,0.0135335899226427,0.00345309820664075,-0.00294220293391846,0.0219355500134343,0.00732588043478526,0.00574283788704176
"11425-10",100,0.00995033085316809,0.15,0.1,0.0707439760004014,0.00750052949645891,0.00256605661531867,0.0100666971670208,0.00394714781775792,0.00852547820000734,0.0121720181101739,0.0180753559127842,0.00520363568116184
"11425-11",100,0.00995033085316809,0.15,0.1,0.0719542131259604,0.0131718145843928,0.00236701945487383,0.0156958093048855,0.00307271980438853,0.011631990172061,0.0112481891606036,0.0107113548050399,0.00392119551279456
"11425-12",100,0.00995033085316809,0.15,0.1,0.0722114677382243,0.00738545687169467,0.00209388503649603,0.0111256099037092,0.00312799805692299,0.00752881849878267,0.00398691776902992,0.00345400617956058,0.00409727608837131
"11425-13",100,0.00995033085316809,0.15,0.1,0.0714356873758595,0.00883222080539338,0.00267580080424725,0.0103591807158952,0.0036314921020445,0.0267988390067135,0.010087232039393,0.010926979694035,0.00749190097443592
"11425-14",100,0.00995033085316809,0.15,0.1,0.0717025353889931,0.0121587750477731,0.00257084062001755,0.0122694030620326,0.00344759064127396,0.0114717166457627,0.00594006660725777,0.0058140497064745,0.00202720662592301
"11425-15",100,0.00995033085316809,0.15,0.1,0.0718809300946576,0.0108763085343249,0.00230468684731366,0.0152605410501681,0.00355495529415847,0.00325250414282731,0.00436830338664131,0.0125422099237004,0.00393803360002126
"11425-16",100,0.00995033085316809,0.15,0.1,0.0721470755314637,0.00984141152870945,0.00199365205179087,0.0134756928778892,0.00307942699324769,0.0119926646544366,0.00991205163839566,0.00534608383012594,0.00336855033485416
"11425-17",100,0.00995033085316809,0.15,0.1,0.0725404689170164,0.0110423760959376,0.00207406157828761,0.0158292602350411,0.00328736168757438,0.00116678205116126,0.00697851197608886,0.0103336851183976,0.00520306422946371
"11425-18",100,0.00995033085316809,0.15,0.1,0.0719489309575805,0.00863087069697605,0.00222142570819263,0.00901903620782734,0.00314821817248454,0.00529930802865851,0.00538315267235321,0.00460336401253844,0.00486322648507694
"11425-19",100,0.00995033085316809,0.15,0.1,0.0720190152414306,0.00987826401810096,0.00203623388890017,0.0130733354254348,0.00283351662583138,-0.00135718440838636,0.00862245862985997,0.00585480451271158,0.00376165285101925
"11425-20",100,0.00995033085316809,0.15,0.1,0.0712535190547374,0.00989598496956299,0.00251418566924449,0.0116433312395123,0.00374050426262964,-0.00764390570582431,0.0156072476965341,0.0109124772753348,0.0065738616000462
"11425-21",100,0.00995033085316809,0.15,0.1,0.0716919374937224,0.0100667617170456,0.0021773596027566,0.0134684628372436,0.00336443461250091,0.00903193735060773,0.00447481530995275,0.00659822794709001,0.00516299544511338
"11425-22",100,0.00995033085316809,0.15,0.1,0.0719020603966965,0.0104473083116817,0.00174992950433946,0.01086905153597,0.00238214941263935,0.00796358151762038,0.0047239782836523,0.00519192781189539,0.00140485741295292
"11425-23",100,0.00995033085316809,0.15,0.1,0.0710826027464454,0.0155216326368229,0.00281751973750711,0.016947607469068,0.00394036851599937,0.0209760893952155,0.0114014790789316,0.0165458115675049,0.0040894303689968
"11425-24",100,0.00995033085316809,0.15,0.1,0.0715282036146664,0.0116894949586584,0.00219921367985332,0.0158210587910634,0.00297023899000251,0.0199600789640097,0.0113294062087899,0.0146288582600027,0.00272262810943878
"11425-25",100,0.00995033085316809,0.15,0.1,0.0711914653273869,0.0108160826866832,0.00272218036148568,0.01476327960765,0.00493797521873696,0.0204880641747374,0.0146666519909658,0.0198630741993439,0.00538895625271658
"11425-26",100,0.00995033085316809,0.15,0.1,0.0719671053829889,0.00620750294718629,0.00241586967273091,0.0102610773393662,0.00397755868864373,0.0334347951083384,0.0296103295785967,0.0134237607492864,0.00743865204281826
"11425-27",100,0.00995033085316809,0.15,0.1,0.0711378168057845,0.0118320290794871,0.00226151918936049,0.0138522337527533,0.00314165047779471,-0.00284214921495578,0.0176824113864577,0.0107758581991717,0.00419505527348034
"11425-28",100,0.00995033085316809,0.15,0.1,0.0711652689870928,0.0105923152403586,0.0024837875557066,0.0104889041765076,0.00308488181977003,0.00237522069250317,0.00858822463018784,0.0124291665678077,0.00394584074518107
"11425-29",100,0.00995033085316809,0.15,0.1,0.0720311605247361,0.00520638325348765,0.00260677749720476,0.00615796367743862,0.00463970518333064,0.00237739462193292,0.00739571190090721,0.00706746001508416,0.00618088267818203
"11425-30",100,0.00995033085316809,0.15,0.1,0.0718797337023916,0.00956895625316246,0.00252813153335228,0.00712196832011469,0.00446887340702671,0.023167290637858,0.00850030274403824,0.0219667523216123,0.00708451237355232
"11425-31",100,0.00995033085316809,0.15,0.1,0.0715110196463127,0.0103470310375734,0.00276029794348887,0.0107395942609965,0.00472183093425488,0.0171587817125719,0.00761016080428039,0.017959059552408,0.00591654384913444
"11425-32",100,0.00995033085316809,0.15,0.1,0.0719971889247165,0.00817416967431992,0.00251440552107043,0.00983002955392467,0.00391712403953115,0.00179881558959669,0.0152755468016189,0.00854615735237997,0.00704781402033161
"11425-33",100,0.00995033085316809,0.15,0.1,0.0715963955074418,0.012892413509124,0.00234049247335765,0.0143027080043202,0.0034711665424753,0.0127491210338315,0.00509709420717168,0.00702121238630582,0.0025671208221886
"11425-34",100,0.00995033085316809,0.15,0.1,0.0712051431555684,0.0138286408403364,0.00246668068576317,0.0208307751932688,0.00441248260713004,0.0189136974913412,0.0045997494256669,0.00937947188301791,0.00186200309089661
"11425-35",100,0.00995033085316809,0.15,0.1,0.0711779345009202,0.0139728325228947,0.00201990664170608,0.0184552218499911,0.00344116374400387,0.0117752734695845,0.00988573832926542,0.0196244810514521,0.00441570064347451
"11425-36",100,0.00995033085316809,0.15,0.1,0.0715930034766517,0.00307228532131621,0.00256947926275368,0.0055601513935745,0.00364697719393592,0.0127886960104815,0.0107924556330698,0.00826017923687528,0.00678215515101834
"11425-37",100,0.00995033085316809,0.15,0.1,0.0716834297615961,0.00604548525919663,0.00208039451923045,0.00817478452102665,0.00438969165930168,0.0116159847680793,0.00701542384904319,0.00574916526510933,0.00244590790203206
"11425-38",100,0.00995033085316809,0.15,0.1,0.0717772373324196,0.0077662270518435,0.00207958766357851,0.0108165951086502,0.00321999990109653,0.0295664809142241,0.0171286321100781,0.010407597963563,0.00361186400941388
"11425-39",100,0.00995033085316809,0.15,0.1,0.072206669164287,0.0116360612497013,0.00253767876619061,0.0159459218919863,0.00434523935465163,0.0118886471504066,0.00583170082903477,0.0119157111211179,0.00401938003449356
"11425-40",100,0.00995033085316809,0.15,0.1,0.0718812716280988,0.011502907045947,0.00213204872155687,0.0168356204252011,0.00304806915169136,0.0146070336618772,0.0100526887719306,0.0110121316533764,0.00289013575302634
"11425-41",100,0.00995033085316809,0.15,0.1,0.0710223287844599,0.00904223916308986,0.00214179414301101,0.0167007229529197,0.00402274954945712,0.011788826084712,0.0205043243984061,0.00620257449494616,0.00203230183403352
"11425-42",100,0.00995033085316809,0.15,0.1,0.0725485061460906,0.00339462854782236,0.00270040359937015,0.0065016061351727,0.00326572143267825,0.00231385749577439,0.00918244382721228,0.00179659388395441,0.00686703772517384
"11425-43",100,0.00995033085316809,0.15,0.1,0.0712335931841857,0.00668120350880338,0.00256418666699605,0.00726949067822736,0.00321698966322582,0.00891475592412581,0.00642003346293983,0.00829734338891657,0.00422348930061724
"11425-44",100,0.00995033085316809,0.15,0.1,0.0723514363693075,0.0141346232767233,0.00220424700923727,0.016473792208408,0.0031645244578753,0.012053423172473,0.00513114901345933,0.0139746667550379,0.00440856003081135
"11425-45",100,0.00995033085316809,0.15,0.1,0.0710344679573909,0.0101351140943805,0.00213002265518341,0.0110033738668919,0.00358415621993835,0.0247206361824639,0.0144639291541282,0.0104195522956072,0.00596592937274457
"11425-46",100,0.00995033085316809,0.15,0.1,0.071886217856407,0.013250679240192,0.00244897639838356,0.018807155370029,0.00440663514228506,-0.00253331600977524,0.00919572552169764,0.00411536818927196,0.00212494881074563
"11425-47",100,0.00995033085316809,0.15,0.1,0.0722620756102184,0.0125757531749887,0.00240691218547037,0.0155962751799515,0.00301486750158755,0.0211377812399864,0.00895245340028408,0.00652031006434864,0.00451511761899775
"11425-48",100,0.00995033085316809,0.15,0.1,0.0721482696802399,0.0125811878071418,0.00205718953516066,0.0124360325923582,0.00292136478648636,0.0140568483776735,0.00859634336571672,0.000909461678569932,0.00331848911585442
"11425-49",100,0.00995033085316809,0.15,0.1,0.0719115978179935,0.0110268031250567,0.00216601382294953,0.0168352203700599,0.00363654961277071,0.0170164436855981,0.00743837788692879,0.00787396880011154,0.00283388251107428
"11425-50",100,0.00995033085316809,0.15,0.1,0.0725072596464978,0.0111320337208738,0.00164845763650557,0.0157690651530807,0.00261558768208753,0.0269743542323121,0.00751632078121229,0.0196576923172018,0.00422975550874401
"11425-51",100,0.00995033085316809,0.15,0.1,0.0727744041527604,0.0100551599111301,0.00250775810073385,0.0128871675162285,0.00416507930328354,0.0253529535500476,0.00947726326649987,0.0119916044763663,0.00734950229931448
"11425-52",100,0.00995033085316809,0.15,0.1,0.0718142891828571,0.00932947133399506,0.00252495665377317,0.0130798675541372,0.00394044857823071,-0.0191519049433236,0.0251864842602485,0.0110680017734609,0.00409344956721311
"11425-53",100,0.00995033085316809,0.15,0.1,0.0718753356732742,0.011725578894621,0.00263454004632335,0.013611108822993,0.00345185544303612,0.0149707316524859,0.0109776305151,0.0148673977627564,0.00664203689548279
"11425-54",100,0.00995033085316809,0.15,0.1,0.0715891002071145,0.0106788629636671,0.00267568762644921,0.014266454076786,0.00349700667655313,-0.00598812651049129,0.00794868402642756,-0.00706002533185168,0.0114260908122537
