"sim","N","beta1","minW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11422-1",100,0.00995033085316809,0.9,0.1,0.0717154028574932,0.0127101629221009,0.00280728066436187,0.0134872551091397,0.00293902806190131,0.00159980657726384,0.00959482028747423,0.0116160030066489,0.00281277255772149
"11422-2",100,0.00995033085316809,0.9,0.1,0.071853476593763,0.00921377291719902,0.00187622601940066,0.00965570242641334,0.00195658508027077,0.016303721900872,0.0106295308706942,0.0090486682483757,0.00185175015129827
"11422-3",100,0.00995033085316809,0.9,0.1,0.0718611885630926,0.009174775600533,0.00161421362118505,0.00971636401585899,0.00172687371002455,-0.00967908550951364,0.0124354039717992,0.00925631654489965,0.00160431580004491
"11422-4",100,0.00995033085316809,0.9,0.1,0.0712602239245638,0.00787628283557885,0.00208687564853546,0.00832658342078874,0.00219866326022584,0.0152437860857787,0.00563154104926264,0.00816350131367284,0.00222073441561147
"11422-5",100,0.00995033085316809,0.9,0.1,0.0716569091276144,0.00812847124893227,0.0030418084705257,0.00831097188705937,0.00318131537037921,0.00255733244989666,0.0108905041284049,0.00799192285601329,0.00299602776361996
"11422-6",100,0.00995033085316809,0.9,0.1,0.0718928837817227,0.00459234000069072,0.00229131951759221,0.00476836191665066,0.00244881864998158,0.0114391896195634,0.0082659084669946,0.00498022732651469,0.00234568967933948
"11422-7",100,0.00995033085316809,0.9,0.1,0.071866976946065,0.00888041211628991,0.00223962924586766,0.00935221167377569,0.00237896062274665,0.0328883707505303,0.0260602047495426,0.0087461911021444,0.00226922468300908
"11422-8",100,0.00995033085316809,0.9,0.1,0.071311132630523,0.00670324401221985,0.00286967337429192,0.00742064009977738,0.00305407569470017,-0.00415220633114224,0.0134175834419316,0.00679118234825829,0.00287291708723825
"11422-9",100,0.00995033085316809,0.9,0.1,0.0724246497706171,0.0112045845449166,0.0028666099253423,0.011702857270171,0.00301569348540254,0.0100327799636924,0.00637833097134828,0.0109558683800376,0.00290496717638081
"11422-10",100,0.00995033085316809,0.9,0.1,0.0723366363322743,0.00870703487018163,0.00197711831081154,0.00911357053472779,0.00205730867255086,-0.0175303494320286,0.0148865480403149,0.0087226912917843,0.00192980617666687
"11422-11",100,0.00995033085316809,0.9,0.1,0.0721824101183653,0.00997474890636395,0.00233869610341443,0.0105407526502345,0.0024485030458021,0.00906291284793709,0.00821432475667185,0.0106135876779866,0.00239325249717535
"11422-12",100,0.00995033085316809,0.9,0.1,0.0715637444881553,0.00972160754990852,0.00244685164308013,0.0101368938323822,0.00260079791454335,0.0098984201056809,0.0103330286105657,0.0102040475511965,0.00247324020831838
"11422-13",100,0.00995033085316809,0.9,0.1,0.0721762365279884,0.0072996068894164,0.00155489035960843,0.00772548149794693,0.00165928656274176,0.00180044616027005,0.00265496623566533,0.00719104131782653,0.00155109736625924
"11422-14",100,0.00995033085316809,0.9,0.1,0.0718300635644626,0.0145507389187636,0.00216591120730209,0.0150800432442932,0.00225050676621875,0.0358930266359476,0.0322619656867021,0.0138438069635247,0.0020756092012239
"11422-15",100,0.00995033085316809,0.9,0.1,0.072232557491893,0.0105658944915069,0.00199099264500739,0.0107319465883766,0.00203715277534747,0.014905286490233,0.0066576103036965,0.00981979843836919,0.00191100056306524
"11422-16",100,0.00995033085316809,0.9,0.1,0.0712462642484102,0.010641234746949,0.00253098720059872,0.0115654860847103,0.00272179644491646,0.0134095903770439,0.00645010050027459,0.0105485444501804,0.00257352344808896
"11422-17",100,0.00995033085316809,0.9,0.1,0.0714405050403058,0.011639365951987,0.00239710669807295,0.012297020084038,0.0025510057523718,-0.000351014699813489,0.0230123312596223,0.0112389823089258,0.00233880520233678
"11422-18",100,0.00995033085316809,0.9,0.1,0.0720059751193506,0.0100197271888769,0.00265859890672737,0.0106130365061769,0.00282592541476052,0.0168040085606633,0.00803212302294176,0.0104142306234196,0.00277425376082755
"11422-19",100,0.00995033085316809,0.9,0.1,0.071570693297746,0.00714294325410326,0.0022899994580008,0.00753911827584609,0.00241991270271771,0.00577097400351259,0.0093885352690477,0.0073892533177651,0.00229438961933012
"11422-20",100,0.00995033085316809,0.9,0.1,0.0726671627329712,0.00665148351490227,0.00209520182470807,0.00696631504970855,0.00220914436631732,0.0033773744300901,0.0110873582830262,0.00650379389275596,0.00210030833980141
"11422-21",100,0.00995033085316809,0.9,0.1,0.0718568781095524,0.00938204048196391,0.002926154495831,0.00967147999579002,0.00304786152007644,0.0166998816864069,0.0073437194078538,0.0105531351857871,0.00284049967100692
"11422-22",100,0.00995033085316809,0.9,0.1,0.071815436957583,0.0104013730095012,0.00192671407039605,0.0108395415060566,0.00201322896511613,0.0130592775915857,0.00348879565165502,0.0103365218406049,0.00193593876831407
"11422-23",100,0.00995033085316809,0.9,0.1,0.0709620321627326,0.0101484865586225,0.00171589198508146,0.0107238428896789,0.00182532939687925,0.00352246614123485,0.0042241614582382,0.0107055629948937,0.00181771302904282
"11422-24",100,0.00995033085316809,0.9,0.1,0.0713911424147404,0.0127490528859759,0.00188082633102298,0.0131030768062286,0.00193697170163646,0.0154756701622973,0.00813249996456658,0.0130190160314627,0.00188802345602073
"11422-25",100,0.00995033085316809,0.9,0.1,0.0726137324663921,0.0103889661763902,0.00240309833545393,0.0107963705106949,0.00249011838172127,0.0113510040004217,0.0109691014971411,0.0107267125890152,0.00257839405376373
