"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11429-1",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.1071890881248,-0.0131424284976805,0.00112937111393089,-0.0127449027059718,0.00110684710972757,-0.0215122579356186,0.00397781522473681,-0.0142305696588895,0.00183613837372938
"11429-2",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107956970456128,-0.0111586322172814,0.00109715289538186,-0.010906951873663,0.00107616003506763,-0.00797182639904543,0.00308729854952297,-0.0113775356237502,0.00159413848414759
"11429-3",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107507281719291,-0.011074474615252,0.00115294786092064,-0.0106842791012638,0.00114435753853496,-0.0104120439717847,0.00531414196073125,-0.0104781093622997,0.00140124853234643
"11429-4",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107254003380367,-0.00895370537471331,0.00108311079318827,-0.00877330315897282,0.00104551799305264,-0.00630267279799014,0.00458599349085249,-0.00994450520836601,0.0016362189811756
"11429-5",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.106589553245433,-0.0102672596617196,0.00100780697735514,-0.00960794415275054,0.000976643539399802,-0.0115940583658342,0.00226581785074364,-0.00964631622864913,0.00118173084416285
"11429-6",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107271893026515,-0.0108574787113764,0.00119657064359037,-0.010244681632629,0.00115874234427457,-0.0134080089817145,0.00288103286231524,-0.0109783686909916,0.00153036970042559
"11429-7",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.106994543189838,-0.0106607254929511,0.00105314678439309,-0.0104388265328121,0.00103647440843615,-0.0077311245142525,0.0029221431083773,-0.00967460880812935,0.00139387290659223
"11429-8",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.106627667838428,-0.0094823160498989,0.00109301199370817,-0.00897849225168559,0.00106306154399508,-0.0111405295337025,0.00353294249463999,-0.00962808398112059,0.00122906165479022
"11429-9",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107244540060669,-0.0101248013945175,0.00102625561419394,-0.00950977043124482,0.000987034245399847,-0.00712395355359399,0.00392530492671137,-0.00992960726474683,0.00138799296762075
"11429-10",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107153421338905,-0.0105125774621705,0.00100149658370954,-0.0103594528557798,0.00100155586182913,-0.0079328483672325,0.00321413491378419,-0.00944903503909756,0.00115839177169071
"11429-11",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107514647554496,-0.0110970389244688,0.00103821191868116,-0.0103127516803695,0.00101197118380272,-0.0136432149627469,0.00327538248550377,-0.0118297860743299,0.00145439979507772
"11429-12",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107446276499742,-0.0105054332978271,0.00106937184487704,-0.010037871117527,0.00105108214047058,-0.0120184345694127,0.00308476433622129,-0.010384246430488,0.00151218920389104
"11429-13",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.106829753583167,-0.0113749670125183,0.000969666152707801,-0.0110582796369708,0.000961168620418127,-0.0127692865173145,0.00241682411198923,-0.0108412942817434,0.00129522052520826
"11429-14",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.106776189370031,-0.00977461663649864,0.00112535471326998,-0.00927728737000173,0.00111700158881826,-0.0124834786869843,0.00443124695044797,-0.00929870023297691,0.00187300537309658
"11429-15",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.10685611765433,-0.0114097923889843,0.000883730275730319,-0.0112833692404928,0.00086564555553823,-0.0111789066889531,0.0020314665566901,-0.010296135227963,0.00113312839302913
"11429-16",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107586049700142,-0.0125420555236119,0.00128253879603902,-0.0116104263499008,0.00125041588143095,-0.0181185247373145,0.00442636701204371,-0.0136838859047075,0.00206366182358095
