"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11426-1",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0682223021122419,-0.0107770760697434,0.00113088292080192,-0.0100746978459208,0.00110061683288153,-0.0128530866579531,0.00346770527212696,-0.0109671091300351,0.00145158119130618
"11426-2",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0683419912382718,-0.00908862497593704,0.00131916610884979,-0.0087169516613599,0.00129223125120477,-0.013180694032927,0.00661622417675602,-0.00997726007959101,0.00181893958828245
"11426-3",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0682271182113157,-0.00938097326626087,0.00159621903384313,-0.00914645130415489,0.00154666952787962,-0.00118906232051167,0.00509165182399496,-0.00910580835376359,0.0019268453135832
"11426-4",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0683962050850215,-0.00965083032008821,0.0012890649389043,-0.00933671767620145,0.001245362794454,-0.00100699999255457,0.00384077037333091,-0.00884334820270971,0.00195694617032055
"11426-5",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0682406119447048,-0.0110291688501065,0.00149452369559235,-0.0106636292408698,0.00144781617036259,-0.00674120798800232,0.0043233719630304,-0.00955672522144458,0.00199382423648443
"11426-6",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0683624619181392,-0.010912894341468,0.00141305229206631,-0.0102931014491723,0.00136709604263723,-0.00987557869422472,0.00441487611110083,-0.0103491642631657,0.0024540661592989
"11426-7",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0680282512168949,-0.00906068737225865,0.00130908318299777,-0.00843105877197645,0.00126104533063983,-0.0055140385862615,0.00388700799843996,-0.00898252143811352,0.00140217763656194
"11426-8",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0683685147998298,-0.0102238658007379,0.00124793778101521,-0.0102912805761947,0.00121679359940184,-0.0143303009146762,0.0048614096681415,-0.0110039459060632,0.00146749875149466
"11426-9",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0683086495608837,-0.00839098605164938,0.00123132634019074,-0.00811785566680674,0.00119372627283268,-0.00564799506909889,0.00409437717386695,-0.00826461902576211,0.00149630319227487
"11426-10",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0681983493492092,-0.010673108032334,0.00123895659297748,-0.0106584483763729,0.00123453686150737,-0.000121070118696123,0.00508676802404255,-0.0101057002538544,0.00163066629923149
"11426-11",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0687849149309234,-0.00879491964165148,0.00152553780597442,-0.00875299866026123,0.00148529140348031,-0.00756677186922707,0.00496136221647284,-0.00889363048593568,0.00207057642145136
"11426-12",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0683651041028188,-0.00670909903544995,0.00128230486361692,-0.0064995783377921,0.00125774398630184,-0.00763231642246349,0.005384058184853,-0.00713482382255655,0.0017083666315288
"11426-13",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0676634583730891,-0.0123756947895089,0.00122164489379496,-0.0117608530534628,0.00119028275611547,-0.0155436052011163,0.00480928464749093,-0.0125872225023116,0.00164546892932806
"11426-14",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0682709672040994,-0.0114626739504586,0.00146806848706113,-0.0114047085495465,0.00143341597705962,-0.0154472478570056,0.00447142462559575,-0.0108496333126916,0.00199858990003199
"11426-15",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0680788780419593,-0.0100207335842266,0.00135049841309098,-0.00901166657202405,0.00131304348843992,-0.00640287684247847,0.00514729307501648,-0.00965410988826511,0.00174674266633487
"11426-16",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0687598390006728,-0.0109159330762287,0.00138967486830594,-0.010478818061566,0.00134376371359858,-0.0137916870681309,0.00409391867238655,-0.0105932298848651,0.00171192378284433
"11426-17",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0683711327487189,-0.0126604838994508,0.00149009804021628,-0.0119776449294839,0.00144936348161957,-0.017790903356156,0.00564872033608678,-0.0107661020930201,0.00234476406814129
"11426-18",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0683848993946492,-0.0103423618258991,0.0013039900157531,-0.0104830525549867,0.00127145860197788,-0.0111435137101124,0.00425876620971547,-0.00989394892484388,0.00164162545233637
"11426-19",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0681498319541523,-0.00879751740794332,0.00156277463217499,-0.00800357636463567,0.00155254231080462,-0.0128553104381737,0.00523029432416089,-0.00863286954208407,0.00239165082352932
"11426-20",340,-2.65926003693278,-0.0100503358535015,-0.7,0.6,0.1,0.0683965204272402,-0.0102459825904783,0.00131624448379779,-0.00950468594687938,0.00128568454640191,-0.0110962080254434,0.00558144439391039,-0.0122888097157025,0.00192827611002026
