"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11423-1",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107383997830299,-0.0102087506265629,0.00127600660118253,-0.0100469927200106,0.00126314279357686,-0.00488175289913768,0.00558751741940301,-0.00943996103830983,0.00200768474160223
"11423-2",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107307259076428,-0.00867599452838026,0.000983605843832314,-0.00826716086369453,0.000947757802253163,-0.0179819507316887,0.00596872110914895,-0.0102933640987379,0.00149822823517099
"11423-3",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.106942959118442,-0.00943880708519289,0.000985813542685541,-0.00885700303358509,0.000974523266793055,-0.010426100538554,0.00377133601696185,-0.0101486157075363,0.00130371917757502
"11423-4",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107677574444607,-0.0100294840214183,0.00111929307428797,-0.0095456261971671,0.00110147945858938,-0.0130676211837984,0.00368442084908364,-0.010493305954605,0.00209308081036019
"11423-5",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107567702519895,-0.0111375035055939,0.00106372654088669,-0.0105861421583236,0.00104852646242028,-0.0100677179481151,0.00361031100906228,-0.0132950874609928,0.0013373540115901
"11423-6",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107169973619218,-0.00952748535334392,0.000969304449346505,-0.00931965902313485,0.000951105806898244,-0.00820877055482471,0.00331950521425743,-0.00928441235957655,0.00104081122658639
"11423-7",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107187367646704,-0.0115187910666747,0.00110191965720337,-0.0110614108290828,0.00107741401506688,-0.0151767080598694,0.00335178204184468,-0.0116770031599863,0.00172529163726396
"11423-8",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107296044551398,-0.010704281716387,0.00100104035914955,-0.0105395548437844,0.000994974013134753,-0.00856314265777285,0.0031583350027191,-0.00935439525690708,0.00112717423894316
"11423-9",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107040043750551,-0.00904168311011769,0.00108411570055088,-0.00873893102835843,0.00106612154350471,-0.0113239133576295,0.00365080005221745,-0.00893035649744975,0.00151118737782076
"11423-10",340,-2.20727491318972,-0.0100503358535015,-0.7,0.6,0.1,0.107217780136266,-0.00853859910104027,0.00111712574875704,-0.00849179365645393,0.00108727965136502,-0.00717689580224676,0.00430979199808073,-0.00790522425019896,0.00144540079355757
