"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113636715210313,-2.1965794555286,0.00333442786209726,0.00931309328360292,0.000983443069800989,-2.19156324706658,0.00300005986556058,0.00989608374405809,0.00105968541315006,-2.1975998125973,0.0104958942780978,0.00593928921103325,0.00356825096214098,-2.19716239625008,0.00391335715089881,0.00871040016827089,0.00115869662341664
"11422-2",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113162415558342,-2.20206395388297,0.00325172875727857,0.00928742344006995,0.000880769477761026,-2.19624464944453,0.00294478987524796,0.0096125390950675,0.000944508188967202,-2.20753282402238,0.0101141251499075,0.010090052563011,0.00167736448995952,-2.20260599363096,0.00385074431820732,0.00944846057087358,0.00115393648856354
"11422-3",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113218989596645,-2.19769044354589,0.00338580067089881,0.00788841216407112,0.000978366330141453,-2.19339721601612,0.00304570151110681,0.00840034918919746,0.00105773052322265,-2.19294486987742,0.010969241666754,0.00733858787953604,0.00334912694895769,-2.19394567017929,0.00387553612615049,0.00689184567956627,0.00129003897887197
"11422-4",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.114303631945115,-2.19284541787586,0.00365262561140641,0.00905130686049524,0.000997793667680271,-2.18721515450914,0.00322522336555325,0.00973710522648073,0.00107661304161002,-2.18188764825764,0.0116110744704281,0.00402309857288429,0.00299037259175657,-2.19195668126909,0.0057583252922113,0.00878017378998565,0.00179575651940287
"11422-5",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113992250087912,-2.19881312235344,0.0034200935321018,0.0107089393305591,0.000937867362444772,-2.19148800515086,0.00310940018526049,0.0105819342227373,0.00100628113994084,-2.20972764107285,0.0118949457208166,0.0108543053136723,0.00305582307501869,-2.19736898495276,0.00456765786948834,0.00967721370063671,0.00130579575739719
"11422-6",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.114242693361264,-2.19883144766848,0.00329868693428002,0.0111789774318759,0.00086544784617947,-2.19233824883529,0.00298604385582094,0.0116736973722809,0.000917653140607503,-2.19545692773112,0.0112846627232262,0.00812223227839276,0.00324054759453079,-2.19784414856593,0.00417477135510964,0.0108582901760445,0.00105455383254015
"11422-7",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113590015939016,-2.200408496736,0.00356748629583368,0.0101046157208301,0.00101625065846132,-2.19456893985929,0.00324421305888756,0.0106305811660583,0.00110283900990461,-2.19133067464497,0.0108386063685299,0.00773310619745,0.0038841383640782,-2.19788433590091,0.00436214596930451,0.00926380434393705,0.00146785791250945
"11422-8",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113854437577572,-2.20059226091509,0.00343731578718626,0.0105431366073201,0.000911866058596334,-2.19390883929814,0.00310280990698107,0.0111524068138897,0.000993938580765248,-2.20545422194292,0.011279311489707,0.0113636032701011,0.00296397539845378,-2.20200289635396,0.0063965213048589,0.0107543122726972,0.0013672327759298
"11422-9",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.114041938757225,-2.19959839077677,0.00387483353412636,0.0108122223061228,0.000973557904980674,-2.19419100893157,0.00354337747151059,0.0118837487209697,0.00105796991568021,-2.18855111324909,0.0106177187617328,0.00793921138434933,0.00281129725373981,-2.19895137098604,0.00444829695415928,0.0107952351978206,0.00130213448232554
"11422-10",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113344938535794,-2.20920494360275,0.00391752163393427,0.0105815201829181,0.000938192291886209,-2.20401593881429,0.00365909469278227,0.0113846164642546,0.00100857973353549,-2.19434514664012,0.0108144394636076,0.00832138973102428,0.00378595062695256,-2.20949820257441,0.00736647859256004,0.0108080952292645,0.00130421417782149
