"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11423-1",2200,0.00995033085316809,-0.7,0.6,0.75,0.0719733950650285,0.00977106586058156,0.000488922345202137,0.00939634952518623,0.000482217002531584,0.00996884781416318,0.000552189385652537,0.00977518325547501,0.00054030435353478
"11423-2",2200,0.00995033085316809,-0.7,0.6,0.75,0.0718039045704866,0.0105332459258624,0.000480604153145769,0.0102543911867667,0.000471382031957259,0.0103692149685853,0.000566558067673547,0.0104737609751158,0.000515851632102033
"11423-3",2200,0.00995033085316809,-0.7,0.6,0.75,0.0718089141625539,0.0103526992018885,0.000492952139833605,0.00999300751454105,0.000483380890861946,0.0104777500383151,0.000577657872241148,0.010304961787899,0.000577284193296
"11423-4",2200,0.00995033085316809,-0.7,0.6,0.75,0.0717694146025998,0.0101119702227838,0.000463710931340593,0.00983822671531168,0.000460141204315341,0.0103100311171748,0.000545710488365204,0.0102276465145071,0.000507220375444723
"11423-5",2200,0.00995033085316809,-0.7,0.6,0.75,0.0717008944349236,0.0108923458967355,0.000491719851555624,0.0104033976310921,0.000487443451395335,0.0103302333980759,0.000568821480646368,0.0109005264137,0.000525306272671997
"11423-6",2200,0.00995033085316809,-0.7,0.6,0.75,0.0718422022653768,0.00989885275238847,0.000471524873610566,0.00966213147322548,0.000464584895531965,0.0100667925456736,0.000549030108293879,0.00995834930496111,0.000498795036343701
"11423-7",2200,0.00995033085316809,-0.7,0.6,0.75,0.0718828057843676,0.00936064459473521,0.000495298688689281,0.0091823283926402,0.00048739198257872,0.00938732601927104,0.000586890222453163,0.00941972067264561,0.000538291757168034
"11423-8",2200,0.00995033085316809,-0.7,0.6,0.75,0.0717175718786769,0.00994109920214825,0.000493387736673283,0.00946471502083647,0.000479676031627308,0.00982474897944514,0.000560474812968881,0.00988366362646938,0.00054231023188434
"11423-9",2200,0.00995033085316809,-0.7,0.6,0.75,0.0717119351132534,0.010496737017851,0.000506244995319473,0.010014909458442,0.000494889185740968,0.0102313297564143,0.00059799326737427,0.0104845865383672,0.00055580007948944
"11423-10",2200,0.00995033085316809,-0.7,0.6,0.75,0.0719293659350839,0.0106915514594117,0.000456843612023877,0.0102559740286141,0.000447976657783353,0.0111603474883791,0.00051941861452728,0.0106921594603361,0.000476491710736498
"11423-11",2200,0.00995033085316809,-0.7,0.6,0.75,0.0717574159828871,0.00985814554236766,0.000458000312815369,0.00951246859895347,0.000452121984626602,0.00975038088337573,0.000522217374404453,0.00982967530317196,0.000480086864640455
"11423-12",2200,0.00995033085316809,-0.7,0.6,0.75,0.0718257076647514,0.00975339955745962,0.00051603455733461,0.00941380155301152,0.000505586546188894,0.0102459626397201,0.000582357879611327,0.00991388039709954,0.000609700715768011
"11423-13",2200,0.00995033085316809,-0.7,0.6,0.75,0.0715863553727766,0.0101793531711824,0.000497241455996202,0.00978846872843023,0.00048911564233872,0.0100749609334928,0.000563291868897527,0.0101481815528979,0.000575118977173148
"11423-14",2200,0.00995033085316809,-0.7,0.6,0.75,0.0718789326162359,0.0101609872900801,0.000476415281848038,0.00978384881836138,0.000466469355681206,0.00998850316171032,0.000543770785935012,0.0101191529833605,0.000517355038296105
"11423-15",2200,0.00995033085316809,-0.7,0.6,0.75,0.0719414768486042,0.00974852076905936,0.000478548503223731,0.00936623371320605,0.000468684068063623,0.00992238761074955,0.000544845457116506,0.00970431507442721,0.000506320039823242
"11423-16",2200,0.00995033085316809,-0.7,0.6,0.75,0.071863146877597,0.0104148613507427,0.00048751431303479,0.0098740428030014,0.000476747242504424,0.0104929920896143,0.000561377149905305,0.0104883460431757,0.00059160683593589
"11423-17",2200,0.00995033085316809,-0.7,0.6,0.75,0.0719826585980295,0.0100268782467412,0.000471720187720457,0.00969522045391322,0.000466148501598112,0.00994784213542479,0.000547832933763475,0.0100050418279285,0.000530184431669078
"11423-18",2200,0.00995033085316809,-0.7,0.6,0.75,0.0719677689208505,0.0101627873000697,0.000458873427959358,0.00982740861388001,0.000454756491606023,0.0100810419608915,0.000531348152079269,0.0101569231338595,0.0005053834932745
"11423-19",2200,0.00995033085316809,-0.7,0.6,0.75,0.0716952834065095,0.0100432408602023,0.000500613300313999,0.00974072362643755,0.000489932454124099,0.0100452467424593,0.00056541198763739,0.0100907378189048,0.00058040124347051
"11423-20",2200,0.00995033085316809,-0.7,0.6,0.75,0.0719652779307167,0.0102685558187898,0.000474999849679071,0.00979295097645249,0.000468117483629293,0.00995206972050826,0.00053453740287661,0.0102645539288914,0.000521300657459087
"11423-21",2200,0.00995033085316809,-0.7,0.6,0.75,0.0718124861515815,0.0108467229897834,0.000482837405984047,0.0104994172615818,0.000476854828555158,0.0107308689197734,0.000567140804562764,0.0108621188445625,0.00056283657430453
"11423-22",2200,0.00995033085316809,-0.7,0.6,0.75,0.0717924429357198,0.0101881352635378,0.000475348221372302,0.00991218007294761,0.000467367925805222,0.010218782941192,0.000535292744322462,0.0101734128397242,0.000508513660101544
