"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11426-1",100,0.00995033085316809,-0.7,0.6,0.1,0.0717639294765839,0.0127939946424579,0.00255249455980637,0.0122482332145649,0.00247347895888059,0.0307094289405157,0.0102802476217697,0.0129668123878849,0.00322787250314916
"11426-2",100,0.00995033085316809,-0.7,0.6,0.1,0.0715117450432841,0.00953239583313222,0.00220326249402855,0.00896368662958278,0.00209696517316779,-0.00230977916173844,0.0127766883583174,0.00883264179712585,0.00253399666882863
"11426-3",100,0.00995033085316809,-0.7,0.6,0.1,0.0715914269022132,0.0144531423137929,0.00199876286599709,0.0144118546995597,0.00203654277027736,0.030210068545142,0.00912628188670912,0.0187666406883124,0.00275048928822361
"11426-4",100,0.00995033085316809,-0.7,0.6,0.1,0.072557293431273,0.0130714010730686,0.00197567642754613,0.0129073533578678,0.00198833557622081,0.0217147364951798,0.00938899006772657,0.0139456025629483,0.00289744824772998
"11426-5",100,0.00995033085316809,-0.7,0.6,0.1,0.0722639736070508,0.0132906955029653,0.00250522083066268,0.011663356111195,0.0023692008712806,0.0154477242299778,0.00450416446124296,0.0135788474520851,0.00338436701479734
"11426-6",100,0.00995033085316809,-0.7,0.6,0.1,0.0725694817661638,0.00927740225664075,0.00193294426727852,0.00912062232427989,0.00193830414234403,0.00734587935652804,0.0110796761110056,0.0100192652393376,0.002539198241728
"11426-7",100,0.00995033085316809,-0.7,0.6,0.1,0.0720891862363992,0.0115709404466212,0.00241267871791588,0.0107100430433562,0.00235314663448512,0.019420210099868,0.00876365876879705,0.013150598616236,0.00358194123695196
"11426-8",100,0.00995033085316809,-0.7,0.6,0.1,0.0718874439080593,0.0101844668043096,0.00211554418097644,0.010447213634403,0.0020906257614979,0.00568728389589434,0.00383634258358793,0.00899513712333008,0.00262636598086957
"11426-9",100,0.00995033085316809,-0.7,0.6,0.1,0.0724018553620544,0.00984185944431904,0.00257652754853035,0.0105536560455983,0.00257465591530215,0.0313757055886271,0.0101192143810997,0.0104025173096609,0.00320126110483978
"11426-10",100,0.00995033085316809,-0.7,0.6,0.1,0.07172821211931,0.00559060044980369,0.00251431625850432,0.00534423755600162,0.00243529060139535,0.00510938186908569,0.00987307746857488,0.00278852192311426,0.00334789511864042
"11426-11",100,0.00995033085316809,-0.7,0.6,0.1,0.0716742330199019,0.00907508517006202,0.00245686267001117,0.00918163917782354,0.00242388213165042,0.00649974834751524,0.0118231657448466,0.00948153570950871,0.00300349401181643
"11426-12",100,0.00995033085316809,-0.7,0.6,0.1,0.071745891623914,0.00838267584437651,0.00266982374587301,0.0070037642682279,0.00267493609827004,0.011955006889599,0.0060993768038283,0.00632842132086221,0.0029671532081175
"11426-13",100,0.00995033085316809,-0.7,0.6,0.1,0.0714126838092368,0.0134772756366913,0.00268853573689041,0.0131665337845527,0.00256528043365055,0.0181863010385626,0.00562865182651176,0.0140509795928312,0.00368414682608257
