"GEOID","NAME","INCOME","PERC_POVERTY","PERC_SNAP","PERC_CAR","PERC_PUBLIC_TRANSIT","PERC_INSURED","PERC_COLLEGE","PERC_FEM_HEAD"
"37001021000","Census Tract 210, Alamance County, North Carolina",28795,0.408079142621599,0.372537313432836,0.767750497677505,0,0.733992855179994,0.368932038834951,0.451086956521739
"37001021101","Census Tract 211.01, Alamance County, North Carolina",51034,0.208829712683952,0.235563703024748,0.82277318640955,0,0.82375613174492,0.560542797494781,0.478947368421053
"37001021102","Census Tract 211.02, Alamance County, North Carolina",44342,0.226347305389222,0.153679653679654,0.779699248120301,0,0.868626274745051,0.473433782712133,0.451136363636364
"37001021201","Census Tract 212.01, Alamance County, North Carolina",37243,0.284881534411433,0.185093780848963,0.796272765777213,0,0.793719443399774,0.440097057931453,0.255509641873278
"37001021204","Census Tract 212.04, Alamance County, North Carolina",63255,0.123694592712926,0.123853211009174,0.903333333333333,0,0.869384934346925,0.576195059351941,0.202521008403361
"37001021205","Census Tract 212.05, Alamance County, North Carolina",63778,0.0879377431906615,0.059002169197397,0.87316715542522,0,0.924112368318377,0.673609129814551,0.252601702932829
"37001021206","Census Tract 212.06, Alamance County, North Carolina",61310,0.185446445145721,0.111054508405502,0.811692969870875,0,0.90340488527017,0.584583083383323,0.332916926920675
"37001021207","Census Tract 212.07, Alamance County, North Carolina",73125,0.180313064419025,0.144837144837145,0.890251021599533,0,0.9262492474413,0.632040050062578,0.10989010989011
"37001021300","Census Tract 213, Alamance County, North Carolina",58929,0.154133423866916,0.151579846285226,0.819268110530247,0.00261389096340553,0.864685908319185,0.520350212967345,0.281297134238311
"37001021400","Census Tract 214, Alamance County, North Carolina",57586,0.202802646944336,0.113392857142857,0.908091908091908,0,0.847022187621643,0.423368740515933,0.0604166666666667
"37001021500","Census Tract 215, Alamance County, North Carolina",71711,0.0878504672897196,0.108333333333333,0.885499207606973,0,0.866251298026999,0.570677731673582,0.18511263467189
"37001021600","Census Tract 216, Alamance County, North Carolina",55914,0.19124952235384,0.127353815659068,0.841094916459296,0.0103092783505155,0.864431879375337,0.593072289156626,0.291018998272884
"37001021701","Census Tract 217.01, Alamance County, North Carolina",102955,0.0272285251215559,0.0124223602484472,0.861694424330195,0,0.976012965964344,0.824286288701246,0.0318352059925094
"37001021702","Census Tract 217.02, Alamance County, North Carolina",93302,0.173015873015873,0.0169971671388102,0.758424299952539,0,0.970421155729677,0.794379224475276,0.178717598908595
"37001021703","Census Tract 217.03, Alamance County, North Carolina",75956,0.214515552377547,0.102799650043745,0.743332044839582,0,0.876832320343225,0.674083769633508,0.311463046757164
"37001021801","Census Tract 218.01, Alamance County, North Carolina",63173,0.167678958785249,0.120891364902507,0.85597302504817,0,0.9140625,0.495569412536922,0.532035685320357
"37001021802","Census Tract 218.02, Alamance County, North Carolina",39878,0.173393520977164,0.164035689773507,0.835955056179775,0,0.839883165161976,0.483128834355828,0.147702407002188
"37001021803","Census Tract 218.03, Alamance County, North Carolina",49569,0.108265027322404,0.130546075085324,0.88787023977433,0,0.870218579234973,0.460959548447789,0.211666666666667
"37001021901","Census Tract 219.01, Alamance County, North Carolina",52361,0.172180801491146,0.139016018306636,0.918890633176347,0,0.879077353215284,0.572040883613584,0.304840370751802
"37001021902","Census Tract 219.02, Alamance County, North Carolina",73199,0.0923850903270066,0.0745486313337216,0.739972337482711,0,0.863480448204894,0.572057898049087,0.116596638655462
"37001022001","Census Tract 220.01, Alamance County, North Carolina",67212,0.115702479338843,0.0858550316678395,0.803500846979108,0,0.855371900826446,0.583064516129032,0.302287581699346
"37001022002","Census Tract 220.02, Alamance County, North Carolina",60000,0.125338753387534,0.0659154929577465,0.838834951456311,0,0.853708323882967,0.501398818775256,0.0286885245901639
"37033930100","Census Tract 9301, Caswell County, North Carolina",49129,0.153598713309208,0.241343126967471,0.8014440433213,0,0.805388017691998,0.464512711864407,0.365967365967366
"37033930200","Census Tract 9302, Caswell County, North Carolina",41250,0.287225705329154,0.259166248116524,0.808104886769964,0,0.861295357003512,0.426843186487103,0.406146179401993
"37033930300","Census Tract 9303, Caswell County, North Carolina",48942,0.275491113189897,0.212790697674419,0.840934371523915,0,0.863423760523854,0.414072632944228,0.11448275862069
"37033930400","Census Tract 9304, Caswell County, North Carolina",49500,0.248380129589633,0.196300102774923,0.902519167579409,0,0.83585313174946,0.389460932768019,0.615830115830116
"37033930500","Census Tract 9305, Caswell County, North Carolina",50619,0.0923556942277691,0.137957317073171,0.794952681388013,0,0.884555865057258,0.365744507729862,0.101694915254237
"37033930600","Census Tract 9306, Caswell County, North Carolina",57292,0.154410224177666,0.169658367110596,0.650943396226415,0.00613207547169811,0.882793017456359,0.38722786647315,0.191666666666667
"37057060101","Census Tract 601.01, Davidson County, North Carolina",60280,0.0283651366683858,0.08582995951417,0.885582010582011,0,0.906703053044516,0.68457368161656,0.18895966029724
"37057060102","Census Tract 601.02, Davidson County, North Carolina",73566,0.0786402100962941,0.054359722728931,0.916785004260153,0.000568020448736154,0.944290506052209,0.602254428341385,0.198979591836735
"37057060201","Census Tract 602.01, Davidson County, North Carolina",64464,0.0774561761108846,0.0801770782095425,0.863312368972746,0,0.863024867509172,0.535850081477458,0.100238663484487
"37057060202","Census Tract 602.02, Davidson County, North Carolina",61129,0.0878533231474408,0.0632244467860906,0.957826439578264,0,0.889437689969605,0.429657794676806,0.174887892376682
"37057060203","Census Tract 602.03, Davidson County, North Carolina",70347,0.145325203252033,0.170656028368794,0.870339685169843,0,0.893462059620596,0.547846889952153,0.284507042253521
"37057060301","Census Tract 603.01, Davidson County, North Carolina",76078,0.095694799658994,0.0686220254565578,0.897843942505133,0,0.935894714497983,0.627344222625529,0.0968921389396709
"37057060302","Census Tract 603.02, Davidson County, North Carolina",83672,0.0507144858503783,0.0162429378531073,0.905671296296296,0,0.964415802745867,0.582819722650231,0.0917225950782998
"37057060303","Census Tract 603.03, Davidson County, North Carolina",72328,0.118537200504414,0.113924050632911,0.855377574370709,0,0.942446043165468,0.583563535911602,0.35609756097561
"37057060304","Census Tract 603.04, Davidson County, North Carolina",76786,0.138156028368794,0.157456472369417,0.928571428571429,0,0.906666666666667,0.503404084901882,0.168567807351077
"37057060400","Census Tract 604, Davidson County, North Carolina",71304,0.141853153319771,0.0969555035128806,0.803683385579937,0,0.836138339189939,0.467090216010165,0.26264800861141
"37057060500","Census Tract 605, Davidson County, North Carolina",57700,0.0906858114490837,0.118194509073988,0.915506035283194,0,0.925023786869648,0.433899176954733,0.208854667949952
"37057060601","Census Tract 606.01, Davidson County, North Carolina",56944,0.119638826185102,0.144753476611884,0.893998063891578,0,0.898606115107914,0.550597329585383,0.180967238689548
"37057060602","Census Tract 606.02, Davidson County, North Carolina",61319,0.0672862453531599,0.14622641509434,0.909520062942565,0,0.874258160237389,0.534571723426213,0.161764705882353
"37057060700","Census Tract 607, Davidson County, North Carolina",36763,0.298300165837479,0.310886075949367,0.758620689655172,0.00530503978779841,0.793551003853174,0.455065100031756,0.386476868327402
"37057060800","Census Tract 608, Davidson County, North Carolina",27077,0.37832463335819,0.374930050363738,0.825964912280702,0,0.831568579167693,0.415206857994782,0.63544536271809
"37057060900","Census Tract 609, Davidson County, North Carolina",33940,0.187323375050464,0.209729233593391,0.802736098852604,0,0.799295774647887,0.435976463995517,0.268069533394328
"37057061000","Census Tract 610, Davidson County, North Carolina",41759,0.248902706656913,0.194254445964432,0.879646017699115,0.000884955752212389,0.826831935836675,0.406456734585869,0.427963094393187
"37057061100","Census Tract 611, Davidson County, North Carolina",50521,0.12718316166592,0.137787056367432,0.832780358327804,0,0.88984051978736,0.570492496300993,0.188076650106458
"37057061201","Census Tract 612.01, Davidson County, North Carolina",40421,0.232376747608536,0.307313064913722,0.795750216825672,0,0.761736571008094,0.333481251386732,0.320441988950276
"37057061202","Census Tract 612.02, Davidson County, North Carolina",55064,0.0711777848707309,0.103501945525292,0.726666666666667,0,0.871050111714012,0.483843171046963,0.155425219941349
"37057061300","Census Tract 613, Davidson County, North Carolina",37273,0.241323210412147,0.268015170670038,0.862464183381089,0,0.821041214750542,0.472297297297297,0.44258872651357
"37057061400","Census Tract 614, Davidson County, North Carolina",26780,0.44097995545657,0.586206896551724,0.597080291970803,0,0.735089645078668,0.257582827811479,0.375
"37057061500","Census Tract 615, Davidson County, North Carolina",36250,0.312944030497314,0.365455287872601,0.740444951511694,0.033656588705077,0.774463007159905,0.417927170868347,0.352975839717148
"37057061600","Census Tract 616, Davidson County, North Carolina",28250,0.356024506466984,0.265170407315046,0.933830382106244,0.000931966449207828,0.822328114363513,0.437125748502994,0.448351648351648
"37057061701","Census Tract 617.01, Davidson County, North Carolina",60591,0.128631498470948,0.166501976284585,0.859315589353612,0,0.835642081617372,0.462483311081442,0.110249784668389
"37057061702","Census Tract 617.02, Davidson County, North Carolina",52991,0.134877171021749,0.154591243703991,0.837090909090909,0,0.84947582537944,0.493934538796063,0.174967234600262
"37057061703","Census Tract 617.03, Davidson County, North Carolina",59466,0.115461346633416,0.151028277634961,0.853496681980602,0.00459418070444104,0.877123861117951,0.436565867222802,0.0576687116564417
"37057061802","Census Tract 618.02, Davidson County, North Carolina",61969,0.17555526000798,0.147706079820962,0.811962987442168,0.00561797752808989,0.852107993084187,0.460573476702509,0.13571048430016
"37057061803","Census Tract 618.03, Davidson County, North Carolina",50906,0.184479054779807,0.212860310421286,0.875434530706837,0.0237543453070684,0.864393125671321,0.44853228962818,0.271648873072361
"37057061804","Census Tract 618.04, Davidson County, North Carolina",58675,0.114383897889053,0.1781098546042,0.873949579831933,0,0.907380134184258,0.532637655417407,0.156928213689482
"37057061901","Census Tract 619.01, Davidson County, North Carolina",56274,0.17064131485659,0.113616268788683,0.858015267175573,0,0.867386400257815,0.452526238711252,0.255251432208784
"37057061902","Census Tract 619.02, Davidson County, North Carolina",49306,0.0742984050070664,0.098718557190318,0.924074963959635,0.000961076405574243,0.921663638199071,0.491034836065574,0.056203605514316
"37057062001","Census Tract 620.01, Davidson County, North Carolina",50699,0.14982347749338,0.148488120950324,0.84987012987013,0.00311688311688312,0.868049426301853,0.4589674723963,0.280087527352298
"37057062002","Census Tract 620.02, Davidson County, North Carolina",45271,0.196333687566419,0.158466453674121,0.90719696969697,0.00568181818181818,0.891699604743083,0.362186788154898,0.275462962962963
"37059080100","Census Tract 801, Davie County, North Carolina",49008,0.174431073513642,0.131316603643864,0.778693025809995,0.014552443712246,0.772803247373448,0.400643891969236,0.323636363636364
"37059080200","Census Tract 802, Davie County, North Carolina",65767,0.082470344567878,0.0514918190567854,0.768494342906876,0,0.914517040105442,0.575824175824176,0.12884455527847
"37059080300","Census Tract 803, Davie County, North Carolina",88607,0.0652621937256698,0.0474828375286041,0.898109243697479,0,0.972292191435768,0.698243506980934,0.142147734326505
"37059080400","Census Tract 804, Davie County, North Carolina",72470,0.102468367558598,0.0652400835073069,0.846120313862249,0,0.924355777223608,0.634214969048959,0.217584369449378
"37059080500","Census Tract 805, Davie County, North Carolina",45658,0.225249169435216,0.144952058657642,0.780104712041885,0.00333174678724417,0.84487594390507,0.48062015503876,0.17831541218638
"37059080600","Census Tract 806, Davie County, North Carolina",56552,0.135964912280702,0.179359430604982,0.711456859971711,0,0.881153510049519,0.517501988862371,0.106007067137809
"37059080700","Census Tract 807, Davie County, North Carolina",46769,0.133146950899878,0.172182468694097,0.820802005012531,0.00292397660818713,0.798471160528145,0.376648285782786,0.367697594501718
"37067000100","Census Tract 1, Forsyth County, North Carolina",92778,0.262589928057554,0.137327188940092,0.689017341040462,0.0393063583815029,0.848201438848921,0.651221039448967,0.764705882352941
"37067000200","Census Tract 2, Forsyth County, North Carolina",NA,0.624324324324324,0.324543610547667,0.714285714285714,0.137662337662338,0.672955974842767,0.541882109617373,0.0310077519379845
"37067000301","Census Tract 3.01, Forsyth County, North Carolina",21029,0.448292220113852,0.52989449003517,0.70917225950783,0.0984340044742729,0.777987718469532,0.472772277227723,0.611032531824611
"37067000302","Census Tract 3.02, Forsyth County, North Carolina",25694,0.470037453183521,0.267053701015965,0.541577825159915,0.0341151385927505,0.803995006242197,0.446768060836502,0.450934579439252
"37067000400","Census Tract 4, Forsyth County, North Carolina",31438,0.374733475479744,0.439742410303588,0.737301587301587,0.0428571428571429,0.74708686440678,0.336322869955157,0.645705521472393
"37067000500","Census Tract 5, Forsyth County, North Carolina",16250,0.573492981007432,0.495124593716143,0.694945848375451,0.155234657039711,0.800165152766309,0.327039274924471,0.730392156862745
"37067000600","Census Tract 6, Forsyth County, North Carolina",19375,0.569908079342042,0.544072948328267,0.55982905982906,0.237179487179487,0.797779922779923,0.308659217877095,0.577319587628866
"37067000700","Census Tract 7, Forsyth County, North Carolina",14375,0.620936639118457,0.51219512195122,0.463373083475298,0.160136286201022,0.781267217630854,0.312606473594549,0.89010989010989
"37067000801","Census Tract 8.01, Forsyth County, North Carolina",NA,0.725352112676056,0.747474747474748,0.478102189781022,0.0389294403892944,0.895537876167416,0.461722488038278,0.519540229885057
"37067000802","Census Tract 8.02, Forsyth County, North Carolina",15573,0.583333333333333,0.477794793261868,0.561342592592593,0.0497685185185185,0.797078562968812,0.287069988137604,0.553306342780027
"37067000900","Census Tract 9, Forsyth County, North Carolina",40227,0.403503081414207,0.188567674113009,0.694337194337194,0.055984555984556,0.762036524626453,0.585052728106373,0.287719298245614
"37067001000","Census Tract 10, Forsyth County, North Carolina",31274,0.354088833540888,0.0946714950853595,0.760130414531905,0,0.742424242424242,0.614880367092757,0.407228915662651
"37067001100","Census Tract 11, Forsyth County, North Carolina",64940,0.259453781512605,0.0798580301685892,0.840038314176245,0.0239463601532567,0.901260504201681,0.787571337983513,0.328828828828829
"37067001200","Census Tract 12, Forsyth County, North Carolina",131083,0.0375128468653649,0.0196531791907514,0.872266973532796,0,0.958376156217883,0.830094043887147,0.184466019417476
"37067001300","Census Tract 13, Forsyth County, North Carolina",92500,0.34384858044164,0.0831265508684863,0.458567415730337,0.0252808988764045,0.953464947622885,0.809069212410501,0.414364640883978
"37067001400","Census Tract 14, Forsyth County, North Carolina",28289,0.350971599402093,0.324036095159967,0.711553175210406,0.0726855394032135,0.69878446486807,0.482606565409113,0.61251372118551
"37067001500","Census Tract 15, Forsyth County, North Carolina",29050,0.384668989547038,0.329277022190408,0.77326565143824,0.0761421319796954,0.780888477556687,0.357568533969011,0.480854197349043
"37067001601","Census Tract 16.01, Forsyth County, North Carolina",38516,0.27515299877601,0.267041461700632,0.836683417085427,0.0376884422110553,0.830368023397514,0.510653665583243,0.754480286738351
"37067001602","Census Tract 16.02, Forsyth County, North Carolina",22188,0.615407764068613,0.54695652173913,0.780429594272076,0.124105011933174,0.805052005943536,0.395191122071517,0.728174603174603
"37067001700","Census Tract 17, Forsyth County, North Carolina",41719,0.361543909348442,0.24964471814306,0.76668290306868,0.0457866536775451,0.819786096256685,0.526799387442573,0.460473167916907
"37067001800","Census Tract 18, Forsyth County, North Carolina",22746,0.424553039332539,0.327513966480447,0.820634920634921,0.0492063492063492,0.762074708541518,0.398895027624309,0.5810147299509
"37067001901","Census Tract 19.01, Forsyth County, North Carolina",26607,0.584615384615385,0.365656565656566,0.654991243432574,0.0367775831873905,0.716867469879518,0.386986301369863,0.408163265306122
"37067001902","Census Tract 19.02, Forsyth County, North Carolina",47250,0.226869455006337,0.100282485875706,0.838196286472148,0,0.850443599493029,0.68921568627451,0.29903536977492
"37067002001","Census Tract 20.01, Forsyth County, North Carolina",33750,0.382269215128101,0.264254385964912,0.838939857288481,0.0295616717635066,0.76860512403416,0.409499358151476,0.304878048780488
"37067002002","Census Tract 20.02, Forsyth County, North Carolina",28060,0.313545942532365,0.13189448441247,0.857142857142857,0.0332046332046332,0.751815598358068,0.458913983661701,0.312638580931264
"37067002100","Census Tract 21, Forsyth County, North Carolina",63973,0.112,0.0583501006036217,0.82741617357002,0.0108481262327416,0.872,0.708333333333333,0.245161290322581
"37067002200","Census Tract 22, Forsyth County, North Carolina",71767,0.094984802431611,0.0411478072550081,0.836080586080586,0.0128205128205128,0.923505572441743,0.737539212269083,0.117268041237113
"37067002501","Census Tract 25.01, Forsyth County, North Carolina",176875,0.0288794763188294,0,0.865168539325843,0,0.976126299576434,0.955579058699101,0.0359477124183007
"37067002502","Census Tract 25.02, Forsyth County, North Carolina",144375,0.00680503572643756,0.00424088210347752,0.866013071895425,0,0.98873335609423,0.931732580037665,0.0595399188092016
"37067002601","Census Tract 26.01, Forsyth County, North Carolina",114886,0.105827672506257,0.0058187863674148,0.865519937451134,0,0.977833392920987,0.904298874104401,0.0875912408759124
"37067002603","Census Tract 26.03, Forsyth County, North Carolina",82547,0.115763135946622,0.0500359971202304,0.907414104882459,0,0.901164725457571,0.787371709058456,0.155017921146953
"37067002604","Census Tract 26.04, Forsyth County, North Carolina",76566,0.0929794520547945,0.0477081384471469,0.841052631578947,0.0129824561403509,0.903938356164384,0.739450940518556,0.132027795325332
"37067002701","Census Tract 27.01, Forsyth County, North Carolina",32015,0.344810704960835,0.154651631091422,0.693933197000682,0.00306748466257669,0.700879765395894,0.388191290408763,0.225591267434809
"37067002702","Census Tract 27.02, Forsyth County, North Carolina",29897,0.304655870445344,0.22281776416539,0.768287699223539,0.0224765018389865,0.787112010796221,0.57584644094908,0.607518796992481
"37067002703","Census Tract 27.03, Forsyth County, North Carolina",26698,0.324681238615665,0.174731182795699,0.82554945054945,0.0144230769230769,0.77707194563451,0.64867617107943,0.580670303975058
"37067002801","Census Tract 28.01, Forsyth County, North Carolina",69741,0.064032016008004,0.0547945205479452,0.878933333333333,0,0.913533834586466,0.542503346720214,0.256410256410256
"37067002804","Census Tract 28.04, Forsyth County, North Carolina",44596,0.161808300395257,0.0882352941176471,0.874613959234095,0,0.837944664031621,0.506733358984225,0.178600823045267
"37067002806","Census Tract 28.06, Forsyth County, North Carolina",39183,0.16374269005848,0.0861486486486486,0.743045387994143,0.0248901903367496,0.731384015594542,0.40501968503937,0.432475884244373
"37067002807","Census Tract 28.07, Forsyth County, North Carolina",55650,0.166089334548769,0.101548269581056,0.818112049117421,0,0.854876937101185,0.479011689691817,0.277732793522267
"37067002808","Census Tract 28.08, Forsyth County, North Carolina",61142,0.0619442797866034,0.0732375085557837,0.83161094224924,0,0.884877182598402,0.588610115491836,0.136947218259629
"37067002809","Census Tract 28.09, Forsyth County, North Carolina",64479,0.0837671557027922,0.0467091295116773,0.897550111358575,0,0.925698059630857,0.629418472063854,0.131147540983607
"37067002901","Census Tract 29.01, Forsyth County, North Carolina",48750,0.148538782685124,0.116121758737317,0.885383806519453,0,0.825313117996045,0.481735872619419,0.178149606299213
"37067002903","Census Tract 29.03, Forsyth County, North Carolina",44960,0.258750324086077,0.124645892351275,0.836161879895561,0.00456919060052219,0.750580945003873,0.386044880785414,0.285014691478942
"37067002904","Census Tract 29.04, Forsyth County, North Carolina",59671,0.115853658536585,0.0495156081808396,0.857531760435572,0,0.846885813148789,0.400558659217877,0.0309278350515464
"37067003002","Census Tract 30.02, Forsyth County, North Carolina",46650,0.224883720930233,0.236708860759494,0.892557358701735,0,0.893488372093023,0.521448663853727,0.389747762408462
"37067003003","Census Tract 30.03, Forsyth County, North Carolina",58058,0.100683207479324,0.10568454763811,0.9,0,0.858347978910369,0.552912621359223,0.2512
"37067003004","Census Tract 30.04, Forsyth County, North Carolina",72500,0.107124419204956,0.0690298507462687,0.878023133543638,0.00157728706624606,0.946078431372549,0.652985074626866,0.335351089588378
"37067003103","Census Tract 31.03, Forsyth County, North Carolina",90453,0.0371130175307721,0.0480769230769231,0.877046198617679,0,0.936031331592689,0.726116303219107,0.0523349436392915
"37067003105","Census Tract 31.05, Forsyth County, North Carolina",57404,0.121889922090978,0.115606936416185,0.767123287671233,0.0130463144161774,0.845187232973109,0.535104364326376,0.317669172932331
"37067003106","Census Tract 31.06, Forsyth County, North Carolina",81100,0.0386779184247539,0.0670103092783505,0.80225988700565,0,0.895438596491228,0.513961192617132,0.0634249471458774
"37067003107","Census Tract 31.07, Forsyth County, North Carolina",67292,0.151205259313367,0.124404761904762,0.841108545034642,0,0.863890917944972,0.606787795680494,0.253537735849057
"37067003108","Census Tract 31.08, Forsyth County, North Carolina",48125,0.224615384615385,0.149408284023669,0.919333333333333,0,0.751608391608392,0.374595469255663,0.288497217068646
"37067003201","Census Tract 32.01, Forsyth County, North Carolina",81077,0.108142765548194,0.0488778054862843,0.855749695245835,0,0.868347937593503,0.660740308947829,0.0951248513674197
"37067003202","Census Tract 32.02, Forsyth County, North Carolina",52128,0.28153463980127,0.168619791666667,0.813863928112965,0,0.818256805059115,0.508986928104575,0.290570175438596
"37067003307","Census Tract 33.07, Forsyth County, North Carolina",70976,0.0974259618045945,0.0730622617534943,0.935559461042765,0,0.900083033490174,0.639159205916699,0.161157024793388
"37067003308","Census Tract 33.08, Forsyth County, North Carolina",69795,0.0200646377592243,0.0341614906832298,0.925974710221286,0,0.957624831309042,0.672033735863523,0.181403308613805
"37067003309","Census Tract 33.09, Forsyth County, North Carolina",45313,0.320454092810197,0.154831820608649,0.895354523227384,0.0146699266503667,0.845894486314954,0.496017840076457,0.535475234270415
"37067003310","Census Tract 33.10, Forsyth County, North Carolina",68073,0.18578352180937,0.103086014445174,0.873023045639403,0.0153637596023498,0.85964502568893,0.62810851544838,0.141865844255975
"37067003311","Census Tract 33.11, Forsyth County, North Carolina",92026,0.0483782297965915,0.0487106017191977,0.869281045751634,0,0.901594282572842,0.728333333333333,0.151515151515152
"37067003312","Census Tract 33.12, Forsyth County, North Carolina",83542,0.0664697193500739,0.0629370629370629,0.90273556231003,0.000759878419452888,0.945347119645495,0.585949177877429,0.0646766169154229
"37067003313","Census Tract 33.13, Forsyth County, North Carolina",43125,0.176470588235294,0.05229793977813,0.865671641791045,0,0.899592944369064,0.473776223776224,0.248648648648649
"37067003314","Census Tract 33.14, Forsyth County, North Carolina",64306,0.139771283354511,0.0443828016643551,0.902214022140221,0,0.883735705209657,0.62473164448261,0.332352941176471
"37067003315","Census Tract 33.15, Forsyth County, North Carolina",55000,0.0905245346869712,0.111582777440873,0.843884449907806,0,0.900083963056255,0.569675376088678,0.152447552447552
"37067003402","Census Tract 34.02, Forsyth County, North Carolina",58854,0.195266272189349,0.0821467688937568,0.82051282051282,0,0.853327681220856,0.424050632911392,0.0710059171597633
"37067003403","Census Tract 34.03, Forsyth County, North Carolina",24280,0.530315969257045,0.283831282952548,0.850993377483444,0.0281456953642384,0.739823512667236,0.408730158730159,0.353498542274052
"37067003404","Census Tract 34.04, Forsyth County, North Carolina",26678,0.487434803224277,0.328379334748762,0.689947780678851,0.0659268929503916,0.707207207207207,0.311305732484076,0.338757396449704
"37067003500","Census Tract 35, Forsyth County, North Carolina",37266,0.206224972697488,0.157821873557914,0.815313420277661,0,0.80927199012868,0.532710280373832,0.417348608837971
"37067003600","Census Tract 36, Forsyth County, North Carolina",53762,0.284832982244959,0.140071627536809,0.912728658536585,0,0.829334952930459,0.515572484875644,0.397191011235955
"37067003701","Census Tract 37.01, Forsyth County, North Carolina",31935,0.343967418971661,0.117940199335548,0.78920741989882,0.0293423271500843,0.645851009672493,0.518446601941748,0.729335494327391
"37067003702","Census Tract 37.02, Forsyth County, North Carolina",60592,0.0917079765660207,0.0773480662983425,0.930680885972108,0,0.841144659756647,0.677379095163807,0.252821670428894
"37067003703","Census Tract 37.03, Forsyth County, North Carolina",84470,0.073282217634916,0.0845070422535211,0.918692598595354,0,0.896638159834857,0.766485998193315,0.0105263157894737
"37067003803","Census Tract 38.03, Forsyth County, North Carolina",57860,0.0877869959482925,0.0572419774501301,0.907407407407407,0,0.874590005788154,0.723663725998962,0.357881136950904
"37067003804","Census Tract 38.04, Forsyth County, North Carolina",67528,0.12907949790795,0.0973971452560873,0.870232172470978,0,0.891213389121339,0.672592997811816,0.531868131868132
"37067003805","Census Tract 38.05, Forsyth County, North Carolina",61100,0.285535574667709,0.164321034613922,0.888532991672005,0,0.795934323690383,0.652590228332924,0.327165062916358
"37067003806","Census Tract 38.06, Forsyth County, North Carolina",72279,0.138623326959847,0.0594855305466238,0.895744680851064,0,0.906289707750953,0.63170613823103,0.250283125707814
"37067003903","Census Tract 39.03, Forsyth County, North Carolina",31406,0.244697833523375,0.124882629107981,0.770569620253165,0.0162183544303797,0.794298745724059,0.63963963963964,0.314736842105263
"37067003904","Census Tract 39.04, Forsyth County, North Carolina",69309,0.101120099564406,0.0727334235453315,0.804164152082076,0.0114665057332529,0.905111771142723,0.726813880126183,0.149866190900981
"37067003905","Census Tract 39.05, Forsyth County, North Carolina",60000,0.147887323943662,0.0882185543540125,0.851809304997128,0,0.899487836107554,0.756140350877193,0.211678832116788
"37067003906","Census Tract 39.06, Forsyth County, North Carolina",116667,0.0481313703284258,0.0189825360668185,0.928619528619529,0,0.950634696755994,0.873852295409182,0.0566448801742919
"37067003908","Census Tract 39.08, Forsyth County, North Carolina",137625,0.033022014676451,0.0148861646234676,0.868995633187773,0,0.994663108739159,0.856435643564356,0.0265625
"37067003909","Census Tract 39.09, Forsyth County, North Carolina",96959,0.0302816901408451,0.0115122972265829,0.886682808716707,0,0.983098591549296,0.818681318681319,0.08004158004158
