"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0684016677048621,-2.70525051637303,0.00420382981707198,0.00980284587178688,0.00124851608428763,-2.70329045027286,0.00410436188988177,0.0131447981579018,0.00174161946472984,-2.70425318077183,0.014681377822648,0.0157002916698192,0.00565503772288872,-2.70491671478431,0.00559346303408683,0.00934743929744274,0.0018477850317042
"11422-2",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0687729289338577,-2.69818319006787,0.0045325208228306,0.00872385577203448,0.00138375335002518,-2.6964386500806,0.00436485069360289,0.0117702275986541,0.00189747950859668,-2.690840881359,0.0141797246346187,0.0101102517968306,0.00425937279761138,-2.69526400056019,0.00621219971539919,0.00718238183389397,0.00214435882085607
"11422-3",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689425103539525,-2.69450303963639,0.00427208419077535,0.0083484914716231,0.0012592518275183,-2.69034913393022,0.00409720695702844,0.00967277211589746,0.00169064793846888,-2.68319459240566,0.014174150915239,0.00585033931922337,0.00405187102245808,-2.69705420356898,0.00663855074047929,0.00950538484757257,0.00254723876405969
"11422-4",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.068978837325733,-2.70042585792291,0.00423337022939219,0.0100199494734372,0.00111913641316688,-2.69764584943773,0.00413495958952265,0.0133059829468437,0.00158277111268938,-2.70460626563812,0.0125183599223374,0.00992376211566693,0.00274037579320551,-2.69643484057911,0.00531311792024624,0.00888043360774645,0.00164247295200116
"11422-5",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0686485975826719,-2.69755339562019,0.00437657663223431,0.00824381960960777,0.00139146245535564,-2.69413869644998,0.00421192859524748,0.0098955371034792,0.00189587077534573,-2.7065999020716,0.0130158417783064,0.00728452395096063,0.00439239668533317,-2.69604765214508,0.00616818135168352,0.00724418960812087,0.00209645513749636
"11422-6",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689566576877995,-2.69897651734008,0.0041698042284128,0.0102577558685309,0.00119139085609134,-2.69349455833702,0.00390002527812055,0.0117644965883657,0.00151228766876507,-2.70804617328621,0.0134788005384606,0.0118648285276648,0.00321037542868571,-2.70194531537315,0.00663021288016402,0.0112994428559346,0.00233981421248525
"11422-7",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689823198333733,-2.69630094789163,0.00429681708435995,0.00937473334845017,0.0012789871004886,-2.69486128031365,0.00419799682154339,0.0133170110467094,0.00185371049051966,-2.68291857649521,0.0157887514592261,0.00992945944800299,0.00520846066209488,-2.69689657277248,0.00578575788068244,0.00940859553742254,0.00193302028852832
"11422-8",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0691934977853797,-2.6947309984334,0.00449683596628223,0.00891831629807418,0.00124249410542046,-2.69332131856473,0.00429988951179965,0.0125743237592622,0.00171155214163307,-2.70961140614028,0.0128833551828976,0.0167055905386216,0.00333549493322743,-2.69926619544772,0.00718679470252875,0.0110709588345293,0.00254505725503259
"11422-9",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0695507897936465,-2.68615195150731,0.00425359320952722,0.00774812087284775,0.00114558626808246,-2.68577791052399,0.00412134935113068,0.0110747594384161,0.00156304047944795,-2.68781298161479,0.0135315787714951,0.0079865887601091,0.00368242351760037,-2.68670033770627,0.00583373771632452,0.00866298596985725,0.00205073361045677
"11422-10",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0693522815374795,-2.70055133165525,0.0042601957271138,0.011731257913834,0.00109799382576475,-2.69892107118505,0.00421014165131351,0.0165214466178307,0.00159168847543602,-2.68642997985464,0.0142417090831885,0.0110585441637255,0.00443952123002951,-2.69605989476006,0.00599520392453922,0.0101207392198583,0.00181190887989776
"11422-11",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0687817828974482,-2.70368816915296,0.00421936758765612,0.0104192497186484,0.00113811391119558,-2.7006161500892,0.00412301902542506,0.0136417178590714,0.00160481177942498,-2.70935242507474,0.0149090159140067,0.0148032891795772,0.00514749481953918,-2.70465361782481,0.00567811895884012,0.0104487109587856,0.00179694645258101
"11422-12",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0686205086906769,-2.70377073052103,0.00429757140263575,0.00947926910067069,0.0011729074173374,-2.70292706948191,0.00426356337991886,0.0136413654072723,0.00172082789586104,-2.71438336529755,0.015230520442817,0.0135247269633673,0.0040959935150959,-2.70613005949237,0.00677345758611488,0.00889943177550438,0.00182997772018424
"11422-13",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0691194942997553,-2.69570377683392,0.00438862071002032,0.00885393521652185,0.00118493542842723,-2.69527811788655,0.00435522329090582,0.0128909058445669,0.00173144863671618,-2.70866730302659,0.01527695497011,0.0115618498022487,0.00405722429290019,-2.6942385967181,0.00572237613004991,0.00810839508942969,0.0016565932352925
"11422-14",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.068985334217672,-2.69835740388133,0.00422445514009212,0.0104263649498769,0.00125436888297369,-2.69572979367497,0.00418052036367929,0.0138866737994973,0.00183353475711466,-2.67270925792001,0.0166827359715277,0.00123764702746989,0.00547989249857007,-2.70126955414579,0.00573037631255201,0.0115428748580629,0.00195020213237949
"11422-15",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0688978060027545,-2.69990144814495,0.00443057229790532,0.00973412618168446,0.00126903392108638,-2.69599793331106,0.00427085958941834,0.0121990927886175,0.00176086806978252,-2.71053733431845,0.0163992899198061,0.0151525037398705,0.00490796282638691,-2.70330544249112,0.0059169344666639,0.0108811113699268,0.0018999414902653
"11422-16",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0686656741620269,-2.71017807302184,0.00425913011914783,0.0128099485990464,0.0012058121406618,-2.7061145001231,0.00412318235020907,0.0166708104853477,0.00168485809757473,-2.70687237801182,0.0130799630495633,0.0138041889753382,0.00285240990846401,-2.70609646306025,0.00797786059338573,0.0106166522453792,0.0025886345353392
"11422-17",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0687795715141347,-2.70147502651593,0.00449162598787915,0.0103426931573161,0.00139206810033405,-2.69656373026025,0.00433784881067215,0.012335930255483,0.00194587112795186,-2.69986811129638,0.0142586283091662,0.0107297697784809,0.00401373650763561,-2.70243335519265,0.0079222900044105,0.0102135443760363,0.00266443883577971
"11422-18",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689033659536032,-2.69970007088354,0.0042759173953082,0.0093902089289623,0.00114736280381737,-2.69546822487993,0.00410891682162991,0.0115197109416977,0.00156639583475085,-2.70362325559249,0.0159293711304383,0.0152926757376094,0.00440466213569432,-2.69808108964346,0.00703382976537635,0.00841632861160776,0.00223608281149972
"11422-19",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689071903610442,-2.70401687379462,0.00412976622384441,0.0116432774705223,0.001127303209913,-2.70051300223728,0.00401351636663099,0.0150105244939418,0.00155404622151986,-2.69654115793226,0.013581897027876,0.00740705146256744,0.00344979271315475,-2.70176217319783,0.00557755426388316,0.0108977157194159,0.0018308576505008
"11422-20",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0686962103552532,-2.70416381219922,0.00433998268635283,0.0105193159386422,0.00125119194201576,-2.70174655466349,0.00422279227709714,0.0145122613926202,0.00180283668537411,-2.71161085440491,0.0146633274041287,0.017854350157405,0.00569111207808161,-2.70489798604757,0.0066097080108303,0.010946367703042,0.00220557337163679
"11422-21",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0688560125475338,-2.7014232802581,0.00420058976292334,0.00977374647211274,0.0011127478952298,-2.69870694341133,0.00411721441374799,0.0126289386344165,0.00154383258442223,-2.70962084555183,0.013706661841987,0.00386688110197192,0.00378737717006365,-2.70042155447861,0.00662657509712976,0.008584001418099,0.00178382204915713
"11422-22",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689760128846218,-2.70137068825973,0.00419090178782734,0.0105098267689939,0.00111055770940756,-2.69806941360155,0.004058854135724,0.0141140789907519,0.00158492927703556,-2.71756471738881,0.0126991987991064,0.015562784663084,0.00305167448299416,-2.70121965581991,0.00507324233110533,0.00981850226933589,0.00146813408222818
"11422-23",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0692630126344382,-2.70561705299074,0.00444940146576134,0.0121777609159746,0.00110585748437336,-2.70060486532758,0.00434168825680952,0.0157493261208612,0.00159022191967613,-2.70689648746657,0.0137736229862243,0.00966963939796685,0.00362896149913904,-2.70324518975289,0.00686975385176899,0.0116384637205883,0.0020193365875253
"11422-24",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689663796620475,-2.7010039193413,0.00419281692224525,0.0111151690400671,0.00119933713358832,-2.69679992520054,0.00406886875183105,0.0140915149892939,0.00169338769359646,-2.69769339312896,0.0142900704819358,0.0067711787384293,0.00571148915161646,-2.69643088501757,0.00536664404133611,0.00956204243805473,0.00195288617572738
"11422-25",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0686841295120302,-2.70239734019692,0.00414846823067685,0.00985021101891425,0.0011562207437677,-2.70130478733059,0.00407805795267665,0.0142820270208776,0.00169250326095309,-2.67775527135485,0.0137761515547302,0.00358912523328075,0.00386140282787088,-2.70193703356619,0.00622468865461872,0.00991968221139824,0.00194489428514863
"11422-26",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0688492038728998,-2.70229774878569,0.00424981270443296,0.0110343167432784,0.0012438263622764,-2.7001193190762,0.00419098794010283,0.0155939806670838,0.00186342693769928,-2.71312550093599,0.0139380776558279,0.0121006460581228,0.00470444325667855,-2.70333744756612,0.00847932138519593,0.0116032577761765,0.00308490512764297
"11422-27",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0686747216936295,-2.70194381630474,0.00415627094085936,0.00883257327537321,0.00106860325288604,-2.69858839182004,0.00400356217843865,0.0107970371008665,0.00140459321697603,-2.69709427039763,0.0134764293482073,0.00771083219535345,0.00406783859086375,-2.70362122781086,0.00550801573587626,0.0101151512067154,0.00183985420269409
"11422-28",390,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689975030961743,-2.70250946557568,0.00423548593494614,0.0108328810863231,0.00111671943997236,-2.69936111496186,0.00406301530121483,0.0143867560041826,0.00152644384828972,-2.72095457992611,0.0139535642604182,0.0138882278535196,0.00454214712458409,-2.70777712177826,0.00630572479477091,0.01247794767322,0.00188404884868014
