"sim","N","beta1","minW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11429-1",2200,0.00995033085316809,0.3,0.1,0.0718356179235825,0.00975459047481127,0.000498569540744178,0.013278931385005,0.000706885941855786,0.0116455588015052,0.00158478864713348,0.0109274359526056,0.00109408740836114
"11429-2",2200,0.00995033085316809,0.3,0.1,0.0717707804954125,0.00972422558494361,0.000461393420482588,0.0124063322394412,0.000645863901840087,0.0102260598496765,0.00149675594400307,0.00884946415850559,0.00111882091231576
"11429-3",2200,0.00995033085316809,0.3,0.1,0.071902304783063,0.00970633101116676,0.000454906019940703,0.0125596728133553,0.000636114030500083,0.0127076065070271,0.00150997164725971,0.00972407805187833,0.000837131869390047
"11429-4",2200,0.00995033085316809,0.3,0.1,0.0717569700127574,0.00893497845063619,0.000499458916857879,0.011315352501663,0.000695021688825222,0.0090854128331709,0.00148779488784355,0.00882413156032474,0.000899670190460145
"11429-5",2200,0.00995033085316809,0.3,0.1,0.0718381973393295,0.0102384210021924,0.000471197643348267,0.0129885259243753,0.000645922491382865,0.0107507955543903,0.00140480218284366,0.0103620337887392,0.000804385432712163
"11429-6",2200,0.00995033085316809,0.3,0.1,0.0717861310378508,0.00992305471783102,0.00048682318318711,0.0126872008299428,0.000673293148732922,0.00994900589661414,0.00149982810558303,0.00987456985372065,0.00086049404583652
"11429-7",2200,0.00995033085316809,0.3,0.1,0.0718022566601625,0.0101566603179426,0.000493440572252893,0.0131140587245399,0.000704069753365139,0.0108347333787676,0.0014706730574152,0.00864106418817628,0.00080659565879627
"11429-8",2200,0.00995033085316809,0.3,0.1,0.0718209224689406,0.00956063732928308,0.000497611139300538,0.0117149541074509,0.000689275501611185,0.00990468277334272,0.00181743953080324,0.00905021380585439,0.00109723067743266
"11429-9",2200,0.00995033085316809,0.3,0.1,0.0718101653395874,0.0101653507147619,0.000498172212340022,0.012892449184834,0.000711137071356564,0.00979123346448954,0.00151801369587049,0.0095670784691908,0.000946313333841329
"11429-10",2200,0.00995033085316809,0.3,0.1,0.071763492497857,0.0104671365492814,0.000480754566510031,0.0133787086432916,0.000674605112482598,0.00963672722466165,0.00147232504598612,0.0097821964391385,0.00107107365174311
"11429-11",2200,0.00995033085316809,0.3,0.1,0.0717552904382407,0.0106427898728209,0.000469186887586011,0.0135294269074574,0.000663235028009004,0.00997066567237071,0.00158807771196741,0.0109298497035361,0.000899571568634074
"11429-12",2200,0.00995033085316809,0.3,0.1,0.0717803289069514,0.0104865906752105,0.000496288580206972,0.0139676107708805,0.000701435093880822,0.0125354770380103,0.00160184824414171,0.0103824969612216,0.00106610881927589
"11429-13",2200,0.00995033085316809,0.3,0.1,0.0719786182748825,0.00971301162056809,0.000475356773399018,0.0129804849382617,0.000684877379131784,0.00800674678024825,0.00138424426013264,0.00954003093265797,0.00106020770852262
"11429-14",2200,0.00995033085316809,0.3,0.1,0.0716847851713877,0.00958571507646544,0.000473576355388093,0.0121893085981162,0.000650488882954044,0.0109491229924516,0.00129881622437189,0.0102312998526179,0.00115385510885238
"11429-15",2200,0.00995033085316809,0.3,0.1,0.0718466937931527,0.00905714519195124,0.000494877166577172,0.0120174488274551,0.000708788521269299,0.00936424713217262,0.00161540172626022,0.00921441638500096,0.00105547985971396
"11429-16",2200,0.00995033085316809,0.3,0.1,0.0717307053979846,0.0103422859040069,0.00045559704794047,0.0131805335384695,0.000650944059734526,0.00999825280861298,0.0014143837571395,0.00932609679503439,0.000635201384124325
"11429-17",2200,0.00995033085316809,0.3,0.1,0.0717279283730817,0.00909045897620156,0.000476444342638013,0.0122682337491994,0.000705655329478913,0.00978392531189886,0.00152569575677778,0.00964417812292648,0.00100254567899701
"11429-18",2200,0.00995033085316809,0.3,0.1,0.0718733526835937,0.0109267347734256,0.000487023169292725,0.0141727254031459,0.000694993593773118,0.0119671677722783,0.0013404501486228,0.0109598085753426,0.00101460220565682
"11429-19",2200,0.00995033085316809,0.3,0.1,0.0718514086354953,0.0108287483392661,0.000454737816326171,0.0142074823265476,0.000643624161771098,0.0110824418300879,0.00132897026614161,0.0106193494792608,0.00106328312251608
"11429-20",2200,0.00995033085316809,0.3,0.1,0.0718856139535072,0.0102977122496958,0.000480166770001399,0.013026587223818,0.000665112449773712,0.0116704005618514,0.0016146133341468,0.0112425782022699,0.000935647951974248
"11429-21",2200,0.00995033085316809,0.3,0.1,0.0717482899223068,0.0105578271571075,0.00048946682704832,0.0131048644365526,0.000670482532077539,0.0104074824951492,0.00141517600525117,0.0105556565583898,0.000960747031622595
"11429-22",2200,0.00995033085316809,0.3,0.1,0.0718262396600709,0.0094486507489465,0.000475753402766228,0.012055508172298,0.000679091810442143,0.00774627732261072,0.00149303553970269,0.00924302574897367,0.00103246148127604
