"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689909357099401,-2.69914522008382,0.00174613331187118,0.0101519959602942,0.000478516829698515,-2.69622442457047,0.00169252999523832,0.0134109285817508,0.000667975588346477,-2.69943078385564,0.00554471901886608,0.0112563091564387,0.00144976769156312,-2.69930850298349,0.00279497779255179,0.00995729770796349,0.000967426441826134
"11422-2",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0688813024905435,-2.70034238459617,0.00177544398420217,0.0097661206797136,0.000483317563033625,-2.69689079227034,0.00171692504179291,0.0125157863372527,0.000670295067769125,-2.70348968119139,0.00568596162197536,0.0111888764122856,0.0017219978324301,-2.69888186254602,0.00278470854222953,0.00916195747453892,0.000872392290898424
"11422-3",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0688501233053933,-2.70020005977287,0.00174920469779379,0.00995654567501426,0.000488929863023105,-2.69668400466669,0.00169378298068427,0.0128106334370607,0.000685930042073637,-2.7041399029275,0.0058687747123609,0.0097741107698239,0.00174095382532216,-2.70063431983358,0.00257348362366248,0.0101730592281193,0.000924864762284933
"11422-4",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0688928343024035,-2.70090775678499,0.00176374179807049,0.0101653070371072,0.000482723345516465,-2.69754738744571,0.00168756437553599,0.0133234866320949,0.00066193041807063,-2.69900693652364,0.00573372034041313,0.00855993306568249,0.00156604733971454,-2.70218928840273,0.00220976135216596,0.0105552297748947,0.000753984390368553
"11422-5",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0690296419660468,-2.70115469967917,0.00177988420395648,0.0107086617509649,0.000475958804486844,-2.69834438543706,0.00172613257512472,0.0142792883757667,0.000662208117786405,-2.70155947097689,0.00543718478329717,0.0111916364470284,0.00132527069156691,-2.69970953909694,0.00239792810350091,0.0101303704663274,0.000647959575307826
"11422-6",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689973613722924,-2.69765939013608,0.00175813586473787,0.00962526411112209,0.000487313096399037,-2.6945882235297,0.00171374249403029,0.0124748286796167,0.000686685287040132,-2.69543792490031,0.00515849707801421,0.00778265462933379,0.00117281676349699,-2.69699193400167,0.00295521143543642,0.00931408278373009,0.000907215723695408
"11422-7",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689010647491614,-2.7021788559508,0.00182218165545665,0.0104348347800634,0.000500011233221603,-2.69842770268672,0.00175634787451768,0.013248075444155,0.000684792754861782,-2.69872990835697,0.00590010773319218,0.00961054798078986,0.00160198191356764,-2.70381772041483,0.00298677454161153,0.0109709537515091,0.000925764600085302
"11422-8",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689053236262659,-2.70260216380855,0.00179373470106588,0.010707555619632,0.000489864367896348,-2.69922100842243,0.0017317525359596,0.013906308256404,0.00067481375099522,-2.70405097593093,0.00567366881800271,0.00933368391633321,0.00135452997333242,-2.70434350194134,0.00274298002079449,0.0114202082455625,0.000934045963408754
"11422-9",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689621158879254,-2.69929198606536,0.00179665787089772,0.00973655756647732,0.000491930386932896,-2.69651278253765,0.0017314531463534,0.0128542646560749,0.000677142589294979,-2.6984166111543,0.00590172078947717,0.00967967157395943,0.00183370146518344,-2.69869936948794,0.00308748157268595,0.00943531553972156,0.000918608070305854
"11422-10",2200,-2.7,0.00995033085316809,0.7,0.2,0.1,0.0689617353288711,-2.6996447039752,0.00175609952759054,0.0100505236892609,0.000477434741270552,-2.69620273707834,0.00170941842114348,0.0129253506754032,0.000670959286799632,-2.70624833629983,0.00587397291333358,0.0110921091886459,0.00195525572203197,-2.69858378990558,0.00239453009288655,0.00958235291743202,0.000776906762465267
