"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0683005070982552,-2.70702289854784,0.00420646589763469,0.00999711093751503,0.00124996660161965,-2.7050117370455,0.00417958459333043,0.0133329157878008,0.00180214007817217,-2.72006226968699,0.0133751671747937,0.0143095166185651,0.00296634403875579,-2.71369458383946,0.0075614299101006,0.0124575560642471,0.00279138381270412
"11422-2",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0687957119590272,-2.70170232842271,0.00452129554435303,0.0105769794821218,0.00141643379706558,-2.69915370027945,0.00441311570353046,0.0137544838325987,0.00196267740328798,-2.69521944115913,0.0143227623254037,0.00804584712483499,0.00584545037892834,-2.70264667660118,0.00601969576238283,0.0111943590470482,0.00218987834892677
"11422-3",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0690780744122019,-2.70173198614866,0.00430072278818154,0.0120337929114592,0.00125905553059996,-2.7003571654457,0.00423544323391708,0.0169603017005564,0.00180709482898128,-2.72108269412417,0.0143857441012576,0.0217800423837875,0.00473486069507722,-2.70209714158327,0.00515533384558567,0.0120538215868199,0.00157844674958169
"11422-4",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0689201951512689,-2.70109081935539,0.0042414038233743,0.00991703797388485,0.00111588111209625,-2.69875123291463,0.00412370348293113,0.0133347906270718,0.00155388289567395,-2.69986477347294,0.0143359630790288,0.00946674533870862,0.00389260869403255,-2.69910881937688,0.0045344881284324,0.00914327687751348,0.00122881971755849
"11422-5",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0685832773316891,-2.70118738295871,0.00439294753173283,0.00947539939414369,0.00140136835580498,-2.69919525536364,0.00436377568430365,0.0125766774569097,0.00202550340514046,-2.69100665995805,0.0142549534249125,-7.9109468402876e-05,0.00393090653577274,-2.70035207221889,0.0058410577269057,0.00965109822408574,0.0023270142162746
"11422-6",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0689467594127933,-2.69893632266101,0.00410629042374372,0.0105127745470698,0.00119354861532196,-2.69837255737838,0.00407715665860734,0.0148061777580003,0.00169434304059953,-2.69195444977655,0.0130433876301511,0.00474824535516196,0.00474729479291201,-2.6975718908844,0.00503605133415426,0.0102448322051104,0.00168126069895849
"11422-7",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.069224416637343,-2.69407030332173,0.00428901545267997,0.00979200683605944,0.00126277709174157,-2.69217948267169,0.00418150459095249,0.0130871414410537,0.00174401223894129,-2.69089490922499,0.0143018968785072,0.00855357133294212,0.00659175184800947,-2.69112853151875,0.0052083939466007,0.00805580143299848,0.00170799134362049
"11422-8",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0691721245745162,-2.69458225814943,0.00440986724786897,0.00861602541403787,0.00118361275440936,-2.69181606631852,0.00427015475283691,0.011002085006583,0.0016124996683384,-2.6801795460512,0.0152216659493067,0.0046106070979,0.00381471249083968,-2.69358102464254,0.00588634597809994,0.00765780108392705,0.00157107470722082
"11422-9",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0692335226312439,-2.69891414627122,0.00436226102561991,0.0109356138755522,0.00119991180221457,-2.69410394120797,0.00422898802789933,0.0132738994898701,0.00164988930390187,-2.68678433023022,0.0133425614752518,0.014591540845081,0.00422128655433428,-2.69849809719226,0.005797474925965,0.0112477263561428,0.00185626021460193
"11422-10",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0692474170356682,-2.69558082743917,0.00427560405549629,0.00946385072418664,0.00112453176544703,-2.69308244591957,0.00413675648382141,0.0124418231831721,0.00153336434007143,-2.68790618391091,0.0140286733694759,0.00914736689761359,0.00376612933502769,-2.69227503245943,0.00498715019265273,0.00777582568685006,0.0013589389126814
"11422-11",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0687643884702446,-2.70243079096956,0.00427026102282579,0.0099134071022527,0.00117589157160276,-2.70016919801301,0.00419695263836117,0.0128863579843512,0.00162153584601736,-2.67967292325001,0.0124653873973943,0.00644725966419622,0.00310381305023032,-2.70166698345991,0.00542782739518503,0.00942908951206005,0.00167207276516747
"11422-12",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0686889666821222,-2.70903022258132,0.00421371348648971,0.012261429252174,0.00116108224339765,-2.70650019621734,0.00415306487834476,0.0160689106833039,0.00160976714464883,-2.70539470666681,0.0120111790520044,0.0136242131439788,0.00277060144873114,-2.70792053668015,0.00545219032632432,0.0114870049829245,0.00149387132079534
"11422-13",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0687998767519773,-2.6978615898958,0.00425196236829976,0.008932727942453,0.00124870046193171,-2.69729892089615,0.00412413519440893,0.0123613099382094,0.00166556980088842,-2.7140778772422,0.0136050800041414,0.0130213789167226,0.00471572064369852,-2.69353765936255,0.00553597849098058,0.00746566086970803,0.00188482578170741
"11422-14",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0692740737138248,-2.69752947150492,0.00409928817827039,0.0107801853576497,0.00107246689092282,-2.69383794471165,0.00394905558918466,0.0136611801928673,0.00144183349613101,-2.70333786938768,0.0150598956352453,0.00875331445357448,0.00550954471381025,-2.69361104338847,0.0046743397815963,0.00968416817212553,0.00136117122308051
"11422-15",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0690036064938981,-2.70370963406546,0.00434524136745841,0.0116845809393656,0.00120601442846417,-2.70248188698744,0.00426022968718587,0.0161637354580799,0.00167320066487899,-2.69014897427894,0.0161263547091736,0.0105351855965172,0.00456683969304714,-2.70379187533932,0.00624662413265346,0.0112919888640683,0.00175174122090807
"11422-16",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.068465048714696,-2.70963519193257,0.0044192647351392,0.0112703134997036,0.00128109574134958,-2.70650248268369,0.00428824803911039,0.0145619067619753,0.00175838899130873,-2.71150379330886,0.0141540853505103,0.0155922233488216,0.00559631081295407,-2.70640162384351,0.00538829421467797,0.0100032483055234,0.00172374428948114
"11422-17",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0689878853457006,-2.70058693382433,0.00442375608789358,0.0102176054529017,0.00123534960060108,-2.69798073646558,0.00431941428806592,0.0133677318905194,0.00171295889647384,-2.68536238428753,0.0134472369022802,0.00525275031219128,0.00465054525279393,-2.69622830964701,0.0049408311797893,0.0083283595059295,0.00142007543247315
"11422-18",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0685643749971626,-2.70594952916068,0.00428152937472377,0.0100646424112947,0.00117203919178647,-2.70329995811406,0.00418065829402468,0.0127035773848817,0.00157096519457018,-2.70177834137908,0.0137206293584746,0.0129283539215263,0.00387505663233717,-2.70321679111219,0.00507458774205737,0.00955988590887931,0.00163188845310849
"11422-19",390,-2.7,0.00995033085316809,0.7,0.15,0.1,0.0693022411068141,-2.69544185524021,0.00392528924480369,0.00986722514086122,0.000946817926057436,-2.6927245940163,0.00379638372178745,0.0128768296115355,0.0012682580309734,-2.68328338763981,0.0109752860321045,0.0125356098803081,0.00194264459267074,-2.6928671696041,0.00481151056987775,0.00893534275168375,0.00131795564438761
