"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0683108274040816,-2.70488035833706,0.00420861551244057,0.00909556561442307,0.00125296891889558,-2.7028882583735,0.00410198458340074,0.0116354511573872,0.00167664000338056,-2.6970520995253,0.0131987531367232,0.00538970893159655,0.00356265960519928,-2.7049279386206,0.00513842875607218,0.00903251330620588,0.00177136129079822
"11422-2",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0688570032423773,-2.69855157234372,0.0045014896797984,0.00966087872241986,0.00140905419408477,-2.69829443315154,0.00443136524540785,0.0135393244412001,0.00194036932152042,-2.68124216242183,0.014574529221566,-0.0011803196452794,0.00525001469955716,-2.69851490694048,0.00511908583955417,0.00940018578655786,0.00169331801357899
"11422-3",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0691757834723586,-2.70059534498183,0.0043190956074594,0.0120764557009725,0.00126244338684485,-2.69882352389482,0.00426731341941891,0.0159197991157754,0.00173017549707809,-2.68628333029622,0.0155752161191646,0.00524390392841054,0.00445488882999221,-2.69927830598045,0.00529064241965888,0.0109786619368558,0.0016364507332625
"11422-4",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0690072441959776,-2.69608035515804,0.00426019721357414,0.00836861314830237,0.00111611695941724,-2.69555237998265,0.00417310841109051,0.011736329052651,0.00153672261113931,-2.6994422364632,0.0126220570121516,0.00975698821519275,0.0032969042200901,-2.69585837122998,0.00473726429889368,0.0085913515991464,0.00137532337728555
"11422-5",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0686100984443603,-2.69836071438498,0.00436917528297771,0.00861055170946076,0.00142748109509731,-2.69695211315932,0.00434909210197893,0.0114539427533798,0.00203383752412116,-2.69922367931375,0.0128957559587831,0.00825757878089099,0.00467892254430738,-2.69980225817972,0.00455993192525009,0.00897246503914741,0.00148416523334666
"11422-6",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0688880458844839,-2.70117585424947,0.00408856434710738,0.0110190850001356,0.00116903591181532,-2.69975918063494,0.00401940882167978,0.0149339064717767,0.00161412978676392,-2.69612089802537,0.0134918104406614,0.00886772177827291,0.00369904716256486,-2.69917513204648,0.00431731665312069,0.0100754458356311,0.00125330224874772
"11422-7",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0690990014033994,-2.69771807358325,0.00421595896422857,0.010525272116624,0.00121445540658462,-2.69777806621612,0.00422821279781187,0.0150768514603528,0.001745847123005,-2.6949647237228,0.0131139008362536,0.0121020867328324,0.00285676169890465,-2.69777001228605,0.00537937984856944,0.0103352268427762,0.00163114515265734
"11422-8",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0693062867674494,-2.6946020682599,0.0044032377824344,0.00915213555274553,0.00116026989874349,-2.69349418657749,0.00434713927487813,0.0125147407357938,0.00161999499550635,-2.68011130414388,0.0138733188411283,0.0100017473012353,0.004720362290962,-2.69562106926205,0.00487828097750526,0.00970254783468355,0.00141725781857642
"11422-9",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0688270748642174,-2.70106907971488,0.0043465512571879,0.00977990680690463,0.00122747101344457,-2.70006839584766,0.00426005300697635,0.013267625154932,0.00166818378132084,-2.70418710348078,0.0135758936788832,0.0055971105653516,0.00332832922105267,-2.70185627365631,0.00504793849850968,0.00988088200844284,0.00149276660793999
"11422-10",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.069279701405755,-2.70129825678215,0.00428148783631838,0.0113339791690383,0.00108145266954744,-2.69850492812169,0.00415557690552694,0.0149090894364713,0.00146906824764347,-2.70343081381634,0.017553863277771,0.0117539219825375,0.00514672107369031,-2.70002560845401,0.00521643930051168,0.0103028311955667,0.00133156587105157
"11422-11",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0686307789379672,-2.69988517007844,0.00422606799670687,0.00845673180793432,0.00120078055683592,-2.69925505800211,0.00419534844918875,0.0116492874648393,0.00168085965926638,-2.71503678037914,0.012750469130261,0.0143163546236331,0.00447786481394532,-2.69960299434071,0.00456907815535432,0.00814477101505583,0.00134542269294673
"11422-12",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0686656025237854,-2.7002658781957,0.00420687960514273,0.00831318017415837,0.00111774546492621,-2.69974283802114,0.00413903519781086,0.0115468853109733,0.00153770554596766,-2.68568838984883,0.0121706039347045,0.0070760276775184,0.00282937513399862,-2.69954191983478,0.00449781564285962,0.0077451960952229,0.00119578508157648
"11422-13",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0686986464175517,-2.70299945331512,0.00423213094566835,0.0101096289738084,0.00119879172985095,-2.70172572172849,0.00419742650472133,0.0136855396772888,0.0016824727566143,-2.6901177377134,0.0149765183259208,0.00345774511169184,0.00494951539414906,-2.7052427239137,0.00623179634882246,0.0109204045146535,0.0020327422581028
"11422-14",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0690912963869514,-2.70122356397643,0.00414436195362537,0.0112502871411322,0.0010998450201349,-2.69972248626335,0.00410169669748927,0.015094032384893,0.00152308340700218,-2.6781094702094,0.0150450658229959,0.00991841772294248,0.0047253001924421,-2.70042764213788,0.00478643292845498,0.0112073369212481,0.00140965384747466
"11422-15",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0687232867656175,-2.70565720755276,0.00440448093543515,0.0110470035530832,0.00125621953402368,-2.70396317505788,0.00434025199329328,0.0148615131281936,0.00174963714358594,-2.7097867797194,0.0129245533042855,0.00948264369451827,0.00311001634646838,-2.70463891256863,0.00486407944947779,0.0107009284436188,0.00150665172706981
"11422-16",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0685143100529583,-2.71238611825935,0.00448023168328949,0.0122848807232493,0.00127947059086437,-2.71045273741724,0.00443225943346813,0.016574654890531,0.00180362185980606,-2.74009582953289,0.0144952010064981,0.0227180669756978,0.00394291269789643,-2.71251599933355,0.00760985467587204,0.0122374386770911,0.00247710673479328
"11422-17",390,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0689420720058062,-2.70058478089832,0.00434872319997578,0.00973690947635332,0.00116625874030499,-2.69951148897781,0.00432572556538069,0.0132851840679722,0.00164331026701548,-2.70261148382997,0.0143900938843286,0.00992249919207379,0.00350154418000696,-2.69524871816293,0.00493388707295622,0.00764554523860687,0.00140802934979215
