"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113661729782495,-2.19860879635108,0.00137981626266821,0.00967430315543934,0.000379269265072739,-2.195810474532,0.00133867510167964,0.0126423610104866,0.000525368102097317,-2.19406046309055,0.00437089095034529,0.00882531678619335,0.00128451508645092,-2.19989216341239,0.00268395814550671,0.0103590774268317,0.000959563293015359
"11422-2",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113577968760753,-2.19958741649821,0.00138684419155566,0.00985693185795529,0.000386631678797997,-2.19760697817996,0.00136243541124109,0.0134424681858579,0.000553062660101208,-2.20557715065836,0.00406450690298991,0.0111701098197823,0.00107640011391404,-2.19905007805021,0.00215148468173893,0.00944566639439308,0.000699656597827507
"11422-3",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113577226199536,-2.20049234021814,0.00138114049383577,0.0100649459064969,0.000376969890004521,-2.19789088445397,0.00134033896687829,0.0133658437888927,0.000523147929729245,-2.19930738087755,0.00438328047378231,0.0100897260593359,0.00126280910248995,-2.20056024855462,0.00214587442944742,0.0103285528580081,0.000624057875327339
"11422-4",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113413458752311,-2.20227509701216,0.00141135783147071,0.0101335631956362,0.000391420227745432,-2.19836911423957,0.0013499662552789,0.0126839395646045,0.000526886827488742,-2.20304048113248,0.00438218872688389,0.0117191926493129,0.00131109373345796,-2.20089082484805,0.00223875500294646,0.00950175206283875,0.000744271079885381
"11422-5",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113731222078035,-2.19803087781612,0.00139366082046041,0.00953056716046747,0.000380443320126503,-2.1955373991808,0.00134746983633229,0.0126973642170891,0.000526106007833889,-2.19142681788842,0.00458706732354518,0.00754134768799287,0.00133070903992972,-2.19673816720438,0.00168896198296098,0.00872589086948522,0.000604177619800776
"11422-6",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.1136271324298,-2.20088570572146,0.00139503792103308,0.0100582420037898,0.000372409746961659,-2.1976647673187,0.00136257457739467,0.013262795811807,0.000533709161476515,-2.19912043693969,0.00459750124052527,0.00992236762426312,0.001389970904486,-2.2000335701251,0.00217930763606016,0.0096734675133663,0.000683755090159034
"11422-7",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113809643110274,-2.19895197565042,0.00138586997523157,0.0100741376666536,0.000372329483169707,-2.19575374216067,0.00133361995953243,0.0130549646956373,0.000506909668608743,-2.20082156671055,0.00463992485157129,0.0104814674009134,0.00127803169399101,-2.19923883742565,0.00209216814752765,0.010250639719507,0.000711068188139776
"11422-8",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113638436618092,-2.19906141967459,0.00142389883097507,0.00943712812045994,0.00039044920487709,-2.19548619704915,0.00138137224315502,0.0119903772565898,0.00054731952946838,-2.19827877761748,0.00458807363389689,0.0102125523704453,0.00140900810916326,-2.19742092248771,0.0018148950979231,0.00896300448157691,0.000612443962344979
"11422-9",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113772260204466,-2.19742631888061,0.00141312813273731,0.00924931581106426,0.000384325797284145,-2.19462664758061,0.00137312786123712,0.0121305721225058,0.000538552415446934,-2.19610255861109,0.00449683879733578,0.00862399182681466,0.0011315149078285,-2.19514700465549,0.00216824121336477,0.0083853224008131,0.000734400549976397
"11422-10",2169,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113739871535146,-2.19863566039516,0.00138111423093212,0.00989889740196291,0.000377436425024469,-2.19473989708904,0.00131231537990711,0.0122610506661738,0.000495176185573806,-2.2000574476331,0.00423278830607386,0.0108847770740808,0.00106402771368951,-2.19722243097043,0.00203706872542312,0.00930385326449402,0.0005995187566459
