"sim","N","beta1","minW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11431-1",340,0.00995033085316809,0.15,0.1,0.0719154869244362,0.011177665171271,0.00135533088319375,0.0148481402670338,0.00199865417529599,0.0144871986488158,0.00431586585814775,0.0105637684383471,0.00419247716471446
"11431-2",340,0.00995033085316809,0.15,0.1,0.0716927441382266,0.00951101897749141,0.00118407962684394,0.0101007723229303,0.00167018762024066,0.00719587323600345,0.00468574438510957,0.00435935187161439,0.00322141543797058
"11431-3",340,0.00995033085316809,0.15,0.1,0.0719431527615561,0.010240260099119,0.000998330342059563,0.0129994578459477,0.00134750160245072,0.00811711684946813,0.00338981041620319,0.0072378828803893,0.00196532083122923
"11431-4",340,0.00995033085316809,0.15,0.1,0.0713309347312716,0.00980512662728316,0.00119499101379461,0.011783633302329,0.00184387410316349,0.00235087375997164,0.00641416564875839,0.00852394326941781,0.00231215139630425
"11431-5",340,0.00995033085316809,0.15,0.1,0.071542594225795,0.00987691324321825,0.00107695516698391,0.0109684373721992,0.00174927058229116,0.00964526991839798,0.00344583268823458,0.0101816661396809,0.00257703870494036
"11431-6",340,0.00995033085316809,0.15,0.1,0.0719481372894461,0.00880146956924363,0.00110887849921115,0.0115214533394781,0.00161187138686462,0.00663202725611389,0.00331137008208866,0.00872102526976775,0.00243911231352058
"11431-7",340,0.00995033085316809,0.15,0.1,0.0720990561562961,0.0105730380191562,0.00110963156326422,0.0152880314861227,0.00165440040323393,0.0063382120324491,0.00258845348236926,0.00790516143875757,0.00182821118341329
"11431-8",340,0.00995033085316809,0.15,0.1,0.0717456477665829,0.010043452615358,0.00111829952996561,0.0131719409896104,0.00180436171442808,0.00654484978857095,0.00367217837982069,0.0109665778680856,0.00237579306458491
"11431-9",340,0.00995033085316809,0.15,0.1,0.0719064079045191,0.0108923908292669,0.00135349353241902,0.0132474225789273,0.001865123773693,0.0133420477449306,0.0043827779732745,0.00761278622874729,0.00221473493914624
"11431-10",340,0.00995033085316809,0.15,0.1,0.0721984122905349,0.0110930557741442,0.00116324541629892,0.0145532775048635,0.00188508414713062,0.0101240935356062,0.00240960008847718,0.00864140148815378,0.0018588478613982
"11431-11",340,0.00995033085316809,0.15,0.1,0.071873440516726,0.0107486689005408,0.00140018999069159,0.0135984900612025,0.00184121512550874,0.0139387928691328,0.00397909667154748,0.00962095377068475,0.00186618178534374
"11431-12",340,0.00995033085316809,0.15,0.1,0.071921898392451,0.0100178754849813,0.00125105966134883,0.0120468204843134,0.00179363833060845,0.00998584435171738,0.00330114343696433,0.00972733485509187,0.00353683951356036
"11431-13",340,0.00995033085316809,0.15,0.1,0.0716597355750567,0.0100253254223599,0.00124023283826559,0.0129115283500608,0.00162386007364734,0.0121796230278586,0.00464338393583509,0.0118974496337132,0.00280452138854226
"11431-14",340,0.00995033085316809,0.15,0.1,0.0715065804370937,0.0107496834511707,0.00128557909894689,0.0138422063596338,0.00201644356908198,0.0128610194405415,0.00382149742171727,0.0128655125728256,0.00327604424136967
"11431-15",340,0.00995033085316809,0.15,0.1,0.0718300733802159,0.0125428992066047,0.00148619010204704,0.0138834460575924,0.00212682100545257,0.00928719769053898,0.00556049312196914,0.0123347694394753,0.00372311590315413
"11431-16",340,0.00995033085316809,0.15,0.1,0.0719092928120818,0.011562872321424,0.00125326617040975,0.0134717085302787,0.00166207357864702,0.0142618690142291,0.00423921952565232,0.0141327059637341,0.00211163755520094
"11431-17",340,0.00995033085316809,0.15,0.1,0.0717712731933044,0.00929963530321145,0.00132029268652255,0.0121854615175069,0.00190189936641008,0.00534686503321089,0.00478075739096417,0.00734378946226109,0.00224034500248088
"11431-18",340,0.00995033085316809,0.15,0.1,0.0716545304485261,0.00819287125694,0.00114788200087566,0.00867298857682974,0.00162052388276178,0.00842029233846632,0.00414136575174473,0.00467621917548546,0.0024969329642654
"11431-19",340,0.00995033085316809,0.15,0.1,0.0720140837774645,0.00789889751758098,0.00119162080251484,0.012388179908067,0.00190222927914418,0.0106072099928814,0.00521522761879123,0.00952131163848019,0.00230951798592865
"11431-20",340,0.00995033085316809,0.15,0.1,0.0716930350291554,0.00960818483303764,0.00132543272257803,0.0117119153109635,0.00174362052870169,0.0109337610554985,0.00575892937652024,0.0104565361349932,0.00306729305863088
"11431-21",340,0.00995033085316809,0.15,0.1,0.0718517965234471,0.0105161207723306,0.00105712279032004,0.0124043474146312,0.00139481205878617,0.0112462420001066,0.00266700438734225,0.0112807041952642,0.00279655121921357
"11431-22",340,0.00995033085316809,0.15,0.1,0.0719679913219081,0.00848837595852975,0.0012409758701184,0.00964589969445766,0.00207805308750125,0.0107625038587904,0.00307063353362639,0.00925240317000109,0.0028680171286144
"11431-23",340,0.00995033085316809,0.15,0.1,0.0720828605594749,0.00774757893582335,0.0011169659759793,0.00876834147871675,0.00156790048401278,0.000368500272547208,0.00708583292023355,0.00728151666228364,0.00272718236684365
"11431-24",340,0.00995033085316809,0.15,0.1,0.071776430997867,0.00904993783797664,0.0012354737427833,0.0126997458367438,0.00206627061015254,0.015862259187145,0.00374958715663521,0.0103573524001057,0.00368612805732562
"11431-25",340,0.00995033085316809,0.15,0.1,0.0719718807197955,0.0105300590880016,0.00125075895364487,0.0134876962715465,0.0018059070634137,0.013300234032201,0.00286994303746041,0.0113056381740094,0.00228434836314974
"11431-26",340,0.00995033085316809,0.15,0.1,0.0713041227623656,0.0102368378890581,0.00127315245178653,0.0134493341218649,0.00169366903308625,0.0100631607532604,0.0032185817325829,0.00967315429180837,0.00298038076351427
"11431-27",340,0.00995033085316809,0.15,0.1,0.0721057837700932,0.0106581330041512,0.00107964581196339,0.014500494624277,0.00162699457522104,0.0140978007160105,0.00624541819379673,0.0116570393176217,0.00197927547338924
"11431-28",340,0.00995033085316809,0.15,0.1,0.0719432092079351,0.010201822227475,0.00125683258831641,0.0133736710262733,0.00194323632141992,0.0112128361594564,0.0032548292352957,0.0106883425853551,0.0029375373887208
