"sim","N","beta1","minW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11430-1",100,0.00995033085316809,0.15,0.1,0.0719005432283936,0.00870828931711208,0.00250491165755523,0.00941523004863017,0.00397942709358267,0.00506260987333673,0.00552734441089185,0.0100275391018307,0.00323630492314162
"11430-2",100,0.00995033085316809,0.15,0.1,0.0716307056217949,0.0129363085552955,0.00220611276019892,0.0257273159635983,0.00428625675516882,0.0144142232574334,0.00444608677476141,0.0113800077356237,0.00334915533238922
"11430-3",100,0.00995033085316809,0.15,0.1,0.0711922238548222,0.00610249496472253,0.00217031134186407,0.00824408953042751,0.00298023192473848,-0.00421677643354749,0.00722067939660367,0.00715092991595593,0.00389303433720818
"11430-4",100,0.00995033085316809,0.15,0.1,0.0714167702198773,0.0105116221514867,0.00254375360997259,0.0128395054069767,0.00382361427089318,0.00761121848895733,0.00976587321983797,0.0114595488240851,0.00433767552453332
"11430-5",100,0.00995033085316809,0.15,0.1,0.0718452353143386,0.0119188733734229,0.00213249351089762,0.0142682579391587,0.00268662935746074,0.00934925884226367,0.00824586221274992,0.010476299714526,0.00267394819368718
"11430-6",100,0.00995033085316809,0.15,0.1,0.0716260553791891,0.0095675913872204,0.00270828887257807,0.0117862062135556,0.00349535245178381,0.01188584389847,0.00658120798213725,0.0109080294060863,0.00507758315681183
"11430-7",100,0.00995033085316809,0.15,0.1,0.0715459932742193,0.00867752468925342,0.00223484875454776,0.0196712087366904,0.00445271716791627,0.00634520401912952,0.011574388855046,0.0165379631403433,0.00547694805766675
"11430-8",100,0.00995033085316809,0.15,0.1,0.0721649711679317,0.0062970133382127,0.00206355904460272,0.00595717322085372,0.00314142569395301,0.0094767487730981,0.00671550337918984,0.00375032397688883,0.00200586443973846
"11430-9",100,0.00995033085316809,0.15,0.1,0.0718649885819178,0.00870621411962415,0.00237615266340302,0.0130208669028142,0.00333511590248055,0.0109298941621261,0.00761505407857598,0.00555927997861097,0.0026611650332314
"11430-10",100,0.00995033085316809,0.15,0.1,0.0721250330172672,0.011006669225357,0.00235298117060148,0.0147505616309107,0.00345835803870987,0.00280206887625077,0.010779563190252,0.0057439832210908,0.00273288255805211
"11430-11",100,0.00995033085316809,0.15,0.1,0.0715050856093611,0.0113293715210282,0.00191176638659894,0.0135275627764086,0.0026672953578737,0.0126145556322535,0.00291544623329628,0.0113522121412399,0.00303109297470483
"11430-12",100,0.00995033085316809,0.15,0.1,0.0717291289348497,0.00584610815860921,0.00240745683048139,0.00663003210239797,0.00361089821514028,0.00842427993567856,0.00820818470090015,0.00371671278351901,0.00258148994553724
"11430-13",100,0.00995033085316809,0.15,0.1,0.0713964785680133,0.0122797382292332,0.00258940978530575,0.0141670661953872,0.00401398121804932,0.0142097543491196,0.00691278147858192,0.00946121902271404,0.00587294284541702
"11430-14",100,0.00995033085316809,0.15,0.1,0.0720450610364447,0.0102040155224554,0.00201659695786865,0.0142320515726415,0.0030536817311958,0.00804142110272841,0.00483249874080529,0.00690178036377985,0.00165602045493803
"11430-15",100,0.00995033085316809,0.15,0.1,0.0721921133584897,0.0165268966068448,0.0021339557299165,0.0218747009235039,0.00377207129795993,0.0162526521023986,0.00460929380804329,0.0147568333335877,0.00424136079540511
"11430-16",100,0.00995033085316809,0.15,0.1,0.0722110336805137,0.00879492553282336,0.00241415371753942,0.00869032855752508,0.00363961178034189,0.0187878736748878,0.0107789938840583,0.00443320858072451,0.00252411337855445
"11430-17",100,0.00995033085316809,0.15,0.1,0.0713999638445814,0.0106975582891723,0.00190065719047105,0.0126611202346998,0.00237250062326222,-0.00326480112225909,0.0136250487066127,0.0069113731580848,0.00129906351364955
"11430-18",100,0.00995033085316809,0.15,0.1,0.0716753209061666,0.00838777959148429,0.00286872219891216,0.012893362145302,0.00490098740573444,0.0090659071746156,0.0110961298411759,0.00280859031920187,0.00429489900720291
