"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11426-1",100,0.00995033085316809,1.25,0.1,0.0713314785248978,0.00947424390414578,0.00258101756969252,0.00822605399251329,0.00229185457774078,0.00365075557798213,0.0240357188247495,0.00921407213771246,0.0025792902066255
"11426-2",100,0.00995033085316809,1.25,0.1,0.0713605465926113,0.00898512493443391,0.0020465120332968,0.00798041856669655,0.00174738340289994,0.016287357276815,0.0119214173401846,0.00913422960904693,0.00199167438014877
"11426-3",100,0.00995033085316809,1.25,0.1,0.0723413533039833,0.00725670602741711,0.00203273855393791,0.00644403510317289,0.00174044402478848,0.00428172749186445,0.0101798359880656,0.00751586681725928,0.00206978687718009
"11426-4",100,0.00995033085316809,1.25,0.1,0.0721698980833578,0.0090520969679375,0.00226617488316372,0.00836996907530688,0.00207473109431028,0.0210082730892212,0.0130124290929171,0.0103402923270287,0.00254588428585974
"11426-5",100,0.00995033085316809,1.25,0.1,0.0710731278702342,0.00737608585434063,0.00221247059747712,0.00630637671388661,0.00189330276530342,0.00309296668295388,0.00616284044609853,0.00760076341968537,0.00223419288030533
"11426-6",100,0.00995033085316809,1.25,0.1,0.0719486273905329,0.00802568274942699,0.00208133680506769,0.0072034937446508,0.0018358792988947,0.0162751599136286,0.00565494306263772,0.00849742250450361,0.00213544249670908
"11426-7",100,0.00995033085316809,1.25,0.1,0.0726155699719115,0.00832011545688871,0.00229167743591944,0.00720046405652599,0.00197155673214873,0.0132949798972121,0.00677621303659459,0.00711678134427989,0.00223155718265082
"11426-8",100,0.00995033085316809,1.25,0.1,0.0720698422656838,0.0103119896708877,0.00224263056909627,0.00898625883043606,0.00198584933552805,0.00647454454557567,0.00782108703698718,0.00968493436574683,0.00231240059666358
"11426-9",100,0.00995033085316809,1.25,0.1,0.0717089514977734,0.00719721646246867,0.00277921570094211,0.00610506390413519,0.00236754123917074,0.015660586693914,0.00953396995999667,0.00766808900321254,0.00290906253661892
"11426-10",100,0.00995033085316809,1.25,0.1,0.0713423490366725,0.0110763137139365,0.00263818535309071,0.0095732249243654,0.00236465203993084,0.0099238571873731,0.0110745686201033,0.00988066419527936,0.00242881602580039
