"sim","N","beta1","minW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11424-1",340,0.00995033085316809,0.9,0.1,0.0723905173315906,0.0126039965773537,0.00111131995403378,0.0131986895329483,0.00116149085439219,0.0137503102918296,0.00312202244973206,0.0121613804609273,0.00116178969165951
"11424-2",340,0.00995033085316809,0.9,0.1,0.0717310470248467,0.0118242900880431,0.00115809616005639,0.0123448606517794,0.00121606989691707,0.0094976801665303,0.00317682717870478,0.0116486694844997,0.00116554067129322
"11424-3",340,0.00995033085316809,0.9,0.1,0.0719127134502539,0.00925475280084737,0.00130361621090095,0.00971737496531829,0.00137317404249076,0.00690393809664095,0.00607211582852752,0.00910488315473042,0.00131449780399909
"11424-4",340,0.00995033085316809,0.9,0.1,0.0717573547697348,0.00829111411191795,0.00128280308203274,0.00878349346394777,0.00135359851013265,0.010377830717848,0.00431168819186379,0.00835911924000507,0.00130862162182242
"11424-5",340,0.00995033085316809,0.9,0.1,0.0721891143117483,0.00908073236485901,0.0012019578918986,0.00968675698990124,0.00127300584599239,0.00822782988243404,0.00355617726956955,0.00898165631930273,0.00123729250695311
"11424-6",340,0.00995033085316809,0.9,0.1,0.071732207004392,0.00991518431987268,0.00124191388652814,0.0104181400276226,0.00131776567284709,0.0017987603609285,0.00566555242441352,0.0100604359251441,0.00127644738844449
"11424-7",340,0.00995033085316809,0.9,0.1,0.0714764272971609,0.0100965566274762,0.0012158570500341,0.0106486912930598,0.00129108394562417,0.0104571620628847,0.00498625452588442,0.00999682999547431,0.00122536539689013
"11424-8",340,0.00995033085316809,0.9,0.1,0.0718152545765553,0.0110818679082294,0.00114046399951088,0.0117294265616316,0.00120446107368142,0.0115278926825,0.00394954348639723,0.0111093478884192,0.0011723312426624
"11424-9",340,0.00995033085316809,0.9,0.1,0.0714533878054898,0.011708954012878,0.00141004931646391,0.0121622990173219,0.00147430816631293,0.0176365144016112,0.0038653108812831,0.0116711127575105,0.00143627875072445
"11424-10",340,0.00995033085316809,0.9,0.1,0.0720646297494114,0.0111548960497198,0.0010330229687269,0.0116799485971743,0.00107740548069055,0.00871691977067399,0.00371808187621457,0.0111603788323676,0.00107069611102911
"11424-11",340,0.00995033085316809,0.9,0.1,0.0716068246216234,0.0102801357066623,0.00121108913961155,0.0107473889889982,0.00126633082491714,0.00662064593228917,0.0025549071352378,0.0100390825546795,0.00121901272040496
"11424-12",340,0.00995033085316809,0.9,0.1,0.071757723262977,0.0112969454884608,0.00114298572781713,0.0118099663717803,0.0011985124401631,0.00859244842513699,0.00346856794947537,0.011333462046441,0.00117160258105807
"11424-13",340,0.00995033085316809,0.9,0.1,0.0718186904486616,0.0114873116989679,0.00118841876475243,0.0120850789107218,0.00125139168591613,0.0155323840275577,0.00424377722643966,0.0113021478141591,0.00117338278484146
"11424-14",340,0.00995033085316809,0.9,0.1,0.0711377812237581,0.0102285875733779,0.00131853319050288,0.0107152885039183,0.00139031493888268,0.0111540931224009,0.00582306193235052,0.0101172641049972,0.00133420889469699
"11424-15",340,0.00995033085316809,0.9,0.1,0.0719915951055535,0.00939564283018223,0.0011375996519841,0.00995903252970711,0.00120742724831739,0.0141120209620895,0.00596326718759286,0.00939287638919477,0.0011597149379893
