"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11427-1",2200,0.00995033085316809,1.25,0.1,0.0717839201266402,0.0101089656817014,0.000474828907783879,0.0089906792913377,0.000422907799414002,0.0105902454744487,0.00141391420062805,0.0101803947943083,0.000520880946589812
"11427-2",2200,0.00995033085316809,1.25,0.1,0.0717529324700344,0.0103979335204947,0.000474792435059559,0.00919103045846338,0.000421253351631814,0.0126676921397895,0.00158095051224586,0.0101334418926955,0.00049358805336858
"11427-3",2200,0.00995033085316809,1.25,0.1,0.0715667466822767,0.0104726025400777,0.000491624339510166,0.00923235510086253,0.000433008095189887,0.011887558808639,0.00146492618760088,0.0101336038445633,0.000538845218881968
"11427-4",2200,0.00995033085316809,1.25,0.1,0.0718634640598629,0.00961034220599025,0.000462882792850588,0.00843388673634661,0.000407149322266371,0.0084818669359919,0.0012519540715495,0.00936156245145713,0.000489581617437344
"11427-5",2200,0.00995033085316809,1.25,0.1,0.0716555970405293,0.0104197145410159,0.000497896437004323,0.00930969017253573,0.00044458377309779,0.0110229632755273,0.00151346175507104,0.0103384586023058,0.000557098841816345
"11427-6",2200,0.00995033085316809,1.25,0.1,0.0718545448625926,0.00921259260504882,0.000496039271804176,0.00816367468827001,0.000442987905883782,0.0100920686873285,0.00132471813983795,0.00876857473849667,0.000554365280903328
"11427-7",2200,0.00995033085316809,1.25,0.1,0.0719115209930718,0.00986276983000641,0.000464381272580511,0.00858339521510366,0.00040935998865007,0.0105437826310248,0.00142201371130698,0.00962669464163292,0.000467574939138651
"11427-8",2200,0.00995033085316809,1.25,0.1,0.0717540974452043,0.00956453083297682,0.000492557106647665,0.0084703989778336,0.000436986316336443,0.00990818172407294,0.00144828947043167,0.00953625205890445,0.000538838227671498
"11427-9",2200,0.00995033085316809,1.25,0.1,0.0718542775988854,0.00983053346241405,0.000472194233655017,0.00871932922880378,0.000417778158567767,0.00800732589219365,0.00177866461064929,0.00971760528897899,0.000517882783885918
"11427-10",2200,0.00995033085316809,1.25,0.1,0.0717640898855074,0.0101335072468256,0.000481227508081059,0.00884362479059732,0.000425852964074725,0.00955253457981523,0.0015504268871204,0.0100936428771346,0.00053438750031528
"11427-11",2200,0.00995033085316809,1.25,0.1,0.0717334112904491,0.00953707876222858,0.000504730153619687,0.00840076557134748,0.000446467678329359,0.00992011499003038,0.00150491626172779,0.00973548374413708,0.000534793189607014
"11427-12",2200,0.00995033085316809,1.25,0.1,0.0715886719846623,0.00950404371908812,0.000486059411748152,0.00836692552534589,0.000431861286115754,0.0102802605092643,0.00126437966523144,0.00940268770050338,0.00050312667544728
"11427-13",2200,0.00995033085316809,1.25,0.1,0.0719009507861644,0.00958250375396518,0.000480284661257348,0.00844519665984192,0.000423964134147762,0.0128313216795938,0.00166386930302649,0.00967940097669762,0.000528970088843995
"11427-14",2200,0.00995033085316809,1.25,0.1,0.0718233696389624,0.0100786462755493,0.000511571601504182,0.00890438707633035,0.000452905713802556,0.00708769888958885,0.00181070570548115,0.00994632620536853,0.000571220802588544
"11427-15",2200,0.00995033085316809,1.25,0.1,0.0717509705928904,0.010155232752848,0.000480600209542938,0.00902121880391907,0.000426830857524064,0.00516532704832445,0.00177843635900346,0.0101641675052303,0.000530178000255304
"11427-16",2200,0.00995033085316809,1.25,0.1,0.0718482062711252,0.00976495854694991,0.000455509721842192,0.00860126331098272,0.000402213203092515,0.00939513523467837,0.00163603817672999,0.00980553283147656,0.000492030233409374
"11427-17",2200,0.00995033085316809,1.25,0.1,0.0717230519088671,0.0105737944792379,0.000493306748287255,0.00927872870696941,0.00043565520780572,0.0104857031713097,0.00179316030913525,0.0108305395142206,0.000539035134936878
"11427-18",2200,0.00995033085316809,1.25,0.1,0.0718489229304505,0.00922933313031528,0.000470605393098519,0.00812831916893017,0.000419481364538208,0.0103003443523186,0.00151195827852301,0.00935292960361291,0.000529365460170269
"11427-19",2200,0.00995033085316809,1.25,0.1,0.0718339491673297,0.010023103015211,0.000460221238056558,0.00896001813357704,0.000411022747128909,0.012135443768769,0.00149174993857115,0.00997897244231432,0.000481125724578962
"11427-20",2200,0.00995033085316809,1.25,0.1,0.0718320160251312,0.0101116885347993,0.000472714957499182,0.00904792411771262,0.00042125893771902,0.00944375190466947,0.0016592544196985,0.00980792124681113,0.000508017770098219
"11427-21",2200,0.00995033085316809,1.25,0.1,0.0716327302094897,0.00949684618778778,0.000505843195239791,0.00839301769640258,0.000447621618258283,0.00990772639490557,0.00172854104736044,0.00944388036113152,0.000539883708156123
"11427-22",2200,0.00995033085316809,1.25,0.1,0.071742504870206,0.00972369579423952,0.000496762520521841,0.00852315066249833,0.000439503638859583,0.00930821310657094,0.00147363205686302,0.00969697244929568,0.000513983506623551
