"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.113660710261186,-2.19969436563044,0.0013796640210424,0.0101083328841491,0.000378435003014345,-2.19886047288206,0.00136856298644003,0.0139980687833507,0.000532878847015216,-2.19576867650417,0.00440501089336283,0.00907454459488657,0.00121781814475599,-2.19927468282786,0.00173066800511335,0.0097615610779385,0.00056194174415376
"11422-2",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.113514056823965,-2.20061222613275,0.0013886378544605,0.0100200963476022,0.000386066727266721,-2.19997672120391,0.00138686311621266,0.0140306899080102,0.000553479813717712,-2.19432802483378,0.0047501602076144,0.00934775699246171,0.00156310295062494,-2.20139765035818,0.00163052950057953,0.0104159701472053,0.000518831985883143
"11422-3",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.113545209658554,-2.20077602359839,0.00138250442736481,0.0099610622567736,0.000373557918219434,-2.19961082181849,0.00137175996204278,0.0135647698239076,0.000524794659082527,-2.19728884851643,0.00449877364604138,0.00934865263845464,0.00127755887405567,-2.20108580646566,0.00165857340245296,0.01000187355578,0.000516693018293446
"11422-4",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.11338448784316,-2.20166004831703,0.00141432570857381,0.00984209279965384,0.000394795823243819,-2.20001312990325,0.00138806302330813,0.0131072808934874,0.000542312613440458,-2.20379344527445,0.00458058262938885,0.0101328925436832,0.00116837159732226,-2.20200840933133,0.00178295897433146,0.00984322093572733,0.00055156761388948
"11422-5",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.113671665392119,-2.20089356156813,0.00140058147100186,0.0103453292761715,0.000380373923652034,-2.19953495679201,0.00137753718152206,0.0140002255403409,0.000524347346022145,-2.20307261836142,0.00450569911639768,0.00869658307191313,0.00126386411977683,-2.20113545137242,0.00171810784087268,0.0105623572820649,0.000535407003783874
"11422-6",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.113729165331134,-2.2001279348408,0.00139456309885126,0.0101650095825595,0.000374362305904543,-2.19984831346776,0.00139135031465483,0.0144295152140531,0.000534642338721774,-2.20482123636464,0.00474006473568534,0.0116223868863187,0.00134694915543808,-2.20085955492151,0.00162955093483019,0.0105752331280309,0.00053026276731065
"11422-7",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.113813061891659,-2.19821305133739,0.00138514740503529,0.00960930384517212,0.000365636693525649,-2.19716074590452,0.00137183373305873,0.0131666121195846,0.00051259693085993,-2.19897137159939,0.00443562246827155,0.00909417093302017,0.00122961914475292,-2.19686713032269,0.00164566008623352,0.00916958881105582,0.000453436660652898
"11422-8",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.113701578976498,-2.20040624776685,0.001406350355249,0.0101052683339784,0.00037830314192519,-2.19906674335826,0.00138134642542053,0.0136723792352226,0.000519917822714795,-2.20865572098492,0.00454575969430397,0.0132747858917889,0.00123589519568699,-2.19948717121933,0.00184436474484974,0.00967722944008244,0.000546584756352846
"11422-9",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.113715454334319,-2.19937430974132,0.00140849735082305,0.00990469618490105,0.000385269333371901,-2.19800983061035,0.00138631050205251,0.0133032413903644,0.000529559968520637,-2.1953486677911,0.00448478071773471,0.0112182058348664,0.00115683389529661,-2.19999576591999,0.00184965619143766,0.0099614397733727,0.000525020997885685
"11422-10",2169,-2.2,0.00995033085316809,0.7,0.1,0.1,0.113798101580399,-2.19868657847269,0.0013988381075277,0.0102357152315731,0.000391723413251027,-2.19770625263835,0.00138256855880574,0.0140402722751708,0.000545646732427851,-2.199039799015,0.00457995586095281,0.0112669509425647,0.00134548203349331,-2.19859916719321,0.00173101974726259,0.0102713133259382,0.00052424117443475
