"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11422-1",100,0.00995033085316809,1.6,0.1,0.0717154028574932,0.0127101629221009,0.00280728066436187,0.00979349948264796,0.0020752193572717,0.00159980657726384,0.00959482028747423,0.00783824873494741,0.00340606393490117
"11422-2",100,0.00995033085316809,1.6,0.1,0.071853476593763,0.00921377291719902,0.00187622601940066,0.00679112154093004,0.00136995721501844,0.016303721900872,0.0106295308706942,0.00843105889844855,0.00185942662081623
"11422-3",100,0.00995033085316809,1.6,0.1,0.0718611885630926,0.009174775600533,0.00161421362118505,0.00691500224551407,0.00130313718248231,-0.00967908550951364,0.0124354039717992,0.00941763233608288,0.00184507086832438
"11422-4",100,0.00995033085316809,1.6,0.1,0.0712602239245638,0.00787628283557885,0.00208687564853546,0.00598152905232012,0.00158580323029268,0.0152437860857787,0.00563154104926264,0.00929706485905138,0.00327566261343802
"11422-5",100,0.00995033085316809,1.6,0.1,0.0716569091276144,0.00812847124893227,0.0030418084705257,0.00533453881703342,0.00224193787003708,0.00255733244989666,0.0108905041284049,0.00734981777592182,0.00316878746611068
"11422-6",100,0.00995033085316809,1.6,0.1,0.0718928837817227,0.00459234000069072,0.00229131951759221,0.00318209619702236,0.00185687754818432,0.0114391896195634,0.0082659084669946,0.00638284987589535,0.00268393990940656
"11422-7",100,0.00995033085316809,1.6,0.1,0.071866976946065,0.00888041211628991,0.00223962924586766,0.00663922390699732,0.00176706340129366,0.0328883707505303,0.0260602047495426,0.00871163782660925,0.00275892960721885
"11422-8",100,0.00995033085316809,1.6,0.1,0.071311132630523,0.00670324401221985,0.00286967337429192,0.00622973280059515,0.00228596839450316,-0.00415220633114224,0.0134175834419316,0.00691072749970955,0.00303429792255762
"11422-9",100,0.00995033085316809,1.6,0.1,0.0724246497706171,0.0112045845449166,0.0028666099253423,0.00804752828151065,0.00216134270192209,0.0100327799636924,0.00637833097134828,0.00990101100600259,0.0036148330993168
"11422-10",100,0.00995033085316809,1.6,0.1,0.0723366363322743,0.00870703487018163,0.00197711831081154,0.00643182316139144,0.00143586615668921,-0.0175303494320286,0.0148865480403149,0.0087763021146743,0.00213093056547363
"11422-11",100,0.00995033085316809,1.6,0.1,0.0721824101183653,0.00997474890636395,0.00233869610341443,0.00760340622456632,0.00173473190355463,0.00906291284793709,0.00821432475667185,0.0124264736995415,0.00304799448064262
"11422-12",100,0.00995033085316809,1.6,0.1,0.0715637444881553,0.00972160754990852,0.00244685164308013,0.00695268064949372,0.00193936191181692,0.0098984201056809,0.0103330286105657,0.0116070035429179,0.00298131615266956
"11422-13",100,0.00995033085316809,1.6,0.1,0.0721762365279884,0.0072996068894164,0.00155489035960843,0.00561738132322168,0.00125759283851491,0.00180044616027005,0.00265496623566533,0.00662339489883095,0.00165623140822603
"11422-14",100,0.00995033085316809,1.6,0.1,0.0718300635644626,0.0145507389187636,0.00216591120730209,0.0103271609918486,0.00156557502580094,0.0358930266359476,0.0322619656867021,0.0119140321271879,0.00186865891961205
"11422-15",100,0.00995033085316809,1.6,0.1,0.072232557491893,0.0105658944915069,0.00199099264500739,0.00688063535086125,0.00134807311619552,0.014905286490233,0.0066576103036965,0.00771139843632473,0.00177243638507911
"11422-16",100,0.00995033085316809,1.6,0.1,0.0712462642484102,0.010641234746949,0.00253098720059872,0.00925738480442864,0.00212080853207028,0.0134095903770439,0.00645010050027459,0.00998615241519469,0.00297983587389118
"11422-17",100,0.00995033085316809,1.6,0.1,0.0714405050403058,0.011639365951987,0.00239710669807295,0.00876185197937804,0.00189899024582735,-0.000351014699813489,0.0230123312596223,0.0098219578861762,0.00225697739230952
"11422-18",100,0.00995033085316809,1.6,0.1,0.0720059751193506,0.0100197271888769,0.00265859890672737,0.00763050225222067,0.00209532004958327,0.0168040085606633,0.00803212302294176,0.0114989465348314,0.00334772473154236
"11422-19",100,0.00995033085316809,1.6,0.1,0.071570693297746,0.00714294325410326,0.0022899994580008,0.00535599869018035,0.0017582056061708,0.00577097400351259,0.0093885352690477,0.00793620692346632,0.0023897480268984
"11422-20",100,0.00995033085316809,1.6,0.1,0.0726671627329712,0.00665148351490227,0.00209520182470807,0.00487943327690783,0.00160334715713329,0.0033773744300901,0.0110873582830262,0.00623220554552694,0.00270284137412314
"11422-21",100,0.00995033085316809,1.6,0.1,0.0718568781095524,0.00938204048196391,0.002926154495831,0.0063823530565146,0.00211512686977651,0.0166998816864069,0.0073437194078538,0.0129716421198897,0.00273859629040161
"11422-22",100,0.00995033085316809,1.6,0.1,0.071815436957583,0.0104013730095012,0.00192671407039605,0.00751512892681924,0.00142158139974761,0.0130592775915857,0.00348879565165502,0.0099918947167728,0.00201457989951772
"11422-23",100,0.00995033085316809,1.6,0.1,0.0709620321627326,0.0101484865586225,0.00171589198508146,0.00771641813954768,0.00136312986279274,0.00352246614123485,0.0042241614582382,0.0121881946815388,0.00259354648015942
"11422-24",100,0.00995033085316809,1.6,0.1,0.0713911424147404,0.0127490528859759,0.00188082633102298,0.00870675330564741,0.00130736451809102,0.0154756701622973,0.00813249996456658,0.0137370366272136,0.00207660282144322
"11422-25",100,0.00995033085316809,1.6,0.1,0.0726137324663921,0.0103889661763902,0.00240309833545393,0.00741320854571616,0.00171120744883035,0.0113510040004217,0.0109691014971411,0.0117847285899103,0.0041779400406247
"11422-26",100,0.00995033085316809,1.6,0.1,0.0717070862100287,0.00838256271262511,0.00232282377450742,0.00644676510714279,0.00176753621014485,0.00553830896924499,0.0061835762799139,0.00709376149712244,0.00192209964342321
"11422-27",100,0.00995033085316809,1.6,0.1,0.0722596030427753,0.0108456388475067,0.00225411026332519,0.00877453586345668,0.00181073475731098,0.0132065126819938,0.00747746539196866,0.0121100860533713,0.00269939706831559
"11422-28",100,0.00995033085316809,1.6,0.1,0.0727243887265812,0.0156154111315017,0.00229639400169066,0.0126775898087746,0.00186677807706813,0.0139515874760213,0.010427262424175,0.0166811489142787,0.00395983927102544
"11422-29",100,0.00995033085316809,1.6,0.1,0.0718381199021529,0.00765755082720741,0.0020611645001048,0.00555910027002679,0.0015659065163194,0.00723145806231414,0.00400098214327543,0.00866019708324521,0.00289820528669622
"11422-30",100,0.00995033085316809,1.6,0.1,0.0716758531725421,0.00614106917594625,0.00233683718018472,0.00471812764127648,0.0018989813595747,0.00110804363670057,0.00894005095787532,0.00506955529155546,0.0022794837707277
"11422-31",100,0.00995033085316809,1.6,0.1,0.0725190241579605,0.0112054344826959,0.00210965964041674,0.00801975614542354,0.00155878419941527,-0.00123588289248026,0.0104883111123753,0.0107478888783495,0.00251916262882278
"11422-32",100,0.00995033085316809,1.6,0.1,0.0720253462336501,0.00443792903090113,0.00222190648552427,0.00323658153364569,0.00168335130360694,0.0236708755728947,0.00829039010664546,0.00326426482349049,0.00267706598550591
"11422-33",100,0.00995033085316809,1.6,0.1,0.0722815041462866,0.00775210787195833,0.00231386727710708,0.00556719208654075,0.00180250862586123,0.00175259668085514,0.0100835372773156,0.00765561688029261,0.00258911542623463
"11422-34",100,0.00995033085316809,1.6,0.1,0.0710377010101897,0.00733645919575504,0.001845058805282,0.00597313398937982,0.00146023976020633,0.0081318671468434,0.014401039353542,0.00852110669829902,0.00222738163656334
"11422-35",100,0.00995033085316809,1.6,0.1,0.0709165907444752,0.0155413141105721,0.0022829279258639,0.0119626047819385,0.00178072915934877,0.00882578705327585,0.00766399538210429,0.0175998082854649,0.00327861264783943
"11422-36",100,0.00995033085316809,1.6,0.1,0.0712110361347467,0.0124780262744154,0.00211195487227982,0.00938083573114969,0.00165517071519939,0.0227662614167345,0.00952105164630259,0.0113998553142426,0.00200244703795543
"11422-37",100,0.00995033085316809,1.6,0.1,0.0724345310791365,0.00963315526243817,0.00210917919260561,0.00734060832191668,0.00151709852956753,-0.0105436656740339,0.0113222549892934,0.00959487766466361,0.00294939149861011
"11422-38",100,0.00995033085316809,1.6,0.1,0.0720133121469821,0.0112812375860753,0.00310728144518091,0.00925148654074652,0.00249503898152376,0.00517958658293812,0.0119879338760346,0.0144811329876376,0.00441923253473198
"11422-39",100,0.00995033085316809,1.6,0.1,0.0716713588543317,0.0118702194367991,0.00213961821107124,0.00874214672162157,0.00158480712370771,0.0108335720999713,0.00617617576545665,0.0117773103844939,0.00239249017136752
"11422-40",100,0.00995033085316809,1.6,0.1,0.0712504948368867,0.0116975874465034,0.00204738792109603,0.00928577050178424,0.0016372785985517,0.00289276034106093,0.00703430247965623,0.0117052917625087,0.00242950570323294
"11422-41",100,0.00995033085316809,1.6,0.1,0.072676511261956,0.00895375899559571,0.00237918565046009,0.00738653161260134,0.00178836854800128,0.005432841918422,0.0123705247290694,0.00843684839233019,0.00255375216801012
"11422-42",100,0.00995033085316809,1.6,0.1,0.0715109241155952,0.00816420035905903,0.00289454841382191,0.006683900034719,0.00229158979135425,0.00635107342469076,0.0140827043910195,0.00860771276617406,0.00362230730408826
"11422-43",100,0.00995033085316809,1.6,0.1,0.0716614353723842,0.0109099546596559,0.00161230629834016,0.00938722260381532,0.00139508346635771,0.0121755609891282,0.0074347863653232,0.0109374175651988,0.00310520247806272
"11422-44",100,0.00995033085316809,1.6,0.1,0.0717468747640142,0.00502925826010785,0.00250985371245802,0.00374227410890271,0.00192228214807538,0.0125108662215265,0.0155518357204514,0.00500089659786215,0.00299129626179519
"11422-45",100,0.00995033085316809,1.6,0.1,0.0713456934527973,0.0103374721226251,0.00284826230337265,0.00785726420583661,0.00211867004272909,0.0106312920779474,0.0103510210848373,0.0102403103008791,0.00488595613926658
"11422-46",100,0.00995033085316809,1.6,0.1,0.0727141404183787,0.00931466436069409,0.0020542870119739,0.00659477514700825,0.00155758466417794,0.000191910451198303,0.0112639157209084,0.010732919257552,0.0023255001196749
"11422-47",100,0.00995033085316809,1.6,0.1,0.0719999329521543,0.0124365852838497,0.00278037379893779,0.00855047632443241,0.00201263190829319,0.0112649456748331,0.00664834477326009,0.0109589570981168,0.00365210585601044
"11422-48",100,0.00995033085316809,1.6,0.1,0.0717650886546976,0.00320963933848193,0.00255342473419801,0.00148486181515946,0.00191296072412555,0.00841424641906031,0.00508494884878966,0.000816065893613936,0.00265586956053811
"11422-49",100,0.00995033085316809,1.6,0.1,0.0723485702776791,0.00792988573549722,0.00195617506290051,0.00601649409861825,0.00165548183534555,0.00742894895076389,0.0040176002026172,0.00880312900308432,0.00249601618082499
"11422-50",100,0.00995033085316809,1.6,0.1,0.0708987421329968,0.00626866070508279,0.00294496808323798,0.00503259120206959,0.00224075909849744,0.0104174941253974,0.0104308197164094,0.00823556556339837,0.00334440832992146
"11422-51",100,0.00995033085316809,1.6,0.1,0.0717210093510156,0.0125935119298842,0.00211535340560107,0.00925405559949639,0.0015985775336381,0.00688372846054873,0.00459357062072742,0.0108152840187775,0.00207118051814775
"11422-52",100,0.00995033085316809,1.6,0.1,0.0717692577980594,0.0145174386286852,0.00261498268334671,0.0110997373048012,0.00198933934470332,0.014133192436664,0.00784894539532668,0.0143101912565985,0.00418589920788128
"11422-53",100,0.00995033085316809,1.6,0.1,0.072090310568661,0.00792746779183237,0.00233436000676887,0.00667665539490329,0.00191602919240348,0.00974570208043124,0.0128432068712067,0.0100965743304414,0.00359633339247283
