"sim","N","beta1","minW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11429-1",100,0.00995033085316809,0.15,0.1,0.0710493785860107,0.00570966589956542,0.0029730967416873,0.0061717336128274,0.00444445157012524,0.0260641194744851,0.0105397665258782,0.00589586913668525,0.00594214006609023
"11429-2",100,0.00995033085316809,0.15,0.1,0.0716405304913057,0.00442225324877985,0.00216817322167815,0.00469368952519844,0.00339976325271724,0.0249669809820923,0.00915983596056034,0.00792329428848148,0.00660758626608511
"11429-3",100,0.00995033085316809,0.15,0.1,0.072113076439243,0.0102824468559804,0.00189543218922578,0.0119137394172773,0.00259597273223453,0.0243150619992791,0.0105904777572545,0.0084100080042299,0.00170525592324072
"11429-4",100,0.00995033085316809,0.15,0.1,0.0720310015849399,0.00868641971753037,0.00258767090390098,0.00770297483192636,0.00415678725872991,0.0150346723380002,0.00679117763580655,0.0142517997358905,0.00677922786381932
"11429-5",100,0.00995033085316809,0.15,0.1,0.0715024916402632,0.00783964310616503,0.00253163898260947,0.0116404177494032,0.00440904013838665,0.0154753270749322,0.00871176111301442,0.00705063226961711,0.00409101075445284
"11429-6",100,0.00995033085316809,0.15,0.1,0.0716678422408642,0.0148362889651119,0.00255280686900332,0.0263844026783612,0.00480053438078952,0.02789334427268,0.0140401041370743,0.0112205164327637,0.00260906707815295
"11429-7",100,0.00995033085316809,0.15,0.1,0.0720933623142914,0.00674591093032742,0.002119291739522,0.0109991401112706,0.00341370422881593,-0.0148761173531112,0.015519824728487,0.00673417196087564,0.00799606719126421
"11429-8",100,0.00995033085316809,0.15,0.1,0.0715595279923545,0.00452377580814132,0.0030522779020503,0.00772632617237993,0.00437171004076649,-0.0138047631333011,0.0123269939175907,0.0028011676097911,0.00534905403026813
"11429-9",100,0.00995033085316809,0.15,0.1,0.0709190498743348,0.0104494281958868,0.00260363523157157,0.0101028693150359,0.0040696706018556,0.00744010061506205,0.0145274656622333,0.00714951512864182,0.00635717778638373
"11429-10",100,0.00995033085316809,0.15,0.1,0.071988184515567,0.00650467345463803,0.00226877101156061,0.00994908940722784,0.00336818683452299,-0.00808168834100674,0.0110419906335582,0.00645501995155458,0.00329911689959546
