"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11422-1",2200,0.00995033085316809,1.25,0.1,0.0718068208094222,0.00927131108459655,0.00047018829990875,0.00828618947540315,0.000416109221725957,0.00884292666726188,0.00161088539878576,0.00922792330504392,0.000492470774177201
"11422-2",2200,0.00995033085316809,1.25,0.1,0.0717855524470268,0.0109722040351783,0.000484873333762419,0.0097662809627171,0.000432833859187814,0.0111167620843803,0.00134867246109499,0.0109549579828881,0.000536296623407064
"11422-3",2200,0.00995033085316809,1.25,0.1,0.0718631886469789,0.0106028498152093,0.000495255801816839,0.00941996927945813,0.000440943126535019,0.0101542196218934,0.00158640432802724,0.0105595251219564,0.000520444869102365
"11422-4",2200,0.00995033085316809,1.25,0.1,0.0717384481501772,0.0100080317486056,0.000498912788439711,0.0088982087323203,0.00044298243526894,0.0104262696713113,0.00169050571443355,0.00998744338804157,0.000518512104440619
"11422-5",2200,0.00995033085316809,1.25,0.1,0.0718544976552806,0.00938846969537478,0.000488989643022883,0.00820140049164688,0.000430117687677301,0.00837677431870507,0.00162771794762465,0.00935347764462303,0.000518285877654539
"11422-6",2200,0.00995033085316809,1.25,0.1,0.0720007846308977,0.00971629512664566,0.000486232572247839,0.00849506638164928,0.000428484755059045,0.00928308883361822,0.0014401775037185,0.00988567502282049,0.000517475805851727
"11422-7",2200,0.00995033085316809,1.25,0.1,0.0718797107355932,0.0103315927507613,0.000472622161232973,0.00905735306057144,0.000416104469137258,0.0109502066063876,0.00148794071209196,0.0106953391998885,0.000531535279815201
"11422-8",2200,0.00995033085316809,1.25,0.1,0.071715449888645,0.00984887087243443,0.00046385930564923,0.00872702114830918,0.00041288420162324,0.0103971309389082,0.00145844110180792,0.00995646887234239,0.000507592910015469
"11422-9",2200,0.00995033085316809,1.25,0.1,0.0717948746509824,0.0103229090641619,0.00047328913171951,0.00910418999959311,0.000418338849851299,0.0126513934081747,0.00145006767192993,0.0106037343249106,0.000513501156700139
"11422-10",2200,0.00995033085316809,1.25,0.1,0.0718560485986663,0.00968785069361061,0.000489546126506792,0.00853559152848659,0.00043490598382529,0.0122365680833278,0.00152184061718155,0.00962700847045464,0.000528210850651187
"11422-11",2200,0.00995033085316809,1.25,0.1,0.0718333217518398,0.0105577171767736,0.000492320125320256,0.00938793044726059,0.000435875250214064,0.0124675108729861,0.00157405433435087,0.0104314251094496,0.00052726262128584
"11422-12",2200,0.00995033085316809,1.25,0.1,0.0717693981686305,0.0101723872827012,0.000483669954516884,0.00890963384813835,0.000425112306354131,0.0118383250754543,0.00170852358597117,0.0104560410163317,0.000519171559092239
"11422-13",2200,0.00995033085316809,1.25,0.1,0.0717382797904867,0.00955344359653396,0.000502219464465366,0.00848245879090664,0.000446780736111991,0.00741616181892416,0.0015880799683866,0.00972247340586813,0.000540876238284259
"11422-14",2200,0.00995033085316809,1.25,0.1,0.0717552884782902,0.0103963235415648,0.000474963442265582,0.00913254745086389,0.000418368128738163,0.00924660567530918,0.00182252495439865,0.010292522441038,0.000494256687682384
"11422-15",2200,0.00995033085316809,1.25,0.1,0.0717827726827111,0.00966242518948727,0.000467842723625742,0.00852599554596486,0.000413502126827212,0.0108305035614646,0.00142963353714049,0.00958607859324701,0.000493306636353145
"11422-16",2200,0.00995033085316809,1.25,0.1,0.071761682748083,0.00979783599225503,0.000485131946906691,0.00865096930966193,0.000428235767856298,0.0108911141893242,0.00164640539686622,0.00976849715490902,0.000507525124183316
"11422-17",2200,0.00995033085316809,1.25,0.1,0.0717376180656003,0.0107859633397604,0.000495492620061221,0.00947280147616926,0.000438247820840864,0.00820130273221527,0.00158101989740664,0.0109683376135441,0.000521079365905898
"11422-18",2200,0.00995033085316809,1.25,0.1,0.071613624502102,0.00966419167072743,0.000471458621825715,0.00856718137701166,0.000419411708471962,0.00967356487767639,0.00147980434838565,0.00951784732705899,0.000513913449991247
"11422-19",2200,0.00995033085316809,1.25,0.1,0.0718163972136372,0.0107107673012312,0.000468614068536571,0.00943842604446755,0.000416105234407897,0.0119470284421946,0.00151393068498416,0.0107308193449018,0.000500369353883222
"11422-20",2200,0.00995033085316809,1.25,0.1,0.0718305219619681,0.010118991221349,0.000455921863203321,0.0088788505306795,0.000402119485959946,0.0110766814358043,0.0016360284654421,0.0102078848409353,0.000499196076026657
