"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11430-1",100,0.00995033085316809,1.4,0.1,0.0719005432283936,0.00870828931711208,0.00250491165755523,0.00707941109010462,0.00212521903226776,0.00506260987333673,0.00552734441089185,0.0103411889850724,0.00262080263399182
"11430-2",100,0.00995033085316809,1.4,0.1,0.0716307056217949,0.0129363085552955,0.00220611276019892,0.0118789152130992,0.00194902052199622,0.0144142232574334,0.00444608677476141,0.0117269675605192,0.00245381689172692
"11430-3",100,0.00995033085316809,1.4,0.1,0.0711922238548222,0.00610249496472253,0.00217031134186407,0.00496172882244061,0.00173864027026943,-0.00421677643354749,0.00722067939660367,0.0066968526897721,0.00242750024446004
"11430-4",100,0.00995033085316809,1.4,0.1,0.0714167702198773,0.0105116221514867,0.00254375360997259,0.00845256491269356,0.00209666730587936,0.00761121848895733,0.00976587321983797,0.0110737551481636,0.00272081069568494
"11430-5",100,0.00995033085316809,1.4,0.1,0.0718452353143386,0.0119188733734229,0.00213249351089762,0.00936539446290902,0.00166723597296511,0.00934925884226367,0.00824586221274992,0.0117601448701476,0.00217248052123724
"11430-6",100,0.00995033085316809,1.4,0.1,0.0716260553791891,0.0095675913872204,0.00270828887257807,0.00761568346927278,0.00213772264227802,0.01188584389847,0.00658120798213725,0.00670416855198007,0.00281482895502907
"11430-7",100,0.00995033085316809,1.4,0.1,0.0715459932742193,0.00867752468925342,0.00223484875454776,0.00821249231504915,0.0019865992942176,0.00634520401912952,0.011574388855046,0.0109942442691563,0.00274313743034922
"11430-8",100,0.00995033085316809,1.4,0.1,0.0721649711679317,0.0062970133382127,0.00206355904460272,0.00485565625237313,0.00171120854461236,0.0094767487730981,0.00671550337918984,0.00562433916636811,0.00197099350230757
"11430-9",100,0.00995033085316809,1.4,0.1,0.0718649885819178,0.00870621411962415,0.00237615266340302,0.00737083247247869,0.00192742674983724,0.0109298941621261,0.00761505407857598,0.00808857932182695,0.0023501596121293
"11430-10",100,0.00995033085316809,1.4,0.1,0.0721250330172672,0.011006669225357,0.00235298117060148,0.00904437714776526,0.00192946482560549,0.00280206887625077,0.010779563190252,0.0099256712919413,0.00227839045448405
"11430-11",100,0.00995033085316809,1.4,0.1,0.0715050856093611,0.0113293715210282,0.00191176638659894,0.00895596019667755,0.0015384386278552,0.0126145556322535,0.00291544623329628,0.0117387707812138,0.00206581848897945
"11430-12",100,0.00995033085316809,1.4,0.1,0.0717291289348497,0.00584610815860921,0.00240745683048139,0.00463140450916822,0.00198339708409234,0.00842427993567856,0.00820818470090015,0.00537460885870447,0.00234740745098331
"11430-13",100,0.00995033085316809,1.4,0.1,0.0713964785680133,0.0122797382292332,0.00258940978530575,0.00971663547770699,0.00214249507976524,0.0142097543491196,0.00691278147858192,0.0114445150665184,0.00291302335322417
"11430-14",100,0.00995033085316809,1.4,0.1,0.0720450610364447,0.0102040155224554,0.00201659695786865,0.00838158804893236,0.00165772868456774,0.00804142110272841,0.00483249874080529,0.00964250642685065,0.00192103825728692
"11430-15",100,0.00995033085316809,1.4,0.1,0.0721921133584897,0.0165268966068448,0.0021339557299165,0.0142332715290368,0.00186695702837237,0.0162526521023986,0.00460929380804329,0.0160564466235705,0.00268379023568712
"11430-16",100,0.00995033085316809,1.4,0.1,0.0722110336805137,0.00879492553282336,0.00241415371753942,0.00681265328908998,0.00199445618808786,0.0187878736748878,0.0107789938840583,0.00761103319873245,0.00232616079931478
"11430-17",100,0.00995033085316809,1.4,0.1,0.0713999638445814,0.0106975582891723,0.00190065719047105,0.00843166275565061,0.00148706467724498,-0.00326480112225909,0.0136250487066127,0.00978581542270474,0.00166119822079032
"11430-18",100,0.00995033085316809,1.4,0.1,0.0716753209061666,0.00838777959148429,0.00286872219891216,0.00736237464592281,0.00247786391115237,0.0090659071746156,0.0110961298411759,0.00729644972578219,0.00296384150782268
"11430-19",100,0.00995033085316809,1.4,0.1,0.0717474420620816,0.00605789691333807,0.00230745471412308,0.00453540238485638,0.00187554201810865,-0.00199706226791735,0.0084606237926805,0.00515171766850073,0.00245088874063869
"11430-20",100,0.00995033085316809,1.4,0.1,0.071794863238444,0.0110554045655602,0.0026846484998755,0.00941865422980702,0.00221094888334806,0.00935182363702787,0.00803031640473164,0.00908100019813349,0.00248032172595079
"11430-21",100,0.00995033085316809,1.4,0.1,0.0719177023874344,0.00537201154148384,0.00259182461075104,0.00403806224740121,0.00205157136187937,0.0052305309733278,0.0156243147760424,0.00597518078662971,0.00278227397558608
"11430-22",100,0.00995033085316809,1.4,0.1,0.0723479332974527,0.0116170742220544,0.00213799533061104,0.0102056494349919,0.00187903338026195,0.0186633247745071,0.00940733768400345,0.0103852330569021,0.00221432822867213
"11430-23",100,0.00995033085316809,1.4,0.1,0.0723125947499928,0.0104674410900294,0.00211135277158802,0.00844595189542293,0.0017529828644553,0.00327587840130826,0.00540131122067926,0.00968909769780278,0.00210460823906362
"11430-24",100,0.00995033085316809,1.4,0.1,0.0722066995533849,0.00975797151835127,0.00160002948529715,0.00762802961263094,0.00126382133527059,0.00700424821614912,0.00243417732698075,0.00996400334376057,0.00176584539176524
"11430-25",100,0.00995033085316809,1.4,0.1,0.0710659830571872,0.0064799714411195,0.0032692487071265,0.00530912346535004,0.00278673372614347,0.0140980812044371,0.0094634198239733,0.00718939165670839,0.00358518975250452
"11430-26",100,0.00995033085316809,1.4,0.1,0.0715119336640981,0.011553378713348,0.00201338208122354,0.00943841958501238,0.00160675335423167,0.0119010020585999,0.00588286588030342,0.00993835928627523,0.00215680274418277
"11430-27",100,0.00995033085316809,1.4,0.1,0.0717554564342571,0.00982415099767996,0.00281272594207619,0.00843526991970486,0.00228303021896969,0.0106233181601,0.00989946924564133,0.0100926640116251,0.00398137439447132
"11430-28",100,0.00995033085316809,1.4,0.1,0.0717047432378871,0.00674610631539251,0.00263560895684235,0.00547614366793175,0.00225544866129075,0.0190389049346226,0.0141125491126212,0.00597358960226746,0.0028695635560457
"11430-29",100,0.00995033085316809,1.4,0.1,0.072243629154436,0.0130664062765422,0.00191585555017845,0.0105519096656719,0.00156421656293161,0.0194292815729949,0.00907712920969273,0.0150580602647161,0.00223565457438073
"11430-30",100,0.00995033085316809,1.4,0.1,0.0713937512193967,0.00790424894688444,0.00252663993493886,0.00643181786083088,0.00216187053096743,-0.0103408753148012,0.00831468911720486,0.00905995774936859,0.00284276696232938
"11430-31",100,0.00995033085316809,1.4,0.1,0.0717241793673207,0.00555741949412243,0.00203726193953824,0.00505862844466025,0.00179879603833441,-9.03138265046276e-05,0.00892258474165337,0.00712971720913123,0.00254161487377765
"11430-32",100,0.00995033085316809,1.4,0.1,0.0708664088411474,0.00969087854694407,0.0030284981867153,0.00822950858911393,0.00241814398556147,-0.0405692864533599,0.0284793440917572,0.00879376434807792,0.00296263778264368
