"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11423-1",340,0.00995033085316809,1.25,0.1,0.0712787967123938,0.0103139077244114,0.0015134051898062,0.00905084949540978,0.00133080885049095,0.0141404295508453,0.00392007246685982,0.0103292358000727,0.00172729795280759
"11423-2",340,0.00995033085316809,1.25,0.1,0.0714102559193922,0.0108860854029453,0.00113737801311552,0.00954955295089692,0.000993597170445371,0.00752095697514724,0.0041034461324204,0.0104957941088227,0.00124165194226059
"11423-3",340,0.00995033085316809,1.25,0.1,0.0713530727503146,0.00807218575034643,0.00122771731582245,0.00722645287524238,0.00108750209596273,0.0127320490978019,0.00519450956642263,0.00854684216586111,0.00128415732731763
"11423-4",340,0.00995033085316809,1.25,0.1,0.0713573054585328,0.0103564742519755,0.00133356258962734,0.0092704092476002,0.00119013853965853,0.0292640515759086,0.0095242762465685,0.0106139834460825,0.00145324496042162
"11423-5",340,0.00995033085316809,1.25,0.1,0.0716144967288993,0.0107027914438327,0.00125614525093008,0.00942233956270039,0.00112311248102564,0.00758949737259059,0.00383763423768447,0.0114127735993113,0.00132409865879037
"11423-6",340,0.00995033085316809,1.25,0.1,0.0716286961669495,0.0105369446736525,0.00126643808077864,0.00948732368887701,0.00113286224437609,0.00335164824403807,0.0058157894685417,0.0111933094916235,0.00140936813853217
"11423-7",340,0.00995033085316809,1.25,0.1,0.0719367309960384,0.0096494670977167,0.00120047228108761,0.00856239295708921,0.00105096078787979,0.00599491509372145,0.0037524448667243,0.00941442122830186,0.0013505772573633
"11423-8",340,0.00995033085316809,1.25,0.1,0.0712815058917041,0.0104050834598398,0.00119747885077226,0.00920995907881761,0.00106535464199951,0.0120845824219831,0.00370020800016909,0.0115868499402871,0.00131463943279377
"11423-9",340,0.00995033085316809,1.25,0.1,0.0716921632169172,0.00824355617874054,0.00137771048553933,0.00742040961360813,0.00121482086575838,0.0125854080308876,0.00307393284801271,0.0100416043275501,0.0016087051608856
"11423-10",340,0.00995033085316809,1.25,0.1,0.0721395625946219,0.00959503397555289,0.00123908212276901,0.00873238626391843,0.00112318332078698,0.00648345698006821,0.00407648692125084,0.00967523988598514,0.00136892861316942
"11423-11",340,0.00995033085316809,1.25,0.1,0.0720711896616446,0.0114076423352614,0.00125853658184773,0.0100149204205452,0.00110548070917176,0.00716586816056685,0.00464520005271172,0.0109628245051244,0.00125540581407635
"11423-12",340,0.00995033085316809,1.25,0.1,0.071856839441329,0.009909630281836,0.00138851035814852,0.00865088152927171,0.00123566252374649,0.00132109436165324,0.00522144340771705,0.00941348719499261,0.00139707912699248
"11423-13",340,0.00995033085316809,1.25,0.1,0.0716983722701903,0.00852671616233425,0.00120633620368072,0.00753199602492121,0.0010594195829968,0.00763817840834422,0.00377572949679797,0.00889154079827649,0.00133167456734081
"11423-14",340,0.00995033085316809,1.25,0.1,0.0716753363691641,0.0105145861393939,0.00119231337866032,0.00915994830149398,0.00104406119128973,0.00836948719067613,0.00267251175630292,0.0103703096037204,0.0012070765440197
"11423-15",340,0.00995033085316809,1.25,0.1,0.0717851006813948,0.00924433296203145,0.00128640865834884,0.00813573016629994,0.00113295553191091,0.0120254473318114,0.0033253795242978,0.0104283669067018,0.00144334177933443
"11423-16",340,0.00995033085316809,1.25,0.1,0.0714896032549216,0.0110241753094505,0.00121049377760338,0.00979189724110828,0.0010621857356186,0.0134828868130315,0.00407130150751894,0.0105210893041858,0.0013156139558762
"11423-17",340,0.00995033085316809,1.25,0.1,0.0716437896777028,0.0106984003755486,0.00131269458831858,0.00921218738321187,0.00114789296314758,0.00551059367229942,0.004484994490117,0.0107587794579287,0.0015081004424556
"11423-18",340,0.00995033085316809,1.25,0.1,0.0717041199010457,0.0105035578018729,0.00104567217997515,0.00909125062694763,0.000911972951016145,0.00844193212802481,0.00359932061010147,0.0106998940151266,0.00117320812607205
