"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0690213300079317,-2.69852558213291,0.00174585126314504,0.0100904767290941,0.000478606058682015,-2.69744569209941,0.00173158872134479,0.013811662155544,0.000672871788631675,-2.68939955977757,0.00552914228018183,0.00985225211327663,0.00160132041598458,-2.69891374766627,0.00196739580004776,0.0103015500902904,0.000590415308911538
"11422-2",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0688915081778598,-2.69904957068823,0.00178682325298987,0.00936304880494245,0.000492823793367928,-2.69799132825167,0.00176059910183061,0.0127896167098105,0.0006837090291678,-2.69318477738272,0.00588159160769881,0.00891870916950363,0.001610327365779,-2.6992480496889,0.00236366716895317,0.00957678550988345,0.000808934714935774
"11422-3",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.068763404373209,-2.70267933413249,0.0017512033201991,0.0102827753260932,0.000482294674597389,-2.70191302389512,0.00173301736795691,0.0142181033576572,0.000672468511803965,-2.70463696236107,0.00582187271025573,0.011246130074296,0.00156711763008552,-2.70406035562153,0.00219339308821542,0.0109335037855889,0.000687949727931968
"11422-4",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0689429427631569,-2.69773131624362,0.001783544052963,0.00923425304712327,0.000495990586637367,-2.69718523458664,0.00177831967171533,0.0129318039144474,0.00070723214226735,-2.6955842148996,0.00579829696982726,0.00871826634554107,0.00164236593767597,-2.69743133968831,0.00220781592322762,0.00913105043131427,0.000704267072768392
"11422-5",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0689102271626758,-2.69899531278528,0.00179717897589577,0.00954025455640829,0.000502490260668605,-2.69847141672098,0.00178067388345383,0.0133420735531547,0.000705241741962928,-2.7054901739564,0.00605909899268057,0.0121598367571014,0.00159992562339299,-2.70010679109008,0.0025197371251187,0.00992776681000605,0.000815884247516784
"11422-6",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0691145824810704,-2.69728546171821,0.00176963261711694,0.0101162536438719,0.000491741989037068,-2.69601201109453,0.00174399452746091,0.0136579318897505,0.000678450257792689,-2.6903388848505,0.00572723861802769,0.0106019679858152,0.0016627141130983,-2.69699483066873,0.00198926820861076,0.0100062297120032,0.000576458344933258
"11422-7",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0689341736621605,-2.70140471126837,0.00179261756183314,0.0104954180306493,0.000493504038799243,-2.70030296128911,0.00177740486710147,0.0143454042226841,0.000691706215453667,-2.70245568951831,0.0059385653572238,0.00952178842092444,0.00166799965220125,-2.70055304679944,0.00207169210134158,0.0102755241534772,0.00063654805530281
"11422-8",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.068913364148693,-2.70071184550663,0.00178262155980599,0.00991601143137304,0.000479184802014815,-2.69982586241372,0.00177262960504455,0.0137560130726223,0.000680786419744414,-2.70019929581084,0.0052965515877079,0.0104279619736394,0.00128499025294064,-2.69913024605403,0.00197786215968146,0.00913263576603815,0.000541868197569056
"11422-9",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.068909309557798,-2.69965155450143,0.001771042315131,0.00979560055599176,0.000488244439054289,-2.69871433823896,0.00175169511993347,0.0134522931453161,0.000681449645248858,-2.70007898954285,0.00554520462341182,0.0109309524047312,0.00162040834387441,-2.6992144761103,0.00210149520676355,0.00961356010239632,0.000617176246663513
"11422-10",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0690285425262351,-2.69917881339453,0.00179146682156246,0.0101733783044551,0.00049333620946506,-2.697854763404,0.00176486452577133,0.0137839840846529,0.000683485706670951,-2.70101040637378,0.00571405161957348,0.0107541267405749,0.00147292320886725,-2.69879052628139,0.00238192656932489,0.00980189882660733,0.000679885143312913
"11422-11",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.069025461647145,-2.69724664301528,0.00178769723259493,0.00950763078773423,0.000497515608661776,-2.69659421161253,0.0017780999800708,0.0132060459227304,0.00070284054204767,-2.70266463155008,0.00591551390266666,0.0097076130307621,0.00176784895143892,-2.69625909501971,0.00209346775083716,0.00898094067790342,0.0006554535986788
"11422-12",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.06889138394273,-2.69814037643234,0.00175627216859321,0.00904010761123467,0.000477135288937686,-2.69711022146713,0.00173513177542269,0.0122991308330391,0.000662726643253978,-2.6891710990698,0.00579424997511748,0.00554422091058841,0.00163886495375427,-2.69891855242579,0.00195445754356518,0.00929481890867103,0.000585450957577345
"11422-13",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0690166806848718,-2.6961710259337,0.00178750712420506,0.00904702764466542,0.000499100608041068,-2.69518512106958,0.00176811827984972,0.0123992848878401,0.000699565983875685,-2.69575520007653,0.00538281391868095,0.00884501123386647,0.0015489015791553,-2.69650639845496,0.00217747587157387,0.00935776793980653,0.000717629343087651
"11422-14",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.068954134698429,-2.69940498320851,0.00175792818944734,0.00984483241318822,0.000475071468593016,-2.69842875651561,0.00174127670704713,0.0135679637887107,0.000667929404388329,-2.68766374600588,0.00565173415845346,0.00793747801390484,0.0016267518737654,-2.69891884917511,0.00209830606917192,0.00966154910206461,0.000637064490957497
"11422-15",2200,-2.7,0.00995033085316809,0.7,0.1,0.1,0.0689147330910822,-2.70032397580161,0.00177918203936822,0.0100299389082817,0.000490391920276479,-2.69953090304451,0.00176866653319411,0.0139700743105368,0.000696755089031387,-2.7020599546744,0.00602362183499601,0.0100080933709411,0.00183545553410103,-2.70051395070177,0.00199706285271664,0.0102052651813388,0.000583677485165538
