"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.112781031890781,-2.20258419421824,0.00331820489198976,0.00868844446189474,0.000984866498457962,-2.20136161143813,0.00327216580330969,0.0117990783166924,0.00138273562630629,-2.19302769535109,0.0108026478111351,0.00856173013036706,0.00270731532687648,-2.20267070672125,0.00386718288627344,0.0081303730489109,0.00119295970422018
"11422-2",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113438423000564,-2.19795291427814,0.00328174428199911,0.00880008923394544,0.000924588151631746,-2.19575048676256,0.00319300924221895,0.0114195931108287,0.00126097028047903,-2.19856527616517,0.010597132765211,0.00974195766153478,0.00272796345973525,-2.19688469385264,0.00558732424275578,0.0084904641470379,0.00206443310922963
"11422-3",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113635892803337,-2.20215576751182,0.00325745360778153,0.0112842920711258,0.000911776828884342,-2.20000017267726,0.00313826832364358,0.0145673809062377,0.00117591681016237,-2.20492672211919,0.0108210868720461,0.015750809284244,0.00309191090366761,-2.20741525414972,0.0046251502382033,0.0137361627671367,0.00162843112732093
"11422-4",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113944604026368,-2.19587814633599,0.00352022124521626,0.00925425796199968,0.0010069103786045,-2.19472210947822,0.00345642349472516,0.01281124837877,0.00141641205656652,-2.1918739944482,0.0112632956147056,0.00841506919455301,0.00334167601681255,-2.19456185631848,0.00475846857623059,0.00868498426152208,0.00146019541674009
"11422-5",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113911522798077,-2.19729341430565,0.0033310030011546,0.00973846524763568,0.000908589725627937,-2.19668128589292,0.00337425912307406,0.0139956908685781,0.00137432469828447,-2.19076210783214,0.0102593400176061,0.00931929862233984,0.00248462725210226,-2.19658846720745,0.00440773528245587,0.00919324011525464,0.00142329250313844
"11422-6",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113490105473338,-2.19614547212912,0.00329800372251335,0.00812602657348322,0.000920607598550183,-2.1951731031296,0.0032506958951957,0.0114364619041231,0.00132099260396313,-2.21416424491839,0.010626411545495,0.00844460822975968,0.0030489757064794,-2.19529987607754,0.00460223251110451,0.00749197808004687,0.00146498527639092
"11422-7",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113246212585007,-2.20140039062993,0.00336114286093153,0.00927859548204064,0.000943167281688373,-2.19924501820247,0.00336812701331406,0.0121466788230337,0.0013677180873541,-2.18251965999818,0.010212303327175,0.00526910275945548,0.00264824765181278,-2.20144558438659,0.00476416900966117,0.00910418932559134,0.00160339765016114
"11422-8",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113459142391702,-2.19975481468296,0.00334353065284863,0.00878314744548865,0.000876522694888449,-2.19640578138515,0.00318897988843114,0.0107471881254039,0.00113249988854287,-2.18231923225418,0.0118114190065759,0.00946377437017613,0.00275225277244317,-2.19865896319848,0.00518744274472577,0.00853926984027349,0.00152703775828563
"11422-9",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.114273680331774,-2.19991175272744,0.00338022117929601,0.0115743566317046,0.00090035529017989,-2.19734925458163,0.00329564650415581,0.0152463717720505,0.00123004750753163,-2.19401865106535,0.0100978577367347,0.0070842451811312,0.00253233486620487,-2.20212298634149,0.00470643455661666,0.0124731790313331,0.00131571360743086
"11422-10",387,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113528383198089,-2.20066775805528,0.00337148481808598,0.00948362210454543,0.00090335340675276,-2.19837415168142,0.00330252660222629,0.0126287786075436,0.00127111979165577,-2.20420955218501,0.0103478850354469,0.0140026716778627,0.00306999761147021,-2.20001663781867,0.00433926131797368,0.00900231047653443,0.00130284631829897
