"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11425-1",340,0.00995033085316809,2,0.1,0.0721153713083527,0.00695566285014228,0.00120559703015607,0.00413157275875458,0.000815471548095407,0.00406263110107638,0.00535587814349307,0.00675147476352518,0.00208719047157084
"11425-2",340,0.00995033085316809,2,0.1,0.0719263985572623,0.0088794560543571,0.00113813409808615,0.00552999960296327,0.000749988886416872,0.00659115923549893,0.0032683329384249,0.00889993113473434,0.00200389640252752
"11425-3",340,0.00995033085316809,2,0.1,0.0717918016888196,0.00901151340337682,0.00119625369347208,0.00590083223859912,0.000780683794638748,0.0067393740952382,0.00412143844847019,0.0101460618477693,0.00160934127183497
"11425-4",340,0.00995033085316809,2,0.1,0.0723194412088879,0.0108599955987708,0.00123767061662212,0.006745669858193,0.000780617605171943,0.0158678213488209,0.00358160279997367,0.0103480353040209,0.00175513662110385
"11425-5",340,0.00995033085316809,2,0.1,0.0718361664008568,0.0110583422610166,0.00133735525535458,0.00684155040033752,0.000838698295688226,0.0120274995963052,0.00371020992516021,0.0123520854145956,0.00223972121993522
"11425-6",340,0.00995033085316809,2,0.1,0.0719951747283718,0.00979552341324171,0.00126131389594324,0.00587605686498119,0.00076789682270456,0.0133574065242146,0.00401962056518527,0.0104313358226321,0.0021710377580967
"11425-7",340,0.00995033085316809,2,0.1,0.0722227266034117,0.0105003062995275,0.00113606377492261,0.00599877954806034,0.000689075565139423,0.0143037693161023,0.00431703540129938,0.0101009770975114,0.00139987248733828
"11425-8",340,0.00995033085316809,2,0.1,0.0714887584296656,0.0127076530818093,0.0013489889916522,0.00756181340703479,0.000814862352488153,0.0148020495170537,0.00291815977727859,0.0128290029108341,0.00221161586654385
"11425-9",340,0.00995033085316809,2,0.1,0.0718462016149792,0.0104041673424935,0.00123637141605855,0.00603909317828358,0.000778701455614535,0.0155563446642536,0.00507386715928197,0.0120835486454285,0.00187653941849474
"11425-10",340,0.00995033085316809,2,0.1,0.071729560843855,0.00725237682689908,0.00140574611833127,0.00419806550766681,0.000873798761296587,0.0200533322278556,0.00645032257697552,0.00746327265005184,0.0018528223788793
"11425-11",340,0.00995033085316809,2,0.1,0.0717519454820924,0.00777067134124639,0.00117733084290949,0.00476481075127432,0.00073455875669495,0.00817197134631958,0.00432102096324022,0.00706066994573103,0.00204556977534975
"11425-12",340,0.00995033085316809,2,0.1,0.0719083341323096,0.0100877005124248,0.00126326797425479,0.00618031429154703,0.000804906197070246,0.00831193681351179,0.00397165686658232,0.0093360676452252,0.00154111565784817
"11425-13",340,0.00995033085316809,2,0.1,0.0716609861071709,0.00973459375520023,0.00127938772837437,0.00578105942292739,0.000807837662868583,0.00524479338980529,0.0044467210988629,0.00841893911460559,0.00207661144715036
"11425-14",340,0.00995033085316809,2,0.1,0.071941625572399,0.0103784592035835,0.00138838534209475,0.00661431758884715,0.000838681416969862,0.0121855512630597,0.00348602170455219,0.0120628637801664,0.00206163650154415
"11425-15",340,0.00995033085316809,2,0.1,0.0717227285861476,0.0115524313715548,0.00129721587167813,0.00748447840619942,0.000875045136857367,0.0146732892973431,0.00386464545183674,0.012736832865618,0.0019903913478405
"11425-16",340,0.00995033085316809,2,0.1,0.0718044815355339,0.0138451039857575,0.00129177418804947,0.00865037496708299,0.000866561349265167,0.00199629358774084,0.00464152463842288,0.0131479968397787,0.00270686200325454
"11425-17",340,0.00995033085316809,2,0.1,0.0713738359499909,0.0119726793359641,0.00142534360090308,0.00762216323227805,0.000914608531619348,0.0130526878730723,0.00471588146799455,0.0115372832572423,0.00300906737901115
"11425-18",340,0.00995033085316809,2,0.1,0.0719033152589945,0.0103860754423677,0.0011829644395739,0.00623530552907864,0.000724996949204633,0.00329569811548472,0.00387408044193236,0.0102457465220973,0.00140225173810981
"11425-19",340,0.00995033085316809,2,0.1,0.0716145486102725,0.00974987013144429,0.0012407000705949,0.00603442453070367,0.00081077752605789,0.00804594839884282,0.00315011590446554,0.00703721711425835,0.00145579411523769
"11425-20",340,0.00995033085316809,2,0.1,0.0718170464848139,0.00980677802575055,0.00102406038593645,0.00622418052504261,0.000654591270676076,0.00805103788686077,0.00270062486749941,0.00992732620209992,0.00178310792935293
"11425-21",340,0.00995033085316809,2,0.1,0.07160973602492,0.0094417781204319,0.00127217770249196,0.00592168998353567,0.000830090419430045,0.0113602523477286,0.00449611696700838,0.0098101999711132,0.00233915236420442
