"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11426-1",2200,0.00995033085316809,1.25,0.1,0.0718540600433664,0.0103373692691956,0.000474544331128713,0.0090466709354635,0.000419360688675356,0.00888529769586926,0.00157519419247531,0.0103438389811213,0.000510583070706262
"11426-2",2200,0.00995033085316809,1.25,0.1,0.0719275860065538,0.00942025108411263,0.000480024912302792,0.00834424759583713,0.000423273987348572,0.011821105928605,0.00152993084783498,0.00951048436844782,0.000503488840477024
"11426-3",2200,0.00995033085316809,1.25,0.1,0.071812688255606,0.0103475891284762,0.000494959747470679,0.00913252998682309,0.000438099665647508,0.0109193969997496,0.00155994615872282,0.00998835278929882,0.00053170512478869
"11426-4",2200,0.00995033085316809,1.25,0.1,0.0717399348063822,0.00929553712291666,0.000503750255166265,0.0081988353448089,0.000444432494888485,0.00809873159560886,0.00171276502806832,0.00945552711020208,0.00055171669568095
"11426-5",2200,0.00995033085316809,1.25,0.1,0.0717517806196455,0.00923630732584159,0.000508953344144342,0.00809041527057673,0.000450732087267189,0.00910249785953565,0.0015312618461787,0.00930836683892353,0.000612298559149523
"11426-6",2200,0.00995033085316809,1.25,0.1,0.0719203950393268,0.0102642421252241,0.000453529415416519,0.00905901102752814,0.000402585810330775,0.00903127004363219,0.00140053961225847,0.00996405224796899,0.000498913695929383
"11426-7",2200,0.00995033085316809,1.25,0.1,0.0717819380880813,0.0103520512426487,0.000489730075917492,0.00910198909850334,0.000434641587342621,0.0110219038245507,0.00149927961222863,0.0102136447065242,0.000523793003371791
"11426-8",2200,0.00995033085316809,1.25,0.1,0.0718263077387262,0.0103764970616792,0.000477045651360136,0.00913709466145802,0.000421607386012215,0.00708024287062937,0.00169740199626086,0.0104787949810527,0.000516592801224574
"11426-9",2200,0.00995033085316809,1.25,0.1,0.0716744467625823,0.010116930286713,0.000507580309624195,0.00885151921470447,0.000447635736292349,0.00861986607640816,0.0015894611267343,0.00998131807523579,0.000535963533548641
"11426-10",2200,0.00995033085316809,1.25,0.1,0.0718986597335597,0.0105505833709581,0.000461497952792515,0.00928241700052572,0.000407090977176881,0.0143567477523277,0.00138739828583526,0.0106945707456857,0.000502719481390384
