"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11431-1",100,0.00995033085316809,1.25,0.1,0.0710978324835757,0.00978947352315225,0.00270729064214464,0.00929248942640031,0.00246439838000596,0.0225247520984197,0.0124339523217055,0.0141608594455441,0.00324538133331584
"11431-2",100,0.00995033085316809,1.25,0.1,0.0722468765387375,0.00932382873485607,0.00253933846234948,0.0080725716263327,0.00226928438112276,0.000912096694565109,0.00827116009876917,0.00896962176056398,0.00242147061143838
"11431-3",100,0.00995033085316809,1.25,0.1,0.0717813613313405,0.0129341225189684,0.00240745145307667,0.011572310579914,0.00214592034886932,0.0207131001717537,0.013844951818213,0.012006187867458,0.00229196286816059
"11431-4",100,0.00995033085316809,1.25,0.1,0.0716018717977955,0.00860207734578516,0.00232039289065701,0.00749250573586557,0.00199337358253947,0.0104762339246168,0.00502799265794902,0.00868681507400713,0.00258706890000818
"11431-5",100,0.00995033085316809,1.25,0.1,0.0717728884316678,0.00970554052786375,0.00266369684994798,0.00858893570007019,0.00230382529343484,0.0272968937789445,0.0182737321990864,0.0110703619439659,0.00294990993953435
"11431-6",100,0.00995033085316809,1.25,0.1,0.071513237099264,0.00921384693658598,0.00242306678343241,0.007574818655897,0.00207633070240664,-0.0142116407026738,0.0148509346413024,0.00850644501657436,0.00254571800308775
"11431-7",100,0.00995033085316809,1.25,0.1,0.0709809961828708,0.0133902371625219,0.00275312218175172,0.0120069493109222,0.00245894941893505,0.00773951760914975,0.0132990697207932,0.0144371805327376,0.0032976743546269
"11431-8",100,0.00995033085316809,1.25,0.1,0.071786023511126,0.00871127550657201,0.00242602215935174,0.00782800750765404,0.00219848830922561,0.00869188959301979,0.00512139698307608,0.00831183270716697,0.00241827344277516
"11431-9",100,0.00995033085316809,1.25,0.1,0.0712972445394087,0.00641890298500209,0.00287264777076707,0.00567823204139904,0.00251493595874692,0.00821380336251947,0.00521726581108799,0.00520762070334992,0.0029464601600294
"11431-10",100,0.00995033085316809,1.25,0.1,0.0717985093362088,0.010242953601352,0.0026686345723795,0.00923925955832505,0.00241919925894353,2.45108385005253e-05,0.00704399296156565,0.0102212476741452,0.00302985218626065
"11431-11",100,0.00995033085316809,1.25,0.1,0.0722285531886235,0.0143016957070011,0.00297544034356122,0.0125341431991942,0.00263306781105737,0.0224027281497063,0.00977527985281036,0.0126400414044056,0.00293561217550612
