"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11430-1",2200,0.00995033085316809,1.25,0.1,0.0717576349213566,0.0099337329376333,0.000484064552723845,0.00868648435954254,0.000427361481781971,0.0105614272773069,0.00165056973163632,0.00978474675368114,0.000487383845018962
"11430-2",2200,0.00995033085316809,1.25,0.1,0.0716728834169395,0.0103347130120683,0.000483405169892027,0.00906100101992065,0.000426981862880009,0.00935051688900505,0.00195693883578856,0.0103247748879298,0.000513834365743803
"11430-3",2200,0.00995033085316809,1.25,0.1,0.0716023437038516,0.00971735269474143,0.000494439045844338,0.00852876708482389,0.00043498553292113,0.0119734258277967,0.00178412748868831,0.00944003836234716,0.000516752933587549
"11430-4",2200,0.00995033085316809,1.25,0.1,0.0718679641634869,0.0101283123095068,0.000460447125016636,0.00898189462146455,0.000409878674257948,0.00968386799509095,0.00120798115135651,0.00992500912399232,0.000512619429258597
"11430-5",2200,0.00995033085316809,1.25,0.1,0.0717549673865017,0.00990119957010592,0.000491001547950265,0.00874628572084598,0.000433075724355572,0.00871625006448305,0.00143094173644632,0.00976712952168471,0.000530986023835469
"11430-6",2200,0.00995033085316809,1.25,0.1,0.0717308441474507,0.00958973059195405,0.000489160408034298,0.00842721891121116,0.000431894044831857,0.0101268351798217,0.001263522087371,0.00926065069166574,0.00051408973813661
"11430-7",2200,0.00995033085316809,1.25,0.1,0.0717486914294004,0.00963065244648807,0.000482318784368273,0.00858554292190116,0.000428078854212332,0.00829061442897417,0.00172411040240054,0.00956250105277726,0.000519537606282282
"11430-8",2200,0.00995033085316809,1.25,0.1,0.0718325639680283,0.010375515517909,0.000464891262044282,0.00921088753411266,0.000413410937454663,0.0097464383863719,0.0012260081745285,0.0103193932502055,0.000500445009186941
"11430-9",2200,0.00995033085316809,1.25,0.1,0.0718411764825665,0.0103430472422702,0.000482609322085701,0.00910718500625124,0.000426305560487422,0.0113385691404813,0.00129970358257409,0.0102702664570672,0.000536384914249035
"11430-10",2200,0.00995033085316809,1.25,0.1,0.0719424941608433,0.0106557902956827,0.000478125457580254,0.00938616746161877,0.000425093058367881,0.0103295966946573,0.00155568890771854,0.0104711520044601,0.000499191468522892
"11430-11",2200,0.00995033085316809,1.25,0.1,0.0719057238004675,0.0093408750687872,0.000485235886213614,0.0082360434353273,0.000430605726128783,0.0100989260263313,0.00151948822611143,0.00921382324440422,0.000517858139304128
"11430-12",2200,0.00995033085316809,1.25,0.1,0.0718379070745393,0.0102205665571899,0.000451767960107489,0.00903148144796815,0.000403193819928741,0.00919058152119955,0.00156666880765224,0.0099915687708462,0.000481066379505989
"11430-13",2200,0.00995033085316809,1.25,0.1,0.0717272818857096,0.0103211999102314,0.000454231985918378,0.00903549748687041,0.000400484435263341,0.0109527885883371,0.00152738691397638,0.00994316468377607,0.000474721038225086
