"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.112862824460569,-2.20468261041187,0.00331783875661008,0.00987561534335558,0.000983890676146678,-2.2024181994648,0.00321357310286447,0.013050551090707,0.00134749539481907,-2.19412111380355,0.0116018352910827,0.00769960936092458,0.00385771998310627,-2.20566240735017,0.00431344587014938,0.0111395767884867,0.00163915549615848
"11422-2",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.11348990043037,-2.19722074087203,0.00329455565936731,0.00861199341402147,0.000924155881740519,-2.19365502000765,0.00311253083375466,0.0107196589650227,0.00122028488390829,-2.20196862954543,0.0100073415144813,0.00862700679979102,0.00261289973271643,-2.19357092117543,0.00467408530945492,0.00744180761531649,0.00168470133114177
"11422-3",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113487184359808,-2.20233755673144,0.00323998282910917,0.0108136600516682,0.000902365059032704,-2.20034271039343,0.00313984075020343,0.0145058512588739,0.00122136441188179,-2.21647133530241,0.011539184991956,0.0104017346699105,0.00359349405463496,-2.20060940149027,0.00429678508336699,0.0101738413563057,0.00132185211704249
"11422-4",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.114015041338867,-2.19923184917978,0.00351548571320059,0.0105409457629354,0.000982084464143425,-2.19630634233993,0.00340163878161428,0.0139689429939115,0.00136832798650374,-2.18521767271409,0.0113583910552818,0.00780794171745716,0.00343700907291939,-2.19940050236763,0.0052056004216836,0.010760149611097,0.00166857056853743
"11422-5",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113582003617889,-2.20360730671204,0.00326549074374823,0.0108719619462678,0.000854601758416586,-2.1992109375471,0.00312677100949559,0.0135647400661398,0.00114714040543012,-2.21904678286062,0.01121473300117,0.0134361375611415,0.00354322228260681,-2.20623270079077,0.00401073349297505,0.0122701046284241,0.00124651824116471
"11422-6",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113783385724298,-2.1976783703087,0.00330383334936989,0.00960936352532638,0.000908406818354657,-2.19473557684802,0.00319231197057669,0.0124363943375789,0.00124456583113674,-2.18597799885261,0.0102807146537016,0.00553381373362881,0.00299450719625762,-2.19648410143408,0.00467909688150575,0.00855122102538508,0.00141990012573643
"11422-7",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.11357595495598,-2.19742333030234,0.00334519105414581,0.00929341792606214,0.000986207920199801,-2.19725545049931,0.00341908742245935,0.0139780454823841,0.00156103603802065,-2.21189126351485,0.0108718803237456,0.0102647704549002,0.00295041247029612,-2.20038287289524,0.0053980065860474,0.0103343865620348,0.00202739923838509
"11422-8",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113555266358492,-2.19686000188217,0.00334216123737756,0.00809978999155422,0.000887704712994432,-2.19410781428519,0.00327571536951071,0.0103654230151437,0.00125239011174171,-2.20058792486723,0.00996626339748767,0.005738848122613,0.00217739683833412,-2.19756771196921,0.00462156518318222,0.0075740275626952,0.00135147552189072
"11422-9",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.114305022894899,-2.19079771081082,0.0034305613252483,0.00805987410315765,0.000909357595256459,-2.18849906935894,0.00333968788150111,0.0106364106403165,0.00127286061911486,-2.17939354646884,0.0108103335092751,0.00597356237157535,0.00302824841657609,-2.1877979091797,0.00409127403977098,0.00688264539856252,0.00124946711516316
"11422-10",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113049541687722,-2.20329661039609,0.00339705702544303,0.0089150135617194,0.000923130011112386,-2.20000435333196,0.00321715542723989,0.0112846488919968,0.0012162629701152,-2.20476980024768,0.0102264167144796,0.0112208369690344,0.00227150653798917,-2.20355660642924,0.00618850575306868,0.00892346324241458,0.00206084476952321
"11422-11",387,-2.2,0.00995033085316809,0.7,0.2,0.1,0.113457920534524,-2.20122536330924,0.0033275162817815,0.0103799491792923,0.000965763092672314,-2.19759468693176,0.00327333464755359,0.0133993375424876,0.00141279420912442,-2.19793493464958,0.00982275349000337,0.0101358132502836,0.00241472675623285,-2.19929156164131,0.0042086781098354,0.0105673381182858,0.00154816053737823
