"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11426-1",2200,0.00995033085316809,1.6,0.1,0.0718540600433664,0.0103373692691956,0.000474544331128713,0.00755601907845978,0.000357171237064251,0.00888529769586926,0.00157519419247531,0.0102954325289059,0.000611752731563819
"11426-2",2200,0.00995033085316809,1.6,0.1,0.0719275860065538,0.00942025108411263,0.000480024912302792,0.00707474424555982,0.000360102284542602,0.011821105928605,0.00152993084783498,0.00960240716381407,0.000576771962992869
"11426-3",2200,0.00995033085316809,1.6,0.1,0.071812688255606,0.0103475891284762,0.000494959747470679,0.00770305564029826,0.000373927570886734,0.0109193969997496,0.00155994615872282,0.00961183109308416,0.000652671443077106
"11426-4",2200,0.00995033085316809,1.6,0.1,0.0717399348063822,0.00929553712291666,0.000503750255166265,0.00690754822768477,0.000377940784982861,0.00809873159560886,0.00171276502806832,0.00957466437231368,0.000676468668144394
"11426-5",2200,0.00995033085316809,1.6,0.1,0.0717517806196455,0.00923630732584159,0.000508953344144342,0.00675646459465212,0.000384610112840514,0.00910249785953565,0.0015312618461787,0.0093109626054506,0.00086834933626563
"11426-6",2200,0.00995033085316809,1.6,0.1,0.0719203950393268,0.0102642421252241,0.000453529415416519,0.00763341725638943,0.00034450231868213,0.00903127004363219,0.00140053961225847,0.00960870689760894,0.000636213028137779
"11426-7",2200,0.00995033085316809,1.6,0.1,0.0717819380880813,0.0103520512426487,0.000489730075917492,0.00763091995604998,0.000371693833571024,0.0110219038245507,0.00149927961222863,0.010044624945375,0.000626426394710296
"11426-8",2200,0.00995033085316809,1.6,0.1,0.0718263077387262,0.0103764970616792,0.000477045651360136,0.00769968582917705,0.000359564968653105,0.00708024287062937,0.00169740199626086,0.0104748392220159,0.000612894421098741
"11426-9",2200,0.00995033085316809,1.6,0.1,0.0716744467625823,0.010116930286713,0.000507580309624195,0.00738436091099782,0.000380268265153328,0.00861986607640816,0.0015894611267343,0.0097630347519657,0.000615981533536776
"11426-10",2200,0.00995033085316809,1.6,0.1,0.0718986597335597,0.0105505833709581,0.000461497952792515,0.00781400013389967,0.000346484662619206,0.0143567477523277,0.00138739828583526,0.0108481162737125,0.000609086273149509
"11426-11",2200,0.00995033085316809,1.6,0.1,0.0718483403096956,0.00991204023672627,0.000483194959511151,0.00729300053466074,0.000361186713125524,0.0117077988343294,0.00158497195744718,0.009553885938702,0.000590889441026559
"11426-12",2200,0.00995033085316809,1.6,0.1,0.0718281302109337,0.00910758631013672,0.000478101652942971,0.0068214060135301,0.000364854435641728,0.00815922322408021,0.00158574474503931,0.00888260431227299,0.000637801214868486
"11426-13",2200,0.00995033085316809,1.6,0.1,0.0716807718471536,0.00962385364493118,0.000499400472725274,0.00696507734682983,0.000375673259134461,0.00884184396710661,0.00159783697918498,0.00943816357930357,0.000808787551620653
"11426-14",2200,0.00995033085316809,1.6,0.1,0.0717963371937011,0.0103142047256227,0.000494270710783356,0.00787266159318051,0.000379020214395787,0.00968243932079779,0.00156529600213019,0.0107288404715341,0.000655792297201375
"11426-15",2200,0.00995033085316809,1.6,0.1,0.0717965658333589,0.0102348979756474,0.000482151749592945,0.00764288337233966,0.000362204175613601,0.01019854212149,0.0014938694955758,0.0106724532641737,0.000686725544738564
"11426-16",2200,0.00995033085316809,1.6,0.1,0.0718949662040617,0.0102486893130758,0.000472584345404451,0.00770830664299574,0.000365891689168932,0.00872393010582618,0.00132890472302298,0.0101486510184052,0.000679658531343165
"11426-17",2200,0.00995033085316809,1.6,0.1,0.071869243780466,0.0100583227137598,0.000463519095083365,0.00746497959977754,0.000350140814426017,0.00990624473085109,0.00137117924040812,0.0096735083509919,0.000606826072106615
"11426-18",2200,0.00995033085316809,1.6,0.1,0.0718973159712553,0.00959635619484743,0.00046033538806224,0.00716823710799535,0.000346501228666067,0.0121693447354414,0.00163532338442696,0.00987016699664321,0.000613776891537312
"11426-19",2200,0.00995033085316809,1.6,0.1,0.0716424106158264,0.00899629510664024,0.000514967828750414,0.00669647542082739,0.000390267597338542,0.00880228008337062,0.00165780979960383,0.00825692063014599,0.000685174350314622
"11426-20",2200,0.00995033085316809,1.6,0.1,0.0717614189002855,0.00996012958041958,0.000482900906343951,0.00732635880900925,0.000362901072923185,0.010081234801813,0.001672916190716,0.00993524619807926,0.000581292712792747
"11426-21",2200,0.00995033085316809,1.6,0.1,0.0717807360562386,0.00998414755293489,0.000472698801908421,0.00741006214193255,0.000354748718728591,0.0108534252513817,0.00176256400111375,0.0101582226225765,0.000610121100565381
"11426-22",2200,0.00995033085316809,1.6,0.1,0.071785281328049,0.00908036888019125,0.000456638417025644,0.00669086301999611,0.000340411616806051,0.00706239104899362,0.00135183865444828,0.00975232136890043,0.000596162165003301
"11426-23",2200,0.00995033085316809,1.6,0.1,0.0719588844732169,0.00948149978868325,0.000504239779506786,0.00717984458097948,0.000386049887225271,0.00877436361702444,0.00160806211888941,0.00881986953402934,0.000629092070067798
"11426-24",2200,0.00995033085316809,1.6,0.1,0.0717718473375435,0.00915830564492496,0.000494430107383193,0.0068962214049648,0.000380068400385837,0.0122703493255767,0.00150987479720551,0.00902219943486587,0.000708099472761409
