"sim","N","beta1","maxW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11425-1",100,0.00995033085316809,1.25,0.1,0.0719497983702855,0.0101105952802341,0.00251050414119907,0.00842835497757362,0.00217648967946192,-0.00585521391000258,0.00816610034092763,0.0107970054401034,0.00274765862113206
"11425-2",100,0.00995033085316809,1.25,0.1,0.0711750522498512,0.00639375328671909,0.00233411912177288,0.00597429467427086,0.00214322559169366,0.005747256530198,0.00752535733612378,0.00709694587560492,0.00245915318242084
"11425-3",100,0.00995033085316809,1.25,0.1,0.0718946206214868,0.00902119447938138,0.00224062788171158,0.00788601180137597,0.00199552828935343,0.0169566194106832,0.00863354721282317,0.00936120538657504,0.00242992281931578
"11425-4",100,0.00995033085316809,1.25,0.1,0.0727708037960763,0.0107627064469304,0.00203062836149536,0.00985788886654479,0.0018294641226141,0.0318201957343269,0.0127270222333371,0.0107119567796289,0.00199464806900972
"11425-5",100,0.00995033085316809,1.25,0.1,0.0714636098905973,0.00996935054615367,0.00223423374734728,0.00871474202669142,0.00198469848526303,0.0091004768486411,0.00744858414286948,0.0107470959203293,0.00259558860037194
"11425-6",100,0.00995033085316809,1.25,0.1,0.0728018309510721,0.00986069453088152,0.00195040754440644,0.00819338542339262,0.00163803443837695,0.0131632463344789,0.00604937782791973,0.00889709151331311,0.00213860133877566
"11425-7",100,0.00995033085316809,1.25,0.1,0.0713919386702887,0.0124905943916632,0.00227417510307877,0.0111576458623718,0.00203570971588664,0.00225096528550059,0.0105697865081421,0.0116352056547475,0.00227556399904007
"11425-8",100,0.00995033085316809,1.25,0.1,0.0718784829061227,0.00640096731607787,0.00191432387939177,0.00589867550909481,0.00178434820821931,0.0134105379619266,0.00898805920877408,0.00619861565286259,0.00203881206533423
"11425-9",100,0.00995033085316809,1.25,0.1,0.0724380162963989,0.0103179286608411,0.00218682571421431,0.00918453481900265,0.00195780287514199,-0.00294220293391846,0.0219355500134343,0.0105596450474272,0.0024053715818981
"11425-10",100,0.00995033085316809,1.25,0.1,0.0707439760004014,0.00750052949645891,0.00256605661531867,0.00665632238493878,0.00228138401057066,0.00852547820000734,0.0121720181101739,0.0100392135500392,0.00287547765846411
"11425-11",100,0.00995033085316809,1.25,0.1,0.0719542131259604,0.0131718145843928,0.00236701945487383,0.0114193546640907,0.00204289291483611,0.011631990172061,0.0112481891606036,0.0129675133774323,0.00239293471072674
"11425-12",100,0.00995033085316809,1.25,0.1,0.0722114677382243,0.00738545687169467,0.00209388503649603,0.00659390595702891,0.00184124072626694,0.00752881849878267,0.00398691776902992,0.00662901636134129,0.00224042206451809
"11425-13",100,0.00995033085316809,1.25,0.1,0.0714356873758595,0.00883222080539338,0.00267580080424725,0.00768002618923465,0.00233438030121009,0.0267988390067135,0.010087232039393,0.00876219831921459,0.00287601624545141
"11425-14",100,0.00995033085316809,1.25,0.1,0.0717025353889931,0.0121587750477731,0.00257084062001755,0.0102850832489242,0.00223321925292304,0.0114717166457627,0.00594006660725777,0.0106548965776884,0.00238505443251467
"11425-15",100,0.00995033085316809,1.25,0.1,0.0718809300946576,0.0108763085343249,0.00230468684731366,0.00979600479462353,0.00205834551883034,0.00325250414282731,0.00436830338664131,0.0120550969488757,0.00243923694858484
"11425-16",100,0.00995033085316809,1.25,0.1,0.0721470755314637,0.00984141152870945,0.00199365205179087,0.00887616651219073,0.00178664816099498,0.0119926646544366,0.00991205163839566,0.00943471415981779,0.00206727856471995
"11425-17",100,0.00995033085316809,1.25,0.1,0.0725404689170164,0.0110423760959376,0.00207406157828761,0.00984295578556828,0.0018481537003623,0.00116678205116126,0.00697851197608886,0.0115707136090716,0.00230952889634106
"11425-18",100,0.00995033085316809,1.25,0.1,0.0719489309575805,0.00863087069697605,0.00222142570819263,0.00738329068405379,0.00195113541590507,0.00529930802865851,0.00538315267235321,0.00768128219422382,0.00233434474875144
"11425-19",100,0.00995033085316809,1.25,0.1,0.0720190152414306,0.00987826401810096,0.00203623388890017,0.00876061623370203,0.00178115222157523,-0.00135718440838636,0.00862245862985997,0.0090636433501947,0.00195339372326541
"11425-20",100,0.00995033085316809,1.25,0.1,0.0712535190547374,0.00989598496956299,0.00251418566924449,0.00849380248909434,0.00220753246530823,-0.00764390570582431,0.0156072476965341,0.0103552326919537,0.00274483918821071
"11425-21",100,0.00995033085316809,1.25,0.1,0.0716919374937224,0.0100667617170456,0.0021773596027566,0.00899701056383623,0.00194416049254728,0.00903193735060773,0.00447481530995275,0.00787073102646552,0.00265649976935318
"11425-22",100,0.00995033085316809,1.25,0.1,0.0719020603966965,0.0104473083116817,0.00174992950433946,0.00880317524445322,0.00151659792107849,0.00796358151762038,0.0047239782836523,0.00954660058002383,0.00166683229050461
"11425-23",100,0.00995033085316809,1.25,0.1,0.0710826027464454,0.0155216326368229,0.00281751973750711,0.013168187374502,0.00245209745855321,0.0209760893952155,0.0114014790789316,0.0160995450692167,0.00294673903517615
"11425-24",100,0.00995033085316809,1.25,0.1,0.0715282036146664,0.0116894949586584,0.00219921367985332,0.0101648487092739,0.00189181096041118,0.0199600789640097,0.0113294062087899,0.0124266814208571,0.00222621821216235
"11425-25",100,0.00995033085316809,1.25,0.1,0.0711914653273869,0.0108160826866832,0.00272218036148568,0.00977135240278565,0.00249346126433154,0.0204880641747374,0.0146666519909658,0.0121624374956869,0.00295217149142202
"11425-26",100,0.00995033085316809,1.25,0.1,0.0719671053829889,0.00620750294718629,0.00241586967273091,0.00568287779585078,0.00216960221587198,0.0334347951083384,0.0296103295785967,0.00578386057734256,0.00238779321942775
"11425-27",100,0.00995033085316809,1.25,0.1,0.0711378168057845,0.0118320290794871,0.00226151918936049,0.0102082356443318,0.00197284047846564,-0.00284214921495578,0.0176824113864577,0.0116627567741286,0.00231797454969827
"11425-28",100,0.00995033085316809,1.25,0.1,0.0711652689870928,0.0105923152403586,0.0024837875557066,0.00887198151969464,0.00212411475816786,0.00237522069250317,0.00858822463018784,0.0114355579796473,0.00267782829115869
"11425-29",100,0.00995033085316809,1.25,0.1,0.0720311605247361,0.00520638325348765,0.00260677749720476,0.00469875262031376,0.00240025463381706,0.00237739462193292,0.00739571190090721,0.00550856349007568,0.00301237509807263
"11425-30",100,0.00995033085316809,1.25,0.1,0.0718797337023916,0.00956895625316246,0.00252813153335228,0.00836537964850326,0.00233396565464616,0.023167290637858,0.00850030274403824,0.0121422847896065,0.00333170117436123
"11425-31",100,0.00995033085316809,1.25,0.1,0.0715110196463127,0.0103470310375734,0.00276029794348887,0.00909335624083584,0.00251451693281058,0.0171587817125719,0.00761016080428039,0.0122972317631982,0.00314249331626298
"11425-32",100,0.00995033085316809,1.25,0.1,0.0719971889247165,0.00817416967431992,0.00251440552107043,0.00717302373920218,0.00224497509557882,0.00179881558959669,0.0152755468016189,0.0081722625386464,0.0026120697740603
"11425-33",100,0.00995033085316809,1.25,0.1,0.0715963955074418,0.012892413509124,0.00234049247335765,0.0111355603060246,0.00207033000581765,0.0127491210338315,0.00509709420717168,0.0120788032259817,0.00230309416199541
"11425-34",100,0.00995033085316809,1.25,0.1,0.0712051431555684,0.0138286408403364,0.00246668068576317,0.0125628669842049,0.00224892963449675,0.0189136974913412,0.0045997494256669,0.0134417151079458,0.00234025502562018
"11425-35",100,0.00995033085316809,1.25,0.1,0.0711779345009202,0.0139728325228947,0.00201990664170608,0.0124488976333124,0.00182628231612947,0.0117752734695845,0.00988573832926542,0.0154045794439725,0.0022465634845112
"11425-36",100,0.00995033085316809,1.25,0.1,0.0715930034766517,0.00307228532131621,0.00256947926275368,0.00287644038696269,0.00225109407294714,0.0127886960104815,0.0107924556330698,0.00324850483946814,0.00249345117261661
"11425-37",100,0.00995033085316809,1.25,0.1,0.0716834297615961,0.00604548525919663,0.00208039451923045,0.0055281233860665,0.00194690784720548,0.0116159847680793,0.00701542384904319,0.00630113411402541,0.00203219027840436
"11425-38",100,0.00995033085316809,1.25,0.1,0.0717772373324196,0.0077662270518435,0.00207958766357851,0.00693911599357642,0.00185215207983797,0.0295664809142241,0.0171286321100781,0.00836772205332755,0.00224627241890479
"11425-39",100,0.00995033085316809,1.25,0.1,0.072206669164287,0.0116360612497013,0.00253767876619061,0.0107961321404883,0.00234023321226042,0.0118886471504066,0.00583170082903477,0.011162058944346,0.00275113084240704
"11425-40",100,0.00995033085316809,1.25,0.1,0.0718812716280988,0.011502907045947,0.00213204872155687,0.0104443813253572,0.00188226779671849,0.0146070336618772,0.0100526887719306,0.0114870186068746,0.00210939360227874
"11425-41",100,0.00995033085316809,1.25,0.1,0.0710223287844599,0.00904223916308986,0.00214179414301101,0.00827650612206863,0.00194469567353496,0.011788826084712,0.0205043243984061,0.00853507748573392,0.00205941169718321
"11425-42",100,0.00995033085316809,1.25,0.1,0.0725485061460906,0.00339462854782236,0.00270040359937015,0.00326757956478003,0.00228894935406418,0.00231385749577439,0.00918244382721228,0.00317668659476646,0.00297991864482063
"11425-43",100,0.00995033085316809,1.25,0.1,0.0712335931841857,0.00668120350880338,0.00256418666699605,0.00564849936006482,0.00218938252658447,0.00891475592412581,0.00642003346293983,0.00722700760456867,0.0027365637661641
"11425-44",100,0.00995033085316809,1.25,0.1,0.0723514363693075,0.0141346232767233,0.00220424700923727,0.0122242540543197,0.00193587670009508,0.012053423172473,0.00513114901345933,0.0146914593235139,0.00239059636067726
"11425-45",100,0.00995033085316809,1.25,0.1,0.0710344679573909,0.0101351140943805,0.00213002265518341,0.00891761148851553,0.00193360398711133,0.0247206361824639,0.0144639291541282,0.00966726667286855,0.00233095368072209
"11425-46",100,0.00995033085316809,1.25,0.1,0.071886217856407,0.013250679240192,0.00244897639838356,0.0120590155249823,0.00224338202439184,-0.00253331600977524,0.00919572552169764,0.0121217475111859,0.00232936316759546
"11425-47",100,0.00995033085316809,1.25,0.1,0.0722620756102184,0.0125757531749887,0.00240691218547037,0.0109951535138957,0.00206426452958925,0.0211377812399864,0.00895245340028408,0.010459409651292,0.00235579279374993
"11425-48",100,0.00995033085316809,1.25,0.1,0.0721482696802399,0.0125811878071418,0.00205718953516066,0.0107670243837723,0.00181406691292406,0.0140568483776735,0.00859634336571672,0.0106310111668088,0.00206780172052678
"11425-49",100,0.00995033085316809,1.25,0.1,0.0719115978179935,0.0110268031250567,0.00216601382294953,0.0101558386318723,0.00197047057475047,0.0170164436855981,0.00743837788692879,0.0101716712619857,0.00208285006703666
"11425-50",100,0.00995033085316809,1.25,0.1,0.0725072596464978,0.0111320337208738,0.00164845763650557,0.010056829914569,0.00148124761177585,0.0269743542323121,0.00751632078121229,0.0104569658706305,0.00161400778061827
"11425-51",100,0.00995033085316809,1.25,0.1,0.0727744041527604,0.0100551599111301,0.00250775810073385,0.00895801153597435,0.00226432127881254,0.0253529535500476,0.00947726326649987,0.00906881266804559,0.00266384648616552
"11425-52",100,0.00995033085316809,1.25,0.1,0.0718142891828571,0.00932947133399506,0.00252495665377317,0.00849447575668946,0.00227256837335811,-0.0191519049433236,0.0251864842602485,0.0101913449848825,0.00272086141438876
"11425-53",100,0.00995033085316809,1.25,0.1,0.0718753356732742,0.011725578894621,0.00263454004632335,0.010094944330297,0.00227456715896098,0.0149707316524859,0.0109776305151,0.0123970069201861,0.00291431324811541
"11425-54",100,0.00995033085316809,1.25,0.1,0.0715891002071145,0.0106788629636671,0.00267568762644921,0.00944746572006288,0.00231126304976114,-0.00598812651049129,0.00794868402642756,0.00963391809363921,0.00368619092421962
"11425-55",100,0.00995033085316809,1.25,0.1,0.0724126055400965,0.00734992690877022,0.00242668959762423,0.00649856979022568,0.00209732906403637,0.00298258467972851,0.0058941417882387,0.00760153377218926,0.00242677962118731
"11425-56",100,0.00995033085316809,1.25,0.1,0.0720505907161963,0.0118889651081916,0.00239915462189604,0.010328205169988,0.00214602903319063,0.0127575190200303,0.00804999588550482,0.0109083926226951,0.00230977586504329
"11425-57",100,0.00995033085316809,1.25,0.1,0.0713240113896765,0.00985328380808638,0.00257641711032629,0.00871148192302734,0.00224595016429978,-0.00677590074085104,0.0186562158225088,0.0093656757338598,0.00243775222932765
"11425-58",100,0.00995033085316809,1.25,0.1,0.0714070770490346,0.00790147302743266,0.00232905093291088,0.00735157288705455,0.00211936138569078,0.0158666423481,0.0109778713787529,0.00831435361698476,0.00246461520359461
"11425-59",100,0.00995033085316809,1.25,0.1,0.0721559654666997,0.0137770572023338,0.00271678659773423,0.0122984673059065,0.00245573789665215,0.00049311140449861,0.00917292857393889,0.0127292310131052,0.00265667963286899
"11425-60",100,0.00995033085316809,1.25,0.1,0.0715363276405385,0.0145482100710857,0.00221566666806382,0.0126779741130694,0.00196856841259385,0.0324713264264,0.0170470360441729,0.0136457162360892,0.00211730645595685
"11425-61",100,0.00995033085316809,1.25,0.1,0.071961940590363,0.00824752026332608,0.00246038650145941,0.00738721870257629,0.00219182656499313,0.00687628810802148,0.0171681907620691,0.00772840464710895,0.00267292684992399
"11425-62",100,0.00995033085316809,1.25,0.1,0.0720208740037224,0.0103869325556226,0.00269548106224083,0.00912433370393631,0.00244538712991215,0.0196550600222086,0.0110438119916849,0.0111108545261698,0.00294731902378721
"11425-63",100,0.00995033085316809,1.25,0.1,0.0705766099464979,0.00982590577610649,0.00295334280273309,0.0088229801618644,0.00261566901288635,0.0227159600153822,0.0150198761547224,0.0124587098039307,0.00339688314173754
"11425-64",100,0.00995033085316809,1.25,0.1,0.0717722025574202,0.0107102160058353,0.00250808540880146,0.0100170930538414,0.00230590610276059,0.00494361938946988,0.00730349814871149,0.00972029224547713,0.00284556676775725
"11425-65",100,0.00995033085316809,1.25,0.1,0.0711679067187129,0.0116203261403865,0.0023401788248153,0.0102775382536074,0.00203000893460336,0.00995889916845926,0.0106793174547727,0.0121044642257688,0.00224183286013358
"11425-66",100,0.00995033085316809,1.25,0.1,0.0717753539011859,0.0129880492686909,0.00235078749439438,0.011622231400789,0.00204800787702711,0.017006888454668,0.0251924626658866,0.0127363286354483,0.00226849776787188
"11425-67",100,0.00995033085316809,1.25,0.1,0.0719119045289863,0.00835070941557206,0.00245785898045833,0.00723100313272407,0.00224062895181413,0.00943748745939187,0.00576874994781803,0.0095687303374528,0.00253619143002136
"11425-68",100,0.00995033085316809,1.25,0.1,0.0721953765655253,0.00751602886191171,0.00258386450914706,0.00705873096792024,0.00230670921237054,0.0128701304458526,0.0176239193990357,0.00860030549936784,0.00314240152373686
"11425-69",100,0.00995033085316809,1.25,0.1,0.0724262520324369,0.0104738994102894,0.00169617556439254,0.00897947430427338,0.00144276979933343,0.00953638962334465,0.00303972962870675,0.0113792943730057,0.00181316168552192
"11425-70",100,0.00995033085316809,1.25,0.1,0.0716992021120425,0.00869468255710523,0.0024241019529919,0.00782275978850895,0.00217360280744738,0.0166490781507791,0.00530669089739257,0.00807651911538883,0.00247745333120646
"11425-71",100,0.00995033085316809,1.25,0.1,0.0717333139455709,0.0124448294283086,0.0021050381494003,0.0114847960917385,0.0019307728757508,0.012221380635213,0.005416401146054,0.0117982156803736,0.0020418376470231
"11425-72",100,0.00995033085316809,1.25,0.1,0.0726718088996148,0.0112539138019514,0.00188493368609323,0.010374031922246,0.00172573556156144,0.00110036655282748,0.00751636289833755,0.0122764557813013,0.00230746457190231
"11425-73",100,0.00995033085316809,1.25,0.1,0.0717874814147391,0.0139660834512475,0.00257050677041741,0.0123040201624529,0.00231543845080346,0.00916063815800829,0.00717896355502365,0.0158230337118961,0.00281274962485867
"11425-74",100,0.00995033085316809,1.25,0.1,0.0725221695798967,0.00558400813933446,0.0024607973474595,0.00503985381044394,0.0021994086330745,0.00165677258761602,0.0123217663194345,0.0062091557340699,0.00253126322701746
"11425-75",100,0.00995033085316809,1.25,0.1,0.0717039355413805,0.00829597244938717,0.00188966513561224,0.00743368021698515,0.00165489279772254,0.0101368205013892,0.00659649845094143,0.00852035109353236,0.00188291173197434
