"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11422-1",100,0.00995033085316809,-0.7,0.15,0.1,0.0714429853459777,0.0122219839294154,0.00281265161329078,0.0124021020743439,0.00281189868986726,0.0199901143025449,0.0135423118151497,0.0134741435525187,0.00284806844887158
"11422-2",100,0.00995033085316809,-0.7,0.15,0.1,0.072310786065152,0.0120736100953189,0.00189396082488259,0.0120671374384292,0.00189940657834722,0.0202517159367586,0.00645312271662568,0.0129512889434959,0.00196294561157825
"11422-3",100,0.00995033085316809,-0.7,0.15,0.1,0.0725455268733739,0.00805394633230701,0.00179425580417929,0.00812385839981051,0.00178831745782664,0.0116935938135415,0.00977037101842455,0.00823767932348968,0.00180192137611191
"11422-4",100,0.00995033085316809,-0.7,0.15,0.1,0.0710730398937037,0.0114731287689083,0.00201918843607111,0.0115184741308483,0.00202383777029228,0.0155154009654386,0.00698761193374265,0.0110054059135426,0.00207413948599116
"11422-5",100,0.00995033085316809,-0.7,0.15,0.1,0.0721233322207077,0.0111552050912363,0.00259661206636089,0.0111178733976962,0.00259759145404602,-0.00035155878390994,0.0108973675815103,0.00990040800205364,0.00265878671476249
"11422-6",100,0.00995033085316809,-0.7,0.15,0.1,0.0710269591314714,0.0148995547288137,0.00275291091079988,0.0144355170958549,0.0027181652238346,-0.00136847216125171,0.0143603143856356,0.0155304099451837,0.0028312194713655
"11422-7",100,0.00995033085316809,-0.7,0.15,0.1,0.0718202062129208,0.0126841701557254,0.00223776548932656,0.012711372429606,0.00224257768832032,0.007017370686326,0.00984718644553712,0.0126047652653904,0.00233314996999012
"11422-8",100,0.00995033085316809,-0.7,0.15,0.1,0.0719656347446144,0.00877142863607928,0.00245404619435105,0.00872146803708017,0.00245014447761118,-0.00357684705483776,0.01226155892189,0.00923233731434537,0.00262676926638062
"11422-9",100,0.00995033085316809,-0.7,0.15,0.1,0.0719484451269048,0.01027417862342,0.00220929687469665,0.0101727081128229,0.00221525700603805,0.0113531709305097,0.00588444526112498,0.0107426647763526,0.00225946389495154
"11422-10",100,0.00995033085316809,-0.7,0.15,0.1,0.0719836134100921,0.0112337181810017,0.00211931421698433,0.0112680104536392,0.00211668743812031,0.0075950781320167,0.0082091708064137,0.0114903335728931,0.00219722341970225
"11422-11",100,0.00995033085316809,-0.7,0.15,0.1,0.0706367665876984,0.00561892016133172,0.00252286012631571,0.00557147544365424,0.00249140655561083,0.0121206639894558,0.0077013840769426,0.00600342130363499,0.00270023482418518
"11422-12",100,0.00995033085316809,-0.7,0.15,0.1,0.0708906988343232,0.0114884574635671,0.00210859553185513,0.0117153993021771,0.00212571637252193,0.0161718117036995,0.00500089370989838,0.0106857433891971,0.00213757539360229
"11422-13",100,0.00995033085316809,-0.7,0.15,0.1,0.0719886997388167,0.0158046170958275,0.00244645834529292,0.0160331839650596,0.00246617657354104,0.0274399615005691,0.0108549254014578,0.0176961346264427,0.00273399933513897
"11422-14",100,0.00995033085316809,-0.7,0.15,0.1,0.0721723323887646,0.0133932172029027,0.0022332672334003,0.013307670232481,0.00222185865444357,0.0152446522449431,0.00734047265164572,0.0137434749139005,0.00232383532579706
"11422-15",100,0.00995033085316809,-0.7,0.15,0.1,0.0719558130762751,0.00887679289113926,0.00209140485469475,0.00888686669474672,0.00209580534143376,0.0199433187499314,0.00800227689059749,0.00908136483397857,0.00218286494972153
"11422-16",100,0.00995033085316809,-0.7,0.15,0.1,0.0713673789308421,0.00534482802675323,0.0023039790636392,0.00528650608953058,0.002274625999023,0.0230854142384259,0.00707715063836602,0.00544310473282412,0.00247921642439432
"11422-17",100,0.00995033085316809,-0.7,0.15,0.1,0.0710884152114788,0.00883305437306746,0.00294462456298327,0.00873784502543525,0.0029307861073242,0.00630883953715645,0.00618924902840429,0.00838600750763004,0.00317009503370469
"11422-18",100,0.00995033085316809,-0.7,0.15,0.1,0.0720411403322758,0.010495945969138,0.00246313928644933,0.0105075102782394,0.00242758842459716,-0.0301774235729872,0.0178477954074184,0.0106148666118935,0.00273602979129562
"11422-19",100,0.00995033085316809,-0.7,0.15,0.1,0.0715873545066312,0.0104203322266939,0.0023054636470635,0.0104703647146016,0.0022786895710278,0.00821616498750726,0.00451072623145658,0.0107909719892553,0.00233699011690494
"11422-20",100,0.00995033085316809,-0.7,0.15,0.1,0.0718400299842894,0.0140686534132514,0.00273958926373577,0.0138435059411927,0.00273915250358086,0.0374512066821201,0.0126578101525478,0.0157819730434699,0.00319350065757529
"11422-21",100,0.00995033085316809,-0.7,0.15,0.1,0.0712203219459177,0.0119318648190024,0.00201199023092711,0.0118832462374706,0.00201473415446291,0.0149894172929997,0.00638187612729601,0.0120148968414393,0.00200737684119218
"11422-22",100,0.00995033085316809,-0.7,0.15,0.1,0.0716452914320404,0.0110301419021222,0.00242793946486182,0.0112994969635363,0.00244899087057494,0.0223757221365571,0.00998042770668408,0.011009012957124,0.00243029291967371
"11422-23",100,0.00995033085316809,-0.7,0.15,0.1,0.07165560834914,0.00825661314872792,0.00196594573175046,0.00826778251332544,0.00196759961508701,0.00541204934197942,0.00744206550744963,0.00835539695924546,0.00204148732794925
"11422-24",100,0.00995033085316809,-0.7,0.15,0.1,0.0718575115543411,0.00817068209382807,0.00206422662956117,0.0080554434303264,0.00205603524791725,0.00156503045114735,0.00573586812776127,0.00786151140239822,0.0020632549132369
"11422-25",100,0.00995033085316809,-0.7,0.15,0.1,0.071615367228573,0.0110971114419275,0.00233263625497405,0.0107460852403794,0.00232124526453211,0.0133266155442374,0.00909984039489712,0.0105029798890806,0.00229839680801509
"11422-26",100,0.00995033085316809,-0.7,0.15,0.1,0.0721823943113748,0.0101954291431228,0.0022357756197538,0.0102216645372453,0.00225087463987472,0.00288373381085429,0.00827477497404528,0.00958892574027901,0.00228734364546521
"11422-27",100,0.00995033085316809,-0.7,0.15,0.1,0.0719220288584869,0.00936594298357811,0.00210579325953265,0.00929890963684893,0.00212018981028551,0.0286505286150212,0.0161165282546558,0.0102002552939956,0.00229541671646689
"11422-28",100,0.00995033085316809,-0.7,0.15,0.1,0.0714854837104655,0.0145811157955899,0.00247244743113577,0.0145244498928017,0.00247782436304617,0.0212758724848972,0.0115006925290296,0.0149071239838041,0.00263328838900313
"11422-29",100,0.00995033085316809,-0.7,0.15,0.1,0.0722409750892328,0.0107037178325694,0.00221977182256764,0.0108266065412076,0.00220195579786603,0.0145351259607738,0.00966396573718445,0.0110493795751774,0.00231937297194753
"11422-30",100,0.00995033085316809,-0.7,0.15,0.1,0.0720220303596853,0.00882924269895493,0.00233495332315516,0.00850354111302277,0.00232947229029494,0.00691833453456479,0.00751119955608059,0.00866108663541315,0.00237862931592904
"11422-31",100,0.00995033085316809,-0.7,0.15,0.1,0.071925309129119,0.011354962542399,0.00175129116456017,0.0114731761635139,0.0017411447018093,0.0190798375423632,0.0135272437630472,0.0116434259673561,0.00177553858923095
"11422-32",100,0.00995033085316809,-0.7,0.15,0.1,0.0712667354148576,0.00998285755258838,0.00212269197611529,0.00974918272199878,0.00209203886237506,0.00779382009356324,0.00559077304841906,0.00972656410010812,0.00215781898564687
"11422-33",100,0.00995033085316809,-0.7,0.15,0.1,0.0712242583482778,0.013114357020294,0.00313429673014748,0.0127266905083672,0.0031138108961698,0.00993226497113665,0.00839568264963572,0.013151152545982,0.00316828351676795
"11422-34",100,0.00995033085316809,-0.7,0.15,0.1,0.0714588185040532,0.00775755243768443,0.00208177585075083,0.00778390830154219,0.00209267987067996,0.0158212065531582,0.00667407477186406,0.00842429802955484,0.00209313087366808
"11422-35",100,0.00995033085316809,-0.7,0.15,0.1,0.0716813199208732,0.00901149725727954,0.00199985938319925,0.00898986484764313,0.00199757849970511,-0.00824509778959997,0.00792535951486693,0.0090374768026804,0.00204203933598118
"11422-36",100,0.00995033085316809,-0.7,0.15,0.1,0.0718261253857478,0.011208683565497,0.00182086444509796,0.0109724917562435,0.00181117333287835,0.028846137704594,0.0102060947445745,0.00969488707373417,0.00173693619212602
"11422-37",100,0.00995033085316809,-0.7,0.15,0.1,0.0716870638981546,0.011805887557476,0.00217626562596467,0.0116672800313981,0.00217003229345217,0.0111077102227322,0.0106967664531144,0.0119759537347413,0.00226113970408782
"11422-38",100,0.00995033085316809,-0.7,0.15,0.1,0.0718899118903806,0.0120481275008103,0.00172920960642263,0.0120631385876366,0.00173690257100889,0.0114814434153474,0.00234356955333772,0.0121198076699149,0.00174277878682824
