"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11427-1",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.11411176398963,-2.20184386793404,0.00340296838326925,0.0126505336385735,0.000979468162048512,-2.19454754077489,0.00305595797587673,0.0132771228053291,0.00106002126543069,-2.25288761866293,0.0115961245080266,0.0470722981826734,0.00344033962354615,-2.20022989774952,0.00971304671652258,0.0125533697823564,0.00394781548638782
"11427-2",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.112736672825429,-2.22015001787033,0.00337660232612154,0.0149669200158122,0.000948818117731608,-2.20931935804371,0.00300894743902564,0.0146775093322092,0.00100798277363648,-2.22544178210923,0.00977469223318145,0.0218099740652898,0.00242655969412315,-2.2134845451999,0.00818655310181254,0.0123441781507433,0.00298507210747649
"11427-3",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.114092667724736,-2.21325335281054,0.00331632758782149,0.0173051156518376,0.000932679156959487,-2.20327806161815,0.00299321294065857,0.0177829468011024,0.000987300353498869,-2.23185671052242,0.0100384148030389,0.0222047455264103,0.00168131575606636,-2.21518122262847,0.0122841862617035,0.0165738562991264,0.00432658452235798
"11427-4",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.115135695850827,-2.17167748445641,0.00327903551897103,0.00422811604496966,0.000973622989245842,-2.17241749459802,0.00296200932260337,0.00618290306191222,0.00104319498661754,-2.19772282261112,0.0116028480098423,-0.010876479285379,0.00315905811412882,-2.16945631617062,0.0100297832346858,0.00317183732971497,0.00402741947026529
"11427-5",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.116188597197753,-2.16852668204505,0.00319285889842688,0.00666960286460699,0.000896519602301795,-2.16396095194384,0.00290943524868905,0.00643756250645897,0.000963124466836748,-2.2142639633563,0.010412339122083,0.0262246540345408,0.00314734849377159,-2.16202305023327,0.00459394817798049,0.00395461082783869,0.00164498621680535
"11427-6",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.113115656071876,-2.18749658139108,0.00336422433825448,0.0034224986906336,0.000967902580544885,-2.18770972648408,0.00303771303827203,0.00474314859259949,0.00104046364793978,-2.18575349858258,0.0109530759069467,-0.00610981820578633,0.00307299329717582,-2.18163105414517,0.00913916410449254,0.00100133061838689,0.00342776047744566
"11427-7",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.114855474188488,-2.18658992851293,0.00314351187615415,0.00942253613698002,0.000868283270162388,-2.17879310466663,0.00284365099156832,0.00873243000112505,0.000946975837146942,-2.13585035457745,0.0100909826010797,-0.00592043921849261,0.0024057563869659,-2.18405143320008,0.00752565943872417,0.00856400265245521,0.00310178776720825
"11427-8",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.114722302184946,-2.18938679342167,0.00326548314971322,0.0100932911579506,0.000938549972928156,-2.18319424201189,0.00292697745748716,0.0103540608880342,0.000994836442034565,-2.17701857566647,0.0102230890694142,0.0168876938637436,0.00269946816807873,-2.17175929730201,0.00669964669463187,0.00270178173338332,0.00255880005977888
"11427-9",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.116012299004836,-2.18773779921,0.00344558491030068,0.0127948111339179,0.000956468391072209,-2.18210308360513,0.00307767250606074,0.0142324451153246,0.00100839601516294,-2.21224320212824,0.0115430574543673,0.0209951655509469,0.00388124268274809,-2.18730762640827,0.0127040382971199,0.0124462245013506,0.00440214381445412
"11427-10",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.116038118083051,-2.1794630361027,0.00346321523586764,0.010043613699887,0.000986764291255119,-2.17523927253403,0.00312285443255174,0.0113312271096025,0.00107681236995483,-2.19586782710915,0.0100278559454911,0.0159513917926594,0.00287381724931558,-2.16798357559161,0.00853857321230704,0.00578584217972069,0.0032999667751907
