"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11423-1",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.115105714483693,-2.17233967306818,0.00342838067358303,0.00478273008101669,0.00113750337814111,-2.1681709976332,0.00300206573751144,0.00413820049536605,0.00122555215666374,-2.17427164105445,0.0105106279897888,0.0158528542630556,0.0034448392010078,-2.17655222053081,0.00907351950350797,0.00677224308888816,0.00396369901468335
"11423-2",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.114990965520943,-2.20543938518327,0.0033609493051854,0.0158825072140914,0.000878889937502082,-2.19577181285237,0.00304674292216689,0.016052251644426,0.000924811061334489,-2.23009196508439,0.0118651393760375,0.00848034576059607,0.00330978286817986,-2.21270758427309,0.00854755672390324,0.0185699497804476,0.00313140181712049
"11423-3",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.113679200575266,-2.19718187420571,0.00329464008559037,0.00834793395979764,0.000826843454678314,-2.19102928571104,0.00296185971655419,0.00814850820849538,0.000856825802505646,-2.25926213106479,0.0121663986042235,0.0388897263588268,0.00406964293426763,-2.2012962080871,0.0116285562714334,0.00979757354418481,0.00402986424425973
"11423-4",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.115856136082048,-2.19212342054064,0.00336842650295677,0.014362246607123,0.000940220718781352,-2.18504520384073,0.00300406382641478,0.0158134724341188,0.000994656566488855,-2.28265806172414,0.0121736389158338,0.0265696456454116,0.00333765586847472,-2.20604908104732,0.0102236661035605,0.0182702833435515,0.00362264763184923
"11423-5",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.113980046630366,-2.21545816525924,0.0032981666835924,0.0174609579576867,0.000900547630261065,-2.20720364234347,0.00297880384995268,0.0192174768414539,0.000958573727711824,-2.27119492628586,0.0101282369267904,0.0280222979668955,0.00210395842246954,-2.21819421032014,0.00626176082740852,0.0184257892742664,0.00210963282566437
"11423-6",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.11591343151579,-2.17817522792689,0.00337522732025013,0.00871152497159253,0.000905072334803068,-2.17277497287633,0.0030500337530861,0.00886437612308849,0.000964620219639551,-2.16200507974188,0.0113896041625366,-0.0136885607151791,0.0034234994035377,-2.17523284499321,0.00803583733968712,0.00733453361014864,0.00280088423236393
"11423-7",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.11574409546452,-2.18120209254246,0.00342873131385762,0.00903864211504441,0.000904811284746465,-2.17618650174805,0.00303616761056114,0.00987384518543633,0.000953906306600318,-2.14919254081047,0.0101255752119023,0.00821120560002592,0.0025463948310916,-2.18172230590855,0.00928737100662321,0.00944011508903767,0.00342232001264889
"11423-8",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.114833117116934,-2.20963513332279,0.00347392560545265,0.0174712511251766,0.000969302498560924,-2.19835683428957,0.0030812292932229,0.0178021930008416,0.00102056667995676,-2.26895309353111,0.011617934131426,0.0389162243516862,0.00326688891746921,-2.21561299240319,0.0124834776905431,0.0194706465897446,0.00468225508647755
"11423-9",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.115592240796522,-2.18535769313548,0.003214089000781,0.0110432904513064,0.000873479652753667,-2.18017745288137,0.00290438113016634,0.0122516789559117,0.000928278797947595,-2.20419978025303,0.0103130431402375,0.0154136927024996,0.00286158318965414,-2.18436985631527,0.00677079908695138,0.010926203971276,0.00260902048925206
"11423-10",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.115398581038071,-2.18012352867601,0.00317800576954003,0.00814181553259844,0.000835103210922074,-2.17624813464301,0.00289645389661084,0.00878092271937375,0.000876391044912571,-2.23137445910184,0.00987428735796129,0.00970767009741923,0.00185915993363914,-2.17733273385555,0.00679970362341217,0.0069169051279545,0.00239405594891197
"11423-11",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.11333438561626,-2.20838284583713,0.00329910187102974,0.0123599672571991,0.000906867642688832,-2.19970545621751,0.00295821698758216,0.0122901930354748,0.000966812229358174,-2.27949748864748,0.00974824303889892,0.0310975558487161,0.00188025198084224,-2.20461027288663,0.00976143442031472,0.0111382378572062,0.0036481909942661
