"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11428-1",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113739184559591,-2.20058523731675,0.0033457648971306,0.0108734737232671,0.000953428141154838,-2.19430975163466,0.00296973653245005,0.0114516834699184,0.000994531999766795,-2.2119978667637,0.0106763242039462,0.00980408196305375,0.00342866217341586,-2.19594279698402,0.00445797914974891,0.00963007911442447,0.00154998999419662
"11428-2",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113783197960419,-2.20497498855387,0.00339394922311582,0.0129051269147272,0.000985640358989825,-2.19785880890619,0.00305676258524643,0.0136219512681802,0.00106793615306813,-2.19615819893435,0.0102210502170052,0.00953555927042345,0.00388071038163574,-2.20453805701198,0.00437170717912261,0.0124023326520774,0.00143440997175458
"11428-3",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113815331803008,-2.19963993424046,0.00336664388230054,0.00962943784223324,0.000870535456805824,-2.19428518676657,0.00305732153516693,0.0100819350370724,0.000925156123201852,-2.19834261625721,0.0110887414055846,0.0168983823111313,0.00286902589443347,-2.19985998123604,0.00508984997731631,0.00983164530275599,0.00154823568005785
"11428-4",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.114134726351705,-2.19277064626346,0.0033218085319415,0.00958374739328969,0.000994155714600689,-2.18690502524896,0.0029630116079045,0.0098958086183248,0.00106632224411347,-2.2079712148525,0.010207533458714,0.012670988903662,0.00238030451740905,-2.19315464892041,0.00453634886119759,0.00970255413190252,0.00161382811275641
"11428-5",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113840463717472,-2.19917827201567,0.00325044351004354,0.0101167473068962,0.000851973975599618,-2.19386000172972,0.00295920065690132,0.0108268087026902,0.000911672488078489,-2.20290195709205,0.0121704451933482,0.00524876025767555,0.00436830291492503,-2.19763394621106,0.00437513867740071,0.008372196165141,0.0010855267117052
"11428-6",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113722793418023,-2.20059174216972,0.003395445646327,0.0105226560511819,0.000955710692352797,-2.1945857900941,0.00303595636049527,0.0112063861498566,0.00102627576606734,-2.211159281969,0.00978655499196321,0.0120283078807725,0.00263767769121704,-2.19841168666492,0.00449474983302991,0.0098111681612697,0.00140250978355289
"11428-7",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113857938878394,-2.19609049777938,0.00336176893129317,0.00965207176144441,0.000983705783349921,-2.19015804821521,0.00302822271585985,0.00980856701210821,0.00106228873581365,-2.17810508280162,0.00998326690017002,0.00346362578548994,0.00266238135362202,-2.19628083153445,0.0044174700546598,0.00998833257499929,0.00154126655960929
"11428-8",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113929994663048,-2.19857602173108,0.00323883450719503,0.00944680519891976,0.000785204710261889,-2.19234144225363,0.00292508604148256,0.00965266108909872,0.000817027519785593,-2.17177215521298,0.011571337802783,0.00805602835494602,0.0037663287664163,-2.19838177347222,0.00390760015676723,0.00943863409476538,0.00101087429083753
"11428-9",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113987063109029,-2.19561733357152,0.00310542874967715,0.00946799888427563,0.000788720644237274,-2.18956437008991,0.00281902262759416,0.00993693541090979,0.000845094400124176,-2.18602742546559,0.0113301359877576,0.00484466144069359,0.0035757369832512,-2.196387908407,0.00398275997094326,0.00977700291951011,0.00111725545377402
"11428-10",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.114131774514387,-2.19160827426374,0.00334773730218802,0.00819264771233957,0.000908857782047585,-2.18791732180698,0.00303664951195514,0.00914681963885072,0.000987246379158368,-2.20263638787806,0.0102738791445028,0.0124200305152286,0.00272183361279508,-2.19173114328131,0.00574984098565153,0.0081280843788057,0.00182851188694015
"11428-11",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113673497576958,-2.19357546266618,0.00343049319058094,0.007985964466078,0.0010344395355464,-2.18935279308947,0.00305226132543442,0.00865455481008028,0.0011174745201456,-2.17355539304451,0.0112345212777353,0.00261913037516008,0.00402743536681849,-2.19337978186119,0.00436498693569145,0.00771795470396143,0.00144621541694151
"11428-12",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113792948633644,-2.19807227432692,0.00341309329358494,0.0090455476776454,0.000894834551962564,-2.19306396634481,0.00305046504049132,0.00996365066188941,0.000967260577395778,-2.19195079998317,0.00940152521252725,0.00586845941774148,0.00230696316186248,-2.19898377506411,0.00484712392637069,0.00952912773694974,0.00156867184902379
"11428-13",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113770797265176,-2.20428563346548,0.00331565209859933,0.0117443193521101,0.000881494256969785,-2.19756848850563,0.00300603147614574,0.01224839152212,0.000939699606133337,-2.22033155821388,0.00983598995852554,0.0159782287739045,0.00250485501098452,-2.20381638553202,0.00453418102194077,0.0114093568230003,0.0013290312259706
"11428-14",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.11366601537196,-2.19271303006604,0.00341711113972262,0.007259522394276,0.000977997262903247,-2.18719413991816,0.00298776177036683,0.0071871522757827,0.00102896461204567,-2.17113545995007,0.0106881607196212,0.00343741478183034,0.00285772827962676,-2.19295853382274,0.00411106798450279,0.00751226417348807,0.00139278438636784
"11428-15",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.112953765309496,-2.20506433489434,0.00331017193098944,0.00982548443155948,0.000927139932317203,-2.1987878864313,0.00297782046733948,0.0100398042246738,0.000996331009833752,-2.21370923200273,0.0102325729162146,0.0144037443955962,0.00276410090167996,-2.20740433119487,0.00442289096821201,0.0107121214780074,0.00134909823643584
"11428-16",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113688058422414,-2.20314213021876,0.00325032162743858,0.01138213830002,0.000870273558964456,-2.19630200292849,0.00294661401077786,0.0119175865990927,0.000940960636802024,-2.21404439910841,0.0101112913813511,0.0118446020329033,0.00247206068245151,-2.20295614898842,0.00436781175849462,0.0115747159806708,0.00133239577303663
"11428-17",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113957556667011,-2.19054584669746,0.00348679197325231,0.00767331461911277,0.00104453523645251,-2.18550748300069,0.00314527020089144,0.00762178371326533,0.00114957577592202,-2.18968181871276,0.010779906087176,0.00229219504071986,0.00265258287944942,-2.18869452773163,0.00435660495147431,0.00689317835815099,0.00147402926503121
"11428-18",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113892187202784,-2.19198704468732,0.00345415824159268,0.0083999884910423,0.0010741394156398,-2.18761556023767,0.0030543192604496,0.00911131325955192,0.00115152850022139,-2.1766384771997,0.0104801776657922,0.00534394356071443,0.00357898394897427,-2.19271132017848,0.00603121644203646,0.00871057291507994,0.00229412112586647
"11428-19",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113658651280033,-2.20058160006777,0.00335180259004747,0.0106088597104098,0.000960777520707606,-2.19409560606418,0.0029867798785487,0.0110065677666887,0.00101898245791321,-2.18365538196099,0.0104593001546863,0.00875496087772879,0.00337839138634414,-2.19792229958294,0.00449169219841215,0.0102588990792341,0.001635141108387
"11428-20",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113241843940876,-2.20670673611251,0.00342443574633174,0.0115878272577981,0.000994329559100737,-2.20036681844735,0.00306194627884054,0.0124381953747639,0.00107480582596089,-2.21932595554027,0.0104173876128412,0.0118577827710981,0.00243688001280656,-2.21518860003827,0.00457315510448686,0.0144585576855447,0.00130000632138557
"11428-21",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.114011694172915,-2.18940818373232,0.00323598626717178,0.00693653079299273,0.000849157757877748,-2.18515414271184,0.00294165785438897,0.00711422731736141,0.000905235189982715,-2.16512038173486,0.010109977484288,2.52687201209402e-05,0.00243216065046897,-2.18831951279732,0.0042738526250317,0.0065271641722717,0.0013645130575774
"11428-22",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113843194515234,-2.19909826549906,0.00333634135258696,0.0101742069275407,0.000907412998898694,-2.1933558363356,0.00300394669300437,0.0107990485617545,0.000970617462621849,-2.21171957887069,0.0116382589349447,0.0102545357827049,0.00289796710573952,-2.19936558451113,0.00429646589275727,0.0105031888113431,0.00134878214204906
"11428-23",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113714743802853,-2.19918846946085,0.00335587596242667,0.0107067093269811,0.00100856450930479,-2.19144011658256,0.00298551366948182,0.0105049761721979,0.00109690828577697,-2.18041139561979,0.0116199865965761,0.00825442101193863,0.00340095003669884,-2.20120220497852,0.00675856699358397,0.011390884274877,0.00251932056693408
"11428-24",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113607711209515,-2.20076037889344,0.00321030656348138,0.0104011237559996,0.000865303045447363,-2.19503613767551,0.00291880619082487,0.0109320759687484,0.000919837702493079,-2.21852892508383,0.0109275010398992,0.0167132934770488,0.00471551115407569,-2.1989956430978,0.00372562118882681,0.0103648623130258,0.00128358667014303
"11428-25",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113724601039248,-2.19628040726259,0.003365275221578,0.00955575856412188,0.00102096769404691,-2.19178861968459,0.0030127352570512,0.010502485542012,0.00109503511345363,-2.19767039947618,0.0114637501446687,0.0130785760500568,0.00361527276207936,-2.19405373947562,0.00554613037675997,0.00895152257059676,0.00213736492388764
"11428-26",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.112743228116908,-2.20987342842952,0.00350552101766566,0.0108743383288028,0.00102002714111261,-2.20424535747153,0.00312703644986458,0.0117686511480408,0.00109610601616177,-2.18535249656515,0.0109445051921889,0.00271778359882714,0.0040946364880197,-2.20767200245791,0.00506640004210313,0.0100567490825873,0.00168085970402556
"11428-27",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113112707458889,-2.2030106116408,0.00323579263796838,0.00942202266243382,0.000874062064647301,-2.1976611661,0.00294562122046115,0.00982287174695135,0.000936224447117033,-2.22060562447885,0.00973651156662654,0.0132977406929626,0.00185419786142939,-2.20161354022412,0.00472241410509393,0.00865723949444622,0.00147686943888656
"11428-28",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113893101882529,-2.19425831344024,0.00355883942554292,0.00928187604347212,0.00112893659726032,-2.18894821954227,0.00313381883967713,0.0102171002100168,0.00127120959265308,-2.17713942585228,0.0114410798018025,0.000798786168669517,0.00370435569280007,-2.1936338225023,0.00493380743071507,0.00871808512751706,0.0017137932246504
"11428-29",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113664609995732,-2.2043662656407,0.00332405431851121,0.0108997924481558,0.000843247474453859,-2.19849226837498,0.00301832080421991,0.0115634336291347,0.000892821195387606,-2.20981139872169,0.0110534656628314,0.00867072587796008,0.00304232779355835,-2.20221503693977,0.00459525249857643,0.0105655050780967,0.00143686644245939
"11428-30",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113839621074593,-2.20592678298309,0.0033047678765124,0.0116597967375846,0.000806763078760593,-2.19880906461878,0.00298643731786594,0.01202372819849,0.000837097601628411,-2.23220819990659,0.0108561558256276,0.0198411053144519,0.0025513322834366,-2.20792731979816,0.0045161486355049,0.0119787351339697,0.00127457551510971
