"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11430-1",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113881471926247,-2.1974754066528,0.0014097006057495,0.00980581353002621,0.00038917032602346,-2.19142493544439,0.00126827521928226,0.0100728312684566,0.000415064373456434,-2.19719664648291,0.00460710542943748,0.00952151422865423,0.00142232381241245,-2.19607074248657,0.00205592218554234,0.00927729169812769,0.000664117100376448
"11430-2",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113694998965855,-2.19794652276986,0.00139086747394193,0.00971252480548493,0.000392374381672501,-2.19228673590064,0.00125095331356391,0.010178269559878,0.000419779988515588,-2.19043385336104,0.00452575918485772,0.00820699891598886,0.00144710579033666,-2.19870735280935,0.00171465953038945,0.00979414185058837,0.000541653581473094
"11430-3",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113818307338197,-2.19753835276638,0.00143505871413729,0.00970099028983238,0.000406649962278158,-2.19186979101004,0.00129062568183385,0.0101543839448007,0.000439772093318877,-2.20235605370926,0.00428019252227684,0.0099449558748367,0.00109900034632929,-2.19811163158308,0.00225879141823453,0.010057868880316,0.000783427757534701
"11430-4",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113752825143141,-2.19777953238895,0.00138296330876597,0.0100688388422231,0.000397560370793877,-2.19191664393962,0.00124766549092642,0.0104989507112963,0.000428520548472095,-2.2024514295921,0.00428566457076888,0.0102915655986495,0.00105244875309924,-2.19646317960075,0.00208698907420186,0.00953089124453889,0.000746401865936644
"11430-5",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113835509443988,-2.19869681925381,0.00140085163599049,0.0102132716486756,0.00038736320758887,-2.19303504599457,0.00126415024481326,0.0108451478090791,0.000416054172717877,-2.1891579244202,0.00454127912577813,0.00836415152414299,0.00123737656954907,-2.19965301595287,0.00197722851087432,0.0103045813456769,0.000597804141913932
"11430-6",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113681642744818,-2.19592378806525,0.00139627082162181,0.00845462607107095,0.000379339868539189,-2.19104172312536,0.00126269730334325,0.00886484223840419,0.000406801892984897,-2.1955617230016,0.00446046038898589,0.00823893643529457,0.00134821751711386,-2.19435880472745,0.00181310299242398,0.00790648366285337,0.000568159329468435
"11430-7",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113646382344703,-2.20009813764425,0.00141659851183261,0.0106892333375834,0.000418386030573053,-2.1940961730902,0.00126411262786146,0.0113401062050781,0.000447551945250536,-2.20081088039194,0.00438128639606541,0.0124551483459364,0.00124676900713846,-2.19994010033559,0.0020738324512143,0.0106322131527376,0.00067731253552982
"11430-8",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113561750786225,-2.20199938767614,0.00140819065847552,0.0103813886964185,0.000383606872603799,-2.19584390795844,0.00126966740571047,0.0108021126406987,0.000409633834486566,-2.19497655011565,0.00427383201742236,0.00958541038743939,0.00125499409307432,-2.20029928083212,0.00182191676709241,0.010016105583294,0.000571348779744025
"11430-9",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.114007013969948,-2.19615515781109,0.00140414213462381,0.00971746448443573,0.00038591979720475,-2.19045655013139,0.00126723535773255,0.0101515184749707,0.000414382565555752,-2.18577840088312,0.00454144234470689,0.0093180013324819,0.00121990998797789,-2.19589639595144,0.00214159456865045,0.00961891103965004,0.000690949282962381
"11430-10",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113802116458015,-2.19750076079679,0.00140485186712356,0.00960287389115778,0.00038849873165234,-2.19206786340759,0.00126953816847756,0.0100531309218289,0.000415703924039279,-2.1943404581172,0.00453367853282215,0.0087669514830293,0.00126305774056808,-2.19758784054567,0.0023673630700208,0.00955952361797081,0.000818572509234976
"11430-11",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.114046453976337,-2.19368551358376,0.0014268858579409,0.00911105821585712,0.000410211553016314,-2.18818064835841,0.00127792448349382,0.00940647470593877,0.000438860825980926,-2.19357807877963,0.00443377038384917,0.00966013284506556,0.00128678206756722,-2.19206898542071,0.00212759957065618,0.00847279067930164,0.000727574398168527
"11430-12",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113827787073574,-2.19760756501445,0.00138718738793577,0.00992597876292442,0.000386419351415455,-2.19185621923551,0.00125179329528079,0.0103139933379534,0.000411031276509466,-2.21071922562035,0.00491455246980726,0.0129813213891657,0.00163512185543402,-2.19948302062191,0.00196200632397506,0.010439266426229,0.000594786969088833
