"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11427-1",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113586651144454,-2.19902754646724,0.00141516175294645,0.00925517272567287,0.000385683201489357,-2.19404553955385,0.00127528881929433,0.00992295785883007,0.000412887087923227,-2.19696515272691,0.00446990421833013,0.00875628969637544,0.00114857866339993,-2.19941342578798,0.00216440510565689,0.00929491189977585,0.000659265447071156
"11427-2",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.11396031218317,-2.19880678548554,0.00140027554709223,0.0104462206991096,0.000377610285003321,-2.1925275800176,0.001265430092139,0.0107220113790071,0.000400182587071089,-2.21179255552678,0.00450291236329211,0.0100137789404656,0.00114953173059797,-2.19722195476344,0.00186298936697388,0.0096787338943816,0.000622076173085891
"11427-3",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113375281710314,-2.19915376514429,0.0014175756302173,0.00923895236667922,0.000417291418656208,-2.19371362030811,0.00126603131950324,0.0095976492215808,0.000444237518113277,-2.20452892383995,0.00452320820621684,0.0132870788605612,0.0012920199578685,-2.1990038389528,0.00209382990121778,0.00929670333161808,0.000764439220439168
"11427-4",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113771337119019,-2.19849687219473,0.00140765462787876,0.00988510872108499,0.000389377234275353,-2.19265441170737,0.00126660599039337,0.0102898050110336,0.000415272176697734,-2.1990307362251,0.00419417888608204,0.0102312579756617,0.00107154695114753,-2.19834794086278,0.00226555638656133,0.00974713547604927,0.000803488077127631
"11427-5",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113766245291169,-2.19846226035427,0.00142308233579008,0.00962272078735655,0.000389540365929399,-2.19252020438257,0.00127827849570515,0.0100097452901156,0.000418983719783865,-2.20033329415333,0.00452848102259201,0.0108770307329918,0.0012984166836373,-2.19797877593046,0.00202828203828773,0.0095339458287507,0.000697430291343146
"11427-6",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113549879596702,-2.2000513115452,0.0014059839438154,0.00989893322718527,0.000395844409620305,-2.19462047192733,0.00126205214616414,0.0105379518229354,0.000421375959370453,-2.19485224319219,0.00437244297265859,0.00893223368100488,0.00135359429249513,-2.20181700333446,0.00180165195055773,0.0108861323122009,0.000569953885032191
"11427-7",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113777102264994,-2.19936545919665,0.00141269311877623,0.0100263529489011,0.000384019020695527,-2.1936024401747,0.00127088361452913,0.0106359781897328,0.000412023420011774,-2.20743880136745,0.00459542249515545,0.0135713329200402,0.00134701767007603,-2.20086942438456,0.00208683015313366,0.0103350755937643,0.00063406988456591
"11427-8",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113580692304731,-2.2031395560737,0.00140334564630457,0.0107129043938924,0.00037384143603984,-2.19666177469421,0.00126554480378583,0.0111211427339917,0.000397724902592064,-2.20506179126265,0.00443906362052812,0.0122112626756294,0.00121310555946831,-2.20259893683514,0.00187277485203577,0.0105249638927853,0.000574059631274805
"11427-9",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113819689312931,-2.19662482568432,0.0013993465398032,0.00952289197117932,0.000394787040316056,-2.19130014323976,0.00126519140517232,0.0100002200307754,0.00042483528401934,-2.19227776673121,0.00439238619453875,0.00940179625369544,0.00122688126824841,-2.19712591563556,0.00183303430123199,0.00959401628522029,0.000606917578325099
"11427-10",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113696111647941,-2.19828036510747,0.00144346134421133,0.00975992701590034,0.000419217594694612,-2.19210638434168,0.00128770772460584,0.00998846511779519,0.000449842752844656,-2.19498079186823,0.00453509282274546,0.00904466246728763,0.00127588165149372,-2.19849523505839,0.00253281055469525,0.00975210722717273,0.000899940942845035
"11427-11",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113524882648795,-2.20281803115551,0.00142918170507488,0.0109480648960083,0.000408848998946597,-2.19628939699875,0.00127615368948941,0.0114725100456136,0.000437931852740687,-2.2060705899842,0.00504540168731433,0.0138944034116071,0.00142732671564971,-2.20569634377293,0.00218118283255952,0.0118700247508002,0.000689487760304655
"11427-12",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113785716319109,-2.20174341162533,0.00141421507976041,0.011068037615891,0.00038708401996115,-2.19556712198447,0.00127629098547889,0.0117330510839847,0.000415937786981942,-2.19555000897379,0.00454872041749468,0.00941482513632134,0.00137384645028452,-2.20274397799103,0.00202039054686987,0.0113703587355601,0.00054608213550653
