"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11428-1",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114600297717898,-2.18957239101221,0.00140979503585937,0.00899917513934816,0.000383260613488154,-2.18375559422531,0.0012656251357676,0.00921093082419534,0.000409506271918359,-2.19544690333567,0.0043584297284161,0.0119715068290846,0.00116333242444723,-2.18767027812391,0.0028021638013943,0.0081535768358684,0.00103091841994403
"11428-2",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114750147240225,-2.19163488472113,0.00140007586505369,0.010529478063987,0.000386209393527226,-2.18522120563619,0.00126297865746602,0.0109391423543984,0.000417308245125979,-2.1793644862011,0.0044370119948752,0.00467911210175422,0.00134845475989491,-2.18903451378806,0.00263892130140506,0.00974601114378066,0.000963969170293152
"11428-3",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114402650599884,-2.19334915219835,0.00139219540133534,0.0101750048491237,0.000387044913950353,-2.1871582068344,0.00125012893165312,0.0106076948248323,0.000414453309880365,-2.18478734048716,0.00447539446320265,0.00683177366277534,0.00138933803169746,-2.19524026576014,0.00262227713987476,0.0108958666797062,0.000938257898545414
"11428-4",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114860836804066,-2.18592498416305,0.00140861046288718,0.00858013480390816,0.000389146627986157,-2.18163906078785,0.00126593947049841,0.00936487051303891,0.00041458325018697,-2.1761616515343,0.00454296218408189,0.0075340569042346,0.00124897677759806,-2.18410736992761,0.00294540241275531,0.00767338125825656,0.00105912474275873
"11428-5",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.113958343926987,-2.19642063609646,0.00137977316594694,0.00970037642745818,0.000371916627348596,-2.19092153051444,0.0012491812688364,0.0101258320706162,0.000393866640917523,-2.18921254199494,0.00441198030107671,0.00714859642905022,0.00119329132454171,-2.19553916382784,0.00252420466426574,0.009329898208675,0.000813971605089702
"11428-6",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114368572992012,-2.19730109423291,0.0014181391203816,0.0114184425606208,0.000393037008932542,-2.19141566754189,0.00128041059544051,0.0121766286882261,0.000418421234635852,-2.20671941083136,0.00449060454230768,0.0183080617017479,0.00122537972431254,-2.19903083075123,0.00353371182465775,0.0123726749588289,0.00127478737120295
"11428-7",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114278886157247,-2.19903501080534,0.0013819555062849,0.0117835334036789,0.000373200053163043,-2.19192440566394,0.00125022009360221,0.0121633652184439,0.000398206399091969,-2.18785982180977,0.00444565814660719,0.00994851927388978,0.00116570214312358,-2.20123148155576,0.00308585107610842,0.0125924259721499,0.00107100122019373
"11428-8",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114213447375616,-2.18991639381248,0.00141292920819364,0.00814416166385446,0.000400565398971942,-2.18484500201811,0.0012711411053415,0.00832885645587647,0.000430639280956711,-2.19222835655761,0.00443911624851112,0.00883836784562595,0.00130067606596895,-2.18895032396242,0.00295820823018131,0.00783806916629421,0.00110224698088943
"11428-9",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114901086351391,-2.19337314890832,0.00138943043242961,0.0116389772498879,0.000377069862549685,-2.18656305649194,0.00124928978405779,0.0122632931838169,0.000401521505596282,-2.17652582284637,0.00450470019404688,0.00679158377244997,0.00123895690850332,-2.1919616476637,0.00345252545658408,0.0109566831870281,0.00123059495678077
"11428-10",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114693085235867,-2.19088845290219,0.00138473411375538,0.00985245510366185,0.000370292285455057,-2.18555426850296,0.00125292095478114,0.0105030415492432,0.000394722182224572,-2.2066123402404,0.00444396404611168,0.0151007545079807,0.00123416374870055,-2.18937150003749,0.00322465339932683,0.00933580002385177,0.00112169682157681
"11428-11",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114169988724846,-2.19011655183036,0.00140378849189773,0.00791752999453368,0.00038768229918956,-2.18570638125738,0.00126161024347553,0.00833266783109148,0.000409048690130687,-2.18617511721341,0.00439419268649646,0.00774939252992942,0.00108149494731469,-2.19340471829935,0.00280423026236564,0.00931638648126649,0.000977803776319599
"11428-12",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.1150515318965,-2.18808569462468,0.00141949319112887,0.009845700825282,0.000384557174565899,-2.18204161287839,0.00128144553726193,0.0101009967370194,0.000411493682229943,-2.184370289467,0.00458964322959431,0.0108049387927254,0.00120018639828808,-2.1930112640676,0.00223250208672879,0.0117108341951757,0.000740905940361888
"11428-13",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114071604120227,-2.19482728197043,0.00139929031823295,0.00955842402127076,0.000389846504609857,-2.18929040226588,0.00126863460438703,0.01000603522808,0.000424363102999965,-2.19043558552045,0.00435645777625863,0.00850702457809527,0.0011857788741986,-2.19368493641283,0.00245014059070943,0.0092011381553913,0.000922254518220243
"11428-14",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114168896264276,-2.19583007242263,0.00138246935232449,0.0101545163961336,0.000374099505442464,-2.18951866686829,0.00124776525008034,0.0103770670538426,0.000396559325006111,-2.1875111253176,0.00434974515276334,0.00915901824058891,0.00121973452121544,-2.19668569044621,0.00212546512286655,0.0105965135704981,0.000722338905394163
"11428-15",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.11445870967168,-2.19281348056652,0.00136586336316001,0.0101515283059822,0.000371934703340404,-2.18697854265544,0.00123428529471306,0.0106841449795482,0.000396687808639609,-2.20123708795006,0.00446839121635654,0.014844495696871,0.00127103779717025,-2.19412755048276,0.00311632678921032,0.0105115372311791,0.00109991810057922
"11428-16",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.11479803833346,-2.18839597101033,0.00141474732044789,0.00962394801843047,0.00040215704410736,-2.18230806881871,0.00126963302642279,0.00981297217932346,0.000431609757668309,-2.20661509536055,0.00444291338088242,0.0131959085998199,0.00128238088443565,-2.18703806707465,0.00244208710666071,0.00901686340377591,0.000859116016215652
"11428-17",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114330446239338,-2.19360035559467,0.00138478257673806,0.00971004778972113,0.000371004175921182,-2.18799014631505,0.00125532828905669,0.0101297318738936,0.000396282334555755,-2.18474105522653,0.00434141551981598,0.0101471999190538,0.00108325350222718,-2.19518020783863,0.00254196146029879,0.0103403667123543,0.000824824603279235
"11428-18",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114008835112582,-2.19544914029201,0.00140106803841663,0.00986980938799356,0.000401499078268777,-2.18963005399326,0.00125985504742573,0.0102004126745888,0.000428335417035983,-2.19646465877658,0.00450690970511183,0.012543810440247,0.00123487220331983,-2.1944005443604,0.00248576681797352,0.00939045720253202,0.000898922372965092
"11428-19",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.11420984269992,-2.1907030421852,0.00140888112020252,0.00827636601039541,0.000391656793310098,-2.18608207679733,0.00127223058065228,0.00874429314634111,0.00042170777491059,-2.19671904639064,0.00444268301458216,0.00854210913173929,0.001272744292432,-2.18758200284637,0.00286125532727743,0.00700216436751208,0.00105363385239293
"11428-20",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114628555215636,-2.18979822248732,0.00139838999138242,0.00924677151420587,0.000379098621667458,-2.18376078270948,0.00125948454278923,0.00929985603229092,0.000401623789086995,-2.19726993932144,0.00432575921293342,0.0097860467096864,0.00111740801995374,-2.18949907601823,0.00286475257398382,0.00928445429093606,0.00100708862634137
"11428-21",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114053664972771,-2.19708098470979,0.0014298485469581,0.00997079332792677,0.000390738896139745,-2.19138134708815,0.00128439984211638,0.0105577178372169,0.000418484046376739,-2.20931558333286,0.00453908393508348,0.0151588898559162,0.00125570012910512,-2.20038012357525,0.00281570575247881,0.011288330149255,0.00103593994726862
"11428-22",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.11432774564279,-2.19562810281323,0.00141933509139606,0.0109290992509967,0.000406416847669849,-2.189991292497,0.00126657526032842,0.0119462742936744,0.000433934070718665,-2.19112150684972,0.00479935701117108,0.00791951128573777,0.00135447487361515,-2.1959322155012,0.00259337960222256,0.0109387319813397,0.000912264037024607
"11428-23",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114489492658656,-2.19416384149394,0.00140496506788967,0.010481843197669,0.000383289815239031,-2.18723023715051,0.00126569922011239,0.0105734269133736,0.000410806270466718,-2.20092249504568,0.00429783406360554,0.0101985065057836,0.00116712005438565,-2.19556280340027,0.00337922341891073,0.0107684301488498,0.00122851314622639
"11428-24",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.11409412434607,-2.19852719002923,0.001436465462299,0.0106577321123815,0.000393470499142471,-2.19228366119898,0.00128815754307912,0.0112318844072898,0.000421568285175989,-2.19666776821799,0.00439959126782405,0.00825148376944579,0.00112880555104831,-2.19799174596156,0.00353875672119297,0.0103809339549901,0.00124245267069187
"11428-25",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114834178906025,-2.19304398750624,0.00140088217294281,0.0110234383025443,0.000374529375355892,-2.18691814124784,0.00126241325845619,0.0117481226383944,0.000399260484932373,-2.20227283166349,0.00464627421618566,0.0138349962613123,0.00133803769924953,-2.19313290495152,0.00292392460811654,0.0108106881541244,0.00102087516936358
"11428-26",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114377260049435,-2.19338428743684,0.00141568698408094,0.0101872779518716,0.000404836463088669,-2.18849356188444,0.0012659333914671,0.0113147093872023,0.000433022705543396,-2.19765068457695,0.00447472874844513,0.00820357549632208,0.00128022821573916,-2.19523820868039,0.00247254251495912,0.0110855239655391,0.000943896223970363
"11428-27",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114483038543304,-2.19490104115134,0.00141590955210093,0.010696379297951,0.000386815118866086,-2.18901275272669,0.00128001384327062,0.0112871829847344,0.000414380210054095,-2.18132688769507,0.00467357139595369,0.00603778246096334,0.0012436617411762,-2.19716777996462,0.00323621209538717,0.011532172303891,0.00119431039342263
