"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-1.1,0.01,-0.7,0.8,0.1,0.339754724866166,-1.10307315132002,0.00191356152484127,0.0100626508746695,0.000566181329722567,-1.09791030245013,0.00172192735905615,0.0108403125586732,0.000609787046898889,-1.10350311982693,0.00686082775031861,0.00934347064912398,0.00225897350183146,-1.10351168788756,0.00296401554065672,0.0100133239858484,0.00105808658060841
"11422-2",387,-1.1,0.01,-0.7,0.8,0.1,0.340969501177676,-1.10119945707008,0.0018966861524352,0.0101759443355975,0.000526619753889305,-1.09534486060973,0.00170626226439258,0.0107506667231843,0.000562778886186697,-1.09943077984506,0.00613348332897561,0.00866354149107754,0.00140582883171073,-1.10164117174445,0.0026055969762383,0.0101882794642707,0.000819416386543232
"11422-3",387,-1.1,0.01,-0.7,0.8,0.1,0.341454813712422,-1.09863196200997,0.0018803295959526,0.00968208586119131,0.000515864444324061,-1.09343120046886,0.00171465768313214,0.0103183475861619,0.000562685355499862,-1.09704881809162,0.00570567710687758,0.00799639109205044,0.00165461349521286,-1.09628977487848,0.00331241549527245,0.00853531345924817,0.00106405667464048
"11422-4",387,-1.1,0.01,-0.7,0.8,0.1,0.341631415830475,-1.10023990067324,0.00201871841098481,0.0101749241843321,0.000572823172283364,-1.0945758610749,0.00179483245782553,0.010949282786439,0.000615667241162029,-1.10119886839951,0.00581432566665875,0.0102564509779708,0.00158279355380654,-1.09887754096441,0.00248864314630018,0.00992827140270166,0.000733768703226176
"11422-5",387,-1.1,0.01,-0.7,0.8,0.1,0.341499664294168,-1.10137140573373,0.00186826703027684,0.0100912278510133,0.00047184933693546,-1.09508037732313,0.00169432324786162,0.0103479797030939,0.000496163833287438,-1.10863942086108,0.00621635710684835,0.0101040392269061,0.00156179784613103,-1.10126860644804,0.00249749867913681,0.00981936613912347,0.000650324176544006
"11422-6",387,-1.1,0.01,-0.7,0.8,0.1,0.341355089135245,-1.10096336826517,0.00193920362790767,0.0103578798610685,0.000540509433557857,-1.09459514075673,0.00174055260818099,0.0105207012363456,0.000568636828181606,-1.10464508566817,0.00606186828886643,0.0097120698939054,0.00186691675802465,-1.10052035699547,0.00278441713933415,0.010529252756327,0.000936286480577146
"11422-7",387,-1.1,0.01,-0.7,0.8,0.1,0.342901696734817,-1.09645864518304,0.00194938396321116,0.0100901085629921,0.000532905639406198,-1.09007813047466,0.00173768140265391,0.0102283901638916,0.000552195249521594,-1.10429358940018,0.00676967585142092,0.011985852946329,0.00190015029620326,-1.0966668810833,0.0026327020464462,0.0101836804571171,0.000689573095069835
"11422-8",387,-1.1,0.01,-0.7,0.8,0.1,0.340683386855776,-1.10379578940612,0.0019386880348533,0.0105189260715382,0.000530676432581253,-1.0974432865137,0.00173741909027692,0.0109910793947556,0.000565194567007984,-1.1081335227715,0.00610513621306974,0.0110307829155816,0.00133815986336703,-1.10245405710165,0.00244296882467818,0.01023691366025,0.000673423309897385
"11422-9",387,-1.1,0.01,-0.7,0.8,0.1,0.341167575218357,-1.10412964107603,0.00193903524876523,0.0116391563697284,0.000551571487766573,-1.09713168293333,0.00172595429217364,0.0121665255754394,0.000583636480303719,-1.11064697380873,0.00586080253286267,0.0127845888241645,0.00161795479235229,-1.10421461960269,0.00320183377960173,0.0120255503347799,0.00101413441147536
"11422-10",387,-1.1,0.01,-0.7,0.8,0.1,0.339987937263911,-1.10340225571931,0.00185830814648664,0.00978669152070322,0.000496800303835302,-1.09729479705252,0.00167699903416943,0.00988079958873114,0.000514694175753418,-1.09937012760829,0.00539895043298084,0.0112690380970071,0.000980380732357896,-1.10246754238506,0.00231710329429752,0.00979095622325161,0.000635725943380656
