"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11424-1",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0811905272694297,0.0478546798135222,0.000962970667401967,0.0464257234537965,0.000953100163958004,0.0482773376578494,0.00304156833112656,0.0487811564973604,0.0018186343677647
"11424-2",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0801003566754956,0.0487435883686661,0.00107062856887104,0.0473168602740472,0.00106246235567124,0.0529202798196717,0.00330466094160891,0.0472838011742355,0.00188138956952595
"11424-3",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0799960373549954,0.0497442713512959,0.00104371085918401,0.0496213642475113,0.00105633657506557,0.0554721069757578,0.00435786071867501,0.0515722444651759,0.0021676257472842
"11424-4",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0801948473364761,0.0488004775095312,0.00109327494613375,0.0471986168637293,0.00108250926894861,0.0509635274032713,0.00311246709657202,0.0494395121895407,0.0020526674447469
"11424-5",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0790514637234027,0.0493549380208835,0.0011506817988699,0.0476861066697966,0.00113683031042786,0.0468616361015212,0.00321406141947918,0.0504461475623069,0.00297478678033305
"11424-6",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0788424423665989,0.0502822529069155,0.00111994817222152,0.0474261993582927,0.00108341671256713,0.0525202527492266,0.00457539392907285,0.0529289073019237,0.00237198879719708
"11424-7",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0798304199978333,0.0502332113537505,0.00107206787931755,0.0487100412220974,0.00106464226573807,0.0489543342674709,0.00430064697793165,0.0514600731342804,0.00270772602716353
"11424-8",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0800038573085571,0.0515202159263209,0.00107422888325241,0.050177304832668,0.00106266165876398,0.0462374580095912,0.00354993306750238,0.0506465829241149,0.00233224702613655
"11424-9",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0798987105415853,0.0484902497720297,0.00114943121753609,0.0473594785176192,0.00114037975037788,0.04413512133423,0.00409643962866912,0.0486859869064653,0.00266100206328863
"11424-10",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0803806713832114,0.049460792733963,0.00104433973495361,0.0475274022683289,0.00102720621056402,0.0487768769026967,0.00358558025133575,0.0494319760166486,0.00228991888007103
"11424-11",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0804256914589037,0.0488536588271636,0.00101970771418692,0.0479426307858996,0.00101563129243818,0.0514226356616029,0.0037445060231138,0.0475016453549702,0.00216773168455153
"11424-12",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0799152740241977,0.0468267845041751,0.00100014469670962,0.045354211488881,0.000985144105765853,0.0476813436584234,0.00245760639992302,0.0483589808319976,0.00162181549289876
"11424-13",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0792763026563965,0.0478647905892616,0.00115621380473887,0.0468510716987641,0.00115798840835423,0.0525242498912101,0.00291078868645781,0.0481864496811473,0.00305265824461271
"11424-14",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0800592331010141,0.0499361288430335,0.00101325090963333,0.0481482411775115,0.00100021548190071,0.0537499480949831,0.00420975300980833,0.0508113761819601,0.00217556062053019
"11424-15",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0797872995394198,0.0483967674400766,0.00100745110210026,0.0467611662778836,0.000989274450876801,0.0468238400158774,0.0028235873480556,0.0486923722622671,0.00190856440511179
"11424-16",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0803949927901732,0.0470291911008725,0.00100801102740966,0.0463681515121112,0.00100934121394214,0.0496546883544919,0.00435003710175731,0.048254754639317,0.0020637056265281
"11424-17",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0794250982945224,0.0470186674748534,0.00101643242502958,0.0455794905534371,0.00100132256065491,0.0303371126089265,0.00650690765001451,0.0507404185268054,0.00334695714689634
"11424-18",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0799767414728924,0.0485776911920532,0.0010228786576073,0.0474141700981036,0.00101378521650497,0.0505038905713413,0.00362884000319665,0.0466639020221635,0.00252069613812156
"11424-19",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0797588159267139,0.0489463036082361,0.00109312463532789,0.0479174890512274,0.00110011177478353,0.0502135971143514,0.00281741809849585,0.0493569578511073,0.0027675536254705
"11424-20",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0807377352395419,0.0477597044113555,0.000933336352961928,0.0460963436268843,0.000910695153242273,0.0490723727541947,0.00306513842735838,0.0481701477126396,0.00200440971514707
"11424-21",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0798677461605226,0.0474549878472526,0.00108334733524634,0.0459400187386751,0.0010704344577845,0.0498608143004602,0.00534101346869456,0.0474936195947597,0.0028964642044754
"11424-22",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0792442435779298,0.0489242586748931,0.00110875392837941,0.0470943963387601,0.0010966740940879,0.050326834778009,0.00283564486691889,0.0477898833283978,0.00250144838873566
"11424-23",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0799116348141124,0.0507737764082597,0.00106526309997675,0.0497211015249065,0.00106381009408486,0.0457160936981458,0.00451482837683612,0.0545324844124826,0.00308611370997642
"11424-24",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0794791027537732,0.0489579309776803,0.00105297873274224,0.0473314667425333,0.00104064053258338,0.0580165498009479,0.0040553906736565,0.0501150637920973,0.00249585728732511
"11424-25",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0791215441690278,0.0496548173213157,0.00113131048261246,0.0476430258659302,0.0011084248405662,0.044537104588234,0.00353182141307207,0.0473526500590171,0.00239189597762529
"11424-26",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0801426332563026,0.0481962528716302,0.000876955228886056,0.0468994204563131,0.000870120979252772,0.0436468007343496,0.00396912873088383,0.0483558315155303,0.00151602613980041
"11424-27",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0800514838336802,0.0490720057915701,0.00111449619790995,0.0470859933401944,0.00109334361621628,0.0520437289864579,0.00273191300733877,0.0486480065450282,0.00284289585156574
"11424-28",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.079637956677347,0.0508515626128825,0.00124372026587635,0.049319961104737,0.00121509582259774,0.0459653469938714,0.00556803195604353,0.0546937193811333,0.00310250465841101
"11424-29",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0787428222981233,0.0468714443697768,0.00109555269131682,0.0450621255619685,0.00108065016047211,0.0427870057667033,0.00533790142644357,0.0463142651896404,0.00221700114964579
"11424-30",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0805887918506853,0.0486748524856088,0.000986752005355643,0.0475763084873219,0.000983044544657148,0.0472742996236937,0.00274080311422614,0.0484669827941865,0.00194229704498639
"11424-31",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0791672070462942,0.048141754485085,0.00116417741487608,0.0457166764248948,0.00112812745964697,0.0480291456564244,0.004049658076177,0.0479315985550647,0.00279829309529612
"11424-32",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0803526854618045,0.0499851856379219,0.000909643493086197,0.049095618339792,0.000912827077649397,0.0466960047565988,0.00412750696152459,0.0481819120703757,0.00225298898843511
"11424-33",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0807394013177843,0.0479887267726582,0.000870096018637237,0.0468757114369361,0.000858861295482306,0.0520080722610006,0.00246598514618121,0.0483455360444732,0.00235177310686414
"11424-34",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0792206202492806,0.0486368238230317,0.00101157357913003,0.0477145678285882,0.00100813345700741,0.0515920372864465,0.00581949064896888,0.054140415246373,0.00251130029503474
"11424-35",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0796101772253119,0.0483389087815832,0.00117300939294265,0.047303464061364,0.00117309452551779,0.0626131089487992,0.00617156849883707,0.0532995252421556,0.00360325788859968
"11424-36",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0806348616054646,0.048425182741896,0.00100316855301969,0.0475210722762786,0.000998495385907639,0.0519440534337295,0.00458498909711736,0.0516081561202424,0.00240620622639485
"11424-37",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.080137955390372,0.0467120790235802,0.000996073935645591,0.0458869081364247,0.000993481268279192,0.0449058890112889,0.00435450714897566,0.0462009615451388,0.00195557728459593
"11424-38",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0798465511455873,0.0480019828618425,0.00102283910423604,0.0460596106597444,0.000999027403334749,0.0530240076073256,0.00393907493923866,0.0496586858327476,0.00237418749826068
"11424-39",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0793605115076503,0.0495957666522698,0.001069369941202,0.0485459317693881,0.00105686541161577,0.0556283326173605,0.00539473793585258,0.0498865398994471,0.00179128057850879
"11424-40",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0805784591144473,0.048401935727769,0.000947429896310188,0.0471850075972743,0.000937351860403801,0.0486645683171264,0.00261543797229221,0.0501451446567883,0.0024231128015935
"11424-41",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0803740465144237,0.0471837344838618,0.000925135309500879,0.0455922227629637,0.000914808137377663,0.0498925856114412,0.00389053781531506,0.0492676859192083,0.00239145306371702
"11424-42",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0792196970050887,0.0488530866423352,0.00109675467578538,0.0466576435829111,0.00107815088553581,0.051126684356708,0.00291289153260426,0.0469230949853755,0.00182339215174097
"11424-43",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.080128963719991,0.0483809992220971,0.00106432049226218,0.0473383036567864,0.00106856095108428,0.0471854442602968,0.00390022478489715,0.0507771298150418,0.00263801725482987
"11424-44",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0800656795236252,0.0479844119837697,0.0010376424662449,0.0462016869296252,0.00101112879481964,0.0464222744124286,0.0036982538689364,0.0476255759244015,0.0023150107348524
"11424-45",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0784934531807535,0.0483527149529249,0.00126206190074694,0.0455667825320398,0.00122545705739892,0.0433846709644594,0.00542224647381903,0.044789100415032,0.00321194458216289
"11424-46",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0802656720775587,0.0496777404867773,0.000907655549215656,0.0485000757321542,0.00090332437412098,0.0591569153091076,0.00421280403107204,0.0550731130477593,0.00245914971366624
"11424-47",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.079558323359573,0.0478208190955417,0.00115556233211336,0.0477253445932573,0.00116837475554886,0.050023053450762,0.00379494527341524,0.0473552156976444,0.00255856044773882
"11424-48",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0807475864549146,0.04751926595279,0.00100935516991843,0.0457210845958263,0.000986065551197572,0.04467910418128,0.00363448828558758,0.0480883404752372,0.00259302270632753
"11424-49",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0810226280523454,0.0496733244126013,0.000855016762256298,0.0487504275343758,0.000857520982335332,0.0513942105115805,0.00218151343658944,0.0500290388237176,0.00270402920718717
"11424-50",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0808655155177566,0.0502051796459623,0.000983497906793835,0.0493312314953144,0.00098312492381014,0.0445478126148136,0.00311680512992451,0.0491193978801261,0.00193427932179861
"11424-51",340,-2.65926003693278,0.048790164169432,-0.7,0.6,0.1,0.0791088914408384,0.0478652065171052,0.00114933257590116,0.0458848451175132,0.00112579796831718,0.0473851791578131,0.00669299045641488,0.0490200238473529,0.0034254611305153
