"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-1.1,0,-0.7,0.8,0.1,0.331876090820142,-1.10303589780496,0.00193538420506711,3.18003798889524e-05,0.000586434426611719,-1.10351350865817,0.00173942449482238,0.000329261011366629,0.000633062164877048,-1.10350512312298,0.00693599377674831,-0.000702925350014293,0.00231734739968179,-1.10218337811747,0.00256915574476956,-0.000328431032967421,0.000912948473342532
"11422-2",387,-1.1,0,-0.7,0.8,0.1,0.33261410137059,-1.0987183412143,0.00191910477526831,-0.00083436050377571,0.000548089959985616,-1.0993323661782,0.00172466862887071,-0.000805099549368297,0.00058821914319964,-1.09293556972684,0.00621082383903004,-0.00409962596743285,0.00148456576091443,-1.09854368942243,0.0021982658413403,-0.000890316118575411,0.00068661586699477
"11422-3",387,-1.1,0,-0.7,0.8,0.1,0.333312644382589,-1.09840009856062,0.00189797247131549,-0.000125511784927606,0.000536322529600938,-1.09859506100356,0.00173306220628751,-6.15613331802558e-05,0.000583947130122047,-1.10633578203025,0.00550309177053136,0.000691127046231103,0.00144717016149121,-1.09847753141393,0.00225743743246425,-9.82707562455872e-05,0.00076819472229075
"11422-4",387,-1.1,0,-0.7,0.8,0.1,0.332854704946156,-1.10190669743349,0.00203919576785832,0.000714427036652582,0.000582980688321964,-1.10142000439628,0.00180402910575953,0.000717178698744868,0.000616339148095014,-1.09970740230849,0.00641733768987368,-0.00105888235900569,0.00163691832667866,-1.10215586455307,0.00236386343314877,0.000840121856468151,0.00078501099016615
"11422-5",387,-1.1,0,-0.7,0.8,0.1,0.332469327656085,-1.09988972381104,0.00187953015718669,-0.00051674165323236,0.000497137013870699,-1.10007020823193,0.00171350993003857,-0.000601489283157887,0.000533882348710456,-1.10642469176514,0.00635586996638285,0.00139135599742472,0.00201125528818258,-1.10043879032479,0.00230478271235528,-0.00029134135376584,0.000688040168618917
"11422-6",387,-1.1,0,-0.7,0.8,0.1,0.332907171504896,-1.10375997917448,0.00198987243268012,0.00151184978135448,0.000562046592810179,-1.10326229723502,0.00177238997214779,0.00182817180840203,0.000605743810889379,-1.09721173835424,0.0061168364755527,0.000765900959419274,0.00185285905330611,-1.10399826948069,0.00234689591024268,0.00165355973239406,0.000767289442927153
"11422-7",387,-1.1,0,-0.7,0.8,0.1,0.33400095788308,-1.09726905214167,0.0019655559965862,0.000266338421276067,0.000549816747406676,-1.09743567777091,0.00176814942192732,0.000445004991479153,0.000583660409412932,-1.08753448692899,0.00650686528728279,-0.00100234836069797,0.0017607487867246,-1.09784131137402,0.00213337144712505,0.000501858806913695,0.000648935206993943
"11422-8",387,-1.1,0,-0.7,0.8,0.1,0.332292251433662,-1.10171919067572,0.00195025445713055,1.25548449211475e-05,0.000542926772883217,-1.10170720905681,0.00175345418717024,1.07211956675858e-05,0.000583243433477688,-1.09813705851362,0.00640252017708937,-0.0016144435337711,0.00203226207347434,-1.10286762459761,0.00254207294054616,0.000436662853051866,0.000784884447574128
"11422-9",387,-1.1,0,-0.7,0.8,0.1,0.333058199880919,-1.09851022138789,0.00197171054203484,-0.000376217668598305,0.000587191658291635,-1.09866603944075,0.00175933076470618,-0.000437110174372893,0.000639782045563158,-1.09909112722255,0.00641470036849261,-0.000206113461433793,0.0020154234675976,-1.09826473947557,0.00232337583291594,-0.000472309784123249,0.000767900941707542
"11422-10",387,-1.1,0,-0.7,0.8,0.1,0.331228937356936,-1.10389832231896,0.00193479018087833,-0.000418627611967507,0.000547478981583401,-1.10442366696088,0.00172678131580425,-0.000288025920388577,0.000584045299634354,-1.10331791571097,0.00646227999715249,-0.00107096686761831,0.00227321996478038,-1.10345097573885,0.00230417270372275,-0.000623184236416042,0.00077430528468334
"11422-11",387,-1.1,0,-0.7,0.8,0.1,0.332620437338335,-1.10013777674497,0.00191814778381525,-0.000265197173986254,0.000571188442570885,-1.10039497066431,0.00171929165952228,-0.00021746832833209,0.000616951103465038,-1.10336796929013,0.00646592058713247,-0.000438312464130365,0.00168406258570085,-1.10285114782756,0.00218735355210168,0.000842773229167854,0.0006869946593476
