"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,-0.01,-0.7,0.8,0.1,0.107845133082481,-2.20514160369758,0.00339422212100752,-0.00956621058707358,0.0010517538196665,-2.21035691051734,0.00304681304936261,-0.0101148962657859,0.00113891735064061,-2.20379058136465,0.0121656792475287,-0.00800004482459468,0.00403820319570572,-2.20323614759117,0.00471345420784602,-0.0100463949213596,0.00156373928140543
"11422-2",387,-2.2,-0.01,-0.7,0.8,0.1,0.108124119492679,-2.1987126931405,0.00336691101206227,-0.0106664054062255,0.000983006794433528,-2.20541395624003,0.00302498777232308,-0.0109108208265275,0.00105783482435094,-2.20242749349737,0.0101767273103865,-0.0121445223318701,0.00266023595762742,-2.19831898886058,0.00397398451589246,-0.0106886160895175,0.00126427593487637
"11422-3",387,-2.2,-0.01,-0.7,0.8,0.1,0.10838750819105,-2.19757973371135,0.00332960021697149,-0.0101196075910942,0.000961031420038526,-2.20299240722917,0.00303381896418634,-0.0107778393193845,0.00105635624133182,-2.20306223020459,0.0106681588683184,-0.00949845721100857,0.00284039081669909,-2.19879171071018,0.00419458800073081,-0.0092124099278919,0.00136105736087933
"11422-4",387,-2.2,-0.01,-0.7,0.8,0.1,0.108112312392354,-2.19693838810892,0.00357822808425665,-0.0109635091893842,0.00105787458631111,-2.20439386414131,0.0031542617196563,-0.0109436739700257,0.00111361194620105,-2.18589366740619,0.0114713208484627,-0.0138415915741429,0.00410579555191811,-2.20056341386588,0.00427308780070525,-0.00936741331706167,0.00142825046269684
"11422-5",387,-2.2,-0.01,-0.7,0.8,0.1,0.107733611678381,-2.20132149404242,0.00331143560846159,-0.0105042769516484,0.000900606875993242,-2.20790278500841,0.00299375427187352,-0.0106820767596972,0.000950516094638172,-2.17727302717067,0.011317182044321,-0.0163104174172165,0.00321644435830115,-2.19826847667489,0.00506763640401913,-0.0113330112818741,0.00153360616926144
"11422-6",387,-2.2,-0.01,-0.7,0.8,0.1,0.108092579071599,-2.19935612181472,0.00347221644250688,-0.0100097195102914,0.00099346650158016,-2.20598829420464,0.0030777318293713,-0.010051789645413,0.00103503449374249,-2.21091559993321,0.0115146151528363,-0.00969817638170411,0.00388197103315506,-2.19976626925104,0.00466471791082803,-0.0100412824023704,0.00154408815622
"11422-7",387,-2.2,-0.01,-0.7,0.8,0.1,0.108650255850434,-2.19647278930407,0.0034599666536396,-0.00911100457251574,0.00098866498308234,-2.20211890194929,0.00309102708974631,-0.00930839277230704,0.00104437093776971,-2.18978867698781,0.00982076718417628,-0.0106278071666376,0.00243636590118716,-2.19636957962355,0.00447307064812984,-0.00931342331338596,0.00145394815893628
"11422-8",387,-2.2,-0.01,-0.7,0.8,0.1,0.107769118209459,-2.203901871966,0.00340910722844282,-0.00957360861578112,0.000975510819171348,-2.20975139385574,0.00307055323398107,-0.00995159239893974,0.00106017074915483,-2.1986915972494,0.010698894215843,-0.0141780246885199,0.00354917299710034,-2.20534240061621,0.00421814488458963,-0.0090832951879939,0.00124116152668569
"11422-9",387,-2.2,-0.01,-0.7,0.8,0.1,0.108157015657609,-2.20421213817514,0.00343959309111131,-0.00826307271364049,0.00102615516651185,-2.20946639235274,0.00306913409430887,-0.00846123702028485,0.00110636407941587,-2.20247481728966,0.0104270092157548,-0.00702448960755106,0.00356767642901577,-2.20511451480831,0.00397271908881055,-0.0088381068583664,0.00140376168997876
"11422-10",387,-2.2,-0.01,-0.7,0.8,0.1,0.107545067610727,-2.20685567181823,0.0033474377905614,-0.0093054614039987,0.000946870131712658,-2.2126887705433,0.00300279625091859,-0.0094129591013625,0.000988919792657204,-2.20450614769672,0.0094913408722574,-0.00991566382215133,0.00241433143073612,-2.2015976775076,0.00425063509115464,-0.0112900994782196,0.00131794624205564
