"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11425-1",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0703122402477463,9.53456743369165e-05,0.00124037626699101,0.000172460171155,0.00125912163705288,-0.000161974238132674,0.00428363911485843,3.00295988753347e-05,0.00142241430433907
"11425-2",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0701614314542654,0.0016090899745797,0.00109108657622918,0.00143462908351956,0.00106926345856673,0.00363883985406603,0.00456864377339875,0.00157371921244088,0.00134104993645802
"11425-3",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0697951092952861,0.000920273923098976,0.00126469790142509,0.00103357839561838,0.00125865062718774,-0.00180923844335104,0.00582683959690204,0.00135206257702979,0.00171048719125359
"11425-4",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0700902484088132,0.00203310255914884,0.00123020046073155,0.0020546035907477,0.00122235197288543,-0.00481906458726782,0.00597634619889404,0.000767683132435472,0.00168326129794051
"11425-5",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0698549600323738,-0.00121283635829716,0.00140563882737357,-0.00147997723322554,0.00134977422610464,0.00431982011998755,0.00401282255677175,-0.00166598710550064,0.00191972333321694
"11425-6",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0699567138715075,-0.000542347885779979,0.00130958066212834,-0.00031992910271058,0.0013045153354047,0.00469526138382045,0.00557823166112797,-0.00225907046743416,0.00158224273010185
"11425-7",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0700432131248049,0.000932463785745501,0.00124538233239476,0.00103295628594288,0.00121971247081655,-0.000123286280316097,0.00535784074776571,0.00108346786120625,0.00173198350493803
"11425-8",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0701289010859863,0.00143063553245047,0.00111180219527852,0.00176416137243686,0.00109440428038791,0.00281949792792293,0.002861965967666,0.000554816400523275,0.00135767252500595
"11425-9",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0703108562717304,0.000610696850440143,0.00137938968529907,0.000553107497950799,0.00134203275107509,0.00173497460996448,0.00407279310765415,0.00166320614008625,0.0018049389391373
"11425-10",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0699862965372686,0.000446078599020617,0.00121256582009491,0.000361535473490324,0.00119075224140007,-0.00401034181365015,0.003986467395589,1.09764200159341e-05,0.00165738046841105
"11425-11",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0697618366722842,0.00186889096228446,0.00121894094866047,0.00156888729251451,0.00120139521910362,-0.00987567475240639,0.0043077243691658,0.000893279580429994,0.00153064382779044
"11425-12",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0700593191690866,7.63389052540449e-05,0.0013466792717284,-9.58749020551187e-05,0.00129921431289581,0.00363663953736753,0.0069792704632451,0.000470233165921955,0.00198337106214789
"11425-13",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0699014576807069,-0.00133415317320923,0.00140682528332152,-0.0014071495839522,0.0013480348859783,0.000606999458916444,0.00491066195280615,-0.00256336449699922,0.00204907967879663
"11425-14",340,-2.65926003693278,0,-0.7,0.6,0.1,0.070444096980337,0.000617359497714648,0.00128824448265494,0.00040560338699931,0.0012570966204057,-0.00106971162957503,0.00335658332063252,-0.000209794054031037,0.00140199824623061
"11425-15",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0700132922865086,-0.000905522238876856,0.00123347115324189,-0.000657396303113643,0.00120532698212828,0.00539886132871958,0.00466006985312335,-0.0013777867265123,0.00151001540491588
"11425-16",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0699503889954392,-0.00075381922986577,0.00127053638476574,-0.000316014327241936,0.00124684789615017,0.00369484883701556,0.00622057565510867,-0.00166151053543602,0.0017128891663395
"11425-17",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0698523835540813,-0.00139869639571056,0.00129947229245563,-0.00168505570432509,0.00127993382658836,0.00045003557785551,0.00368221684370128,-0.000126467820929879,0.00150979915851318
"11425-18",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0697537324838936,-1.07986035074272e-05,0.00127758249846022,0.000221005833034369,0.00123887770862039,0.000159532467949401,0.00302945630386664,-0.000624394923678003,0.00147351701201348
"11425-19",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0698670579340511,0.000921185177810668,0.0011159995191663,0.000975503913837209,0.00110245889911894,0.00512313503214451,0.00332387223026357,0.00119901804248007,0.00133989453059689
"11425-20",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0694517532596858,0.000159872439116908,0.001117862139599,0.000254000992425769,0.00110240212031305,-0.00450001695884902,0.00230013308958454,-0.00011481114045016,0.00125560904336294
"11425-21",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0704853039492722,0.000939355412988159,0.00142738252582404,0.000895049592194806,0.00138484411753717,-0.00431026466927468,0.00631764428997186,0.000833973794706979,0.00226504835982584
"11425-22",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0697897601075859,-0.00152315773018098,0.00153016668195635,-0.00156105532147185,0.00144282587969157,-0.00531739796181013,0.00590147919516421,0.000830178324436755,0.00207958917108815
"11425-23",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0702060916529744,0.00221339325899338,0.00140430616708018,0.0021573928457195,0.00135099673776896,0.00316018970917568,0.00477073142199954,0.002766183402503,0.00174436728756804
"11425-24",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0697863842733845,0.000279678040902818,0.00113523120917933,0.000111802414851151,0.00112556632030407,0.00302084875468292,0.00418839104949825,0.000652022932282889,0.00138304021451424
"11425-25",340,-2.65926003693278,0,-0.7,0.6,0.1,0.06982070243819,-0.000732708200973567,0.0013235167946356,-0.000878349262203073,0.00127354518791567,0.00300226771548399,0.00401871734580741,-0.00216234773661837,0.00178895145724986
"11425-26",340,-2.65926003693278,0,-0.7,0.6,0.1,0.0699713296531482,-0.00133246529076779,0.001185938678801,-0.00100481705173605,0.00116477451090945,-0.00550722791729789,0.0043316807998077,-0.00174630101151114,0.00152531905890733
"11425-27",340,-2.65926003693278,0,-0.7,0.6,0.1,0.070435101446401,-0.00154910497142022,0.00153019589930678,-0.00148345131204116,0.00148436519987927,-0.000734861300569381,0.00860827100906743,-0.0024774313268067,0.00225038338497172
