"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.7,-0.01,-0.7,0.8,0.1,0.0653871384009463,-2.70471589409362,0.00435904103510788,-0.00991894101587208,0.00135181975857135,-2.70942744036473,0.00391247954311163,-0.0109161964350554,0.0014654828407162,-2.70930135128032,0.0156291506679859,-0.00581627897790199,0.00517194040714881,-2.70702357293038,0.00580183697107447,-0.0086744467071695,0.00196048249703079
"11422-2",387,-2.7,-0.01,-0.7,0.8,0.1,0.0655111845015928,-2.6999682451706,0.00432547560897994,-0.0105793357841755,0.00126259588089171,-2.70693499528832,0.00388632005918334,-0.0106360368427743,0.00135798784839498,-2.69555029718183,0.012729914661194,-0.00954735797410519,0.00335929569491693,-2.69877768973163,0.00549532418398856,-0.0108788550769198,0.00174446749184773
"11422-3",387,-2.7,-0.01,-0.7,0.8,0.1,0.0657484249103538,-2.69810401248387,0.00426864559923988,-0.00985403258694235,0.00123649537205486,-2.70270185412346,0.0038938354049937,-0.0107651083202464,0.00135063669660247,-2.70076677425922,0.0124227985375912,-0.00460717152344155,0.00332573263034119,-2.69732383724327,0.00495205841564465,-0.0104588403493744,0.00170237898050014
"11422-4",387,-2.7,-0.01,-0.7,0.8,0.1,0.0656299802236536,-2.70083576018823,0.00459338084654429,-0.00902590935597968,0.00134906002860232,-2.70576978790186,0.00408130836403249,-0.00973124107023727,0.00145587526836273,-2.69099790754859,0.0142761729409626,-0.00919245233220436,0.00359933053050516,-2.6951984323332,0.00635564127294221,-0.0108859526508682,0.0019385700104603
"11422-5",387,-2.7,-0.01,-0.7,0.8,0.1,0.0652805215756501,-2.70502616847275,0.00428673819255003,-0.00918220001187707,0.00114005514769844,-2.71163587242764,0.00386932531867313,-0.0089561378983388,0.00119923653508419,-2.70301968903152,0.0128840917427084,-0.00694123810888215,0.00407881398762681,-2.70977679638572,0.0043614759637069,-0.00807657998988101,0.00125043834209519
"11422-6",387,-2.7,-0.01,-0.7,0.8,0.1,0.0656313194362858,-2.69906158844255,0.00441205284489654,-0.0100606356531461,0.00129807745040835,-2.70471726015719,0.00390932648110015,-0.0109677785536964,0.00139911903800482,-2.71916114316385,0.0155528377272248,-0.00492979308055821,0.00483363789694908,-2.69876505034057,0.00639591528804635,-0.0101450599423706,0.00201042635571119
"11422-7",387,-2.7,-0.01,-0.7,0.8,0.1,0.0660862955545133,-2.69534194729014,0.00443489381654945,-0.00846220096590913,0.00127011842588517,-2.7001930359646,0.00399703839505353,-0.00870277170081332,0.00134876322185999,-2.70098670730835,0.0136166315060475,-0.0090554030270498,0.00367649061034043,-2.69553769527714,0.00629324020392558,-0.00834313522331161,0.00216932154503739
"11422-8",387,-2.7,-0.01,-0.7,0.8,0.1,0.0653273317217293,-2.70680410826269,0.00442921173634934,-0.00853227556583921,0.00126448216002084,-2.71270729416793,0.00396418438734348,-0.00834909519636517,0.00133219229796651,-2.66464496150938,0.0153171663746865,-0.0199750801368748,0.00791560546219368,-2.70803480770654,0.00493863036760773,-0.00754931227160331,0.00137294605237796
"11422-9",387,-2.7,-0.01,-0.7,0.8,0.1,0.0656232107044779,-2.70232548311938,0.00441944933149117,-0.00897076260909931,0.00132821405278464,-2.70817167718525,0.00394328635689105,-0.0090553840309697,0.00142811656054615,-2.67854446998954,0.0147656411211568,-0.0143633383463698,0.00513619135076158,-2.70243626792776,0.00596680080839306,-0.00850633489033369,0.00200198552477316
"11422-10",387,-2.7,-0.01,-0.7,0.8,0.1,0.0651299771113476,-2.70493474530854,0.00430247932297334,-0.010583420162007,0.0012062938761119,-2.71092041606236,0.00388892396183295,-0.011073453402434,0.00128499050509604,-2.70306419749252,0.0142855281266584,-0.0135593076437885,0.00477514995314405,-2.70796045070814,0.00456928236160473,-0.00965201663469934,0.00139749221451611
"11422-11",387,-2.7,-0.01,-0.7,0.8,0.1,0.0655534858357982,-2.69954693170609,0.00435273331245769,-0.0106980026726199,0.00130278379437159,-2.70552353364507,0.00389434803135457,-0.0114227053927156,0.0014076883685563,-2.70091664898994,0.0128711187163966,-0.00527774869873115,0.00366011658280765,-2.70617029358428,0.00518423571555023,-0.00808273600362099,0.00175771159174974
"11422-12",387,-2.7,-0.01,-0.7,0.8,0.1,0.0656819366142634,-2.69966406709746,0.00449776785372432,-0.00918013305887168,0.00130183216722319,-2.70572317249482,0.00396292301184399,-0.00953096777677636,0.00138961818320705,-2.69340989207307,0.0138904871635395,-0.0112407576607819,0.00454511287580649,-2.70199652585507,0.0054961805814075,-0.00837109025688026,0.00176325075043558
"11422-13",387,-2.7,-0.01,-0.7,0.8,0.1,0.065532032578233,-2.70037017428311,0.0044595272241363,-0.0103227705157656,0.00134349933538504,-2.70712962472054,0.0039837068341216,-0.0105086027519274,0.00146744287891417,-2.70065059681787,0.0135509431702337,-0.0158854405773274,0.00505784696286172,-2.707628794061,0.0052026891067195,-0.00733563760013159,0.00170250384058238
"11422-14",387,-2.7,-0.01,-0.7,0.8,0.1,0.0654796799009461,-2.70494746314824,0.00444038637840006,-0.00877554177963403,0.001333082695655,-2.70978648158579,0.00398384477515714,-0.00937127202113072,0.00145586465983927,-2.69690465036129,0.0171468976452482,-0.0130268948800466,0.0053331085916544,-2.70136546946261,0.00578619780569801,-0.00973140616209165,0.00184526976014211
"11422-15",387,-2.7,-0.01,-0.7,0.8,0.1,0.0655782697159305,-2.70416478955585,0.00443430316111739,-0.00845837275756597,0.00133146492275833,-2.70958961247502,0.00396678130286867,-0.00855082295768761,0.00143540775334865,-2.70807555497843,0.0148127392907584,-0.00574141765721532,0.00376980291467426,-2.70788426521901,0.00599218914757085,-0.00723482631339451,0.00222100919873848
"11422-16",387,-2.7,-0.01,-0.7,0.8,0.1,0.0660048097628761,-2.69307331111792,0.00435513501549169,-0.0106538830467111,0.00132612612620327,-2.69817044052579,0.00392002247233969,-0.012034834661667,0.00148431234173679,-2.70228616164832,0.0142672645428799,-0.00515869630527892,0.00538092166547887,-2.6908933839199,0.00618930204274254,-0.0113892083714638,0.00202368456949665
