"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11423-1",340,0,-0.7,0.6,0.1,0.0697704510049195,-0.00270776868881402,0.00156345058472321,-0.00315029769571451,0.00155044856727621,-0.00249233904341153,0.00589959179338365,-0.00247776327236869,0.00223349585820945
"11423-2",340,0,-0.7,0.6,0.1,0.0701231835561176,0.000175369464267676,0.00118018126947958,0.000211030493994293,0.0011720025730936,-0.00603774208648392,0.00365501541541712,-0.000520829813804148,0.00142871851918985
"11423-3",340,0,-0.7,0.6,0.1,0.0697515304563886,-0.00155786035840355,0.00117581640298661,-0.00161233314942281,0.00116413488651464,-0.00405384165618876,0.00529094409365195,-0.00269531363194587,0.00178169717854562
"11423-4",340,0,-0.7,0.6,0.1,0.0703024100087715,-0.000681364957823165,0.00135118174061755,-0.000706088069146466,0.00132461241386245,0.00443302474940723,0.00610996080643234,-0.00155597891250191,0.00210924447805545
"11423-5",340,0,-0.7,0.6,0.1,0.0701069391978596,0.00152933957989734,0.00135546571387268,0.00170145900518908,0.001309334966367,-0.00158124890794553,0.00370506862269809,0.00108391692305185,0.00189538539393382
"11423-6",340,0,-0.7,0.6,0.1,0.0698325621350418,0.000920595244962216,0.001161950121855,0.00108511231867464,0.00114196020966295,0.00126375390053114,0.00395463834835321,0.0010110055982286,0.00121870466062309
"11423-7",340,0,-0.7,0.6,0.1,0.0699093917935281,-0.00177795553022773,0.00134750039633183,-0.00150806201504825,0.00132801075598347,0.00229269812787727,0.00414601199570789,-0.000964019371580337,0.00184754079987225
"11423-8",340,0,-0.7,0.6,0.1,0.069823970593653,0.000577307654238585,0.00119320053492869,0.000647328019100059,0.0011717537942861,0.0070091727817582,0.00481350332732478,5.26884096841633e-05,0.00152328370334179
"11423-9",340,0,-0.7,0.6,0.1,0.0695622639515642,-8.714247763902e-05,0.00131477683981315,-7.65238400605364e-05,0.00129160438469442,0.00446144268378557,0.002837060882309,-0.0002274039035624,0.00168846630619395
"11423-10",340,0,-0.7,0.6,0.1,0.0699513321679552,-0.000804461736916368,0.00137633307040951,-0.00105194368475677,0.00132878552490291,0.0059341843873134,0.00510626550594894,-0.00198087527689769,0.00171964771227639
"11423-11",340,0,-0.7,0.6,0.1,0.069988845279152,0.00141340373630276,0.00123158200081596,0.00141642057569983,0.00119536166676555,0.00388021243418066,0.00356854413040857,0.00180235266931957,0.001514427096163
"11423-12",340,0,-0.7,0.6,0.1,0.0703087791510739,-0.00148546240287624,0.00144215829542479,-0.00139056201100002,0.00141216222544616,0.0045325848595648,0.00450267850383915,-5.69118168510136e-05,0.00181238574119912
"11423-13",340,0,-0.7,0.6,0.1,0.0696943486307705,0.00140310225520661,0.00132305019561907,0.00156372305360285,0.00127853725289535,-0.00844412121483761,0.00683964760320628,0.00231328887375288,0.00179808060542173
"11423-14",340,0,-0.7,0.6,0.1,0.0700321693697219,-0.00198859691002676,0.00126784820277409,-0.00190485677607867,0.00124817247620391,-0.00396598678154584,0.00390326151968897,-0.00261794354707981,0.00168763745748196
"11423-15",340,0,-0.7,0.6,0.1,0.0697342120030646,-0.000575933247777612,0.0013241107542691,-0.000785679162039062,0.00130343698981069,-0.000535575081976864,0.00424828624366188,-0.000475453101366307,0.00159440439686075
"11423-16",340,0,-0.7,0.6,0.1,0.0701115433086994,-0.000586918040133223,0.00117109496378243,-0.000766998243984629,0.00116022491906772,-0.000910775976860866,0.00427208729301103,-0.000887402316817101,0.00171729760828413
"11423-17",340,0,-0.7,0.6,0.1,0.0699498822037027,0.000799475414520707,0.00117059728940469,0.000384640081809023,0.00113779472174657,-0.0020476890902668,0.00374990649578006,0.000486852298068195,0.00139399285781655
"11423-18",340,0,-0.7,0.6,0.1,0.0697592101910691,0.00114170567832299,0.00124703029234275,0.00122456137869881,0.00123074110701662,-0.00102801921675806,0.00436615151574889,0.00118480662385522,0.00155283216568476
"11423-19",340,0,-0.7,0.6,0.1,0.0701875661826947,2.6078079952812e-05,0.0012246052594248,0.000227669141945767,0.00120362745012825,-0.00078670947682677,0.00409100456784716,-9.68385634211975e-05,0.00171844825327096
"11423-20",340,0,-0.7,0.6,0.1,0.0699852379910441,0.0012890158249357,0.00162335634888692,0.00119235192248656,0.00157703952006631,0.00400490876020248,0.0061331679337713,0.000193036102540994,0.00230235292184709
"11423-21",340,0,-0.7,0.6,0.1,0.0703128095401323,0.00135601266129341,0.00135160413138285,0.00116281436998152,0.00131462796405345,0.00603880021508579,0.00402687764377908,0.00133838984258347,0.00225763341733136
"11423-22",340,0,-0.7,0.6,0.1,0.0700054342580161,-0.0008203067395815,0.0015282342888365,-0.0013179000322102,0.00147218926170774,0.0038779710473665,0.00643702663797513,-0.00159704571662623,0.00279368843115616
"11423-23",340,0,-0.7,0.6,0.1,0.0699813600526279,-0.000721900324801441,0.00132311518970572,-0.000767142076726132,0.00129882807037257,-0.00039117366751243,0.00303219594891017,-0.000121912209751622,0.0015284508413113
"11423-24",340,0,-0.7,0.6,0.1,0.0701240588749259,-0.0022007966219525,0.00129334746259563,-0.00191744008829631,0.00127095932795403,0.00080150579471499,0.00449604309164228,-0.0022338569644276,0.00153091001996835
"11423-25",340,0,-0.7,0.6,0.1,0.0702361194674039,0.0011171859523758,0.00130632837422971,0.00122807677963887,0.00128903389185945,0.00647399885261625,0.00400794161157018,0.00102080057438676,0.00164930303894432
"11423-26",340,0,-0.7,0.6,0.1,0.0703234957972756,0.000480609062730271,0.0012767605198829,0.000162851685785053,0.00124075745168994,-0.00383362584492822,0.00543679624618118,-5.13086959924898e-05,0.00171943408620891
"11423-27",340,0,-0.7,0.6,0.1,0.0699612759431412,-0.00033367198119062,0.00121770474769281,-1.45369715783341e-05,0.00118178415729136,0.00367653388870798,0.00614928541497665,-0.000487342609886243,0.00153579187651805
"11423-28",340,0,-0.7,0.6,0.1,0.0700739275670834,-0.000258217832474838,0.00113811489909946,-0.000205286777432794,0.00115018196879756,0.00146440637286746,0.00287645689317644,-0.000571523808018046,0.00133240380673728
"11423-29",340,0,-0.7,0.6,0.1,0.0698170015282427,-0.000832193359561561,0.00130121566066133,-0.000806041687074169,0.00127335804264278,0.00159743275439579,0.00342911596078402,-0.00153095325008862,0.00173736635485475
"11423-30",340,0,-0.7,0.6,0.1,0.0699894522941462,0.00162453122091728,0.00130247590182494,0.00160338699333902,0.00127413997327655,0.00468655872616054,0.00397952844161987,0.00134204262942246,0.00165368852256757
"11423-31",340,0,-0.7,0.6,0.1,0.0698208941115873,0.00109920778630873,0.00114895982956178,0.000691504646507605,0.00113872106546982,-0.000848896578354474,0.00375579163501844,0.00129563103769154,0.00142429792840915
"11423-32",340,0,-0.7,0.6,0.1,0.069885754351645,0.000252079141422813,0.00109541315610521,0.000317390833435183,0.00109343038810737,0.00114747818569809,0.00324502942764427,0.000674876706484832,0.00142016009787884
"11423-33",340,0,-0.7,0.6,0.1,0.0700220560215003,0.000294993832752574,0.00139283861160716,0.000345235818697124,0.00134939005515185,0.00417983439200548,0.00328599998496128,-0.000537082705479103,0.0018559118278654
"11423-34",340,0,-0.7,0.6,0.1,0.0699896035331047,-0.000440763559314022,0.001275137440122,-0.000157549251625177,0.00125559606424762,0.0079324610087971,0.00308645351237809,0.000530496887738706,0.00174320764241827
"11423-35",340,0,-0.7,0.6,0.1,0.0704464413743503,0.000482347667009235,0.00122022376396445,1.54502134080465e-05,0.0012192234233344,0.00246120405165207,0.00474268061715289,0.00220804634289413,0.00147386855772478
"11423-36",340,0,-0.7,0.6,0.1,0.0703221838017749,0.000126374291098503,0.00116808406396143,8.70343328569203e-05,0.00113845039941201,0.00710395995253711,0.00303606805855252,-0.000234076671919039,0.00137983965547678
"11423-37",340,0,-0.7,0.6,0.1,0.0698918243758891,-0.000885459714940371,0.00136884495686119,-0.000867209310631262,0.00132088251765588,0.00170593535910566,0.00376848874655045,0.000328038408849975,0.00175374903053042
"11423-38",340,0,-0.7,0.6,0.1,0.0698759683558456,-3.15695061070288e-05,0.00117283752158985,-4.98925602883349e-05,0.00115188948026793,-0.00092724910740611,0.00300693175978708,0.000116675472210812,0.00139828521485098
"11423-39",340,0,-0.7,0.6,0.1,0.0700688326329243,-0.00143466417590532,0.00129674222649571,-0.00127382824676783,0.00124886256116962,-0.000763307917987767,0.00451803957875,-0.00111883170875706,0.00156693279499
"11423-40",340,0,-0.7,0.6,0.1,0.0697618875397324,-0.00128835424755239,0.00132784875320812,-0.00118829253163354,0.00131119424176034,0.00321707581822353,0.00453020411477055,-0.00290124777588082,0.00172152472960083
"11423-41",340,0,-0.7,0.6,0.1,0.0701260772769414,0.000695545757168731,0.00131459297230365,0.00108040256140773,0.00132018251103476,0.00164855193856711,0.00426547724031957,0.00279298556321618,0.00156183400616487
"11423-42",340,0,-0.7,0.6,0.1,0.0700079152733903,0.000726487545671065,0.00111542465008507,0.000592346700616708,0.00110049533939817,-0.00118281958953344,0.00311690094192614,0.00136757398085932,0.00131128708172714
"11423-43",340,0,-0.7,0.6,0.1,0.0700215683187131,0.000376724527816936,0.00130183155496417,0.000450831797848144,0.00125609687886556,0.0016320560801529,0.00392440327467689,0.00126949657144129,0.0019365004057646
"11423-44",340,0,-0.7,0.6,0.1,0.0699460740397016,-0.000575146855482523,0.00124880092623735,-0.000651844455092508,0.00123678688631145,-0.00888199337491606,0.00459032438815345,-0.00225992077029891,0.00159951717665379
"11423-45",340,0,-0.7,0.6,0.1,0.0700582569489878,-0.00132718343737961,0.00131583242296211,-0.00131474178415487,0.00127551726443929,-0.00132617130253838,0.00386921345149301,-0.00228736499583868,0.00171538102266146
"11423-46",340,0,-0.7,0.6,0.1,0.0703367551530185,-0.000493798977652562,0.00144671815338381,-0.000432548712597227,0.00142892732199658,0.000113058846901172,0.00553337379214777,-0.0020054971383213,0.00197212802255731
"11423-47",340,0,-0.7,0.6,0.1,0.0696297347685043,-0.00174958575170266,0.00149492548369659,-0.00213179680332192,0.0014613195787693,-0.000366429740445862,0.00645173732924992,-0.0018742387253215,0.00202061829804928
"11423-48",340,0,-0.7,0.6,0.1,0.0699799797918323,-0.000512757299939713,0.00127893249554587,-0.000673876348551091,0.00123953716212914,-0.00259630527525081,0.00551716161833407,-0.000428097775370624,0.00155429415184984
"11423-49",340,0,-0.7,0.6,0.1,0.0703026923019661,-0.00101106897749961,0.00130098866275595,-0.000830968665555026,0.00128556960602728,-0.00761717663048308,0.00407272402539486,-0.000893870650296312,0.00148653167570945
"11423-50",340,0,-0.7,0.6,0.1,0.0699425756737604,-0.000488096580308698,0.00140881285282765,-0.000896293898634338,0.00140114610268685,-0.00273379739383916,0.00525793313784945,-0.00167197677960016,0.00210568699065267
"11423-51",340,0,-0.7,0.6,0.1,0.0698293260235553,0.00101058745628197,0.00133014893438109,0.00097039986122133,0.00130819389149122,0.00461302403497303,0.00358214144896287,0.00171884297214158,0.00161067329080824
"11423-52",340,0,-0.7,0.6,0.1,0.0700919929001656,-0.0011425371343808,0.00134846116220549,-0.000927199028589009,0.00128613281863317,-0.00799993623627482,0.00569919505466853,0.000167323140889625,0.00141411646004199
"11423-53",340,0,-0.7,0.6,0.1,0.070047356319394,0.000568210949133022,0.00107980702565094,0.000606207985031375,0.00105564501395612,-0.00487781440955879,0.00351959241911316,0.000159779320475425,0.00121460385908996
"11423-54",340,0,-0.7,0.6,0.1,0.0697928852210342,-0.000591569118311246,0.00140661931867324,-0.00068909035516033,0.00141052438075178,-0.0026238384314788,0.00369653873502335,0.000146646570827363,0.00199927066893245
"11423-55",340,0,-0.7,0.6,0.1,0.069591803703098,-0.00188882307521701,0.00140148798724564,-0.00167392733519433,0.0013750102053911,-0.00479272996890901,0.00429857097394983,-0.00250364663459838,0.00175239678652795
"11423-56",340,0,-0.7,0.6,0.1,0.0697067412112433,0.000128133063854328,0.00132278671407836,3.42462575261061e-05,0.00130890439400439,0.00666757185880562,0.00568178144712589,0.00265834887888204,0.00170299395191559
"11423-57",340,0,-0.7,0.6,0.1,0.0701862840832293,-0.0012341416464211,0.00133445851473536,-0.00077639863618633,0.00129586234498913,-0.00207073026202681,0.00451654772726612,-0.00170838697941267,0.00175024967997806
"11423-58",340,0,-0.7,0.6,0.1,0.0699604858498997,-0.00126933055182837,0.00136568782510137,-0.00124185285278277,0.00132233071543151,-0.0050962208069169,0.0039451498997404,-0.00134689358384306,0.00164032792413393
"11423-59",340,0,-0.7,0.6,0.1,0.0700182827025585,0.000939937130651543,0.00142588436734766,0.000421707463851308,0.00141669952097115,0.00626942831524661,0.00443762828180887,0.00131900457167576,0.00183691904438481
