"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11427-1",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.0977873086770688,-0.0540080655327174,0.00127552963467974,-0.0510713132017437,0.00123202337792436,-0.0583803522771889,0.00401509834783238,-0.0573341710532244,0.00236072561139694
"11427-2",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.0981815592437937,-0.0482813185091951,0.00130114993916097,-0.0463863579789325,0.00126534660122489,-0.0423845845538402,0.00475600049878154,-0.0494539180295371,0.00246936402018848
"11427-3",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.0975885451332594,-0.0531425892627506,0.00128737192782507,-0.0499150511641173,0.0012484375946207,-0.056851008353202,0.00406260996469454,-0.0503147796592525,0.00238756538152207
"11427-4",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.0967252513704245,-0.0502492701814331,0.00116853965275204,-0.0480289202065467,0.00113603299831469,-0.0547016572040095,0.00383743886488702,-0.0524262883315993,0.00229338037279911
"11427-5",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.0979325742235582,-0.0513012956637389,0.00128278174769487,-0.0489453970295055,0.00123896435959444,-0.0444099746112328,0.0054756700548289,-0.050552215917927,0.00387188393920088
"11427-6",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.098289088635908,-0.053010863365593,0.00126975885794,-0.0497927512811736,0.00122333141311273,-0.0492991520769235,0.00567787994705528,-0.0538624902067463,0.00305362569745877
"11427-7",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.0958433100787429,-0.0530188588553943,0.0011283470736281,-0.0515391072253404,0.00110373533741883,-0.0561272942069239,0.00334532555155108,-0.053254010151909,0.00252125921267539
"11427-8",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.0977474805972056,-0.0524119684007192,0.00125046932202264,-0.0479417390470179,0.00117305146315496,-0.0501719817401211,0.00324621356894877,-0.0516344304411943,0.002045182019934
"11427-9",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.0975017424166708,-0.0522845847222541,0.00122452408265466,-0.049009408261188,0.00117412687526048,-0.0517566036222185,0.00358571841190925,-0.0520801966463355,0.00271823694501649
"11427-10",340,-2.20727491318972,-0.0512932943875506,-0.7,0.6,0.1,0.0983864273513287,-0.0513158278584874,0.00116948227706951,-0.0489392144610062,0.00113571878968307,-0.0531574160897769,0.00380123922337145,-0.050000226795238,0.00264853674260029
