"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11424-1",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.405730291666826,0.0484628467187292,0.000430129023800581,0.0471577750671818,0.00042559645770549,0.0479622764793418,0.00135933270979073,0.0485796385739189,0.0012832087352088
"11424-2",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.40011398742945,0.0484099305942051,0.000479433096497046,0.0469672738910066,0.000475767813928016,0.0493109307878763,0.0014674123978606,0.0473312020000207,0.0014185277785635
"11424-3",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.399829332620967,0.0488514853209285,0.00046866519213674,0.0486441488065996,0.000474198730728693,0.0472983849255675,0.00132372666656416,0.0477012859263951,0.00122072895570489
"11424-4",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.401147257280947,0.0487687616518221,0.000489118506959856,0.0473512509839973,0.000484536820055688,0.0509949534980282,0.00138860840667202,0.0500249576672279,0.001173694934766
"11424-5",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.395558271936092,0.0482439078032834,0.000515588427893069,0.0467093426857005,0.000509235100275051,0.0485656323842432,0.00142411935112707,0.0485368708538995,0.0013405371860578
"11424-6",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.394581766715715,0.0487348135662464,0.000501470446723447,0.0471161476104628,0.000496724449958434,0.0493432072592585,0.00136092373412296,0.0477662721499567,0.00174924945343015
"11424-7",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.399490640242886,0.049911909662034,0.000481073893233259,0.0469486716956135,0.000460928925537667,0.0490334410325297,0.0019256584281781,0.0494998099070612,0.00177884266218568
"11424-8",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.40018674133861,0.0494339371579642,0.000483221245124408,0.047734734799578,0.000476236457040357,0.0482841932006184,0.00154977683495194,0.0479416031476408,0.00178329804390978
"11424-9",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.397851943768812,0.0474303358857205,0.000538550550142353,0.0459368134429244,0.000532091382500907,0.0477392006077677,0.00147488450214495,0.0473187314977334,0.00173322508432292
"11424-10",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.402048586729061,0.0492110182471616,0.000467521307434229,0.0476285885286328,0.000459453859731029,0.049600078681309,0.00128098056960581,0.0492189846578759,0.000932154445015374
"11424-11",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400227346316145,0.0483817148689272,0.000485220130250485,0.0467852723904434,0.00047854806779947,0.0510834098703982,0.00142649098063522,0.0489976179122334,0.00232244142793125
"11424-12",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.399793245140237,0.0492249789291919,0.00044912512217592,0.0478250464955693,0.000441710300059477,0.0492085038997106,0.00123673811258677,0.0492019234369051,0.00156838476039478
"11424-13",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.396204467729898,0.0477924799251139,0.000504726419584461,0.0466762235516691,0.000504931112355479,0.0503970902209543,0.00145114220695499,0.049255652304274,0.00148488723377096
"11424-14",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400323861059215,0.0488881426345433,0.000457183700515714,0.0470674341275266,0.000446947195169904,0.04698925081952,0.00162200871644178,0.0475140239195755,0.00154399297084636
"11424-15",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398002131948513,0.049606845236614,0.000476862914432944,0.0472957706832635,0.000463271018131735,0.0479090977933838,0.00214180924790701,0.0484881651050618,0.0025124370015987
"11424-16",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.401928780229733,0.0482850180605878,0.000448155749174023,0.0474900956329297,0.000447272690876063,0.0482326218127857,0.0011634013021792,0.0488064411664379,0.00163153323099583
"11424-17",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.397582249329279,0.0491064055456104,0.000456377390559786,0.0484681692660842,0.000456856504544822,0.048510970976459,0.00135044114339073,0.0478404709713488,0.00225531899304311
"11424-18",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.399434774874827,0.0493808812536017,0.000454206358714586,0.0482207557265014,0.000451061369189161,0.0497996090955393,0.00175668894159755,0.0493444386998023,0.00215302081202877
"11424-19",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400157754566595,0.0491270990419586,0.000476599614222123,0.0477028386033181,0.000473155091654423,0.0511618441918248,0.00170718161222715,0.0489852167356716,0.00165724251040702
"11424-20",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.402204015320769,0.0485776489140624,0.000432201949513014,0.0471486551847051,0.000424622000352814,0.0489196804412187,0.00136806548421608,0.0502731088365536,0.00134457990698445
"11424-21",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.397294497669866,0.0485990625306891,0.000496582899349167,0.0468345567997004,0.000486758064555737,0.0526803141746395,0.00234286672068564,0.0522313272197475,0.00180296302724473
"11424-22",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.395265392144516,0.0480332820483804,0.000519840056522384,0.0456707368059308,0.000506148963132622,0.0467581740793318,0.00226466743224597,0.0466581582437662,0.00149979418586432
"11424-23",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398449264849212,0.0491823720638597,0.000487482367744895,0.0470937648557139,0.000475154639158447,0.046085592308622,0.00197129962106101,0.0508794702130693,0.00292217094917369
"11424-24",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.397429847445888,0.0482083916735083,0.000493727187486771,0.0465944842314616,0.000487604403186684,0.0453350700021641,0.00209545425895272,0.0458378565885384,0.00151933710418911
"11424-25",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.396000183781359,0.0484794551266401,0.00050888781342816,0.046702646704753,0.00050170335782307,0.044850924796319,0.00168570544289699,0.0469141079553148,0.00222437903348041
"11424-26",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400989665269738,0.0488894673620935,0.000378925898568648,0.047887377766522,0.000377309663630857,0.0491782439712007,0.00135172315840498,0.0488680988132913,0.00225826819519989
"11424-27",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.399490888258291,0.0485102648073687,0.000490230041186839,0.047202626582559,0.000489862983379458,0.0496972638569071,0.00167096769610359,0.0457655448459301,0.00130833173870816
"11424-28",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398983932106486,0.0490346491029306,0.000479003216835494,0.0469497585773683,0.000467745625895591,0.0498455422160203,0.0016439686271368,0.0498169933184341,0.00183533267900047
"11424-29",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.39503113401852,0.0484982960275275,0.00048162837062512,0.0465368933341155,0.000471342914671639,0.0455258943519446,0.0025666826294019,0.0464214268240974,0.00255742159031611
"11424-30",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.401130833118726,0.0484483923246411,0.000429580456730153,0.0464072943963781,0.000418219316944061,0.0463750902748057,0.00175529708901491,0.0484475275329771,0.00203292487860253
"11424-31",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.395103656374082,0.0491017964088341,0.000533219477822722,0.0482880315410383,0.000535418866284742,0.0505432969336655,0.00162459880276604,0.0497044093948754,0.00124358985884739
"11424-32",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.403955628361398,0.0485991779575212,0.000400977486190393,0.0476154991486076,0.000399593580461743,0.0480677899528776,0.00175108643080865,0.0471162555583515,0.00171811327821116
"11424-33",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.403536898606901,0.0489137230462082,0.000413911164303967,0.0479962812028749,0.000412553436113427,0.0484408330233917,0.00108343502625383,0.0498795844187055,0.00119989781916646
"11424-34",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.399090121849908,0.0492547850015843,0.000403320033528683,0.0478910570303673,0.000396499592285484,0.0499870068741443,0.00161573602150108,0.0507507675607676,0.00203385446174831
"11424-35",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.39850353039923,0.0489940663443537,0.000527097287329218,0.0471422017309813,0.000518698232276259,0.0455406924587057,0.002409851448073,0.0485630247535811,0.00242234637921532
"11424-36",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.401517053653332,0.0488587383754228,0.000456363070739186,0.0473838445870904,0.00044916774250422,0.0478638391915525,0.00187879940217706,0.0504232932526779,0.00185170927962292
"11424-37",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.401125005639768,0.0473966354583539,0.000457626929084892,0.04599520895573,0.000452564317489947,0.0456363424416739,0.00130165634835679,0.0453799441530703,0.0016179008052281
"11424-38",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.397631010255139,0.0484410095103409,0.00050105970049639,0.0463792105278453,0.000488829772794302,0.0486693897925081,0.00159289063261757,0.0472652710254,0.00151164530570145
"11424-39",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.39637822327111,0.0496244879019424,0.000467005252077834,0.047631967189295,0.000456860080629151,0.0496481953451132,0.0010886985978188,0.0488022079996453,0.00224494836806727
"11424-40",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398977516168989,0.0495593703028967,0.000483078077289898,0.04682441915742,0.000463709104202381,0.0478605159973112,0.00141362070228072,0.0485114354414349,0.00170099417238076
"11424-41",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.403909573708103,0.0484433126944648,0.000399152811043174,0.0473097531721852,0.000395378175739281,0.0476315030717429,0.00155570496420523,0.048578843910272,0.00220760894279478
"11424-42",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.393330905797054,0.0489208711986553,0.000552808612094129,0.0475084784520501,0.000552361277375907,0.0493342463523633,0.00124828487153036,0.0473524753353794,0.00228408443641424
"11424-43",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.401960296238777,0.0494913567352976,0.000484055299371748,0.0482621477818318,0.000480455842086085,0.0477642648973797,0.00187798382566418,0.0490378188059111,0.0016238387171817
"11424-44",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400141865084456,0.0493030164235877,0.000465325455803655,0.0484496005972965,0.000464811494880604,0.0488787683540042,0.00173905987976246,0.0497079226673784,0.00171290843430709
"11424-45",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.395917578473862,0.0495797692287333,0.000505326262273598,0.0478096154722548,0.000498569710160934,0.0527429632884297,0.00186756843198836,0.0515726703111301,0.00219337655182213
"11424-46",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400452160459957,0.0484774144300785,0.000407537658869931,0.0472597836465194,0.000404904685669504,0.0490350296412514,0.00174138676618618,0.0485249579246527,0.00114497120388241
"11424-47",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.397062567242517,0.0485173321530597,0.000492983417500564,0.0466853783873356,0.000485585079857258,0.0503334937075053,0.0017082248951432,0.0487678108178421,0.0017184014360314
"11424-48",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.403886543696725,0.0481435251594043,0.00043514081546988,0.0476667900835261,0.00043856455820636,0.0500297617504624,0.00172044464182645,0.04993282658662,0.00123659830399613
"11424-49",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.402630033538411,0.0489225995145373,0.000383464701822288,0.0474930856674621,0.000378348212362565,0.0487402027996681,0.00218148234588236,0.05096568363363,0.00153834316043659
"11424-50",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.402761664128767,0.0492961939666926,0.000455681215967926,0.0479021029315609,0.000450330055960186,0.0487184567399115,0.00219928690396175,0.0487515203639862,0.00240836696320467
"11424-51",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.396114385084196,0.048576212838267,0.000495951814456543,0.0473329471845768,0.00049326458473755,0.0482262617016032,0.00189910775734238,0.0488237895866972,0.00182272354684433
"11424-52",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400499769872999,0.0491575436634033,0.0004489808978439,0.047071059243227,0.000436235087673766,0.0486628681412161,0.0016427712998161,0.0497855027649149,0.00146364622870922
"11424-53",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.401572403300546,0.0483656875207469,0.000457593952248001,0.0475921653620209,0.0004583023449702,0.051228831678741,0.00160967932376772,0.0484553909570596,0.00158319073999178
"11424-54",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.394494308268866,0.048302216290875,0.000528656705555052,0.0461264654187978,0.000515608889770913,0.0482965516233581,0.00206556513300821,0.047238798903601,0.00184346877755819
"11424-55",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.39430595386032,0.0488922414226315,0.000461414379581373,0.0484485207751406,0.000464004542894407,0.0479587791998655,0.00131590272531209,0.0475601516133964,0.00140088293634389
"11424-56",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400158698272121,0.0490230667065899,0.000438564296777604,0.0462317160320024,0.000420937409030866,0.0466657009931341,0.00200804570739783,0.0484309854368493,0.00199235416091305
"11424-57",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.393655629208512,0.0481146215057395,0.000546784741520048,0.0464795358391634,0.000538998997733739,0.0461667698865452,0.00163610029090246,0.0458256045817688,0.0015270319220587
"11424-58",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398986040451119,0.0487400058192085,0.000441862160027934,0.0471305142797649,0.000437294652281081,0.0493436303934521,0.00181543101334605,0.0516963835596243,0.00198783032221291
"11424-59",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398092714110808,0.0483997878387286,0.000465545289234867,0.0461535516210637,0.000451706256226919,0.0454152955964954,0.00239773779333749,0.0487801962205864,0.00168300540419046
"11424-60",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400025549833975,0.0481955913223046,0.000400373435954153,0.0469087751238702,0.000395890681756687,0.0493134474682321,0.00128093970032918,0.0468729479886948,0.00113846836364537
"11424-61",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400082915929529,0.0492484106105381,0.000431453125839378,0.0481266163446196,0.000428397369106047,0.0522813979929508,0.00128788118363735,0.049431550404473,0.00155601627802316
"11424-62",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.394371065190247,0.0485000724077677,0.000516026397688316,0.0478689603983821,0.000521726154956223,0.0505946761434604,0.00174409989491555,0.0470522839661483,0.00121631628695161
"11424-63",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.394669259071077,0.0487512004897199,0.000495648759467171,0.0469606593249605,0.000488640829809935,0.0483209933330261,0.00103048794483313,0.0483163765034487,0.00179942697116886
"11424-64",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398258485255691,0.0484839567961472,0.000479843225580965,0.0474203834458461,0.000478904379561108,0.0515714963454266,0.00152909773064378,0.0505438505764682,0.00166722789260261
"11424-65",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400087611785611,0.0483460027593024,0.000420390712871667,0.0469911453678159,0.000415914180681596,0.0498997323274274,0.00174052066086829,0.0508510920871471,0.00152826079726136
"11424-66",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.395813753434438,0.0490022266832462,0.000488409185853236,0.0467870573105849,0.000475372381369952,0.0499892444524348,0.00227749148985481,0.05044073386379,0.00226169341715384
"11424-67",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.396637051774004,0.0486625371632884,0.000513303852953342,0.046605738953229,0.000502127229113075,0.0489431773640537,0.0017984133351314,0.0455707635185908,0.00122449403834934
"11424-68",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.395840710313692,0.0477702137979361,0.000542823603034399,0.0462306858196141,0.000537575244612929,0.0493002046631093,0.00220606832855222,0.0489157906486497,0.00144554028288504
"11424-69",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.396583143816826,0.0497532700623392,0.000456554897512333,0.0484824772939348,0.000452203076120327,0.0503523035319695,0.0015063217216628,0.0502543116570057,0.00165168433197794
"11424-70",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.40227482574563,0.0487346814168481,0.000400288323549323,0.0469474388578422,0.000391890664870186,0.0498364483343665,0.00142456640374656,0.0492055404494479,0.00153702159359566
"11424-71",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.395962812846153,0.0494332297296761,0.00051561186395786,0.046957356478185,0.000496674990196685,0.0526909166047203,0.00185732020691393,0.052285979330646,0.00174871201808703
"11424-72",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398248811181779,0.0496374533054476,0.000424568653114999,0.0479936562020318,0.000416601602356144,0.0518171991973041,0.00213205960482784,0.0508136908147367,0.00146730972661462
"11424-73",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.402771134279794,0.0487311999511637,0.000369158148316631,0.0477706314913164,0.000368481897522827,0.0502776404775596,0.0011374083914049,0.0491559480618792,0.00155717276779868
"11424-74",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.39936520360484,0.0487587877040454,0.000465797401860114,0.0470768444668256,0.000459607362408883,0.0488401751475703,0.00146971695158146,0.0487752200435749,0.00141059682953545
"11424-75",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398252201504624,0.0490485953493512,0.000487216579120081,0.0473994401544136,0.000479792584644697,0.050748539595167,0.00220908322652862,0.049749321045549,0.00193951972003466
"11424-76",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.397127647309914,0.0477535698412912,0.000481571046466312,0.0462525628769195,0.000475347117334668,0.047602210261009,0.00126199048909619,0.048042286299032,0.00153573912837142
"11424-77",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.398145603537027,0.0494584372477491,0.000490002449705941,0.0475424610473806,0.000478675392178083,0.0503919118512282,0.00154905224948398,0.0506555754170701,0.00185813282344576
"11424-78",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.400504316130758,0.0499884719212004,0.000473953572494233,0.0485499258080421,0.000469627608342107,0.0502168160517284,0.00263108949374206,0.0514799895501045,0.00211966835028172
"11424-79",340,-1.04982212449868,0.048790164169432,-0.7,0.6,0.1,0.402955547906594,0.048407967004859,0.000484062384327764,0.0460076533794435,0.000469318943977775,0.0501283950183529,0.0019343749344799,0.0497956417074269,0.00228963345038127
