"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11425-1",340,-2.20727491318972,0,-0.7,0.6,0.1,0.11027172783834,0.00143790219247334,0.00098770098011896,0.00124056546761766,0.0010033820060898,-0.00117767072722757,0.00318857598742088,0.00142667026246621,0.00121950570404258
"11425-2",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110339359456987,2.92969162482732e-05,0.000875718832229579,1.72716851286147e-05,0.00085713268451286,-0.000148630492290178,0.00285344908419336,3.55584322433208e-06,0.000943729258367776
"11425-3",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109830308268946,-0.000990411864728187,0.00101090934530472,-0.000814275285682953,0.000991599261761875,-0.000351058615792534,0.00250685118418497,6.23134553314457e-05,0.00118411076626599
"11425-4",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110080051832911,-0.000534966406335088,0.000995179672101701,-0.000385476056926468,0.000987157694048642,-0.00601369459312956,0.00412715546779143,-0.000884703580875313,0.00131314536122748
"11425-5",340,-2.20727491318972,0,-0.7,0.6,0.1,0.10989475168773,0.00150936051457922,0.00106569452786603,0.00151694177345001,0.00103851119718162,-0.00226991165057015,0.00468306810524394,0.00205495959594618,0.0012487300432127
"11425-6",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109941883716656,-0.000714936175116689,0.00104513561796543,-0.000520178279313244,0.00104116623183433,0.00428923430571631,0.00446483717218912,-0.00121101191942637,0.00130032129385942
"11425-7",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110164500909581,-0.000151968252476403,0.000995758855463051,-5.13306559670323e-05,0.000974971680112116,0.00574306866874883,0.00426779261525876,-0.00062034954193889,0.0011446294084661
"11425-8",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110153360973395,-0.000267560137844306,0.000889579602180901,-0.000393576233180079,0.000874891880713916,-0.000636124968278401,0.00265470483194883,-0.000182342810380994,0.00103879622002178
"11425-9",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110382959648651,-0.000462201037166968,0.00110848770786793,-0.000480154391381185,0.00108178470844426,0.000812827891312237,0.00428407908686939,-0.000770863224991052,0.00175740665129207
"11425-10",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110150171767425,-1.25436078974026e-05,0.000963197679457027,0.000177372254424785,0.000933197665926321,6.87837092487732e-05,0.00273435131269942,0.000360387086940488,0.0011998217324674
"11425-11",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109771434487616,0.00123206462225339,0.000979762770320975,0.00107539081405751,0.000980203453830205,-0.00202470614325766,0.00365261808924552,0.00116049898222326,0.00121940600418023
"11425-12",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109931675123943,0.000304240737844627,0.00108116007960038,0.000220622430256619,0.00105173162218668,-0.00148708174136446,0.0033006176167416,0.000224922421905633,0.00138474728502139
"11425-13",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109645667660986,1.92301823901817e-05,0.00105128865017575,0.000211553785372179,0.00101848222620887,-0.00288164583628727,0.00396018534996106,9.21478829425925e-05,0.00148430352378837
"11425-14",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110502041969247,0.00111126162089897,0.00102697750601885,0.000826556198323638,0.00100224256060248,0.00606513230718679,0.0051618722657174,0.000710180273167693,0.00133554994847542
"11425-15",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110096327003409,-0.00117127238701088,0.000984385801579459,-0.000963930703676851,0.000961972996209034,0.00574856649819526,0.00369107211137413,-0.00131534036838827,0.00122970666536396
"11425-16",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109982824432903,-0.000198535315660147,0.00101205940631569,2.98937549443771e-07,0.000993691927507229,-0.000277260382087612,0.00426953311006699,-0.000935232531810774,0.00141906559328295
"11425-17",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109649202757448,0.00149670703477343,0.00103976313218533,0.00138727381558392,0.00102347962474269,0.000545517350599348,0.00283879868971504,0.00195592833693389,0.00114245092929396
"11425-18",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109782891946795,-0.00014215244165303,0.00102559014632225,-0.00010417616830527,0.00101660516796349,0.000962329134762502,0.00296991486152776,0.00114479774300893,0.00128525293613842
"11425-19",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109797615523989,-0.000188324786430344,0.000917686035426007,-0.000378095550988289,0.000907086528816469,0.00487793919647588,0.00265710752027623,-0.000793787651753517,0.00111497719250721
"11425-20",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109419823734922,0.000508655835117329,0.000890433031474554,0.000401109366415571,0.000860953183556615,0.00291082325326193,0.00173271834447103,0.000552469595393025,0.00111312655946832
"11425-21",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110662507448842,0.000328368681010183,0.00113769198352376,0.000353245340024175,0.00110897145142061,-0.00537214396463857,0.00497228979695293,0.000496848814097229,0.00145605249337224
"11425-22",340,-2.20727491318972,0,-0.7,0.6,0.1,0.10981108124722,0.00268066833965342,0.00121415273514964,0.00230580585158955,0.00118010683756147,0.0152799675204029,0.00534332406200739,0.00362732917002247,0.0018244702053221
"11425-23",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110130669345892,0.00157115116742866,0.00113187164657572,0.00168790808214329,0.00110387817637438,0.00743093215776537,0.00327593595868562,0.00342728130944854,0.00173914942865324
"11425-24",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109665729370808,-0.000931056919599854,0.000885478206198782,-0.00114839911742467,0.000873682382247582,-0.000498013506097311,0.00447272388862016,-0.000345080126443907,0.00107695583829286
"11425-25",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109858654979357,0.00130119815623328,0.00104032611778366,0.00117237580758377,0.00101446829724507,0.0040051707943653,0.00325474369986394,0.00163285068514647,0.00150924219470134
"11425-26",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109963648834405,0.000329235516517591,0.000931546218401166,0.000270136406498855,0.000909124662088485,-0.000262305782800971,0.00351761663065389,-0.000254842534439522,0.00110058523663286
"11425-27",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110457475308105,6.35841530086333e-05,0.00119647347527817,0.000250724186773895,0.00113576909359537,0.00571864620019077,0.00334252274046861,-0.00140471188645546,0.00123316323878238
"11425-28",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110439426457071,-0.00233117195533787,0.00100799305494729,-0.0024471561954124,0.00101006434624161,-0.000850609813582281,0.00248863869306731,-0.00344333419041676,0.00120806780436045
"11425-29",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110421418798287,-0.00140960170490567,0.000949788572397153,-0.00146058811380395,0.000937547375556741,-0.00124006323012119,0.00306367597095813,-0.00160702986846572,0.00115716246203586
"11425-30",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109898222350812,0.00100621590790969,0.00102222758968878,0.000978728619178812,0.000996431940072171,-0.00013438171197167,0.00333424102952736,-6.65927493952184e-05,0.00135308993890196
"11425-31",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109937948033399,0.00205236215376724,0.00107943485890915,0.00219199128183495,0.00105893744670965,0.00173964448025567,0.0030502997608979,0.00168285298074408,0.00148286202342682
"11425-32",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109717997515526,0.000978320870796082,0.000987824765147399,0.000926263312856765,0.000959413448851657,0.00184945374484096,0.00353599574918993,0.00081157821354877,0.00134760355802589
"11425-33",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109872281699401,-0.000141472539943779,0.00106849010943015,-0.000171441145666505,0.00104329053228866,-0.00101844674771116,0.00261129040563114,0.000388656203290325,0.00123511974369156
"11425-34",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110138649138025,-0.00158053144945091,0.00102197013862205,-0.00135801902481349,0.00101082707984719,-0.00251573890052775,0.0029052249501222,-0.00160913636964548,0.00134771006338285
"11425-35",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110134196211869,5.24073304382156e-05,0.0010143469131468,0.000184782704469455,0.000994510481450392,-0.000422044307308757,0.00484457984721703,-0.00038333804917535,0.00123190161263151
"11425-36",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109926820823414,0.000443997163578673,0.000904033071574586,0.000521460716023591,0.000891800442893948,0.00144798223115173,0.00283729732913586,0.000889953845294173,0.00111229995137846
"11425-37",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109977322096313,-0.000294469435741832,0.00091531094634275,-0.000112123408351434,0.00089564859692179,0.00219300749592023,0.00303314196244008,-0.000145891770869603,0.00104178738476772
"11425-38",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109725805669752,-0.00148038941250634,0.00106785418034005,-0.00111593127084696,0.0010353692020303,-0.000816070735671982,0.00286728102428265,-0.00180167634001809,0.00128486402387089
"11425-39",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110339839688806,-0.00121695866368726,0.00102802748716109,-0.0010746064452955,0.00100129203698047,0.00018823134064214,0.00348188884193687,-0.000397690259799049,0.00119073817400814
"11425-40",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110436259002569,0.00143795839010648,0.00112782860459865,0.0015580475495198,0.00111558774432851,0.0084148887734229,0.0058853566224966,0.00154338847831606,0.00194638568364511
"11425-41",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110225198139538,-0.00115797320339249,0.000923811107110556,-0.000970387431873073,0.0009011486018261,-0.00307505573801093,0.00336947293623502,-0.00128844557750811,0.00108654787890125
"11425-42",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110177541128367,0.000208584833923596,0.00105106579515975,0.000418012935110754,0.00104102833971365,0.00374644048374846,0.00289934058270427,-0.000403938920273939,0.00140640939395142
"11425-43",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110087317312316,-0.000259130710513995,0.000942313357869039,-0.00039995663956209,0.000927609708575113,-0.00205779315897094,0.00326536241486438,-0.000319571478557766,0.0011312382783216
"11425-44",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109808609798087,-0.000412541812636245,0.00108929173647039,-3.50813921261748e-05,0.00105245827682708,-0.00409017452133467,0.00306390256550742,-0.000390024552597165,0.00139957829582671
"11425-45",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110178085409479,0.000120291755356038,0.00105698993211131,3.46638012349468e-06,0.00104925799022973,0.00218094169468022,0.00421088148036117,-0.000577548275511459,0.00169774010487726
"11425-46",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110078078539263,0.00173117823930073,0.00110991290354354,0.00175088838433339,0.00108243251725762,-0.00136103258060428,0.0041029585751084,0.00204049552566458,0.00160122953677769
"11425-47",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110057256491047,-7.45875880585924e-05,0.00101006849917544,-0.000129372892937785,0.000973174372021742,-0.00277891945688,0.00364050194186998,-0.000542776901557934,0.00146420975998306
"11425-48",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110514105734227,0.000654513981388281,0.000988084080832791,0.000604564185821165,0.000983309329207783,0.00334145031160466,0.00608910258899857,0.00115390604440285,0.00153492632825644
"11425-49",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110387943122801,0.000395190689882127,0.000923433086168406,0.000436273228734901,0.000910845988327427,0.00630311688524937,0.00348703926251656,0.000607802169999737,0.00109748010903103
"11425-50",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109857733165156,0.000127507832996027,0.00100722474194025,-0.000122801942373873,0.000982711303036789,0.00153717501431358,0.00404982147286932,0.000358746410461547,0.00150802223004404
"11425-51",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109998657381326,0.000286493916788585,0.00108720765763062,0.000130018543003151,0.0010800452111852,0.000165731970202035,0.00291736167701537,-0.000124804008250336,0.0015339127996632
"11425-52",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109959840881492,-0.000919541980635028,0.000940809376585763,-0.00091679796969558,0.000932862021125938,-0.000694877558217577,0.00307552906892677,-0.000970371604002266,0.00108490810651655
"11425-53",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110224959674446,0.00176301551708745,0.00105371307201371,0.00173062614537704,0.00101539478024671,0.00174777798223443,0.00326080293208833,0.000835696935463684,0.00150341465214647
"11425-54",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109904606369174,0.000193174932069662,0.00108241916491455,0.000285049040820298,0.0010862853090915,0.0105814827437696,0.00500251090332924,-0.000260360915757954,0.00162978251590777
"11425-55",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110106155317537,-0.000529496569313376,0.00105431220389167,-0.000379835497439532,0.00101942061224463,0.00282898108249182,0.00280381236774989,6.63738808539648e-05,0.00128044965353846
"11425-56",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110194736682917,-0.00038195363382362,0.00100982516786333,-0.000242266559011945,0.000999823149014445,-0.00154817415566753,0.00412792917285565,-0.00011445189652999,0.00144792949528779
"11425-57",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110255473693352,-0.000270070294382039,0.00103342164088793,-0.000240462157064285,0.00101236478741465,0.00247175086527708,0.00344609002818493,1.40105366545342e-06,0.00147975485116227
"11425-58",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109845936342846,-0.000439306246991198,0.000907304929831832,-0.000288410092126382,0.000896336919097055,-0.000207514021355503,0.0019141058440333,-0.000733247677212136,0.00111070492858969
"11425-59",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110214698058608,0.000723067148935815,0.00107378705000438,0.00065747796507719,0.00105727545548093,0.00667013980670137,0.00444195392320328,0.000763546573511832,0.00133248313144199
"11425-60",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109866489988086,0.000771592251967164,0.000947866338506355,0.000552211810536226,0.00092699760482635,-0.00120083895674533,0.00307356361654955,0.00101492327390536,0.00110805502684344
"11425-61",340,-2.20727491318972,0,-0.7,0.6,0.1,0.10963864477536,0.00139260274701444,0.00101735387918013,0.00113714020273852,0.000985074950585667,-0.000609833843318261,0.00286462136062721,0.00229001893164989,0.00137313325699045
"11425-62",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109993264624993,0.000638117516445497,0.000960132874807719,0.000557352589053095,0.000940818671642076,0.00140048788889408,0.00251750073999645,0.00109182300482984,0.00109452485896825
"11425-63",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110365017526109,0.00163188748911082,0.00112354488251549,0.00164477796353195,0.00109602137957264,0.00362896086859924,0.00420583253959665,0.00146320477630874,0.00169007437782885
"11425-64",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110379455910004,-0.00242897585293697,0.00115938041197168,-0.00235081043303594,0.00116197811603607,-0.0036831139640005,0.0028628073044911,-0.000415659261587416,0.0013400780087683
"11425-65",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110222615326167,-0.000419180926241208,0.000994072977577783,-0.000442201850019853,0.000964124857595109,-0.00314098720002503,0.0025356337598081,-4.45263854955286e-05,0.00133400112291112
"11425-66",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110129547727305,0.000597746308434795,0.00103049394803353,0.000665790306358818,0.00102620499359978,0.00604011009315141,0.00370986118995234,0.000603331922878343,0.00130360362441478
"11425-67",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109260613913451,-0.00122791847929881,0.000996719474648198,-0.00116768884140888,0.000977684162106286,-0.00278810508903185,0.00377687495461274,-0.000198571669743644,0.00122568084316958
"11425-68",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109895382734902,0.00174003531755756,0.000979251631629485,0.00194638765003016,0.000961403272515447,-0.000865812564627285,0.0045068429365758,0.00221012500489036,0.0012590319854222
"11425-69",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109648091935991,-0.000573093720918751,0.000883666220397929,-0.000622556309723531,0.000857885230444445,0.0024555852008899,0.00244365594563633,-0.000870309428458276,0.00100954555961321
"11425-70",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110070332923483,0.00011583458254569,0.000883087712785757,0.000207601750405467,0.000857541301387931,0.000214168336419607,0.00363369887120728,-0.000274039763127019,0.00121622443864961
"11425-71",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110190141749595,-0.000281503378084897,0.000967955277502385,-0.000394988616193765,0.000943167212913421,0.00394748282859705,0.0035794869533498,0.000279343884528545,0.00123015862748952
"11425-72",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109386711111151,-0.000740135082916671,0.00100145258117531,-0.000670833093019584,0.000976487843567091,0.000201754432400536,0.00368751080607223,-0.00068379534028132,0.00121503491534621
"11425-73",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109762901731982,0.00125391793444932,0.000897918001989454,0.00138128723911856,0.000880034695652716,-0.00118743155301501,0.0053715503146621,0.000748651820611239,0.00109572734188758
"11425-74",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110124497852885,-0.00120390093290534,0.00110430891974503,-0.001200759300323,0.0010922484758282,-0.000539099328137854,0.00468719290202771,-0.00132242163965762,0.00159152954550513
"11425-75",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109909486350633,-9.71251863903721e-06,0.00107940569910835,-7.30098236472329e-05,0.00105712422156011,0.00132420893591265,0.00252901509629829,-0.000280785105180764,0.00151778845771991
"11425-76",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109780145707809,0.0014620041011128,0.00109383021732931,0.00109430792907097,0.00105076705971567,0.00125763980670196,0.00390041204322011,0.00085223477687212,0.00147466453074214
"11425-77",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109982302731314,0.00184353080260469,0.00106557182240845,0.00175062245109884,0.00103950250742878,-0.000695320737466592,0.00313029436690559,0.00124304132758196,0.00121930967096287
"11425-78",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110028837571902,-9.58812727841971e-05,0.00116240567811245,-0.000267207905098722,0.00112812704494417,-0.00144956088402677,0.00508876617739032,-0.000631253070148634,0.00171125667367848
"11425-79",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110016688446273,-0.00137795642821263,0.00105096262072265,-0.00136625206909935,0.0010307716887578,0.00136933779185769,0.00334522140007436,-0.00129343009485925,0.00142840183756213
"11425-80",340,-2.20727491318972,0,-0.7,0.6,0.1,0.1101176409415,0.000277294691863662,0.00106157048873507,0.000269908633999624,0.00104062861170741,-0.00466108642805184,0.00363846158200799,0.000225606957454116,0.00130874787395927
"11425-81",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109938851168662,-0.000700512025615227,0.00100511136687406,-0.000798579846262786,0.000973400699870784,-0.012562427468691,0.00552163451238804,-0.00176580827893946,0.00126657420956434
"11425-82",340,-2.20727491318972,0,-0.7,0.6,0.1,0.10949646788598,-0.00124343622628236,0.00103575775217111,-0.00169187432823866,0.00102492191104282,0.000638311234530656,0.00309759057997428,-0.0012208406656142,0.00131514069207706
"11425-83",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110125143879133,0.00107316997928043,0.00109243956467469,0.00130775805700835,0.00109341372918001,-0.000310232757278236,0.0029573294721658,0.00111736028326306,0.00134313959717897
"11425-84",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109699165140459,-0.000730095969946181,0.000955964806162208,-0.000642337105129052,0.000929429971435397,-0.00375446487308557,0.00382455860959509,-0.000276340135641568,0.00114843798282468
"11425-85",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109936513345302,-0.000494618913881904,0.00104954624304635,-0.000117700814895619,0.00103018493562197,-0.00153568440748615,0.00402941109999507,-0.000556453628824458,0.00153428584663781
"11425-86",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110004876947798,0.000102698777897287,0.00105901085568512,0.000230990064796361,0.00102508102023473,0.0012626059981268,0.00421040076910171,-0.000635319567228298,0.00131281340470355
"11425-87",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110233198516959,-7.43343289594489e-05,0.00107859627911563,0.000330175520599916,0.00104995139339558,-0.000588849914187095,0.003233291755458,0.000409144137483564,0.00145618740640259
"11425-88",340,-2.20727491318972,0,-0.7,0.6,0.1,0.110083963066559,0.00117534918826929,0.00105686734858756,0.000946089119393868,0.00104769774476831,0.00275852759399722,0.00333954589948273,0.000957932335942214,0.00130263597443386
"11425-89",340,-2.20727491318972,0,-0.7,0.6,0.1,0.109956102093135,0.00110663499032975,0.00103579489146532,0.00113012740929606,0.00102290165941508,0.00291283986548569,0.00249476191872477,0.00131619257377993,0.00141124615276342
