"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11429-1",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341252684909264,-0.0117771421637732,0.000631593925259445,-0.011365848032233,0.000619084981979608,-0.0165896071659793,0.00222749705998567,-0.0125620225294383,0.00109301987408829
"11429-2",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.34269266914167,-0.0109986456283597,0.000615531022929238,-0.0106776720920986,0.000603652468438047,-0.0113472208600616,0.00174357727856682,-0.0109320750153068,0.000967744457288396
"11429-3",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.342321032741232,-0.00961803595453364,0.000653316664919509,-0.00929258150283978,0.000632897838772649,-0.0120956701915356,0.00135718556213962,-0.00861372896887297,0.00110655472263849
"11429-4",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341429921393029,-0.00958745545737132,0.000598712637685027,-0.00935818710812942,0.000589312912416082,-0.00939551208136649,0.00166065412406372,-0.00923300609052369,0.000683364837392517
"11429-5",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340067138710125,-0.0100016438949657,0.000564470373906364,-0.00951978999535881,0.000550277489102977,-0.0101444147294877,0.00197735769197583,-0.0103144688492904,0.000952367096717395
"11429-6",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341359252207995,-0.00988533536931522,0.00066870073908773,-0.00946141081929639,0.000641897886425908,-0.0115328950143013,0.00253146440811977,-0.00900018912507151,0.000936863198586946
"11429-7",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341043714212043,-0.0101969172655422,0.000589096290784003,-0.0097301895821799,0.000571970358065199,-0.0104177674188869,0.00209659963974717,-0.00990932132487267,0.000899383648600184
"11429-8",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340121300682426,-0.00951542761860567,0.000631545145546343,-0.00891530290076838,0.000606753750836713,-0.00910206400575131,0.00211378227875411,-0.00903779793996438,0.000818223370279394
"11429-9",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341459466931795,-0.00881987211484497,0.000584886115556767,-0.00843569418268289,0.00057126428191126,-0.00696701786235054,0.00213819055154409,-0.00910050428837493,0.000873989096832731
"11429-10",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341344915098448,-0.010529785811717,0.00056223986523152,-0.0100056194045266,0.00053905275180831,-0.0118368459741035,0.0025612766639014,-0.011221919876112,0.000885937483192014
"11429-11",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341571548847517,-0.00952886324384116,0.000572865557898899,-0.00911229918392964,0.000564293341878972,-0.00687675884741975,0.00175419612621814,-0.00938970691769334,0.000810744337904971
"11429-12",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.3418166080694,-0.0110647672757913,0.000619714931578368,-0.0105377041780524,0.000606715537892811,-0.00865029152512178,0.00233987737872499,-0.010371423100961,0.000994790087754627
"11429-13",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340778277242342,-0.0108590000714119,0.000543157935869556,-0.0105606036569698,0.000538679445054754,-0.0101335502902913,0.00182025513006537,-0.0110350211409056,0.00100661825362314
"11429-14",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340536467563113,-0.01077613840262,0.000631726016035525,-0.0105627906309964,0.000627300315814471,-0.011443923755967,0.00158019069575495,-0.0107301858171886,0.00100638199452015
"11429-15",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340115736066447,-0.0101649675994892,0.000500966704671659,-0.00996449277417818,0.000495716099189664,-0.00801750296692027,0.00181349730719846,-0.00971335071485648,0.000750122457589885
"11429-16",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341710582599646,-0.0107430606638892,0.000711706845731418,-0.00970344631714928,0.000686152486135716,-0.00894523550504417,0.00220980764182493,-0.0101188244051623,0.00124020639088989
"11429-17",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340437455667406,-0.0111971165500149,0.000566805398815347,-0.01061599946703,0.000548264744461448,-0.0108294710387641,0.00220908365495882,-0.0111345407267121,0.000682650376012438
"11429-18",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341407419460573,-0.00945847272142205,0.000610349231021535,-0.00888890425454388,0.000597923062518136,-0.00829187480326584,0.0026898792902604,-0.0092295474068369,0.00087119849439016
"11429-19",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340312829996599,-0.0100766225714605,0.000549144163126403,-0.00965674767104718,0.000535824491910605,-0.0108182411800681,0.00145050118209589,-0.00990830538360461,0.000777828308860136
"11429-20",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341353095237604,-0.00977359204878992,0.000608945103743053,-0.00931818940324233,0.00058712163110312,-0.0063607539348946,0.00202499446961466,-0.00882264639259523,0.000866293693629497
"11429-21",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341747961210351,-0.00958219847034442,0.000498239551207851,-0.0092983996536135,0.000487753103477755,-0.00710106310445439,0.00181486660935604,-0.0094994081954181,0.000677716750850358
"11429-22",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341161247722348,-0.0106074925656379,0.00056656238451031,-0.0103547123993315,0.0005607678352291,-0.00916302522722862,0.00279503630565181,-0.0114858156582345,0.000755456648779601
"11429-23",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.33960782168402,-0.00928389621809901,0.000442820466471694,-0.00900495347780951,0.000439825760823469,-0.00563069643504728,0.00167786840265832,-0.00942731610280043,0.000553139489742117
"11429-24",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340510780548365,-0.00979807163534148,0.000568565550116501,-0.00956364863649214,0.000563995434970771,-0.00868305839457075,0.00191167557003208,-0.00856147497262453,0.000900705783922682
"11429-25",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341134247515905,-0.0105723670970468,0.000550153536175597,-0.0102356855272825,0.00054375399955194,-0.0131799749387103,0.000950230068673488,-0.0101621104189361,0.000700908267681187
"11429-26",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341148125066938,-0.0105961487859144,0.000571059005723599,-0.0100537000897183,0.000559927302752517,-0.0093265352113566,0.00174339176636689,-0.010113929647258,0.000860380013341143
"11429-27",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.339476110074694,-0.0104841460547291,0.000528600467181587,-0.0101640421236164,0.000525143560445814,-0.0128370013379818,0.00201496276516269,-0.0111583304151184,0.00082265044779265
"11429-28",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.342247817795847,-0.0101344327373324,0.000643356282119341,-0.00975481761363157,0.000623326000780594,-0.0130649716101064,0.00242385243680884,-0.011118278245199,0.00111059660258072
"11429-29",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340608774186423,-0.0111263607125313,0.00056396862734212,-0.0106750106237876,0.000550710985305227,-0.0104543303137786,0.00193525423668869,-0.0110673350548519,0.000856764021367613
"11429-30",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.342306312291895,-0.00935728071664727,0.000640265182888115,-0.00886430790950399,0.000625433192957295,-0.00900331546527573,0.00191240277054545,-0.00954806210468554,0.00117045857706099
"11429-31",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341700609224079,-0.0104509172116163,0.00057065884021511,-0.0102090290825745,0.000560756539155232,-0.00963213372433327,0.00242320376691516,-0.0099911307359607,0.000777730622753369
"11429-32",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.34164137154972,-0.010577432442695,0.000571117884292554,-0.0101887164410685,0.000563327666227484,-0.00676362588065722,0.00287222859658062,-0.0103278956908349,0.000880121558267945
"11429-33",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341183299415665,-0.0103400768314595,0.000606121981950031,-0.00991348798551956,0.000594821504724076,-0.0104208485722347,0.00173420426454133,-0.00994024959098602,0.000816087198305349
"11429-34",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341896536381089,-0.0098440414238962,0.000554426695426945,-0.00943654823726092,0.000538993358360699,-0.00800570420624199,0.00192379236526284,-0.0093358017740647,0.000681730923453318
"11429-35",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.343046221042314,-0.0115654382447144,0.000645646139214586,-0.0111450840946409,0.00062381468235864,-0.0110520010006217,0.0021916012495916,-0.011117774760722,0.00106581934524805
"11429-36",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341465086041953,-0.010208647300626,0.00056605167796756,-0.00990752707006974,0.000553957658118679,-0.00948753113865649,0.00273279772329045,-0.0103542920319178,0.000944096134557029
"11429-37",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.341609672839256,-0.0105286006244803,0.00062758398592579,-0.0101702390576231,0.000615543058509873,-0.01131947488643,0.00242460639793077,-0.0103451161341766,0.000916320349077814
"11429-38",340,-1.04982212449868,-0.0100503358535015,-0.7,0.6,0.1,0.340162472635625,-0.0105456153947971,0.000629444315576904,-0.010126059806554,0.000615951893957398,-0.0145254587303337,0.00228161240702259,-0.0106048528096554,0.000786932340826998
