"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11431-1",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.071955925751514,0.00983545646861739,0.00135751601674951,0.00927300402001168,0.00131710264930187,0.0152388534164278,0.00499784247715193,0.0125897291368628,0.00200110981902845
"11431-2",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0717097276472574,0.0107580944737842,0.00121701303957335,0.0104858995740279,0.00118426917661015,0.0125446521401255,0.00392285386523351,0.0113197795079807,0.00150681671449231
"11431-3",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0718678739049949,0.00992959317418886,0.00116740346334491,0.0094478868470482,0.00114856518673932,0.0102270851130428,0.00383271019287356,0.0105037097063884,0.00174214203888018
"11431-4",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0723214489685834,0.0109245004666974,0.00121776691454637,0.010341530078694,0.00120950080665995,0.00518823446206798,0.00439301525848522,0.0115536773149082,0.001628265518908
"11431-5",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0721577490540106,0.0101460294033423,0.00147522114980861,0.00990906129022018,0.00144332521721391,0.00453143629326905,0.00540187549969301,0.0104138698226805,0.00215385128959139
"11431-6",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0719685832279251,0.00904581633766295,0.00126915139488398,0.00806743332173642,0.0012228866888211,0.00186152023192981,0.0052522262047669,0.00836967280885844,0.00187917583192047
"11431-7",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0719207875190282,0.00803852692248102,0.00128681953901262,0.00768088743679651,0.00126170183582977,0.00726846442258597,0.00369372541426834,0.00677384188942877,0.00176961891563719
"11431-8",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0720120630389836,0.00962525757277318,0.000977985061437021,0.00933132929758098,0.000964018585465507,0.00334547625920342,0.00431465506221437,0.00920030314474929,0.001272604130108
"11431-9",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0716980456521879,0.0107975571304372,0.0012842441407088,0.0101090519522534,0.00123866716208665,0.0097343387537913,0.00610328620097072,0.0104631283941731,0.00162018140369516
"11431-10",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0721529310858103,0.0093511855170197,0.00136114578115718,0.00868192011186083,0.00133799823168577,0.0116247844654568,0.00361518399992962,0.00865523814644255,0.00180563426881298
"11431-11",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0720286367263046,0.00843187986781744,0.00120995901090049,0.00832581205753074,0.00118972417260891,0.0126146030424066,0.00368885665437276,0.0080465909133989,0.00130966392510644
"11431-12",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0713731366462941,0.00742941255749195,0.00128875084450795,0.00724325354686923,0.00126103169507633,0.0138156450997219,0.0083585163089627,0.00981967342139207,0.00190753388766013
"11431-13",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0713720253950429,0.0106856665007384,0.00123206925788274,0.0104107864305034,0.00118819882037264,0.00596377371325928,0.00582466605066354,0.0111487932888544,0.0019405414299564
"11431-14",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0712419599965085,0.0053221408469476,0.0015363372816595,0.00522127889862662,0.00149185241003187,-0.00723901856305061,0.00802265449827065,0.00503673846546346,0.00194415514700032
"11431-15",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0714765612702542,0.00760437041072933,0.00136261504242203,0.00711719064411242,0.00135146693673187,0.00879257984321826,0.00363689743073861,0.00729503081334363,0.00178061448569398
"11431-16",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0721063123395104,0.0122719434918119,0.00113988571340927,0.012116074667798,0.00112115394149326,0.0102832895442152,0.00371216193077712,0.0117581537378806,0.00156198578754823
"11431-17",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0714909324917505,0.00918799801871437,0.00124354639108011,0.00857982573245608,0.00123941051809621,0.00580042157510725,0.00340586048541269,0.00855204824743635,0.00159220929048285
"11431-18",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0715696893329925,0.00820849205744164,0.00130416048544028,0.00762782940127328,0.00125767596897066,0.00719426428594651,0.00407245059650463,0.00829725179763341,0.00167117104791234
"11431-19",340,-2.65926003693278,0.00995033085316809,-0.7,0.6,0.1,0.0721020665499573,0.00951901945259548,0.00133218966132806,0.00881154330886673,0.00131231835565701,0.0086643209373242,0.00375919586054541,0.00912947952937124,0.00165929275300887
