"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113708248887577,-2.19781230764405,0.00137949817062632,0.00952573632603747,0.000379003164868304,-2.19118306971091,0.00129240122272003,0.0220613887533109,0.00105224378360459,-2.19708242879338,0.00443312813861356,0.00986105107750689,0.00140120357005024,-2.1961720163739,0.00282632653795169,0.00884517058903713,0.000901434818148474
"11422-2",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113584887524667,-2.20040818203442,0.00138784222800584,0.0101994052790164,0.000386047055902898,-2.19331372892405,0.00130539737224671,0.023505129945321,0.00108191408853762,-2.20186183656805,0.00468447589196063,0.00955979329513099,0.00122590857817313,-2.20221826055668,0.00332413751673451,0.0107863081953621,0.00115409431939216
"11422-3",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113546994881658,-2.20292492829979,0.00138076432139113,0.0108257121327116,0.000372462034193865,-2.19474590805393,0.00126500405941182,0.0247068554313778,0.000987731115859771,-2.20942899889687,0.00453101279468792,0.0129148787193448,0.00131573939734379,-2.20167137564537,0.00216706603514244,0.0101974166517019,0.00087849479919005
"11422-4",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113429473504864,-2.20090935363158,0.00141229962786086,0.00965432532359056,0.000392529981037374,-2.19364373467536,0.00131111085500555,0.022113720465143,0.00109207483093812,-2.20128702664105,0.00461297765021656,0.00934811039710545,0.00133517991958312,-2.20129486106808,0.00316914500460357,0.00959124032813341,0.00101553776474305
"11422-5",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113725380913134,-2.20006246679181,0.00140017683220652,0.0102375575506872,0.000381232361821568,-2.19152515829637,0.00128330446116575,0.0222562014658439,0.00101333118139182,-2.19575557989836,0.00424280784039342,0.00970399498351397,0.0010595276149434,-2.19715256479125,0.00267511934575269,0.00934032171055693,0.000901628172077442
"11422-6",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113670798721953,-2.19963100681965,0.00139748838162044,0.00967612766584959,0.000372205857630188,-2.19231358355409,0.00128180953910617,0.0221516973673901,0.000988549257698631,-2.19943320333554,0.00446202022848267,0.0108345739425522,0.00125924949690213,-2.20015010504086,0.00261344986072312,0.010371398268071,0.000888430192824347
"11422-7",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113894369111176,-2.19863464373396,0.00138371087352146,0.010118128316101,0.000367460518297811,-2.1913647796239,0.0012905337332484,0.0237083880361261,0.00102008027083022,-2.20143653788534,0.00423422403331768,0.0104709794886848,0.00115433433281211,-2.19733669143236,0.00238019824651638,0.00976236359261583,0.000704743892861396
"11422-8",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113713319531537,-2.19893489170841,0.00141414243732491,0.00957896117714854,0.000382133741833247,-2.19080041035616,0.00127947741346895,0.0203384990908318,0.000964393120806331,-2.19579228108331,0.00461330778743491,0.00969846205773534,0.00134517972293052,-2.1981361311026,0.00242425951222743,0.00915042841770708,0.000787798004123599
"11422-9",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113644300411904,-2.19901607329043,0.00141324431131413,0.0094297891544,0.000384306992083156,-2.19120429689777,0.00129006138774596,0.0208285355468109,0.00102274545948219,-2.19339265603669,0.0044617312656018,0.00723444321052839,0.00126086094307807,-2.19550325654275,0.00281343833886781,0.00785476904381196,0.000903154702867714
"11422-10",2169,-2.2,0.00995033085316809,0.3,0.15,0.1,0.113825076927565,-2.197213092925,0.00139218936424901,0.00962533564735257,0.000383384489404407,-2.1895495573513,0.00130623221940072,0.0213106362895263,0.00108202308273705,-2.19344504157433,0.00461124210911621,0.00945759353300583,0.00128568716779324,-2.19882055344601,0.00220500040983523,0.010153851507371,0.00075379150760409
