"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.112896228763752,-2.20180463529425,0.00332061519878499,0.00877667929570453,0.000986436902533751,-2.19768808422989,0.00311202337919748,0.0105138426511952,0.0012820212815871,-2.17941438608162,0.0119084545565323,0.00098898838350066,0.00456534114312637,-2.19834255529233,0.00406956304279141,0.00695404448821651,0.00126274463749067
"11422-2",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.113621275086324,-2.19980457459272,0.0033105065467914,0.00999395721725565,0.000920927408956137,-2.19751925124219,0.00317073781389609,0.0138814282125083,0.0012835403803228,-2.19147592257385,0.0108599935965804,0.00773722939148227,0.00280010098773679,-2.1936293997012,0.00466939344417704,0.0071504856370655,0.00144084055944603
"11422-3",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.113479054730657,-2.19727335686426,0.00322481957806146,0.0088083642566166,0.000906885255822572,-2.19267793351063,0.00304961316721116,0.0104490202704293,0.0012088112093774,-2.19812714175024,0.00982434570599534,0.00705244223879036,0.00290828757153283,-2.20155507138395,0.00496892127812916,0.0116660817667537,0.00175287445458086
"11422-4",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.113688069014272,-2.19662094197874,0.00349459792514511,0.00876747874653177,0.00100439306966696,-2.19231614921169,0.00331905083800054,0.010928429739002,0.00140515807379117,-2.19405219151572,0.0108760694026819,0.00656658480724557,0.0034120159939441,-2.19644557281755,0.00475306501116523,0.00859620229577025,0.00147234973141618
"11422-5",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.113410579789694,-2.20209000850183,0.00325786469610222,0.00984073862228573,0.000861901167593024,-2.19711129817891,0.00316401052827746,0.0128822480945922,0.00131969586344912,-2.19962940830437,0.00958781285366312,0.00877206473633517,0.00262466899819007,-2.20204452361828,0.00500219106642805,0.0115454080718181,0.00170525057768187
"11422-6",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.11392941088122,-2.19818391226754,0.00332847103298065,0.0100112116915304,0.000895114085835568,-2.19273458197695,0.00316624871731529,0.0119342828639816,0.00121550855915488,-2.19528682049653,0.0102716912306737,0.0140569260833372,0.00250713913468274,-2.20093486421791,0.00499443711657743,0.0117078558916833,0.00160223660041076
"11422-7",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.113867713263779,-2.19947244116613,0.00337848546148242,0.0105237396137358,0.000939871577575619,-2.19417491653675,0.00318868546837059,0.0125821793590108,0.00124287511105901,-2.182763308772,0.00996727292027063,0.00846733102950728,0.00226948449743076,-2.19507393580545,0.00413715653108379,0.00892111711944145,0.00119656500661342
"11422-8",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.113418721707758,-2.20388732793906,0.00331097924466238,0.010895362277136,0.000914206332055221,-2.20035222241741,0.00325550746497051,0.0147808752294904,0.00137710718393225,-2.19110705443612,0.00965237516703348,0.0101858272413817,0.00267123996417603,-2.20225703171437,0.00652561906428208,0.0101198313712093,0.00214001703553287
"11422-9",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.11393868794771,-2.19417651357674,0.00336301636090509,0.00881460114235316,0.000949004636571592,-2.19001923173953,0.00327690419247965,0.0112419721660397,0.0014167256372389,-2.19753011850637,0.010000615890806,0.0084777647728093,0.00257739398259127,-2.19620196123262,0.0048267413875409,0.00958779958224397,0.00149430944831054
"11422-10",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.112896960906098,-2.21277892033422,0.00327763262721584,0.0122195499050494,0.000865902450111222,-2.20907849260441,0.00320566294636971,0.0173671132214083,0.00133055530105533,-2.22692425743253,0.010777048924589,0.0173277723249156,0.00391842130062321,-2.21447953365899,0.00475915010053938,0.013302864346634,0.00158379535722325
"11422-11",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.113119988579432,-2.20525741420721,0.00330831345448311,0.0109651670523391,0.000967257390219343,-2.20060403558922,0.00314966286762336,0.0137904544387187,0.00133349673836986,-2.18228512277308,0.010865288174188,0.00809942815802133,0.0023852491842958,-2.20354695611549,0.00519300924896261,0.0105801771938544,0.00162618734260313
"11422-12",387,-2.2,0.00995033085316809,0.7,0.25,0.1,0.113618950100055,-2.20355059862128,0.00347780368798214,0.0116968247050748,0.00103215562303751,-2.19785736130689,0.00326303569245183,0.0144209610405524,0.00140115482872132,-2.1881578841312,0.0108743188615713,0.00901351789333867,0.0032967788728457,-2.20427800996462,0.00683832622077373,0.0127794485027166,0.00240569897127057
