"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113708074737044,-2.19781379086934,0.00137946577075951,0.00952644566944632,0.000378971860715919,-2.19629399292708,0.00136995153057585,0.0129476334142846,0.000542667030090167,-2.19708242879338,0.00443312813861356,0.00986105107750689,0.00140120357005024,-2.19705839780036,0.00193278808003037,0.00933007645667094,0.000630372979353825
"11422-2",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113581094840272,-2.20007505512686,0.00138767450196603,0.0100302945372411,0.000386047236484585,-2.19739999597747,0.00134519510159176,0.012855578174714,0.000518938561950519,-2.19849773797378,0.00466471256612822,0.0086266277829564,0.00121740380663629,-2.19756092932327,0.00184688749800953,0.00882376012281194,0.000551382051760614
"11422-3",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.11357441792394,-2.20123597944777,0.00138078406984424,0.0102495263701184,0.000372981818979742,-2.19884627737363,0.00134887586681496,0.0134209775266957,0.000511729730996981,-2.20230860123541,0.00434800974579726,0.0109595118115708,0.0012428428658201,-2.20278225597926,0.0018441188809753,0.0108903460133181,0.00054950776623087
"11422-4",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113456947888205,-2.20267617537154,0.00141332480372145,0.0104238711131546,0.000391724679025668,-2.20049661651585,0.00138086152073028,0.01381838217557,0.000539944640408663,-2.20657093500824,0.00459825771656286,0.0121534796307182,0.0013569548047586,-2.20455223632217,0.00203049091177387,0.0113340919107784,0.000663987761024323
"11422-5",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113700650309792,-2.19934462205318,0.00140063263954136,0.00994118995358158,0.000384286922194514,-2.19695067875123,0.00136435054274861,0.013084820087871,0.000529273316181151,-2.19345213622583,0.00430978890908402,0.00928893091183275,0.00126316829972962,-2.1995613790833,0.00180274373845492,0.0103193052775227,0.000565622786485802
"11422-6",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.11364418344688,-2.20050137899171,0.00139679416723616,0.0099411002715255,0.000372311500197492,-2.19940309839759,0.00138140913843725,0.0138327344633315,0.000528879029538746,-2.19474168619485,0.00465097518606025,0.00843255945605035,0.0014151355262971,-2.19995567557221,0.00179368933642686,0.00976688155001842,0.000579732439039298
"11422-7",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113888045047014,-2.198554760446,0.0013835866384126,0.0100696269509828,0.000367499596348702,-2.19620728027004,0.00134635653254778,0.0131657769950004,0.000498211891139463,-2.20239339196633,0.0043826304159028,0.010133812713524,0.00117801627196431,-2.19814645393703,0.00199768923839176,0.00968813375680938,0.000543219713523298
"11422-8",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113687012119733,-2.20106423801766,0.00141424606485647,0.0102825184138206,0.000381138063750663,-2.1994379330552,0.00139034647974229,0.0139203305832377,0.000530785729658244,-2.20333542709247,0.00444241763121969,0.0114152685527011,0.00112326086178214,-2.20037081476642,0.00205609500410159,0.00991467901193075,0.000651834690383927
"11422-9",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113682743956855,-2.19818254465479,0.001411909518642,0.0092496798072816,0.000384437438275665,-2.1965336487007,0.00139579048846791,0.0124842614636517,0.000544913693175644,-2.20318665246032,0.00437913808630761,0.010338666167,0.00127878831079736,-2.19707356856693,0.00187794857951275,0.00896327440500564,0.000585830351271201
"11422-10",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113818902255245,-2.19782663816441,0.0013939079937051,0.00983321789185803,0.000384331413205946,-2.19604394501095,0.00137853038771589,0.0131385307527811,0.000541190516557752,-2.20329973805671,0.00449816742654424,0.0104846280706617,0.00132352341315369,-2.1979670737813,0.00184744858851692,0.00991652968946044,0.000668264088137504
"11422-11",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113520815174128,-2.20169192037111,0.00139118292432501,0.0102127035814783,0.000377696268272945,-2.19948465254331,0.00135586619978498,0.0134052753562615,0.000513198734416447,-2.19831467595816,0.0043739843039381,0.00959484184789188,0.00114723230883517,-2.20156852169445,0.00175156954522773,0.0102269711154262,0.0005434391750072
"11422-12",2169,-2.2,0.00995033085316809,0.7,0.15,0.1,0.113608704381601,-2.19775780008414,0.00140549468388411,0.0090508245571819,0.000389964266635628,-2.19637544882468,0.00137526408687202,0.0123700024602458,0.000542504132056648,-2.19108389297844,0.00439486039494353,0.00784271236735407,0.00109671241463872,-2.19861935860296,0.00189451472339177,0.00939117335185377,0.000632872890518123
