"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.112736306951059,-2.20596718165852,0.00332084273439556,0.00996176980590748,0.000983032671631458,-2.20238791281773,0.00322865206075124,0.0167796810507203,0.00184491089173409,-2.20348159340585,0.0104619690261619,0.0102802279857347,0.00271807707810407,-2.20982735078246,0.00554273949177593,0.0118132917229124,0.00202173667473861
"11422-2",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113516637809854,-2.19913685740573,0.00317430255157222,0.00932057943480315,0.000837987957447857,-2.19588927516398,0.00314390761924298,0.0162482492554195,0.0016631330857307,-2.19409455356443,0.011243813272552,0.00308387858414473,0.00470751736923424,-2.19796267468284,0.00431308011352301,0.00866843487634238,0.00131542294540429
"11422-3",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113621799964189,-2.20090108194254,0.00326983409068277,0.0106200326079561,0.000912231182264716,-2.19880143219791,0.00322156457444913,0.0198358141573562,0.00179649481177465,-2.20054961628217,0.010830258506064,0.0127827478332728,0.00434872308005573,-2.20871537259135,0.00566977714905108,0.0170118467908376,0.00214918257800453
"11422-4",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113775029502164,-2.20062853954044,0.00352238577690724,0.0106560160743432,0.00101975431454979,-2.19580509755027,0.00333499927346228,0.0171060233210022,0.00179551573770882,-2.21798531242797,0.0110979228011824,0.0128228627474189,0.0037273194600272,-2.19971306311759,0.00525405249548618,0.0101165929106058,0.00176630002824582
"11422-5",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113962319302963,-2.19448246130708,0.00334782012540152,0.00873854873786883,0.000913965245719115,-2.19138782317522,0.00314355648760521,0.0154045562851391,0.00163276653799398,-2.18782199509912,0.012249392941519,0.00907807317651003,0.00313937589632836,-2.19476447794655,0.00535276133363514,0.0089759776207092,0.0017457076642246
"11422-6",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113484336742649,-2.20188471408474,0.0032764778695965,0.010483947137541,0.000911005860225035,-2.19804331590039,0.00308366510029957,0.0174263476535996,0.00155149605902695,-2.21959734817716,0.0104019027083774,0.0130696345002745,0.00294161266069551,-2.20323852679136,0.00404801545369859,0.0103787876987825,0.00127933508483721
"11422-7",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113213657748478,-2.19923736245646,0.00331956675482651,0.00862269024271869,0.000957265005219354,-2.19597581376988,0.00321448820288381,0.0146962119677569,0.00180949682534044,-2.20931876767684,0.0103259403613708,0.01565018962075,0.00343417821411142,-2.19859793460102,0.00380797384877872,0.00886552867276992,0.00124459307333758
"11422-8",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113519713123377,-2.2016333404432,0.00335150001832706,0.00947044167641668,0.000861557513221789,-2.1975223594187,0.00322395540382657,0.0158043479172172,0.0015783952537427,-2.2017907433964,0.0116343123463205,0.00688662780468668,0.00364257525759899,-2.20020516851383,0.00678142137212008,0.00884112181298505,0.00214567757189787
"11422-9",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.114125063973019,-2.19506889972018,0.00337929351438065,0.00963812287434977,0.00093984633893105,-2.19163487605187,0.00322993280562023,0.0162790471311703,0.00168261921686206,-2.20276923871949,0.00972896050021739,0.00971685476483381,0.00271677471665197,-2.19278867177038,0.00403937596208173,0.00915728474351017,0.00132822885049913
"11422-10",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113757992859805,-2.19963183810285,0.00337401173332458,0.00958793166079558,0.000880380855453535,-2.19444307255717,0.0032415124900447,0.0154891380333324,0.00163942821833241,-2.19737577702105,0.0109863906334147,0.00805751342465616,0.00282089045639628,-2.19958148945427,0.00644445335462329,0.00925083324500641,0.00204800263103532
"11422-11",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113334988809412,-2.19809802289664,0.00339138321350443,0.00898163834835994,0.00104893635014135,-2.19289307800457,0.00326038308199436,0.013929441726941,0.00201121807019081,-2.19916740977779,0.0110064653421782,0.0101035045345391,0.00370305345826594,-2.19707744048365,0.0046841692719787,0.00836975076262629,0.00155497235640645
"11422-12",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113242294406382,-2.20431511042903,0.00340341180898887,0.00987405890704938,0.000915533440538776,-2.1990101416932,0.00325595106092898,0.0153593350245293,0.00163558185955771,-2.20197740160979,0.0108191961202231,0.0112793149315318,0.00231973304818855,-2.19738169578794,0.00559645231180525,0.00722953609686573,0.00188276921181379
"11422-13",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113955838391879,-2.19418680899327,0.00332055404903116,0.00880610076734146,0.0009163984813687,-2.19295079167929,0.0032587901525856,0.0167845891702855,0.00177917582739635,-2.20405740061045,0.0110032096550313,0.00963751044035356,0.00489756352172201,-2.19427830607391,0.00462750685233479,0.00918714366563714,0.00164684404760392
"11422-14",387,-2.2,0.00995033085316809,0.5,0.15,0.1,0.113383229170995,-2.20291607172137,0.00338594112428146,0.0108256739003657,0.00100179363678046,-2.19835913819545,0.0032048568759728,0.0179471647046898,0.00179887853635918,-2.1960669372478,0.010836691467736,0.00998833226929702,0.00365327170600512,-2.20400674092415,0.00507178035943685,0.0102872320611215,0.0015784098170011
