"sim","N","beta0","beta1","muW","sigmaW","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-16",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113709334284472,-2.19734786169282,0.00139934511523619,0.0095041682261373,0.000397762566095364,-2.19060469033883,0.00131240982475276,0.0135383573368344,0.000694864116096839,-2.19800825036927,0.00456583227199157,0.00997352762642241,0.00128895674928897,-2.19740084570888,0.00313877889931155,0.00943577703264608,0.00120235404695551
"11422-17",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113635913531482,-2.20087295358322,0.00144597730409658,0.0102233264320476,0.00040541594099199,-2.192956244533,0.00133353000638048,0.0143020274598359,0.00068858793382412,-2.19924793477453,0.0044142032899347,0.00994342479993095,0.00115890738531484,-2.20106504382241,0.00271783749085767,0.0102507221812386,0.00089759242017956
"11422-18",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113385380210811,-2.20115306625242,0.00137815507451473,0.0100512634271917,0.000390311784602302,-2.19479236891586,0.0012775020467819,0.014474172140579,0.000639964262400335,-2.19432540614225,0.00424651926728792,0.00847995205453427,0.00111330931995132,-2.19789559409051,0.00253612337130944,0.00895397696826096,0.000893469642171372
"11422-19",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113942280662746,-2.19784807503499,0.00139656833343466,0.010031368949074,0.000376952399008484,-2.19105090045646,0.00131671907373166,0.0146748539015713,0.000659804087115395,-2.20300954579704,0.00429563946137829,0.0087591422917186,0.001027444615697,-2.19757543907722,0.00281135425928815,0.0092896362167139,0.000866110422978266
"11422-20",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113531268486379,-2.20179002552022,0.00141090282318155,0.0103278456281482,0.000390166951312847,-2.19507673347634,0.00131426024909242,0.0152487950716438,0.000665307515492983,-2.19619643808988,0.00464808714802545,0.00878664313160129,0.00134876236075297,-2.2011863887019,0.00234807074352115,0.0105428393380069,0.000815089229688649
"11422-21",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113515634120115,-2.20207652718061,0.0013948429860068,0.00991434124530563,0.000363895615851501,-2.19470102959879,0.00129236037996592,0.0141264454440895,0.000608111384271389,-2.19750886022807,0.00422799139162394,0.009839845433927,0.00116637239153699,-2.20022338033048,0.00275227039104973,0.00951962286136827,0.000988526883170532
"11422-22",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113736463771532,-2.1990406630213,0.00141418199009712,0.010124619933479,0.000399555534971583,-2.19121776652863,0.00129655840470645,0.0143355189298419,0.000679199112524399,-2.20479647432329,0.00427336961910096,0.0120554299775185,0.00116113912526648,-2.19915963210178,0.00247544164386603,0.0102790374508792,0.000787984601376056
"11422-23",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113884466982003,-2.1997821884555,0.00140412561189467,0.0102511105224274,0.000368431733938272,-2.19253588190714,0.00130530819068195,0.0148914287714053,0.000622206649911657,-2.19779929337275,0.00480339947852259,0.00916126873439568,0.00137908327997281,-2.19819036528704,0.0029954964803791,0.00979757262622101,0.0011406739548338
"11422-24",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113996204930117,-2.196533596785,0.00141976669747994,0.00950196425847741,0.00038180702032237,-2.18979385938064,0.00132493749126654,0.013882814669134,0.000660856802682585,-2.20082664014442,0.00434813193007189,0.00934178264624727,0.00113109174149392,-2.1961078267703,0.00301740612958313,0.0086552866461528,0.000899301054019618
"11422-25",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113911381004047,-2.19693812701231,0.00139874018703593,0.00952017458088683,0.000376184265287104,-2.19027641668832,0.00128187737055896,0.0135286702574189,0.00060247809194592,-2.19727843302198,0.00466972992771847,0.0105940325547277,0.00135161707005728,-2.19638581945347,0.00259360489468795,0.00972537941813582,0.000873745512316737
"11422-26",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.11354270647584,-2.19885772652145,0.00141989967490976,0.00929047009111428,0.000399802267102552,-2.19286925660413,0.00131600038746352,0.0138214200907063,0.00068070379119922,-2.20182040341388,0.00475673372957138,0.00984796387776045,0.00146502360565638,-2.20189921839077,0.00308220612770392,0.0102222932890424,0.000976922615122204
"11422-27",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113420798091173,-2.20065845737269,0.00143083549986284,0.00969421774260765,0.000409429271553127,-2.19305661124949,0.00130678886090248,0.0128838440296134,0.000655193876782908,-2.20050300737046,0.00441583518187431,0.00919021402844985,0.00130042517892217,-2.19818110132849,0.00240912219396222,0.00893427268913173,0.000882734649090084
"11422-28",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113554344554411,-2.20090520136107,0.00141824176686284,0.00984194873092645,0.000386487236355333,-2.19381081007092,0.00130391358902111,0.0142957656918465,0.000649056513628254,-2.20515204888944,0.00438132302082352,0.0104633642051134,0.00132565299080919,-2.20180460934759,0.0029034745565913,0.00999197610659435,0.000835779307826496
"11422-29",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113626105652625,-2.19948348094342,0.00139257638693961,0.00987539301512817,0.000385350474136664,-2.19233170493903,0.00130116723230512,0.0139225135421073,0.000659006125526476,-2.20208552870248,0.0042164762997617,0.0102312868753836,0.00108325435432379,-2.19627788108839,0.00296070250106195,0.00851914076989128,0.000929710853838612
"11422-30",2169,-2.2,0.00995033085316809,0.5,0.25,0.1,0.113719354640139,-2.19847044307636,0.00140719034250384,0.00972457294449693,0.000390554403870249,-2.19149915184345,0.00130461255490399,0.0139241905772626,0.00066313685540708,-2.19623533337375,0.00424087593713968,0.00944916791626086,0.00107508716347586,-2.19642449665409,0.00241638774260247,0.00825364101897125,0.00071690549186206
