"GEOID","NAME","INCOME","PERC_POVERTY","PERC_SNAP","PERC_CAR","PERC_PUBLIC_TRANSIT","PERC_INSURED","PERC_COLLEGE","PERC_FEM_HEAD","PERC_WHITE","PERC_BLACK","PERC_NATIVE","PERC_ASIAN","PERC_HAWAIIAN","PERC_WORK_NO_VEHICLE","PERC_HOUSE_NO_VEHICLE"
"37001021000","Census Tract 210, Alamance County, North Carolina",31043,0.455383905925755,0.404481132075472,0.801611903285803,0,0.782799169933133,0.391810517864312,0.312173263629574,0.37910447761194,0.36601607347876,0.00597014925373134,0,0,0.0254184748915065,11.7777777777778
"37001021101","Census Tract 211.01, Alamance County, North Carolina",44063,0.175784099197666,0.108880308880309,0.895367412140575,0,0.94092062341428,0.514895729890765,0.282771535580524,0.637912287060529,0.260239217107648,0.027183762232693,0.00144980065241029,0,0.0175718849840256,34.0789473684211
"37001021102","Census Tract 211.02, Alamance County, North Carolina",44345,0.228632478632479,0.132413793103448,0.891319207108681,0,0.91971916971917,0.592435189120272,0.3184,0.727137767220903,0.199228028503563,0.0106888361045131,0.0127672209026128,0,0.01161995898838,21.0144927536232
"37001021201","Census Tract 212.01, Alamance County, North Carolina",55095,0.133111480865225,0.189359783588819,0.895671476137625,0,0.788785974197817,0.430635838150289,0.398045602605863,0.555077737347006,0.296890506119749,0.00132318888521336,0.000661594442606682,0.000496195831955012,0.0033358042994811,24.3736263736264
"37001021204","Census Tract 212.04, Alamance County, North Carolina",70625,0.157906074967686,0.0617540217955371,0.932673267326733,0,0.893965517241379,0.580793559516964,0.231225296442688,0.742110762800418,0.181400208986416,0.00919540229885057,0.000417972831765935,0,0.00792079207920792,101.421052631579
"37001021205","Census Tract 212.05, Alamance County, North Carolina",85738,0.101766784452297,0.111499364675985,0.782175551965536,0.00430802369413032,0.968031407739764,0.679893170545593,0.182709993868792,0.596832959641256,0.300168161434978,0,0.0353139013452915,0,0,196.75
"37001021206","Census Tract 212.06, Alamance County, North Carolina",78523,0.091217422349161,0.143561914158855,0.87514585764294,0.0171139634383508,0.895215994287754,0.797965526985024,0.275171982489056,0.636558372009996,0.282399143163156,0,0.00660478400571225,0,0,56.3055555555556
"37001021207","Census Tract 212.07, Alamance County, North Carolina",45596,0.208844507845934,0.143335565974548,0.857564575645756,0,0.935235378031384,0.573069306930693,0.216367713004484,0.815691868758916,0.082453637660485,0,0.0128388017118402,0,0.0206794682422452,42.6571428571429
"37001021300","Census Tract 213, Alamance County, North Carolina",71881,0.0867637745408486,0.0952980688497061,0.897270325799824,0.00440270032286469,0.913978494623656,0.559329510366123,0.101527403414196,0.672549637566971,0.282382603214623,0.00756381972896313,0.000945477466120391,0,0.0103001765744556,31.76
"37001021400","Census Tract 214, Alamance County, North Carolina",105125,0.0900271633682577,0.0828025477707006,0.953315290933694,0,0.900495615707205,0.568520357497517,0.19672131147541,0.781166603126191,0.0678612276019825,0.00152497140678612,0,0,0.00959561343385881,38.0606060606061
"37001021500","Census Tract 215, Alamance County, North Carolina",65192,0.0681573855084928,0.132975551580203,0.903527411814705,0,0.942592990754676,0.593435836782969,0.188202247191011,0.849924747366158,0.0954633412169426,0.00279509782842399,0,0,0.0263829787234043,50.8181818181818
"37001021600","Census Tract 216, Alamance County, North Carolina",83438,0.0679992527554642,0.0579201404124616,0.865183246073298,0,0.939733333333333,0.596574440052701,0.0543831168831169,0.8208,0.118266666666667,0,0.0192,0,0.00349040139616056,9.82327586206897
"37001021701","Census Tract 217.01, Alamance County, North Carolina",100257,0.0354257302672467,0.00259571706683971,0.814939434724091,0,0.966438781852082,0.812453392990306,0.0412573673870334,0.881551045137837,0.0975461981217813,0.000908815510451378,0.0151469251741896,0,0,23.3484848484848
"37001021702","Census Tract 217.02, Alamance County, North Carolina",103693,0.284641201853924,0.0365233472029589,0.830848995463383,0,0.936698271054099,0.795376444860981,0.012396694214876,0.862907683803206,0.062465450525152,0,0.0467108899944721,0,0.0340577359714564,56.921052631579
"37001021703","Census Tract 217.03, Alamance County, North Carolina",100625,0.0432107807235975,0.0569161779924112,0.89867374005305,0.00185676392572944,0.951974071891573,0.736753219337133,0.0325255102040816,0.626133256583681,0.186069938120593,0.00330982875233847,0.100014390559793,0.000575622391711038,0.0153846153846154,27.3490566037736
"37001021801","Census Tract 218.01, Alamance County, North Carolina",68686,0.0603286873309757,0.045175683212493,0.827753303964758,0.00308370044052863,0.88214360477287,0.642669007901668,0.128884826325411,0.923028916163928,0.0495111296026628,0.00790513833992095,0.000832119825254837,0,0,45.974358974359
"37001021802","Census Tract 218.02, Alamance County, North Carolina",73958,0.0688048245614035,0.0374823196605375,0.826627218934911,0,0.907629427792916,0.555819477434679,0.193181818181818,0.947683923705722,0.0310626702997275,0,0.00299727520435967,0.000817438692098093,0.00473372781065089,24.3793103448276
"37001021803","Census Tract 218.03, Alamance County, North Carolina",60000,0.0819935691318328,0.109298531810767,0.829065743944637,0,0.856270096463023,0.42053264604811,0.0921052631578947,0.89935691318328,0.0639871382636656,0,0,0,0.0575988896599584,7.80891719745223
"37001021901","Census Tract 219.01, Alamance County, North Carolina",81532,0.0705601389491967,0.114406779661017,0.801066447908121,0,0.923029429923853,0.633663366336634,0.0658737419945105,0.881868697262811,0.0654455649310558,0.0148178637579749,0.0061741098991562,0,0.00328137817883511,236
"37001021902","Census Tract 219.02, Alamance County, North Carolina",67500,0.078643216080402,0.0902906617192332,0.830793483972675,0.0105097214923805,0.820854271356784,0.56130198915009,0.258064516129032,0.707286432160804,0.158793969849246,0.00477386934673367,0,0,0.0120861797162375,17.3870967741935
"37001022001","Census Tract 220.01, Alamance County, North Carolina",77457,0.0478723404255319,0.0529490616621984,0.861621621621622,0,0.936125099390406,0.639120545868082,0.182242990654206,0.855552610654651,0.0911741319904585,0.00371057513914657,0.0230585740789822,0,0.0113513513513514,45.2121212121212
"37001022002","Census Tract 220.02, Alamance County, North Carolina",52072,0.150558062218,0.179903730445247,0.854101765316719,0,0.902161006886725,0.588380281690141,0.26660250240616,0.800997387793873,0.077891237235811,0.0394205651864165,0,0,0.0202492211838006,23.7428571428571
"37033930100","Census Tract 9301, Caswell County, North Carolina",54250,0.158110882956879,0.0880626223091976,0.825969341749324,0,0.871047227926078,0.494949494949495,0.225596529284165,0.37782340862423,0.566324435318275,0,0.00903490759753593,0,0.0640216411181244,14.6
"37033930200","Census Tract 9302, Caswell County, North Carolina",50903,0.264334085778781,0.28178854215184,0.759208731241473,0,0.920090293453725,0.42176215695715,0.471615720524017,0.4656926206769,0.514518217125948,0.00129461808766414,0.00369890882189754,0.00406879970408729,0.0910344827586207,5.63517060367454
"37033930300","Census Tract 9303, Caswell County, North Carolina",57198,0.183509950891703,0.23927905531386,0.864141084258654,0,0.909820126397667,0.430927079516306,0.135940409683426,0.787554691298007,0.142926592124453,0,0.0106951871657754,0,0.0228608752449379,10.9455782312925
"37033930400","Census Tract 9304, Caswell County, North Carolina",66250,0.0845204178537512,0.0518018018018018,0.94006309148265,0,0.894112060778727,0.53656914893617,0.445544554455446,0.598771266540643,0.390359168241966,0,0.00283553875236295,0,0.0147213459516299,8.96969696969697
"37033930500","Census Tract 9305, Caswell County, North Carolina",61921,0.123201674077949,0.111475409836066,0.895170142700329,0,0.96154852210306,0.482770870337478,0.113905325443787,0.699450693172901,0.218676432121371,0.0128171592989799,0.029296364111954,0,0.0282235749861649,18.8271604938272
"37033930600","Census Tract 9306, Caswell County, North Carolina",72682,0.114273576890399,0.0621531631520533,0.879008123129543,0,0.926839733962669,0.571428571428571,0.0632911392405063,0.766723116003387,0.207451312447079,0,0,0,0,200.222222222222
"37057060101","Census Tract 601.01, Davidson County, North Carolina",74651,0.139902676399027,0.105092592592593,0.866354044548652,0,0.949647532729104,0.731121642969984,0.229082047116166,0.686203423967774,0.179657603222558,0.00161127895266868,0.0451158106747231,0,0.00586166471277843,27.6923076923077
"37057060103","Census Tract 601.03, Davidson County, North Carolina",92132,0.0453815261044177,0.00910746812386157,0.811337466784765,0.00797165633303809,0.965060240963855,0.667529777317452,0.062200956937799,0.898393574297189,0.00843373493975904,0,0.0429718875502008,0,0.0345438441098317,54.9
"37057060104","Census Tract 601.04, Davidson County, North Carolina",97545,0.093775394116691,0.0283018867924528,0.805758017492711,0.000364431486880466,0.950438739031524,0.687047666583479,0.251977401129943,0.881540461488463,0.067598310042249,0.00129996750081248,0.00178745531361716,0,0,124.705882352941
"37057060201","Census Tract 602.01, Davidson County, North Carolina",81795,0.0387441549766199,0.0220286885245902,0.812781278127813,0.00495049504950495,0.902694277443776,0.613995485327314,0.15780998389694,0.842796704520151,0.149632598530394,0,0.00155867290135827,0,0,67.3103448275862
"37057060202","Census Tract 602.02, Davidson County, North Carolina",55625,0.19121871153057,0.108333333333333,0.914418604651163,0,0.859663520722199,0.452690166975881,0.105177993527508,0.815757078375051,0.0968403775133361,0.0590890439064423,0.000410340582683627,0,0.0130232558139535,33.1034482758621
"37057060203","Census Tract 602.03, Davidson County, North Carolina",92369,0.0724017743979721,0.0907655880031571,0.88061923191426,0,0.919905213270142,0.600915431560593,0.149253731343284,0.965718799368088,0.0195892575039494,0,0,0,0.0259005656445371,37.8208955223881
"37057060301","Census Tract 603.01, Davidson County, North Carolina",102763,0.0857811834823329,0.0368342458934793,0.791051660516605,0,0.931962696057652,0.672047832585949,0.1671388101983,0.9482831708351,0.033276812208563,0,0,0,0.00322878228782288,22.5730337078652
"37057060302","Census Tract 603.02, Davidson County, North Carolina",80481,0.0822981366459627,0.0739476678043231,0.783667621776504,0,0.891082519964507,0.677709874557736,0.0605187319884726,0.910603371783496,0.0665483584738243,0.00244010647737356,0.00221827861579414,0,0.0105062082139446,43.95
"37057060303","Census Tract 603.03, Davidson County, North Carolina",79300,0.0889819419000262,0.0465116279069767,0.835121951219512,0,0.912486938349007,0.5827362674855,0.128284389489954,0.946708463949843,0.00705329153605016,0,0.00757575757575758,0,0,28.6666666666667
"37057060304","Census Tract 603.04, Davidson County, North Carolina",64583,0.117521367521368,0.0597439544807966,0.94300518134715,0,0.890066225165563,0.653085921742638,0.262042389210019,0.848476821192053,0.11364238410596,0,0.00529801324503311,0,0,Inf
"37057060400","Census Tract 604, Davidson County, North Carolina",72872,0.109431680773882,0.117675312199808,0.815580286168522,0,0.878677952438533,0.489750692520776,0.109725685785536,0.9167674324869,0,0.0104796453043128,0.0560257960499798,0,0.0465023847376789,20.4117647058824
"37057060500","Census Tract 605, Davidson County, North Carolina",77450,0.235852568875652,0.107377049180328,0.818330605564648,0,0.908041697691735,0.474836905871389,0.058252427184466,0.95457930007446,0,0,0.0251303052866716,0,0,19.0625
"37057060601","Census Tract 606.01, Davidson County, North Carolina",77023,0.0866604039455143,0.143047238855622,0.766920877025739,0,0.903300253865682,0.598272138228942,0.301057770545159,0.938841449342257,0.0131548580660051,0,0.00300023078698361,0,0,Inf
"37057060602","Census Tract 606.02, Davidson County, North Carolina",87887,0.0790527018012008,0.0745901639344262,0.85595567867036,0,0.926951300867245,0.64970467969105,0.0558002936857562,0.874249499666444,0.123415610406938,0,0,0,0.00831024930747922,101.666666666667
"37057060700","Census Tract 607, Davidson County, North Carolina",59339,0.124601175482788,0.208962048468221,0.801907556859868,0,0.758318159245158,0.462920195021812,0.146373056994819,0.632345638139381,0.191359046515478,0.0016553550736633,0,0,0.0223771093176816,15.6214285714286
"37057060800","Census Tract 608, Davidson County, North Carolina",36327,0.344475631538658,0.329622758194187,0.750739644970414,0.0414201183431953,0.857361571829548,0.419953596287703,0.579418344519016,0.534243236656105,0.327077747989276,0.00609310260784792,0.0131611016329515,0,0.120562130177515,6.17175572519084
"37057060900","Census Tract 609, Davidson County, North Carolina",45446,0.168690660189887,0.222330097087379,0.874299065420561,0.00841121495327103,0.846372377622378,0.432788944723618,0.290780141843972,0.726899827288428,0.137089810017271,0.00194300518134715,0.0459844559585492,0,0.0187617260787993,20.6
"37057061000","Census Tract 610, Davidson County, North Carolina",56875,0.16819246327443,0.225726959093149,0.846250523669879,0,0.8030749789385,0.406492387245045,0.350343473994112,0.762659530671058,0.195759571840263,0.000823384108686702,0.000411692054343351,0,0.019279128248114,15.2556390977444
"37057061101","Census Tract 611.01, Davidson County, North Carolina",62626,0.101099830795262,0.102282333051564,0.903440621531632,0,0.824450084602369,0.66435432230523,0.0387409200968523,0.986201298701299,0.00243506493506494,0.000811688311688312,0,0,0,147.875
"37057061102","Census Tract 611.02, Davidson County, North Carolina",54564,0.273965041398344,0.154294803817603,0.763117677024962,0,0.90524379024839,0.499297950014041,0.310746064339493,0.924747010119595,0.0270469181232751,0,0,0,0.0203769740193581,47.15
"37057061202","Census Tract 612.02, Davidson County, North Carolina",54286,0.0663615560640732,0.132058287795993,0.802065404475043,0.0266781411359725,0.917620137299771,0.440366972477064,0.134105960264901,0.987414187643021,0,0,0,0,0.193631669535284,8.19402985074627
"37057061203","Census Tract 612.03, Davidson County, North Carolina",35201,0.12987012987013,0.225430316490838,0.811063218390805,0,0.797313797313797,0.497635503819571,0.345939933259177,0.629024390243902,0.212682926829268,0,0.12609756097561,0,0.00933908045977012,6.14675767918089
"37057061204","Census Tract 612.04, Davidson County, North Carolina",35488,0.268974145120934,0.222703639514731,0.884146341463415,0,0.813594662218515,0.355544252288912,0.327327327327327,0.83319772172498,0.148494711147274,0,0.016680227827502,0.0016273393002441,0.199186991869919,5.44339622641509
"37057061300","Census Tract 613, Davidson County, North Carolina",41976,0.258139534883721,0.204927211646137,0.59338061465721,0.0118203309692671,0.882761816496756,0.598943041691133,0.45575959933222,0.665191146881288,0.209255533199195,0.00643863179074447,0.0100603621730382,0,0.0614657210401891,6.15862068965517
"37057061400","Census Tract 614, Davidson County, North Carolina",32286,0.362242990654206,0.464895635673624,0.562264150943396,0.0729559748427673,0.684718100890208,0.294174289841117,0.348265895953757,0.431730769230769,0.38525641025641,0.0163461538461538,0,0,0.0830090791180285,3.7508896797153
"37057061501","Census Tract 615.01, Davidson County, North Carolina",29238,0.265560165975104,0.2991643454039,0.783395423097392,0,0.874750609620927,0.371351895337135,0.265787647467037,0.429058372390285,0.443118875159778,0.00703025138474649,0,0.000852151682999574,0.0425985090521832,10.8132530120482
"37057061502","Census Tract 615.02, Davidson County, North Carolina",89766,0.12073591414335,0.0934579439252336,0.843170320404722,0,0.939301972685888,0.652751423149905,0.0848806366047745,0.952200303490137,0.0417298937784522,0.00189681335356601,0,0,0.0118143459915612,15.9701492537313
"37057061600","Census Tract 616, Davidson County, North Carolina",29809,0.298862461220269,0.261862917398946,0.810185185185185,0,0.768705158865733,0.511744966442953,0.302380952380952,0.552101127434233,0.233344721557909,0,0.110010249402118,0,0.0972222222222222,5.47115384615385
"37057061701","Census Tract 617.01, Davidson County, North Carolina",66391,0.120452528837622,0.0921483097055616,0.758814512008176,0,0.882170542635659,0.533683289588801,0.0780911062906725,0.894122731201383,0.0449438202247191,0,0.033923941227312,0,0.0137966274910577,45.85
"37057061703","Census Tract 617.03, Davidson County, North Carolina",65313,0.185767299716219,0.15347137637028,0.82408325074331,0.00247770069375619,0.89002390784612,0.464309319233311,0.189981096408318,0.967398391653988,0.0180395566181265,0.000652032166920235,0,0,0.0109018830525273,54.7333333333333
"37057061704","Census Tract 617.04, Davidson County, North Carolina",69911,0.257361742877663,0.178073089700997,0.801467216872994,0,0.8752693320565,0.603145574250183,0.142713567839196,0.953794589418243,0.0263346899688772,0,0.0143643763466603,0,0,28.3962264150943
"37057061705","Census Tract 617.05, Davidson County, North Carolina",61767,0.0937980522808816,0.136064374542794,0.909043927648579,0,0.914402870322911,0.475935828877005,0.150903294367694,0.939774474628396,0.0146078933880062,0.0079446437724244,0.0369041517170682,0,0,Inf
"37057061803","Census Tract 618.03, Davidson County, North Carolina",49427,0.111657951399569,0.146981627296588,0.908225696804895,0,0.908728943338438,0.430497051390059,0.173310225303293,0.841768292682927,0.12469512195122,0.000304878048780488,0.00426829268292683,0,0.0278721957851801,47.625
"37057061805","Census Tract 618.05, Davidson County, North Carolina",63222,0.147524071526823,0.00954653937947494,0.906542056074766,0,0.891678129298487,0.637470725995316,0.0902394106813996,1,0,0,0,0,0,Inf
"37057061806","Census Tract 618.06, Davidson County, North Carolina",68750,0.04673173617273,0.10235026535254,0.771329077190946,0,0.877377816798361,0.586787564766839,0.0591471801925722,1,0,0,0,0,0.0226349390597795,21.2741935483871
"37057061807","Census Tract 618.07, Davidson County, North Carolina",73813,0.0702912621359223,0.163437236731255,0.589299171062547,0,0.904466019417476,0.491329479768786,0.0440771349862259,0.937864077669903,0.0621359223300971,0,0,0,0,Inf
"37057061808","Census Tract 618.08, Davidson County, North Carolina",75208,0.179345209436688,0.0889121338912134,0.877591312931886,0,0.923928743379875,0.65865540759987,0.444959443800695,0.818006740491093,0.181993259508907,0,0,0,0.00888450148075025,40.6808510638298
"37057061902","Census Tract 619.02, Davidson County, North Carolina",52500,0.217616580310881,0.138334778837814,0.790106333795654,0,0.896376811594203,0.296122499382564,0.121241513094083,0.92080101028324,0.0164171026519935,0,0,0,0.0120649651972158,46.12
"37057061903","Census Tract 619.03, Davidson County, North Carolina",54583,0.179034941763727,0.182779456193353,0.883268482490272,0,0.855140186915888,0.42597638510445,0.168654173764906,0.904318936877076,0.0385382059800664,0.00299003322259136,0,0,0,44.1333333333333
"37057061904","Census Tract 619.04, Davidson County, North Carolina",63659,0.0795681727309076,0.128326996197719,0.980039920159681,0,0.967213114754098,0.59521158129176,0.0410958904109589,0.995601759296281,0,0,0,0,0.0389221556886228,20.6274509803922
"37057062001","Census Tract 620.01, Davidson County, North Carolina",60511,0.13416572077185,0.10308182784272,0.835984095427435,0,0.893966681674921,0.494592224495761,0.0902777777777778,0.966906798739307,0,0,0.0155335434488969,0,0.0700795228628231,19.6041666666667
"37057062002","Census Tract 620.02, Davidson County, North Carolina",63605,0.16978021978022,0.112722478576137,0.793807641633729,0.0204216073781291,0.865573770491803,0.393430917529454,0.0843023255813953,0.955620515546107,0,0,0.0316237044910975,0.00132872707945788,0.0105401844532279,15.17
"37059080101","Census Tract 801.01, Davie County, North Carolina",61792,0.179287305122494,0.207272727272727,0.829322887520985,0,0.864810690423163,0.594015748031496,0.148080438756856,0.860227019808591,0.033830402848876,0.0117961273091476,0,0,0.0184667039731393,117.857142857143
"37059080102","Census Tract 801.02, Davie County, North Carolina",69934,0.115092290988056,0.170840787119857,0.774420946626385,0,0.69028230184582,0.457634408602151,0,0.791220556745182,0.0591541755888651,0.00160599571734475,0,0,0.00553877139979859,111.8
"37059080200","Census Tract 802, Davie County, North Carolina",78024,0.0341706686368674,0.0512925728354534,0.791973244147157,0,0.955510052122115,0.647819837086727,0.0373216245883644,0.933136313261914,0.0332471370520872,0,0.00628001477650536,0,0.0354515050167224,38.078125
"37059080301","Census Tract 803.01, Davie County, North Carolina",113750,0.0111374840241008,0,0.835462442514052,0,0.993427058608727,0.846931407942238,0.025,0.92577984940839,0.0181068483327357,0.0297597705270706,0.00986016493366798,0,0,7.75157232704403
"37059080302","Census Tract 803.02, Davie County, North Carolina",76333,0.36657223796034,0.187552565180824,0.766687857596948,0,0.761473087818697,0.50758785942492,0.0592255125284738,0.939943342776204,0.0526912181303116,0,0,0,0.0235219326128417,24.265306122449
"37059080400","Census Tract 804, Davie County, North Carolina",71143,0.0499132780882636,0.0477885104219624,0.92016632016632,0.00166320166320166,0.93351320100212,0.595464135021097,0.210084033613445,0.966467527461939,0.00655232222008094,0,0.0183079591443438,0,0.00583576490204252,26.2266666666667
"37059080500","Census Tract 805, Davie County, North Carolina",58563,0.130579613590939,0.142156862745098,0.830747531734838,0,0.889629136131468,0.481765246705486,0.273305084745763,0.820264317180617,0.101101321585903,0.000440528634361233,0,0,0.0504955167531855,26.7540983606557
"37059080600","Census Tract 806, Davie County, North Carolina",75024,0.207399687337155,0.132231404958678,0.809076682316119,0.00573813249869588,0.920010422094841,0.590245639017444,0.313527180783818,0.857397504456328,0.0618792971734148,0.000254647313470843,0.0160427807486631,0,0.0245174752217006,25.4736842105263
"37059080701","Census Tract 807.01, Davie County, North Carolina",47100,0.225294117647059,0.141605839416058,0.874375,0.01,0.900588235294118,0.303749043611324,0.211293260473588,0.859117647058824,0.103529411764706,0,0,0,0,13.047619047619
"37059080702","Census Tract 807.02, Davie County, North Carolina",70697,0.226973684210526,0.135874877810362,0.84575260804769,0,0.868421052631579,0.493317132442284,0.191458026509573,0.845760233918129,0.0391081871345029,0.0164473684210526,0.0175438596491228,0,0.0432190760059613,15.5
"37067000100","Census Tract 1, Forsyth County, North Carolina",96500,0.12330686595049,0.00535475234270415,0.65506898620276,0.002999400119976,0.94161606725829,0.738715277777778,0,0.690896503980616,0.231221876081689,0,0.0387677397023191,0,0.0306490384615385,16.9772727272727
"37067000200","Census Tract 2, Forsyth County, North Carolina",69342,0.421348314606742,0.21003717472119,0.699228791773779,0.102827763496144,0.734447539461467,0.5,0.242105263157895,0.496750232126277,0.394614670380687,0.0185701021355617,0.010213556174559,0,0.0545454545454545,2.65024630541872
"37067000301","Census Tract 3.01, Forsyth County, North Carolina",26914,0.452679018527792,0.576555023923445,0.695,0.06125,0.786179268903355,0.437652811735941,0.790123456790123,0.165748622934402,0.808713069604407,0.0110165247871808,0,0,0.0775,2.58024691358025
"37067000302","Census Tract 3.02, Forsyth County, North Carolina",32404,0.256975989617132,0.253218884120172,0.639316239316239,0.177777777777778,0.856586632057106,0.430649854510184,0.769480519480519,0.189487345879299,0.764438676184296,0,0,0.00648929266709929,0.133333333333333,4.92253521126761
"37067000400","Census Tract 4, Forsyth County, North Carolina",27284,0.433657786885246,0.351947097722263,0.680851063829787,0.0252167060677699,0.810987903225806,0.442156003505697,0.68086642599278,0.0360383064516129,0.855090725806452,0,0,0.0294858870967742,0.195548489666137,2.94588744588745
"37067000500","Census Tract 5, Forsyth County, North Carolina",20568,0.543149466192171,0.449628844114528,0.584302325581395,0.113372093023256,0.78247191011236,0.493269992082344,0.569186875891583,0.221975088967972,0.738879003558719,0,0,0.00756227758007117,0.200581395348837,2.4750656167979
"37067000600","Census Tract 6, Forsyth County, North Carolina",28650,0.484897959183673,0.445714285714286,0.730515191545575,0.0568031704095112,0.797225622195022,0.351274787535411,0.33131067961165,0.182782537739698,0.740514075887393,0,0,0,0.170860927152318,2.81350482315113
"37067000700","Census Tract 7, Forsyth County, North Carolina",33329,0.376734258271078,0.428715874620829,0.655629139072848,0.117549668874172,0.858591248665955,0.346013167520117,0.421911421911422,0.116862326574173,0.851120597652081,0,0,0,0.162251655629139,2.04761904761905
"37067000801","Census Tract 8.01, Forsyth County, North Carolina",2499,0.728139904610493,0.735042735042735,0.343922651933702,0.042817679558011,0.885,0.25705329153605,0.891447368421053,0.155882352941176,0.763529411764706,0.00264705882352941,0.0338235294117647,0,0.467289719626168,1.81395348837209
"37067000802","Census Tract 8.02, Forsyth County, North Carolina",25429,0.478632478632479,0.471794871794872,0.705741626794258,0,0.870925684485007,0.483412322274882,0.681818181818182,0.348109517601043,0.53541938287701,0.00825727944372012,0.0304215558452847,0,0.0304,5.57142857142857
"37067000900","Census Tract 9, Forsyth County, North Carolina",65917,0.250246954231149,0.210277214334009,0.834267912772586,0.0485981308411215,0.77722498618021,0.633663366336634,0.4825,0.532614704256495,0.37534549474848,0.00635710337202874,0.0245992260917634,0,0.0466072652501714,4.99662162162162
"37067001000","Census Tract 10, Forsyth County, North Carolina",64808,0.162653339391186,0.160732984293194,0.741907261592301,0,0.8430258973194,0.695913842255306,0.293320425943853,0.694911403907315,0.194229895502045,0,0.0318037255792821,0,0.0288713910761155,10.7303370786517
