"","STATEFP","COUNTYFP","TRACTCE","POPULATION","LATITUDE","LONGITUDE"
"574",37,63,1711,4503,36.054241,-78.928459
"575",37,63,1801,7123,36.033486,-78.843652
"576",37,63,1802,6736,35.987523,-78.848941
"577",37,63,1806,5672,36.013994,-78.808551
"578",37,63,1807,9416,35.984737,-78.823271
"579",37,63,1808,5046,35.967091,-78.811525
"580",37,63,1809,5148,35.939046,-78.837112
"581",37,63,1900,2847,35.950541,-78.752194
"582",37,63,2007,4854,35.950437,-78.938875
"583",37,63,2008,2907,35.941428,-78.957434
"584",37,63,2009,4685,35.960195,-78.899843
"585",37,63,2013,4481,35.889759,-78.91047
"586",37,63,2015,5127,35.967719,-78.946216
"587",37,63,2016,5384,35.958596,-78.968409
"588",37,63,2017,6654,35.976668,-78.978014
"589",37,63,2018,7483,35.934036,-78.988091
"590",37,63,2019,4408,35.900199,-78.989776
"591",37,63,2020,5894,35.887237,-78.933989
"592",37,63,2021,4432,35.904979,-78.941459
"593",37,63,2022,4307,35.918552,-78.923618
"594",37,63,2023,2808,35.917919,-78.940867
"595",37,63,2024,5848,35.931531,-78.934507
"596",37,63,2025,5938,35.930097,-78.906603
"597",37,63,2026,5813,35.943256,-78.900885
"598",37,63,2027,7272,35.915025,-78.899909
"599",37,63,2028,6001,35.905419,-78.832091
"600",37,63,2100,6362,36.17263,-78.884712
"601",37,63,2200,1946,35.999772,-78.901877
"602",37,63,2300,1331,35.987957,-78.902953
"603",37,63,980100,4,35.892404,-78.88563
"604",37,65,20200,6059,35.922932,-77.787089
"605",37,65,20300,5370,35.936934,-77.76933
"606",37,65,20400,4958,35.951938,-77.769451
"607",37,65,20600,3525,36.00111,-77.727615
"608",37,65,20700,2201,36.066989,-77.644613
"609",37,65,20800,3716,35.885579,-77.469924
"610",37,65,20900,2939,35.881952,-77.517009
"611",37,65,21000,3409,35.902729,-77.533652
"612",37,65,21100,3957,35.925243,-77.556276
"613",37,65,21200,5207,35.899702,-77.562552
"614",37,65,21300,4860,35.875474,-77.636754
"615",37,65,21400,4141,35.857865,-77.748356
"616",37,65,21500,3313,35.790294,-77.652301
"617",37,65,21600,2897,35.744214,-77.637651
"618",37,67,100,2052,36.097483,-80.246006
"619",37,67,200,1103,36.104388,-80.249417
"620",37,67,301,1799,36.111669,-80.251733
"621",37,67,302,1859,36.119256,-80.256604
"622",37,67,400,3251,36.121135,-80.243073
"623",37,67,500,2391,36.117021,-80.227918
"624",37,67,600,2056,36.108004,-80.228509
"625",37,67,700,1764,36.098532,-80.229595
"626",37,67,801,3062,36.086248,-80.225364
"627",37,67,802,2100,36.076516,-80.232043
"628",37,67,900,3508,36.084265,-80.250419
"629",37,67,1000,4652,36.080393,-80.264394
"630",37,67,1100,2254,36.094688,-80.263708
"631",37,67,1200,1959,36.108355,-80.27024
"632",37,67,1300,4535,36.132165,-80.277728
"633",37,67,1400,3710,36.143063,-80.256071
"634",37,67,1500,4095,36.152336,-80.237177
"635",37,67,1601,3652,36.14025,-80.210352
"636",37,67,1602,3077,36.118649,-80.220745
"637",37,67,1700,5231,36.112319,-80.202064
"638",37,67,1800,4207,36.07427,-80.209578
"639",37,67,1901,1549,36.065626,-80.225493
"640",37,67,1902,1917,36.070612,-80.243962
"641",37,67,2001,2367,36.057055,-80.23814
"642",37,67,2002,3072,36.055262,-80.251087
"643",37,67,2100,2151,36.074626,-80.282827
"644",37,67,2200,3742,36.085157,-80.281152
"645",37,67,2501,2590,36.106048,-80.282822
"646",37,67,2502,2770,36.098393,-80.299043
"647",37,67,2601,2481,36.120664,-80.296197
"648",37,67,2603,6553,36.132854,-80.313125
"649",37,67,2604,6441,36.150339,-80.335961
"650",37,67,2701,5864,36.164749,-80.310608
"651",37,67,2702,5675,36.1617,-80.282078
"652",37,67,2703,6039,36.146404,-80.284747
"653",37,67,2801,4236,36.219566,-80.381159
"654",37,67,2804,4150,36.180473,-80.313407
"655",37,67,2806,3274,36.190486,-80.277161
"656",37,67,2807,5031,36.226177,-80.270035
"657",37,67,2808,3531,36.238222,-80.313973
"658",37,67,2809,2238,36.207857,-80.33058
"659",37,67,2901,4784,36.189989,-80.235944
"660",37,67,2903,3828,36.16918,-80.201683
"661",37,67,2904,2151,36.207675,-80.18301
"662",37,67,3002,3932,36.149283,-80.178952
"663",37,67,3003,3272,36.136568,-80.152073
"664",37,67,3004,3618,36.120388,-80.123692
"665",37,67,3103,5468,36.173669,-80.088602
"666",37,67,3105,3649,36.190573,-80.136224
"667",37,67,3106,3099,36.229877,-80.098413
"668",37,67,3107,4391,36.145563,-80.083062
"669",37,67,3108,3495,36.142311,-80.058067
"670",37,67,3201,4774,36.124388,-80.093867
"671",37,67,3202,3904,36.121025,-80.062311
"672",37,67,3307,3405,36.102879,-80.098028
"673",37,67,3308,7880,36.090184,-80.126053
"674",37,67,3309,4956,36.089245,-80.176337
"675",37,67,3310,4061,36.078651,-80.152661
"676",37,67,3311,1926,36.062402,-80.134599
"677",37,67,3312,2692,36.06517,-80.088459
"678",37,67,3313,1458,36.025611,-80.06801
"679",37,67,3314,3171,36.066988,-80.057601
"680",37,67,3315,3424,36.100385,-80.073493
"681",37,67,3402,2182,36.041078,-80.145422
"682",37,67,3403,3412,36.056887,-80.185269
"683",37,67,3404,3917,36.067889,-80.189799
"684",37,67,3500,6562,36.040747,-80.214748
"685",37,67,3600,5968,36.025767,-80.244927
"686",37,67,3701,4830,36.055478,-80.269006
"687",37,67,3702,4514,36.040048,-80.279924
"688",37,67,3703,6032,36.013294,-80.278941
"689",37,67,3803,4567,36.049448,-80.292723
"690",37,67,3804,4100,36.050677,-80.307318
"691",37,67,3805,5573,36.063139,-80.325062
"692",37,67,3806,3012,36.043063,-80.346516
"693",37,67,3903,4477,36.079266,-80.32317
"694",37,67,3904,5907,36.07298,-80.354165
"695",37,67,3905,3607,36.087303,-80.330852
"696",37,67,3906,3436,36.099964,-80.324694
"697",37,67,3908,3085,36.112511,-80.331952
"698",37,67,3909,4356,36.09522,-80.348405
"699",37,67,4005,4695,36.012004,-80.394186
"700",37,67,4007,7104,36.06112,-80.430204
"701",37,67,4009,3802,36.113016,-80.426853
"702",37,67,4010,3392,36.107402,-80.373666
"703",37,67,4011,5645,36.089789,-80.396672
"704",37,67,4012,5611,36.059044,-80.384315
"705",37,67,4013,3083,36.040062,-80.386654
"706",37,67,4014,3016,36.025207,-80.371888
"707",37,67,4015,3296,36.000016,-80.365986
"708",37,67,4102,3256,36.160999,-80.409666
"709",37,67,4103,3478,36.1333,-80.374687
"710",37,67,4104,3429,36.165149,-80.365833
"711",37,69,60100,4663,36.205829,-78.282444
"712",37,69,60200,3711,36.146149,-78.140182
"713",37,69,60301,5975,36.114264,-78.28146
"714",37,69,60302,2563,36.082192,-78.312036
"715",37,69,60401,2441,36.122399,-78.492437
"716",37,69,60402,4944,36.110664,-78.430632
"717",37,69,60501,5955,36.041677,-78.515861
"718",37,69,60502,7918,36.031684,-78.443511
"719",37,69,60600,8582,35.987653,-78.358082
"720",37,69,60700,4709,35.997532,-78.190024
"721",37,69,60801,4204,35.950433,-78.256331
"722",37,69,60802,4954,35.895967,-78.279275
"723",37,71,30101,3383,35.37578,-80.998391
"724",37,71,30102,3315,35.314871,-81.012444
"725",37,71,30203,2345,35.382342,-81.08353
"726",37,71,30204,3000,35.34936,-81.043605
"727",37,71,30205,3852,35.376094,-81.119519
"728",37,71,30301,2587,35.384294,-81.188523
"729",37,71,30302,2665,35.334571,-81.155997
"730",37,71,30401,4126,35.371361,-81.234425
"731",37,71,30402,4368,35.324629,-81.229934
"732",37,71,30501,2569,35.387417,-81.294314
"733",37,71,30502,3784,35.335074,-81.328956
"734",37,71,30601,2710,35.39572,-81.367925
"735",37,71,30602,2507,35.388196,-81.400397
"736",37,71,30700,2955,35.371854,-81.375888
"737",37,71,30801,1476,35.286411,-81.319759
"738",37,71,30802,4215,35.295142,-81.269527
"739",37,71,30901,2273,35.314039,-81.180909
"740",37,71,30902,2927,35.308906,-81.164787
"741",37,71,31001,2865,35.284727,-81.073362
"742",37,71,31003,3803,35.309366,-81.05715
"743",37,71,31004,2561,35.288756,-81.051732
"744",37,71,31101,2767,35.314181,-81.029602
"745",37,71,31102,2201,35.289809,-81.020336
"746",37,71,31201,3080,35.274499,-81.024561
"747",37,71,31202,2404,35.267853,-81.040026
"748",37,71,31301,3383,35.2876,-81.126205
"749",37,71,31302,4535,35.27254,-81.105513
"750",37,71,31401,2986,35.285841,-81.161826
"751",37,71,31402,2356,35.293499,-81.147696
"752",37,71,31500,3381,35.272489,-81.206794
"753",37,71,31600,3489,35.27151,-81.290974
"754",37,71,31701,3670,35.189859,-81.273396
"755",37,71,31703,2709,35.245004,-81.254742
"756",37,71,31704,3690,35.207149,-81.24682
"757",37,71,31800,3532,35.265135,-81.23148
"758",37,71,31900,2973,35.272239,-81.192392
"759",37,71,32000,2655,35.272376,-81.176843
"760",37,71,32100,2923,35.268757,-81.154016
"761",37,71,32200,3906,35.247803,-81.084264
"762",37,71,32301,2308,35.250354,-81.054354
"763",37,71,32302,2626,35.246152,-81.023684
"764",37,71,32401,4577,35.232577,-81.045232
"765",37,71,32402,4288,35.20077,-81.027757
"766",37,71,32502,3153,35.198962,-81.074885
"767",37,71,32505,3299,35.238975,-81.143465
"768",37,71,32506,3375,35.232416,-81.124447
"769",37,71,32507,3405,35.233262,-81.107451
"770",37,71,32508,2745,35.226633,-81.085998
"771",37,71,32600,3825,35.251656,-81.126989
"772",37,71,32702,1798,35.22819,-81.163719
"773",37,71,32703,1940,35.256927,-81.165915
"774",37,71,32704,4488,35.245556,-81.160894
"775",37,71,32800,6203,35.239544,-81.180449
"776",37,71,32900,3472,35.253533,-81.197299
"777",37,71,33100,2538,35.252208,-81.219928
"778",37,71,33202,2062,35.216612,-81.185629
"779",37,71,33203,2438,35.241243,-81.206531
"780",37,71,33204,3791,35.232321,-81.213525
"781",37,71,33303,3196,35.220034,-81.137922
"782",37,71,33304,4597,35.202964,-81.141085
"783",37,71,33305,3942,35.189515,-81.175275
"784",37,71,33306,1572,35.165672,-81.139727
"785",37,71,33307,1922,35.17961,-81.095544
"786",37,71,33400,2869,35.204024,-81.208052
"787",37,71,33500,4731,35.343592,-81.105286
"788",37,73,970100,4684,36.440801,-76.608655
"789",37,73,970200,4174,36.488824,-76.719967
"790",37,73,970300,3339,36.472417,-76.82573
"791",37,75,920100,2197,35.391878,-83.74048
"792",37,75,920200,2869,35.326216,-83.773537
"793",37,75,920300,3795,35.2993,-83.826321
"794",37,77,970101,5273,36.467504,-78.612447
"795",37,77,970102,3606,36.372095,-78.712545
"796",37,77,970200,4270,36.343839,-78.583761
"797",37,77,970300,3646,36.298721,-78.614998
"798",37,77,970400,4040,36.306161,-78.580108
"799",37,77,970500,3839,36.262302,-78.564766
"800",37,77,970601,5380,36.150609,-78.589655
"801",37,77,970602,7583,36.080432,-78.597684
"802",37,77,970603,6260,36.116999,-78.710127
"803",37,77,970701,4749,36.228919,-78.718362
"804",37,77,970702,2516,36.14299,-78.74753
"805",37,77,970703,4067,36.119731,-78.776365
"806",37,77,970704,4687,36.153173,-78.794563
"807",37,79,950101,4018,35.566448,-77.687024
"808",37,79,950102,5260,35.474184,-77.581229
"809",37,79,950200,4704,35.455383,-77.77668
"810",37,79,950300,7380,35.42028,-77.654667
"811",37,81,10100,1561,36.093444,-79.760683
"812",37,81,10200,4070,36.106944,-79.775861
"813",37,81,10300,2426,36.094657,-79.771989
"814",37,81,10401,1453,36.089788,-79.80321
"815",37,81,10403,1594,36.104905,-79.814889
"816",37,81,10404,2502,36.099938,-79.798654
"817",37,81,10500,2173,36.079816,-79.817336
"818",37,81,10601,2780,36.067204,-79.838389
"819",37,81,10602,4592,36.067176,-79.822533
"820",37,81,10701,1919,36.076153,-79.804598
"821",37,81,10702,4307,36.069684,-79.807442
"822",37,81,10800,2409,36.075838,-79.791893
"823",37,81,10900,2001,36.081931,-79.782001
"824",37,81,11000,4768,36.075631,-79.772
"825",37,81,11101,4260,36.068188,-79.756637
"826",37,81,11102,2602,36.054477,-79.759845
"827",37,81,11200,5391,36.064538,-79.77584
"828",37,81,11300,2862,36.053415,-79.781146
"829",37,81,11400,5291,36.05353,-79.79896
"830",37,81,11500,2964,36.056953,-79.809077
"831",37,81,11601,2453,36.052565,-79.822457
"832",37,81,11602,2981,36.052052,-79.844813
"833",37,81,11904,4265,36.134333,-79.775601
"834",37,81,11905,5077,36.131097,-79.753902
"835",37,81,12503,4176,36.114114,-79.816236
"836",37,81,12504,3246,36.074871,-79.863234
"837",37,81,12505,4353,36.083601,-79.853021
"838",37,81,12508,3289,36.104663,-79.832423
"839",37,81,12509,2223,36.100302,-79.84009
"840",37,81,12510,3090,36.11661,-79.857559
"841",37,81,12511,4961,36.099054,-79.856635
"842",37,81,12601,5912,36.062668,-79.868289
"843",37,81,12604,4908,36.041713,-79.813782
"844",37,81,12607,2301,36.043183,-79.883934
"845",37,81,12608,2392,36.043863,-79.855445
"846",37,81,12609,7342,36.027363,-79.853819
"847",37,81,12610,3159,36.032383,-79.83224
"848",37,81,12611,3577,36.025074,-79.824105
"849",37,81,12612,5947,36.017242,-79.814429
"850",37,81,12617,3478,36.041328,-79.869107
"851",37,81,12703,5373,36.12298,-79.794469
"852",37,81,12704,3214,36.118354,-79.766077
"853",37,81,12705,4056,36.100485,-79.745547
"854",37,81,12706,3159,36.091994,-79.745599
"855",37,81,12707,2589,36.080988,-79.747282
"856",37,81,12803,7640,36.057749,-79.726531
"857",37,81,12804,4184,36.01865,-79.792549
"858",37,81,12805,2545,36.032626,-79.76356
"859",37,81,13601,3092,35.973442,-79.993829
"860",37,81,13602,4138,35.976634,-80.009305
"861",37,81,13700,4141,35.96876,-80.02365
"862",37,81,13800,4685,35.968678,-79.991068
"863",37,81,13900,4509,35.958703,-79.988062
"864",37,81,14000,3079,35.949297,-80.023826
"865",37,81,14200,3503,35.946877,-79.988149
"866",37,81,14300,3045,35.941249,-80.008545
"867",37,81,14406,2337,35.980108,-79.962827
"868",37,81,14407,5635,35.980458,-80.038866
"869",37,81,14408,2326,35.936275,-80.041132
"870",37,81,14409,2893,35.999683,-80.01856
"871",37,81,14410,3591,35.994255,-80.01091
"872",37,81,14411,4806,35.987319,-79.989749
"873",37,81,14412,2587,35.994921,-79.973745
"874",37,81,14501,1300,35.928409,-80.015357
"875",37,81,14502,4433,35.928297,-79.971931
"876",37,81,14503,3523,35.960758,-79.961665
"877",37,81,15100,4097,36.207641,-79.626077
"878",37,81,15200,8412,36.096889,-79.563882
"879",37,81,15300,7791,36.084049,-79.653016
"880",37,81,15401,5527,36.160422,-79.683625
"881",37,81,15402,7211,36.128402,-79.722351
"882",37,81,15500,6111,36.154387,-79.766121
"883",37,81,15600,9324,36.216046,-79.780556
"884",37,81,15703,5863,36.130913,-79.814911
"885",37,81,15704,6171,36.148016,-79.852581
"886",37,81,15705,3158,36.132759,-79.844661
"887",37,81,15706,5288,36.15425,-79.798566
"888",37,81,15707,6612,36.145493,-79.825911
"889",37,81,15800,7984,36.200694,-79.896951
"890",37,81,15901,5270,36.231875,-79.973566
"891",37,81,15902,3611,36.184821,-80.003634
"892",37,81,16003,4294,36.154771,-79.948512
"893",37,81,16005,1721,36.156358,-79.886742
"894",37,81,16006,3159,36.132327,-79.880827
"895",37,81,16007,4933,36.120696,-79.876356
"896",37,81,16008,7034,36.138915,-79.930037
"897",37,81,16009,3743,36.130905,-79.908234
"898",37,81,16010,2607,36.107477,-79.900628
"899",37,81,16011,5627,36.072534,-79.906017
"900",37,81,16101,5063,36.094507,-79.893024
"901",37,81,16102,3930,36.083071,-79.900074
"902",37,81,16103,5068,36.07709,-79.880581
"903",37,81,16201,5352,36.137469,-79.997888
"904",37,81,16203,4013,36.05785,-80.021236
"905",37,81,16204,2985,36.056077,-79.993428
"906",37,81,16205,3903,36.043927,-79.981637
"907",37,81,16303,3316,36.02178,-80.027666
"908",37,81,16304,3758,36.026644,-80.00866
"909",37,81,16305,3538,36.030072,-79.984092
"910",37,81,16306,4500,36.015397,-79.968554
"911",37,81,16405,1691,36.059912,-79.91543
"912",37,81,16406,3300,36.04406,-79.944046
"913",37,81,16407,4577,36.034015,-79.938448
"914",37,81,16408,1956,36.024178,-79.931686
"915",37,81,16409,2513,36.002346,-79.939369
"916",37,81,16410,5520,35.972121,-79.941422
"917",37,81,16502,5598,36.007263,-79.882631
"918",37,81,16503,3729,36.045486,-79.900526
"919",37,81,16505,5072,36.027964,-79.911856
"920",37,81,16506,4900,36.023498,-79.90164
"921",37,81,16600,2500,35.933064,-79.931823
"922",37,81,16701,5126,35.993289,-79.8272
"923",37,81,16702,3522,35.9475,-79.840837
"924",37,81,16800,6584,35.989506,-79.780995
"925",37,81,16900,4698,35.934861,-79.744835
"926",37,81,17000,4516,35.951981,-79.619067
"927",37,81,17100,7273,35.995581,-79.711959
"928",37,81,17200,6919,36.033338,-79.63068
"929",37,81,980100,0,36.104942,-79.935643
"930",37,83,930100,3435,36.412615,-77.609714
"931",37,83,930200,5310,36.453499,-77.641301
"932",37,83,930300,4817,36.465656,-77.66182
"933",37,83,930400,3629,36.443329,-77.650902
"934",37,83,930501,3956,36.454244,-77.680504
"935",37,83,930502,5540,36.443055,-77.711653
"936",37,83,930600,4097,36.381716,-77.707675
"937",37,83,930700,4108,36.447963,-77.853065
"938",37,83,930800,5312,36.243316,-77.896689
"939",37,83,930900,5577,36.188987,-77.679417
"940",37,83,931000,3488,36.28675,-77.538556
"941",37,83,931100,5422,36.117052,-77.422124
"942",37,85,70100,4530,35.29784,-78.617729
"943",37,85,70200,3262,35.318219,-78.585202
"944",37,85,70300,4907,35.330005,-78.60996
"945",37,85,70401,3963,35.387844,-78.689437
"946",37,85,70402,6679,35.415134,-78.640229
"947",37,85,70500,5914,35.318818,-78.669416
"948",37,85,70600,4377,35.287987,-78.802023
"949",37,85,70700,5400,35.386054,-78.815369
"950",37,85,70801,2070,35.444793,-78.765779
"951",37,85,70802,4969,35.408567,-78.740126
"952",37,85,70901,2574,35.514084,-78.727814
"953",37,85,70902,2680,35.491168,-78.708191
"954",37,85,70903,2266,35.480685,-78.746868
"955",37,85,70904,3344,35.501865,-78.771836
"956",37,85,71001,5029,35.503055,-78.823111
"957",37,85,71002,3102,35.532057,-78.889306
"958",37,85,71101,3410,35.43756,-78.939358
"959",37,85,71102,4911,35.393447,-78.95584
"960",37,85,71201,2264,35.265976,-78.898275
"961",37,85,71202,4178,35.245065,-78.950701
"962",37,85,71203,1331,35.245036,-78.970445
"963",37,85,71204,4560,35.287197,-78.953783
"964",37,85,71301,3558,35.358472,-79.046905
"965",37,85,71302,5250,35.317488,-79.044198
"966",37,85,71303,7714,35.281407,-79.032258
"967",37,85,71401,3908,35.312146,-79.111375
"968",37,85,71402,8528,35.253768,-79.089612
"969",37,87,920101,3393,35.585561,-83.033103
"970",37,87,920102,3818,35.630811,-82.946836
"971",37,87,920200,6625,35.558335,-82.830911
"972",37,87,920300,3283,35.521869,-82.830259
"973",37,87,920400,1921,35.53405,-82.861374
"974",37,87,920500,6214,35.538368,-82.919652
"975",37,87,920600,4493,35.53091,-82.987977
"976",37,87,920700,3194,35.518809,-83.08086
"977",37,87,920800,3037,35.477341,-83.039185
"978",37,87,920900,1996,35.493173,-82.995561
"979",37,87,921000,3322,35.500995,-82.966594
"980",37,87,921100,2468,35.473318,-82.984012
"981",37,87,921200,5649,35.459067,-83.010879
"982",37,87,921301,4182,35.471436,-82.909019
"983",37,87,921302,5431,35.464075,-82.841642
"984",37,87,980100,10,35.662479,-83.140812
"985",37,89,930100,4484,35.422433,-82.341621
"986",37,89,930200,6797,35.339973,-82.357764
"987",37,89,930300,6408,35.337784,-82.40346
"988",37,89,930401,2697,35.376778,-82.446225
"989",37,89,930402,2596,35.385468,-82.402923
"990",37,89,930501,4034,35.395207,-82.494635
"991",37,89,930502,4614,35.429629,-82.461236
"992",37,89,930600,4959,35.435311,-82.514239
"993",37,89,930701,3410,35.417856,-82.577493
"994",37,89,930702,4506,35.37089,-82.587198
"995",37,89,930703,5578,35.322744,-82.601174
"996",37,89,930800,5057,35.371409,-82.502352
"997",37,89,930900,3096,35.341179,-82.481417
"998",37,89,931000,5532,35.339752,-82.444337
"999",37,89,931100,2378,35.325686,-82.465419
"1000",37,89,931200,2240,35.315258,-82.467671
"1001",37,89,931300,3589,35.301736,-82.446175
"1002",37,89,931400,5476,35.285146,-82.41902
"1003",37,89,931500,3554,35.267459,-82.443849
"1004",37,89,931600,4747,35.293746,-82.47829
"1005",37,89,931700,2696,35.308443,-82.496403
"1006",37,89,931801,2988,35.344779,-82.505783
"1007",37,89,931802,4332,35.333398,-82.517449
"1008",37,89,931901,3503,35.301024,-82.560522
"1009",37,89,931902,2927,35.253338,-82.536487
"1010",37,89,932000,4542,35.217734,-82.433037
"1011",37,89,980100,0,35.406266,-82.693691
"1012",37,91,950100,7429,36.442408,-77.086956
"1013",37,91,950200,6038,36.355022,-76.913934
"1014",37,91,950300,3303,36.302623,-77.077194
"1015",37,91,950401,3543,36.278672,-77.000769
"1016",37,91,950402,4356,36.286768,-76.968475
"1017",37,93,970101,8327,35.034219,-79.140934
"1018",37,93,970102,11350,35.006739,-79.129601
"1019",37,93,970103,7549,34.97849,-79.092882
"1020",37,93,970201,4204,35.043467,-79.354681
"1021",37,93,970202,3643,34.952136,-79.301301
"1022",37,93,970300,5125,34.984479,-79.226122
"1023",37,93,970401,3710,34.91502,-79.143205
"1024",37,93,970402,3044,34.901518,-79.227398
"1025",37,93,980100,0,35.119311,-79.231079
"1026",37,95,920100,5810,35.43421,-76.208134
"1027",37,95,990100,0,35.107001,-75.881206
"1028",37,95,990200,0,35.294437,-76.02515
"1029",37,97,60100,5362,35.793228,-80.874748
"1030",37,97,60200,1985,35.771202,-80.877464
"1031",37,97,60300,2706,35.767941,-80.891802
"1032",37,97,60400,4066,35.781377,-80.919682
"1033",37,97,60500,4103,35.7908,-80.897066
"1034",37,97,60601,5347,35.794013,-80.847346
"1035",37,97,60602,1972,35.797925,-80.818535
"1036",37,97,60603,1587,35.759087,-80.831538
"1037",37,97,60701,3044,35.770425,-80.779436
"1038",37,97,60702,4100,35.836435,-80.777625
"1039",37,97,60703,2879,35.8543,-80.839556
"1040",37,97,60801,3482,35.992146,-80.77586
"1041",37,97,60802,3564,35.920914,-80.769625
"1042",37,97,60901,3186,36.011452,-80.914719
"1043",37,97,60902,3854,35.926054,-80.936974
"1044",37,97,61001,3722,35.850606,-80.886407
"1045",37,97,61002,4143,35.837056,-80.960624
"1046",37,97,61003,3572,35.821289,-80.905661
"1047",37,97,61101,2668,35.809491,-81.046156
"1048",37,97,61102,3085,35.794003,-81.000582
"1049",37,97,61103,2769,35.744236,-81.014814
"1050",37,97,61104,2176,35.755603,-80.962942
"1051",37,97,61201,3428,35.736646,-80.912965
"1052",37,97,61202,4652,35.692401,-80.889021
"1053",37,97,61203,4148,35.621993,-80.876881
"1054",37,97,61204,3019,35.630671,-80.903189
"1055",37,97,61205,3587,35.686084,-80.946697
"1056",37,97,61301,2707,35.715068,-80.81383
"1057",37,97,61302,3904,35.666644,-80.820277
"1058",37,97,61303,4115,35.621296,-80.795885
"1059",37,97,61304,4705,35.607032,-80.834268
"1060",37,97,61401,4208,35.561929,-80.932672
"1061",37,97,61402,5148,35.586782,-80.895334
"1062",37,97,61403,3350,35.579773,-80.853782
"1063",37,97,61404,2016,35.55126,-80.866395
"1064",37,97,61405,3531,35.563464,-80.885792
"1065",37,97,61406,4258,35.535742,-80.921473
"1066",37,97,61407,3789,35.524362,-80.850809
"1067",37,97,61408,3541,35.534749,-80.780503
"1068",37,97,61501,3333,35.597327,-80.798254
"1069",37,97,61502,3751,35.579533,-80.786773
"1070",37,97,61503,4206,35.561033,-80.799342
"1071",37,97,61601,3296,35.585976,-80.819732
"1072",37,97,61602,7373,35.560748,-80.828519
"1073",37,99,940200,5910,35.461002,-83.283129
"1074",37,99,950200,1756,35.412423,-83.121764
"1075",37,99,950300,5241,35.393653,-83.217071
"1076",37,99,950400,4224,35.361494,-83.20409
"1077",37,99,950500,5488,35.33388,-83.281758
"1078",37,99,950600,10568,35.30126,-83.188202
"1079",37,99,950700,2835,35.296961,-83.0926
"1080",37,99,950800,1979,35.181784,-83.144662
"1081",37,99,950900,2270,35.108075,-83.081678
"1082",37,101,40100,6942,35.577085,-78.155183
"1083",37,101,40201,6342,35.717589,-78.233751
"1084",37,101,40202,6479,35.691221,-78.305546
"1085",37,101,40203,14249,35.677392,-78.385063
"1086",37,101,40301,3901,35.546948,-78.267009
"1087",37,101,40302,5538,35.560842,-78.291535
"1088",37,101,40400,4407,35.509981,-78.237592
"1089",37,101,40500,6351,35.460457,-78.185223
"1090",37,101,40600,3192,35.478193,-78.313797
"1091",37,101,40700,3408,35.518667,-78.326776
"1092",37,101,40800,3471,35.500456,-78.355444
"1093",37,101,40901,10844,35.588224,-78.368596
"1094",37,101,40902,6385,35.558496,-78.419829
"1095",37,101,41001,7563,35.63741,-78.454277
"1096",37,101,41002,7492,35.662628,-78.474847
"1097",37,101,41101,7433,35.59908,-78.485348
"1098",37,101,41102,9637,35.615535,-78.555241
"1099",37,101,41103,12699,35.571671,-78.531729
"1100",37,101,41201,3851,35.472048,-78.421075
"1101",37,101,41202,5115,35.416556,-78.412617
"1102",37,101,41300,5991,35.320981,-78.405444
"1103",37,101,41400,6695,35.385968,-78.536354
"1104",37,101,41501,6838,35.504417,-78.522376
"1105",37,101,41502,6980,35.542204,-78.618206
"1106",37,101,41503,7075,35.483709,-78.606562
"1107",37,103,920100,3888,34.956595,-77.213012
"1108",37,103,920200,2776,35.050774,-77.339082
"1109",37,103,920300,3489,35.087863,-77.520508
"1110",37,105,30101,4438,35.48252,-79.190283
"1111",37,105,30102,5454,35.477142,-79.214116
"1112",37,105,30200,3646,35.483404,-79.169721
"1113",37,105,30300,3237,35.469194,-79.174851
"1114",37,105,30401,4173,35.46959,-79.126639
"1115",37,105,30402,6248,35.448958,-79.163741
"1116",37,105,30501,4092,35.420152,-79.109501
"1117",37,105,30502,2113,35.42787,-79.188389
"1118",37,105,30503,7296,35.368722,-79.197578
"1119",37,105,30601,3377,35.507037,-79.227827
"1120",37,105,30602,4711,35.445089,-79.2689
"1121",37,105,30701,4751,35.556662,-79.146745
"1122",37,105,30702,4330,35.473106,-79.05746
"1123",37,107,10100,4889,35.348737,-77.498477
"1124",37,107,10200,2545,35.267241,-77.557996
"1125",37,107,10300,2008,35.256524,-77.572324
"1126",37,107,10400,1007,35.263063,-77.572449
"1127",37,107,10500,3790,35.281832,-77.573249
"1128",37,107,10600,3574,35.277735,-77.591331
"1129",37,107,10700,2362,35.26723,-77.590389
"1130",37,107,10800,5049,35.292199,-77.608368
"1131",37,107,10900,3413,35.330716,-77.611978
"1132",37,107,11001,4483,35.281489,-77.667773
"1133",37,107,11002,4012,35.317477,-77.698257
"1134",37,107,11100,5820,35.301782,-77.787281
"1135",37,107,11200,6682,35.118806,-77.727492
"1136",37,107,11300,5134,35.213387,-77.644438
"1137",37,107,11400,4727,35.204016,-77.554657
"1138",37,109,70100,4826,35.470221,-81.253902
"1139",37,109,70201,4192,35.489571,-81.22611
"1140",37,109,70202,3349,35.495321,-81.189578
"1141",37,109,70300,4042,35.455272,-81.220262
"1142",37,109,70400,6079,35.440036,-81.278165
"1143",37,109,70500,4914,35.46491,-81.412486
"1144",37,109,70600,4585,35.536437,-81.430643
"1145",37,109,70700,3180,35.501075,-81.319883
"1146",37,109,70800,6506,35.524638,-81.238221
"1147",37,109,70901,3159,35.536808,-81.148462
"1148",37,109,70902,6338,35.505292,-81.101667
"1149",37,109,71001,5253,35.447061,-81.149144
