"TractFIPS","CountyName","POP","DIABETES","OBESITY"
37071030401,"Gaston",4126,409,1267
37071030402,"Gaston",4368,398,1359
37071030501,"Gaston",2569,268,835
37071030502,"Gaston",3784,375,1166
37071030601,"Gaston",2710,290,857
37071030602,"Gaston",2507,286,768
37071030700,"Gaston",2955,364,970
37071030801,"Gaston",1476,192,510
37071030802,"Gaston",4215,494,1472
37071030901,"Gaston",2273,235,710
37071030902,"Gaston",2927,346,1022
37071031001,"Gaston",2865,344,960
37071031003,"Gaston",3803,343,1100
37071031004,"Gaston",2561,234,753
37071031101,"Gaston",2767,310,914
37071031102,"Gaston",2201,199,685
37071031201,"Gaston",3080,253,909
37071031202,"Gaston",2404,169,666
37071031301,"Gaston",3383,295,1049
37071031302,"Gaston",4535,508,1547
37071031401,"Gaston",2986,308,1004
37071031402,"Gaston",2356,276,729
37071031500,"Gaston",3381,558,1373
37071031600,"Gaston",3489,416,1208
37071031701,"Gaston",3670,404,1197
37071031703,"Gaston",2709,298,900
37071031704,"Gaston",3690,373,1196
37071031800,"Gaston",3532,587,1459
37071031900,"Gaston",2973,553,1282
37071032000,"Gaston",2655,423,1086
37071032100,"Gaston",2923,407,1015
37071032200,"Gaston",3906,340,1145
37071032301,"Gaston",2308,254,711
37071032302,"Gaston",2626,313,862
37071032401,"Gaston",4577,367,1264
37071032402,"Gaston",4288,365,1205
37071032502,"Gaston",3153,253,880
37071032505,"Gaston",3299,314,1033
37071032506,"Gaston",3375,328,1155
37071032507,"Gaston",3405,304,1005
37071032508,"Gaston",2745,242,791
37071032600,"Gaston",3825,352,1033
37071032702,"Gaston",1798,170,500
37071032703,"Gaston",1940,243,664
37071032704,"Gaston",4488,561,1446
37071032800,"Gaston",6203,782,2147
37071032900,"Gaston",3472,421,1212
37071033100,"Gaston",2538,338,922
37071033202,"Gaston",2062,207,638
37071033203,"Gaston",2438,320,888
37071033204,"Gaston",3791,512,1411
37071033303,"Gaston",3196,266,860
37071033304,"Gaston",4597,410,1315
37071033305,"Gaston",3942,387,1262
37071033306,"Gaston",1572,153,485
37071033307,"Gaston",1922,210,614
37071033400,"Gaston",2869,356,1013
37071033500,"Gaston",4731,507,1514
37073970100,"Gates",4684,600,1790
37073970200,"Gates",4174,531,1658
37073970300,"Gates",3339,438,1336
37075920100,"Graham",2197,284,745
37075920200,"Graham",2869,319,927
37075920300,"Graham",3795,520,1355
37077970101,"Granville",5273,691,1909
37077970102,"Granville",3606,480,1277
37077970200,"Granville",4270,624,1563
37077970300,"Granville",3646,511,1393
37077970400,"Granville",4040,683,1576
37077970500,"Granville",3839,492,1398
37077970601,"Granville",5380,512,1781
37077970602,"Granville",7583,653,2435
37077970603,"Granville",6260,576,2016
37077970701,"Granville",4749,447,1520
37077970702,"Granville",2516,448,1065
37077970703,"Granville",4067,403,1395
37077970704,"Granville",4687,516,1810
37079950101,"Greene",4018,551,1539
37079950102,"Greene",5260,621,2094
37079950200,"Greene",4704,612,1779
37079950300,"Greene",7380,1144,2923
37081010100,"Guilford",1561,253,728
37081010200,"Guilford",4070,591,1665
37081010300,"Guilford",2426,355,915
37081010401,"Guilford",1453,105,425
37081010403,"Guilford",1594,118,512
37081010404,"Guilford",2502,186,669
37081010500,"Guilford",2173,161,646
37081010601,"Guilford",2780,192,834
37081010602,"Guilford",4592,216,1341
37081010701,"Guilford",1919,108,544
37081010702,"Guilford",4307,112,1146
37081010800,"Guilford",2409,241,851
37081010900,"Guilford",2001,153,657
37081011000,"Guilford",4768,306,1898
37081011101,"Guilford",4260,712,2007
37081011102,"Guilford",2602,581,1262
37081011200,"Guilford",5391,777,2448
37081011300,"Guilford",2862,659,1440
37081011400,"Guilford",5291,1038,2757
37081011500,"Guilford",2964,389,1287
37081011601,"Guilford",2453,268,930
37081011602,"Guilford",2981,346,1181
37081011904,"Guilford",4265,359,1677
37081011905,"Guilford",5077,600,2082
37081012503,"Guilford",4176,385,1316
37081012504,"Guilford",3246,338,1218
37081012505,"Guilford",4353,344,1180
37081012508,"Guilford",3289,297,1037
37081012509,"Guilford",2223,218,614
37081012510,"Guilford",3090,260,878
37081012511,"Guilford",4961,432,1355
37081012601,"Guilford",5912,450,1993
37081012604,"Guilford",4908,727,1978
37081012607,"Guilford",2301,233,820
37081012608,"Guilford",2392,268,1022
37081012609,"Guilford",7342,882,2805
37081012610,"Guilford",3159,417,1176
37081012611,"Guilford",3577,408,1481
37081012612,"Guilford",5947,780,2558
37081012617,"Guilford",3478,414,1409
37081012703,"Guilford",5373,511,1672
37081012704,"Guilford",3214,515,1331
37081012705,"Guilford",4056,804,1960
37081012706,"Guilford",3159,601,1536
37081012707,"Guilford",2589,451,1277
37081012803,"Guilford",7640,894,3026
37081012804,"Guilford",4184,595,1871
37081012805,"Guilford",2545,400,1077
37081013601,"Guilford",3092,201,953
37081013602,"Guilford",4138,563,1709
37081013700,"Guilford",4141,381,1288
37081013800,"Guilford",4685,937,2207
37081013900,"Guilford",4509,848,2214
37081014000,"Guilford",3079,462,1232
37081014200,"Guilford",3503,571,1587
37081014300,"Guilford",3045,506,1331
37081014406,"Guilford",2337,407,1040
37081014407,"Guilford",5635,581,1849
37081014408,"Guilford",2326,310,1012
37081014409,"Guilford",2893,301,993
37081014410,"Guilford",3591,363,1265
37081014411,"Guilford",4806,620,1976
37081014412,"Guilford",2587,332,872
37081014501,"Guilford",1300,218,553
37081014502,"Guilford",4433,510,1632
37081014503,"Guilford",3523,543,1540
37081015100,"Guilford",4097,418,1414
37081015200,"Guilford",8412,732,2903
37081015300,"Guilford",7791,725,2649
37081015401,"Guilford",5527,459,1918
37081015402,"Guilford",7211,851,2827
37081015500,"Guilford",6111,648,2445
37081015600,"Guilford",9324,737,2947
37081015703,"Guilford",5863,481,1818
37081015704,"Guilford",6171,457,1920
37081015705,"Guilford",3158,234,998
37081015706,"Guilford",5288,434,1661
37081015707,"Guilford",6612,589,2077
37081015800,"Guilford",7984,615,2460
37081015901,"Guilford",5270,464,1708
37081015902,"Guilford",3611,268,1116
37081016003,"Guilford",4294,323,1289
37081016005,"Guilford",1721,133,491
37081016006,"Guilford",3159,228,894
37081016007,"Guilford",4933,351,1441
37081016008,"Guilford",7034,465,2118
37081016009,"Guilford",3743,311,1161
37081016010,"Guilford",2607,191,793
37081016011,"Guilford",5627,400,1942
37081016101,"Guilford",5063,466,1362
37081016102,"Guilford",3930,287,1301
37081016103,"Guilford",5068,401,1637
37081016201,"Guilford",5352,397,1606
37081016203,"Guilford",4013,378,1172
37081016204,"Guilford",2985,206,854
37081016205,"Guilford",3903,274,1171
37081016303,"Guilford",3316,319,1012
37081016304,"Guilford",3758,275,1094
37081016305,"Guilford",3538,291,1037
37081016306,"Guilford",4500,342,1436
37081016405,"Guilford",1691,151,645
37081016406,"Guilford",3300,232,1063
37081016407,"Guilford",4577,339,1387
37081016408,"Guilford",1956,190,570
37081016409,"Guilford",2513,219,775
37081016410,"Guilford",5520,525,1966
37081016502,"Guilford",5598,538,1747
37081016503,"Guilford",3729,232,1175
37081016505,"Guilford",5072,335,1593
37081016506,"Guilford",4900,373,1534
37081016600,"Guilford",2500,315,888
37081016701,"Guilford",5126,467,1851
37081016702,"Guilford",3522,370,1205
37081016800,"Guilford",6584,738,2450
37081016900,"Guilford",4698,466,1509
37081017000,"Guilford",4516,475,1536
37081017100,"Guilford",7273,677,2306
37081017200,"Guilford",6919,644,2332
37083930100,"Halifax",3435,681,1629
37083930200,"Halifax",5310,627,1928
37083930300,"Halifax",4817,622,1913
37083930400,"Halifax",3629,552,1517
37083930501,"Halifax",3956,590,1717
37083930502,"Halifax",5540,892,2399
37083930600,"Halifax",4097,681,1815
37083930700,"Halifax",4108,703,1693
37083930800,"Halifax",5312,1047,2513
37083930900,"Halifax",5577,1205,2767
37083931000,"Halifax",3488,604,1636
37083931100,"Halifax",5422,1042,2424
37085070100,"Harnett",4530,698,2075
37085070200,"Harnett",3262,578,1583
37085070300,"Harnett",4907,761,2164
37085070401,"Harnett",3963,456,1657
37085070402,"Harnett",6679,755,2913
37085070500,"Harnett",5914,769,2484
37085070600,"Harnett",4377,565,1983
37085070700,"Harnett",5400,746,2511
37085070801,"Harnett",2070,224,878
37085070802,"Harnett",4969,314,1605
37085070901,"Harnett",2574,271,1028
37085070902,"Harnett",2680,279,1099
37085070903,"Harnett",2266,225,916
37085070904,"Harnett",3344,325,1362
37085071001,"Harnett",5029,433,1922
37085071002,"Harnett",3102,301,1229
37085071101,"Harnett",3410,396,1467
37085071102,"Harnett",4911,531,2029
37085071201,"Harnett",2264,231,938
37085071202,"Harnett",4178,364,1780
37085071203,"Harnett",1331,115,542
37085071204,"Harnett",4560,352,1774
37085071301,"Harnett",3558,388,1474
37085071302,"Harnett",5250,373,2132
37085071303,"Harnett",7714,556,2909
37085071401,"Harnett",3908,423,1665
37085071402,"Harnett",8528,734,3659
37087920101,"Haywood",3393,374,1147
37087920102,"Haywood",3818,420,1280
37087920200,"Haywood",6625,749,2339
37087920300,"Haywood",3283,398,1166
37087920400,"Haywood",1921,210,663
37087920500,"Haywood",6214,665,2144
37087920600,"Haywood",4493,522,1456
37087920700,"Haywood",3194,425,1090
37087920800,"Haywood",3037,350,994
37087920900,"Haywood",1996,258,709
37087921000,"Haywood",3322,369,1083
37087921100,"Haywood",2468,326,840
37087921200,"Haywood",5649,684,1961
37087921301,"Haywood",4182,444,1385
37087921302,"Haywood",5431,636,1880
37089930100,"Henderson",4484,435,1601
37089930200,"Henderson",6797,694,2556
37089930300,"Henderson",6408,712,2314
37089930401,"Henderson",2697,278,963
37089930402,"Henderson",2596,294,932
37089930501,"Henderson",4034,380,1372
37089930502,"Henderson",4614,379,1574
37089930600,"Henderson",4959,402,1642
37089930701,"Henderson",3410,318,1150
37089930702,"Henderson",4506,397,1519
37089930703,"Henderson",5578,648,1936
37089930800,"Henderson",5057,552,1745
37089930900,"Henderson",3096,295,1059
37089931000,"Henderson",5532,753,1865
37089931100,"Henderson",2378,264,895
37089931200,"Henderson",2240,258,854
37089931300,"Henderson",3589,402,1318
37089931400,"Henderson",5476,630,2136
37089931500,"Henderson",3554,395,1074
37089931600,"Henderson",4747,580,1652
37089931700,"Henderson",2696,281,844
37089931801,"Henderson",2988,356,909
37089931802,"Henderson",4332,494,1382
37089931901,"Henderson",3503,389,1185
37089931902,"Henderson",2927,296,987
37089932000,"Henderson",4542,423,1527
37091950100,"Hertford",7429,1152,3046
37091950200,"Hertford",6038,973,2621
37091950300,"Hertford",3303,516,1348
37091950401,"Hertford",3543,504,1308
37091950402,"Hertford",4356,793,1882
37093970101,"Hoke",8327,733,3381
37093970102,"Hoke",11350,806,4211
37093970103,"Hoke",7549,650,2907
37093970201,"Hoke",4204,543,1762
37093970202,"Hoke",3643,514,1589
37093970300,"Hoke",5125,872,2255
37093970401,"Hoke",3710,579,1622
37093970402,"Hoke",3044,567,1477
37095920100,"Hyde",5810,820,2237
37097060100,"Iredell",5362,617,1711
37097060200,"Iredell",1985,413,957
37097060300,"Iredell",2706,455,1175
37097060400,"Iredell",4066,675,1659
37097060500,"Iredell",4103,431,1318
37097060601,"Iredell",5347,706,1861
37097060602,"Iredell",1972,215,576
37097060603,"Iredell",1587,243,621
37097060701,"Iredell",3044,348,1057
37097060702,"Iredell",4100,431,1353
37097060703,"Iredell",2879,288,905
37097060801,"Iredell",3482,443,1226
37097060802,"Iredell",3564,403,1209
37097060901,"Iredell",3186,367,1052
37097060902,"Iredell",3854,448,1311
37097061001,"Iredell",3722,369,1184
37097061002,"Iredell",4143,460,1393
37097061003,"Iredell",3572,408,1165
37097061101,"Iredell",2668,297,881
37097061102,"Iredell",3085,318,975
37097061103,"Iredell",2769,316,925
37097061104,"Iredell",2176,240,714
37097061201,"Iredell",3428,319,1053
37097061202,"Iredell",4652,461,1489
37097061203,"Iredell",4148,341,1257
37097061204,"Iredell",3019,248,858
37097061205,"Iredell",3587,363,1098
37097061301,"Iredell",2707,274,899
37097061302,"Iredell",3904,395,1297
37097061303,"Iredell",4115,338,1227
37097061304,"Iredell",4705,349,1403
37097061401,"Iredell",4208,312,1162
37097061402,"Iredell",5148,412,1509
37097061403,"Iredell",3350,258,1009
37097061404,"Iredell",2016,170,567
37097061405,"Iredell",3531,304,1021
37097061406,"Iredell",4258,358,1227
37097061407,"Iredell",3789,353,1141
37097061408,"Iredell",3541,245,1059
37097061501,"Iredell",3333,364,1164
37097061502,"Iredell",3751,349,1130
37097061503,"Iredell",4206,417,1250
37097061601,"Iredell",3296,442,1286
37097061602,"Iredell",7373,524,2065
37099940200,"Jackson",5910,828,2359
37099950200,"Jackson",1756,192,612
37099950300,"Jackson",5241,593,1819
37099950400,"Jackson",4224,398,1361
37099950500,"Jackson",5488,571,1866
37099950600,"Jackson",10568,666,3118
37099950700,"Jackson",2835,329,1027
37099950800,"Jackson",1979,244,697
37099950900,"Jackson",2270,259,720
37101040100,"Johnston",6942,917,2638
37101040201,"Johnston",6342,743,2328
37101040202,"Johnston",6479,668,2294
37101040203,"Johnston",14249,1041,4603
37101040301,"Johnston",3901,636,1655
37101040302,"Johnston",5538,770,2254
37101040400,"Johnston",4407,468,1552
37101040500,"Johnston",6351,712,2268
37101040600,"Johnston",3192,511,1332
37101040700,"Johnston",3408,546,1285
37101040800,"Johnston",3471,448,1254
37101040901,"Johnston",10844,1085,3763
37101040902,"Johnston",6385,601,2210
37101041001,"Johnston",7563,779,2731
37101041002,"Johnston",7492,690,2510
37101041101,"Johnston",7433,610,2483
37101041102,"Johnston",9637,810,3219
37101041103,"Johnston",12699,940,4191
37101041201,"Johnston",3851,493,1422
37101041202,"Johnston",5115,650,1929
37101041300,"Johnston",5991,749,2271
37101041400,"Johnston",6695,918,2518
37101041501,"Johnston",6838,582,2312
37101041502,"Johnston",6980,566,2318
37101041503,"Johnston",7075,651,2399
37103920100,"Jones",3888,607,1591
37103920200,"Jones",2776,489,1239
37103920300,"Jones",3489,524,1452
37105030101,"Lee",4438,475,1483
37105030102,"Lee",5454,502,1577
37105030200,"Lee",3646,602,1627
37105030300,"Lee",3237,593,1464
37105030401,"Lee",4173,568,1611
37105030402,"Lee",6248,913,2425
37105030501,"Lee",4092,467,1212
37105030502,"Lee",2113,267,753
37105030503,"Lee",7296,883,2671
37105030601,"Lee",3377,291,1003
37105030602,"Lee",4711,472,1480
37105030701,"Lee",4751,461,1526
37105030702,"Lee",4330,477,1429
37107010100,"Lenoir",4889,753,2073
37107010200,"Lenoir",2545,588,1260
37107010300,"Lenoir",2008,454,1093
37107010400,"Lenoir",1007,250,532
37107010500,"Lenoir",3790,808,1888
37107010600,"Lenoir",3574,565,1355
37107010700,"Lenoir",2362,523,1122
37107010800,"Lenoir",5049,682,1828
37107010900,"Lenoir",3413,526,1444
37107011001,"Lenoir",4483,552,1650
37107011002,"Lenoir",4012,394,1425
37107011100,"Lenoir",5820,903,2433
37107011200,"Lenoir",6682,769,2473
37107011300,"Lenoir",5134,740,2075
37107011400,"Lenoir",4727,568,1740
37109070100,"Lincoln",4826,618,1748
37109070201,"Lincoln",4192,428,1510
37109070202,"Lincoln",3349,335,1096
37109070300,"Lincoln",4042,518,1403
37109070400,"Lincoln",6079,651,2122
37109070500,"Lincoln",4914,482,1632
37109070600,"Lincoln",4585,445,1527
37109070700,"Lincoln",3180,309,1072
37109070800,"Lincoln",6506,762,2414
37109070901,"Lincoln",3159,294,1078
37109070902,"Lincoln",6338,590,2098
37109071001,"Lincoln",5253,505,1766
37109071002,"Lincoln",2681,322,974
37109071101,"Lincoln",5315,484,1744
37109071102,"Lincoln",4805,380,1456
37109071201,"Lincoln",1729,161,536
37109071202,"Lincoln",3145,277,960
37109071203,"Lincoln",4167,313,1226
37111970100,"McDowell",5273,596,1793
37111970200,"McDowell",4919,591,1762
37111970300,"McDowell",3261,369,1047
37111970400,"McDowell",2776,347,1011
37111970500,"McDowell",3954,515,1420
37111970600,"McDowell",3680,357,1193
37111970700,"McDowell",4380,530,1516
37111970800,"McDowell",4227,508,1463
37111970901,"McDowell",7429,810,2601
37111970902,"McDowell",5097,592,1795
37113970100,"Macon",2684,333,881
37113970200,"Macon",4090,561,1395
37113970301,"Macon",4006,481,1343
37113970302,"Macon",4050,499,1260
37113970400,"Macon",3924,511,1291
37113970501,"Macon",1435,173,420
37113970502,"Macon",1504,175,437
37113970600,"Macon",5755,726,1888
37113970700,"Macon",6474,732,2092
37115010100,"Madison",2546,339,909
37115010200,"Madison",2294,308,817
37115010400,"Madison",1911,234,669
37115010500,"Madison",4816,497,1551
37115010600,"Madison",6322,588,1935
37115010700,"Madison",2875,322,961
37117970100,"Martin",4183,586,1552
37117970200,"Martin",4586,693,1706
37117970300,"Martin",4385,698,1733
37117970400,"Martin",2652,494,1088
37117970500,"Martin",5397,697,1976
37117970600,"Martin",3302,644,1404
37119000100,"Mecklenburg",3425,117,737
37119000300,"Mecklenburg",407,44,130
37119000400,"Mecklenburg",1599,103,403
37119000500,"Mecklenburg",4964,288,1271
37119000600,"Mecklenburg",4100,242,1218
37119000700,"Mecklenburg",736,59,229
37119000800,"Mecklenburg",2284,304,912
37119000900,"Mecklenburg",1556,232,586
37119001000,"Mecklenburg",2319,114,559
37119001100,"Mecklenburg",1809,84,442
37119001200,"Mecklenburg",5650,419,1599
37119001300,"Mecklenburg",3893,468,1324
37119001400,"Mecklenburg",2607,160,715
37119001504,"Mecklenburg",6401,903,2510
37119001505,"Mecklenburg",3678,435,1295
37119001507,"Mecklenburg",4004,597,1682
37119001508,"Mecklenburg",6061,625,2055
37119001509,"Mecklenburg",2976,495,1212
37119001510,"Mecklenburg",3047,442,1122
37119001603,"Mecklenburg",4598,621,1490
37119001605,"Mecklenburg",1776,180,604
37119001606,"Mecklenburg",4295,529,1448
37119001607,"Mecklenburg",2613,343,965
37119001608,"Mecklenburg",3933,551,1534
37119001609,"Mecklenburg",3168,365,1154
37119001701,"Mecklenburg",3749,402,1328
37119001702,"Mecklenburg",4881,562,1792
37119001801,"Mecklenburg",1249,107,414
37119001802,"Mecklenburg",2892,226,842
37119001910,"Mecklenburg",5117,568,1817
37119001911,"Mecklenburg",5441,604,1867
37119001912,"Mecklenburg",6565,782,2456
37119001914,"Mecklenburg",3485,387,1199
37119001915,"Mecklenburg",6293,579,2241
37119001916,"Mecklenburg",3725,407,1230
37119001917,"Mecklenburg",3567,411,1242
37119001918,"Mecklenburg",3527,392,1256
37119001919,"Mecklenburg",3379,389,1180
37119001920,"Mecklenburg",4226,508,1581
37119001921,"Mecklenburg",2356,257,835
37119001922,"Mecklenburg",4340,543,1650
37119001923,"Mecklenburg",3605,383,1284
37119002002,"Mecklenburg",5725,413,1340
37119002003,"Mecklenburg",5395,524,1479
37119002004,"Mecklenburg",4934,361,1303
37119002100,"Mecklenburg",2546,255,787
37119002200,"Mecklenburg",4859,292,1128
37119002300,"Mecklenburg",2652,459,1207
37119002400,"Mecklenburg",2514,134,621
37119002500,"Mecklenburg",1539,68,347
37119002600,"Mecklenburg",818,64,246
37119002701,"Mecklenburg",2208,184,530
37119002702,"Mecklenburg",5372,285,1177
37119002800,"Mecklenburg",3627,254,846
37119002903,"Mecklenburg",3636,251,862
37119002904,"Mecklenburg",6717,464,1532
37119002905,"Mecklenburg",3066,200,712
37119002906,"Mecklenburg",4034,251,920
37119003006,"Mecklenburg",3930,280,955
37119003007,"Mecklenburg",6569,493,1544
37119003008,"Mecklenburg",5741,500,1470
37119003011,"Mecklenburg",5951,465,1256
37119003012,"Mecklenburg",4247,315,1058
37119003013,"Mecklenburg",5121,354,1209
37119003015,"Mecklenburg",4422,332,1110
37119003016,"Mecklenburg",4558,256,1131
37119003017,"Mecklenburg",3359,256,817
37119003018,"Mecklenburg",2628,171,621
37119003102,"Mecklenburg",4067,391,1160
37119003103,"Mecklenburg",4327,321,1177
37119003105,"Mecklenburg",3480,265,846
37119003106,"Mecklenburg",2624,221,780
37119003108,"Mecklenburg",3221,316,1131
37119003109,"Mecklenburg",3968,342,1413
37119003201,"Mecklenburg",2785,251,872
37119003203,"Mecklenburg",2436,159,675
37119003204,"Mecklenburg",2967,220,757
37119003300,"Mecklenburg",2933,176,757
37119003400,"Mecklenburg",4423,186,1027
37119003500,"Mecklenburg",2329,112,527
37119003600,"Mecklenburg",3176,426,1169
37119003700,"Mecklenburg",2345,256,849
37119003802,"Mecklenburg",3414,724,1489
37119003805,"Mecklenburg",1824,77,363
37119003806,"Mecklenburg",8292,714,2579
37119003807,"Mecklenburg",4005,541,1538
37119003808,"Mecklenburg",4811,438,1761
37119003902,"Mecklenburg",4390,738,1840
37119003903,"Mecklenburg",2541,379,1108
37119004000,"Mecklenburg",4312,734,1730
37119004100,"Mecklenburg",2795,288,956
37119004200,"Mecklenburg",2968,526,1300
37119004302,"Mecklenburg",4524,715,1797
37119004303,"Mecklenburg",2557,333,918
37119004304,"Mecklenburg",3466,406,1262
37119004305,"Mecklenburg",5649,633,2079
37119004400,"Mecklenburg",4249,498,1581
37119004500,"Mecklenburg",2957,512,1263
37119004600,"Mecklenburg",3040,678,1347
37119004700,"Mecklenburg",2073,208,749
37119004800,"Mecklenburg",3422,712,1462
37119004900,"Mecklenburg",737,150,350
37119005000,"Mecklenburg",1341,203,540
37119005100,"Mecklenburg",2340,504,1079
37119005200,"Mecklenburg",2728,516,1253
37119005301,"Mecklenburg",3326,463,1361
37119005305,"Mecklenburg",5005,781,1977
37119005306,"Mecklenburg",2437,371,980
37119005307,"Mecklenburg",3153,410,1309
37119005308,"Mecklenburg",2383,265,944
37119005401,"Mecklenburg",6853,1028,2701
37119005403,"Mecklenburg",4052,434,1398
37119005404,"Mecklenburg",4927,597,1799
37119005508,"Mecklenburg",4190,298,1170
37119005509,"Mecklenburg",5476,373,1649
37119005510,"Mecklenburg",5207,427,1823
37119005511,"Mecklenburg",3636,226,1048
37119005512,"Mecklenburg",4675,496,1679
37119005513,"Mecklenburg",3938,323,1158
37119005514,"Mecklenburg",6511,489,1830
37119005515,"Mecklenburg",2482,189,663
37119005516,"Mecklenburg",1762,117,467
37119005517,"Mecklenburg",4282,283,1140
37119005518,"Mecklenburg",4582,317,1228
37119005519,"Mecklenburg",4717,312,1354
37119005520,"Mecklenburg",4495,360,1223
37119005521,"Mecklenburg",5951,340,1625
37119005522,"Mecklenburg",4640,256,1216
37119005523,"Mecklenburg",4720,232,1096
37119005524,"Mecklenburg",8078,598,2343
37119005604,"Mecklenburg",4461,134,1098
37119005605,"Mecklenburg",5965,341,1706
37119005609,"Mecklenburg",3334,174,934
37119005610,"Mecklenburg",3394,289,1080
37119005611,"Mecklenburg",2383,160,715
37119005612,"Mecklenburg",4451,330,1340
37119005613,"Mecklenburg",1820,119,519
37119005614,"Mecklenburg",6639,472,2052
37119005615,"Mecklenburg",1248,105,364
37119005616,"Mecklenburg",1761,196,647
37119005617,"Mecklenburg",1931,224,669
37119005618,"Mecklenburg",3156,307,1026
37119005619,"Mecklenburg",3956,313,1270
37119005620,"Mecklenburg",6904,629,2300
37119005621,"Mecklenburg",4541,350,1354
37119005706,"Mecklenburg",6637,684,2051
37119005709,"Mecklenburg",3488,311,925
37119005710,"Mecklenburg",3985,383,1308
37119005711,"Mecklenburg",5651,554,1492
37119005712,"Mecklenburg",3636,291,979
37119005713,"Mecklenburg",3623,330,993
37119005714,"Mecklenburg",4751,376,1255
37119005715,"Mecklenburg",2526,238,741
37119005716,"Mecklenburg",4462,335,1357
37119005717,"Mecklenburg",5930,493,1833
37119005811,"Mecklenburg",3880,307,1005
37119005812,"Mecklenburg",6077,402,1672
37119005815,"Mecklenburg",3210,280,867
37119005816,"Mecklenburg",3872,291,957
37119005817,"Mecklenburg",4001,293,989
37119005823,"Mecklenburg",7873,544,1961
37119005824,"Mecklenburg",2817,271,964
37119005825,"Mecklenburg",4323,420,1258
37119005826,"Mecklenburg",2839,253,881
37119005827,"Mecklenburg",2366,209,784
37119005828,"Mecklenburg",3726,250,943
37119005829,"Mecklenburg",2556,208,724
37119005830,"Mecklenburg",3666,308,1071
37119005831,"Mecklenburg",4480,260,1143
37119005832,"Mecklenburg",2810,178,678
37119005833,"Mecklenburg",4642,390,1022
37119005834,"Mecklenburg",4012,297,1080
37119005835,"Mecklenburg",2632,214,716
37119005836,"Mecklenburg",4013,322,1156
37119005837,"Mecklenburg",6227,368,1532
37119005838,"Mecklenburg",6454,349,1614
37119005839,"Mecklenburg",2381,153,615
37119005840,"Mecklenburg",2061,128,485
37119005841,"Mecklenburg",6194,378,1493
37119005842,"Mecklenburg",5936,464,1490
37119005843,"Mecklenburg",3054,196,782
37119005844,"Mecklenburg",6539,367,1583
37119005845,"Mecklenburg",3480,174,811
37119005846,"Mecklenburg",4029,266,971
37119005847,"Mecklenburg",3983,287,976
37119005848,"Mecklenburg",5230,351,1292
37119005906,"Mecklenburg",4478,511,1442
37119005907,"Mecklenburg",4229,254,1138
37119005908,"Mecklenburg",1535,122,403
37119005909,"Mecklenburg",6318,443,1852
37119005910,"Mecklenburg",4224,279,1276
37119005911,"Mecklenburg",4117,326,1161
37119005912,"Mecklenburg",4816,362,1421
37119005913,"Mecklenburg",6220,529,1835
37119005914,"Mecklenburg",5563,362,1597
37119005915,"Mecklenburg",1495,60,400
37119005916,"Mecklenburg",2271,318,904
37119005917,"Mecklenburg",5230,388,1528
37119005918,"Mecklenburg",3435,234,1014
37119006005,"Mecklenburg",2854,266,922
37119006006,"Mecklenburg",5911,763,2052
37119006007,"Mecklenburg",6643,432,1993
37119006008,"Mecklenburg",3635,320,1146
37119006009,"Mecklenburg",2757,249,874
37119006010,"Mecklenburg",6436,708,2253
37119006103,"Mecklenburg",3818,283,1096
37119006104,"Mecklenburg",8187,778,2751
37119006105,"Mecklenburg",2673,201,813
37119006106,"Mecklenburg",3551,277,1094
37119006107,"Mecklenburg",4324,269,1259
37119006108,"Mecklenburg",4341,374,1476
37119006109,"Mecklenburg",3514,531,1357
37119006203,"Mecklenburg",5083,407,1353
37119006204,"Mecklenburg",7267,575,1875
37119006208,"Mecklenburg",2476,122,610
37119006209,"Mecklenburg",3826,207,957
37119006210,"Mecklenburg",3678,232,935
37119006211,"Mecklenburg",6125,356,1568
37119006212,"Mecklenburg",3183,176,784
37119006213,"Mecklenburg",5553,345,1494
37119006214,"Mecklenburg",4067,281,1119
37119006215,"Mecklenburg",4227,326,1235
37119006302,"Mecklenburg",5950,441,1553
37119006303,"Mecklenburg",5321,346,1464
37119006304,"Mecklenburg",6045,381,1578
37119006403,"Mecklenburg",5319,383,1250
37119006404,"Mecklenburg",4952,312,1204
37119006405,"Mecklenburg",3081,188,762
37119006406,"Mecklenburg",6132,417,1724
37119006407,"Mecklenburg",3313,189,895
37121950100,"Mitchell",2479,296,767
37121950200,"Mitchell",3821,455,1204
37121950300,"Mitchell",4372,521,1448
37121950400,"Mitchell",4907,526,1448
37123960100,"Montgomery",6431,766,2193
37123960200,"Montgomery",7370,767,2462
37123960300,"Montgomery",3914,447,1210
37123960401,"Montgomery",2134,359,852
37123960402,"Montgomery",2306,326,796
37123960500,"Montgomery",5643,864,2252
37125950100,"Moore",2712,299,866
37125950200,"Moore",7118,926,2542
37125950301,"Moore",6142,676,1868
37125950302,"Moore",4837,523,1403
37125950401,"Moore",3939,422,1241
37125950402,"Moore",4283,480,1422
37125950501,"Moore",6438,619,2022
37125950502,"Moore",8128,854,2463
37125950601,"Moore",3259,362,815
37125950602,"Moore",6632,723,1970
37125950701,"Moore",4542,509,1200
37125950702,"Moore",2588,314,629
37125950801,"Moore",4445,654,1601
37125950802,"Moore",3656,432,929
37125950900,"Moore",2422,216,698
37125951000,"Moore",4570,426,1198
37125951100,"Moore",8172,801,2509
37125951200,"Moore",4364,498,1524
37127010200,"Nash",5155,985,2418
